task,seed,state_id,C,S,M,B0_BA,counterfactual_BA,delta_BA_pp,RESCUE_PP,HARM_PP,NET_PP,identity_absolute_difference,subjects,trials,CC_count,RESCUE_count,HARM_count,WW_count,FULL_RESCUE_PP,FULL_HARM_PP,FULL_NET_PP,delta_rescue_vs_full_pp,delta_harm_vs_full_pp,delta_net_vs_full_pp,rescue_retention,harm_reduction
OpenBMI_ERP,1,C1S1M1,1,1,1,0.8325530303030304,0.8423863636363637,0.9833333333333334,5.654545454545454,4.671212121212121,0.9833333333333334,9.71445146547012e-17,40,79200,65027,4468,3334,6371,5.654545454545454,4.671212121212121,0.9833333333333334,0.0,0.0,0.0,1.0,0.0
OpenBMI_ERP,2,C0S0M0,0,0,0,0.8325530303030304,0.7718863636363636,-6.066666666666667,5.043939393939394,11.110606060606061,-6.066666666666666,1.1102230246251565e-16,40,79200,63967,5242,4394,5597,5.378787878787879,5.236363636363636,0.14242424242424268,-0.33484848484848495,5.874242424242425,-6.209090909090909,0.9377464788732394,-1.1218171296296298
OpenBMI_ERP,2,C0S0M1,0,0,1,0.8325530303030304,0.8281590909090909,-0.43939393939393934,5.38409090909091,5.823484848484848,-0.43939393939393945,1.3877787807814457e-16,40,79200,65310,5111,3051,5728,5.378787878787879,5.236363636363636,0.14242424242424268,0.005303030303030809,0.5871212121212119,-0.5818181818181821,1.000985915492958,-0.11212384259259256
OpenBMI_ERP,2,C0S1M0,0,1,0,0.8325530303030304,0.7706742424242424,-6.1878787878787875,5.0204545454545455,11.208333333333332,-6.1878787878787875,1.457167719820518e-16,40,79200,64018,5275,4343,5564,5.378787878787879,5.236363636363636,0.14242424242424268,-0.3583333333333334,5.971969696969696,-6.33030303030303,0.9333802816901409,-1.140480324074074
OpenBMI_ERP,2,C0S1M1,0,1,1,0.8325530303030304,0.8286287878787879,-0.39242424242424295,5.420454545454545,5.8128787878787875,-0.39242424242424223,1.3877787807814457e-16,40,79200,65320,5139,3041,5700,5.378787878787879,5.236363636363636,0.14242424242424268,0.041666666666666075,0.5765151515151512,-0.5348484848484849,1.0077464788732393,-0.11009837962962954
OpenBMI_ERP,2,C1S0M0,1,0,0,0.8325530303030304,0.7879015151515152,-4.465151515151515,5.0219696969696965,9.487121212121213,-4.465151515151515,1.3877787807814457e-16,40,79200,63862,4813,4499,6026,5.378787878787879,5.236363636363636,0.14242424242424268,-0.35681818181818237,4.250757575757577,-4.607575757575757,0.9336619718309858,-0.8117766203703707
OpenBMI_ERP,2,C1S0M1,1,0,1,0.8325530303030304,0.8333939393939394,0.08409090909090895,5.338636363636363,5.254545454545455,0.0840909090909091,1.3183898417423734e-16,40,79200,65065,4711,3296,6128,5.378787878787879,5.236363636363636,0.14242424242424268,-0.04015151515151594,0.01818181818181852,-0.05833333333333357,0.9925352112676055,-0.003472222222222321
OpenBMI_ERP,2,C1S1M0,1,1,0,0.8325530303030304,0.788,-4.45530303030303,5.079545454545455,9.534848484848485,-4.45530303030303,1.8041124150158794e-16,40,79200,63919,4869,4442,5970,5.378787878787879,5.236363636363636,0.14242424242424268,-0.29924242424242387,4.298484848484849,-4.597727272727273,0.9443661971830987,-0.8208912037037037
OpenBMI_ERP,2,C1S1M1,1,1,1,0.8325530303030304,0.8339772727272727,0.14242424242424248,5.378787878787879,5.236363636363636,0.14242424242424268,1.2836953722228372e-16,40,79200,65061,4740,3300,6099,5.378787878787879,5.236363636363636,0.14242424242424268,0.0,0.0,0.0,1.0,0.0
OpenBMI_MI,0,C0S0M0,0,0,0,0.7915,0.776,-1.5500000000000003,9.55,11.1,-1.55,1.1102230246251565e-16,40,4000,2722,382,444,452,9.275,8.525,0.75,0.27500000000000036,2.5749999999999993,-2.3,1.0296495956873315,-0.3020527859237536
OpenBMI_MI,0,C0S0M1,0,0,1,0.7915,0.7915,-4.884981308350689e-16,8.825,8.825,0.0,1.3877787807814457e-16,40,4000,2813,353,353,481,9.275,8.525,0.75,-0.45000000000000107,0.29999999999999893,-0.75,0.9514824797843665,-0.035190615835777095
OpenBMI_MI,0,C0S1M0,0,1,0,0.7915,0.779,-1.2500000000000004,9.525,10.775,-1.25,1.1102230246251565e-16,40,4000,2735,381,431,453,9.275,8.525,0.75,0.25,2.25,-2.0,1.0269541778975741,-0.26392961876832843
OpenBMI_MI,0,C0S1M1,0,1,1,0.7915,0.7965,0.4999999999999993,9.1,8.6,0.5,1.249000902703301e-16,40,4000,2822,364,344,470,9.275,8.525,0.75,-0.1750000000000007,0.07499999999999929,-0.25,0.981132075471698,-0.008797653958944274
OpenBMI_MI,0,C1S0M0,1,0,0,0.7915,0.78175,-0.9749999999999996,9.7,10.675,-0.975,1.1102230246251565e-16,40,4000,2739,388,427,446,9.275,8.525,0.75,0.42499999999999893,2.1500000000000004,-1.725,1.0458221024258758,-0.25219941348973607
OpenBMI_MI,0,C1S0M1,1,0,1,0.7915,0.79625,0.4750000000000007,9.075,8.6,0.4750000000000001,1.3877787807814457e-16,40,4000,2822,363,344,471,9.275,8.525,0.75,-0.20000000000000107,0.07499999999999929,-0.2749999999999999,0.9784366576819405,-0.008797653958944274
OpenBMI_MI,0,C1S1M0,1,1,0,0.7915,0.7847500000000001,-0.6749999999999995,9.775,10.45,-0.675,1.1102230246251565e-16,40,4000,2748,391,418,443,9.275,8.525,0.75,0.5,1.924999999999999,-1.425,1.0539083557951483,-0.22580645161290303
OpenBMI_MI,0,C1S1M1,1,1,1,0.7915,0.799,0.7499999999999996,9.275,8.525,0.75,1.3877787807814457e-16,40,4000,2825,371,341,463,9.275,8.525,0.75,0.0,0.0,0.0,1.0,0.0
OpenBMI_MI,1,C0S0M0,0,0,0,0.7915,0.7302500000000001,-6.125,7.8,13.925,-6.125,1.249000902703301e-16,40,4000,2609,312,557,522,7.275,11.35,-4.075,0.5249999999999995,2.575000000000001,-2.05,1.0721649484536082,-0.22687224669603534
OpenBMI_MI,1,C0S0M1,0,0,1,0.7915,0.74425,-4.7250000000000005,7.1,11.825,-4.725,1.5265566588595902e-16,40,4000,2693,284,473,550,7.275,11.35,-4.075,-0.1750000000000007,0.47499999999999964,-0.6499999999999995,0.9759450171821304,-0.04185022026431717
OpenBMI_MI,1,C0S1M0,0,1,0,0.7915,0.7304999999999999,-6.1000000000000005,7.825,13.925,-6.1,1.3877787807814457e-16,40,4000,2609,313,557,521,7.275,11.35,-4.075,0.5499999999999998,2.575000000000001,-2.0249999999999995,1.0756013745704467,-0.22687224669603534
OpenBMI_MI,1,C0S1M1,0,1,1,0.7915,0.746,-4.550000000000001,7.15,11.7,-4.55,1.5265566588595902e-16,40,4000,2698,286,468,548,7.275,11.35,-4.075,-0.125,0.34999999999999964,-0.47499999999999964,0.9828178694158075,-0.03083700440528636
OpenBMI_MI,1,C1S0M0,1,0,0,0.7915,0.73475,-5.675000000000002,8.05,13.725,-5.675,1.249000902703301e-16,40,4000,2617,322,549,512,7.275,11.35,-4.075,0.7750000000000004,2.375,-1.5999999999999996,1.1065292096219932,-0.20925110132158586
OpenBMI_MI,1,C1S0M1,1,0,1,0.7915,0.749,-4.25,7.225,11.475,-4.25,1.5265566588595902e-16,40,4000,2707,289,459,545,7.275,11.35,-4.075,-0.05000000000000071,0.125,-0.17499999999999982,0.9931271477663229,-0.011013215859030812
OpenBMI_MI,1,C1S1M0,1,1,0,0.7915,0.73475,-5.675,8.05,13.725,-5.675,1.249000902703301e-16,40,4000,2617,322,549,512,7.275,11.35,-4.075,0.7750000000000004,2.375,-1.5999999999999996,1.1065292096219932,-0.20925110132158586
OpenBMI_MI,1,C1S1M1,1,1,1,0.7915,0.75075,-4.075,7.275,11.35,-4.075,1.5265566588595902e-16,40,4000,2712,291,454,543,7.275,11.35,-4.075,0.0,0.0,0.0,1.0,0.0
OpenBMI_MI,2,C0S0M0,0,0,0,0.7915,0.7609999999999999,-3.0500000000000016,8.75,11.8,-3.05,1.6653345369377348e-16,40,4000,2694,350,472,484,9.025,10.3,-1.2749999999999997,-0.27500000000000036,1.5,-1.7750000000000001,0.9695290858725761,-0.14563106796116498
OpenBMI_MI,2,C0S0M1,0,0,1,0.7915,0.77675,-1.475000000000001,9.05,10.525,-1.475,1.1102230246251565e-16,40,4000,2745,362,421,472,9.025,10.3,-1.2749999999999997,0.025000000000000355,0.22499999999999964,-0.2000000000000004,1.002770083102493,-0.021844660194174637
OpenBMI_MI,2,C0S1M0,0,1,0,0.7915,0.7627499999999999,-2.8750000000000013,8.8,11.675,-2.875,1.6653345369377348e-16,40,4000,2699,352,467,482,9.025,10.3,-1.2749999999999997,-0.22499999999999964,1.375,-1.6000000000000003,0.9750692520775623,-0.133495145631068
OpenBMI_MI,2,C0S1M1,0,1,1,0.7915,0.77925,-1.2250000000000014,9.1,10.325,-1.225,1.1102230246251565e-16,40,4000,2753,364,413,470,9.025,10.3,-1.2749999999999997,0.07499999999999929,0.02499999999999858,0.0499999999999996,1.0083102493074791,-0.0024271844660193054
OpenBMI_MI,2,C1S0M0,1,0,0,0.7915,0.76425,-2.725000000000001,8.9,11.625,-2.725,1.6653345369377348e-16,40,4000,2701,356,465,478,9.025,10.3,-1.2749999999999997,-0.125,1.3249999999999993,-1.4500000000000004,0.9861495844875346,-0.12864077669902896
OpenBMI_MI,2,C1S0M1,1,0,1,0.7915,0.7775,-1.4000000000000012,8.975,10.375,-1.4,1.1102230246251565e-16,40,4000,2751,359,415,475,9.025,10.3,-1.2749999999999997,-0.05000000000000071,0.07499999999999929,-0.12500000000000022,0.9944598337950138,-0.007281553398058138
OpenBMI_MI,2,C1S1M0,1,1,0,0.7915,0.7635,-2.800000000000001,8.85,11.65,-2.8,1.6653345369377348e-16,40,4000,2700,354,466,480,9.025,10.3,-1.2749999999999997,-0.1750000000000007,1.3499999999999996,-1.5250000000000001,0.9806094182825484,-0.13106796116504849
OpenBMI_MI,2,C1S1M1,1,1,1,0.7915,0.7787499999999999,-1.2750000000000015,9.025,10.3,-1.2749999999999997,1.5265566588595902e-16,40,4000,2754,361,412,473,9.025,10.3,-1.2749999999999997,0.0,0.0,0.0,1.0,0.0
OpenBMI_SSVEP,0,C0S0M0,0,0,0,0.892,0.87475,-1.725,4.55,6.275,-1.725,1.0408340855860843e-16,40,4000,3317,182,251,250,6.65,2.525,4.125,-2.1000000000000005,3.7500000000000004,-5.85,0.6842105263157894,-1.4851485148514856
OpenBMI_SSVEP,0,C0S0M1,0,0,1,0.892,0.92275,3.075,5.95,2.875,3.075,2.0122792321330962e-16,40,4000,3453,238,115,194,6.65,2.525,4.125,-0.7000000000000002,0.3500000000000001,-1.0499999999999998,0.8947368421052632,-0.13861386138613874
OpenBMI_SSVEP,0,C0S1M0,0,1,0,0.892,0.8789999999999999,-1.3,4.775,6.075,-1.2999999999999998,9.71445146547012e-17,40,4000,3325,191,243,241,6.65,2.525,4.125,-1.875,3.5500000000000003,-5.425,0.7180451127819549,-1.4059405940594063
OpenBMI_SSVEP,0,C0S1M1,0,1,1,0.892,0.924,3.2,6.025,2.825,3.2,2.0122792321330962e-16,40,4000,3455,241,113,191,6.65,2.525,4.125,-0.625,0.30000000000000027,-0.9249999999999998,0.9060150375939849,-0.11881188118811892
OpenBMI_SSVEP,0,C1S0M0,1,0,0,0.892,0.8852499999999999,-0.675,4.925,5.6,-0.675,1.1102230246251565e-16,40,4000,3344,197,224,235,6.65,2.525,4.125,-1.7250000000000005,3.0749999999999997,-4.8,0.7406015037593985,-1.2178217821782176
OpenBMI_SSVEP,0,C1S0M1,1,0,1,0.892,0.93125,3.925,6.525,2.6,3.925,2.0122792321330962e-16,40,4000,3464,261,104,171,6.65,2.525,4.125,-0.125,0.07500000000000018,-0.20000000000000018,0.981203007518797,-0.02970297029702973
OpenBMI_SSVEP,0,C1S1M0,1,1,0,0.892,0.88925,-0.27499999999999986,5.075,5.35,-0.27500000000000013,1.1102230246251565e-16,40,4000,3354,203,214,229,6.65,2.525,4.125,-1.5750000000000002,2.8249999999999997,-4.4,0.7631578947368421,-1.118811881188119
OpenBMI_SSVEP,0,C1S1M1,1,1,1,0.892,0.9332499999999999,4.125,6.65,2.525,4.125,2.0122792321330962e-16,40,4000,3467,266,101,166,6.65,2.525,4.125,0.0,0.0,0.0,1.0,0.0
OpenBMI_SSVEP,1,C0S0M0,0,0,0,0.892,0.8412499999999999,-5.075,3.25,8.325,-5.075,1.1102230246251565e-16,40,4000,3235,130,333,302,5.5,3.775,1.725,-2.25,4.549999999999999,-6.800000000000001,0.5909090909090909,-1.205298013245033
OpenBMI_SSVEP,1,C0S0M1,0,0,1,0.892,0.898,0.5999999999999999,5.0,4.4,0.6,8.326672684688674e-17,40,4000,3392,200,176,232,5.5,3.775,1.725,-0.5,0.6250000000000004,-1.125,0.9090909090909091,-0.16556291390728495
OpenBMI_SSVEP,1,C0S1M0,0,1,0,0.892,0.844,-4.8,3.35,8.15,-4.8,1.249000902703301e-16,40,4000,3242,134,326,298,5.5,3.775,1.725,-2.15,4.375,-6.525,0.6090909090909091,-1.1589403973509933
OpenBMI_SSVEP,1,C0S1M1,0,1,1,0.892,0.9005000000000001,0.8499999999999999,5.2,4.35,0.85,9.71445146547012e-17,40,4000,3394,208,174,224,5.5,3.775,1.725,-0.2999999999999998,0.5749999999999997,-0.8750000000000001,0.9454545454545454,-0.15231788079470188
OpenBMI_SSVEP,1,C1S0M0,1,0,0,0.892,0.8472500000000001,-4.4750000000000005,3.4,7.875,-4.475,8.326672684688674e-17,40,4000,3253,136,315,296,5.5,3.775,1.725,-2.1,4.1,-6.199999999999999,0.6181818181818182,-1.0860927152317883
OpenBMI_SSVEP,1,C1S0M1,1,0,1,0.892,0.9087500000000001,1.6749999999999994,5.425,3.75,1.675,2.0816681711721685e-16,40,4000,3418,217,150,215,5.5,3.775,1.725,-0.07500000000000018,-0.02499999999999991,-0.050000000000000044,0.9863636363636363,0.0066225165562913135
OpenBMI_SSVEP,1,C1S1M0,1,1,0,0.892,0.85125,-4.075,3.575,7.65,-4.075,1.249000902703301e-16,40,4000,3262,143,306,289,5.5,3.775,1.725,-1.9249999999999998,3.8750000000000004,-5.800000000000001,0.65,-1.0264900662251657
OpenBMI_SSVEP,1,C1S1M1,1,1,1,0.892,0.9092499999999999,1.725,5.5,3.775,1.725,8.326672684688674e-17,40,4000,3417,220,151,212,5.5,3.775,1.725,0.0,0.0,0.0,1.0,0.0
OpenBMI_SSVEP,2,C0S0M0,0,0,0,0.892,0.8487500000000001,-4.325,3.75,8.075,-4.325,1.1102230246251565e-16,40,4000,3245,150,323,282,5.625,3.925,1.7,-1.875,4.1499999999999995,-6.025,0.6666666666666666,-1.057324840764331
OpenBMI_SSVEP,2,C0S0M1,0,0,1,0.892,0.901,0.9,5.3,4.4,0.8999999999999998,1.1102230246251565e-16,40,4000,3392,212,176,220,5.625,3.925,1.7,-0.3250000000000002,0.47500000000000053,-0.8000000000000002,0.9422222222222222,-0.12101910828025497
OpenBMI_SSVEP,2,C0S1M0,0,1,0,0.892,0.8545,-3.75,3.85,7.6,-3.75,1.1102230246251565e-16,40,4000,3264,154,304,278,5.625,3.925,1.7,-1.775,3.675,-5.45,0.6844444444444444,-0.9363057324840764
OpenBMI_SSVEP,2,C0S1M1,0,1,1,0.892,0.90075,0.875,5.325,4.45,0.875,1.3877787807814457e-16,40,4000,3390,213,178,219,5.625,3.925,1.7,-0.2999999999999998,0.5250000000000004,-0.825,0.9466666666666667,-0.13375796178343968
OpenBMI_SSVEP,2,C1S0M0,1,0,0,0.892,0.8584999999999999,-3.35,3.925,7.275,-3.35,1.1102230246251565e-16,40,4000,3277,157,291,275,5.625,3.925,1.7,-1.7000000000000002,3.3500000000000005,-5.05,0.6977777777777777,-0.853503184713376
OpenBMI_SSVEP,2,C1S0M1,1,0,1,0.892,0.908,1.5999999999999996,5.55,3.95,1.6,1.5265566588595902e-16,40,4000,3410,222,158,210,5.625,3.925,1.7,-0.07500000000000018,0.025000000000000355,-0.09999999999999987,0.9866666666666666,-0.006369426751592355
OpenBMI_SSVEP,2,C1S1M0,1,1,0,0.892,0.8627499999999999,-2.925,4.025,6.95,-2.925,1.1102230246251565e-16,40,4000,3290,161,278,271,5.625,3.925,1.7,-1.5999999999999996,3.0250000000000004,-4.625,0.7155555555555556,-0.7707006369426752
OpenBMI_SSVEP,2,C1S1M1,1,1,1,0.892,0.909,1.6999999999999993,5.625,3.925,1.7,1.5265566588595902e-16,40,4000,3411,225,157,207,5.625,3.925,1.7,0.0,0.0,0.0,1.0,0.0
WBCIC_MI,0,C0S0M0,0,0,0,0.7870401596611274,0.7146199902248289,-7.2420169436298485,8.390945747800586,15.632962691430432,-7.242016943629847,9.8879238130678e-17,31,6195,3906,520,969,800,8.437805474095796,8.148338220918866,0.28946725317693056,-0.04685972629521018,7.484624470511566,-7.531484196806777,0.9944464557236985,-0.9185461216247286
WBCIC_MI,0,C0S0M1,0,0,1,0.7870401596611274,0.7860638644509613,-0.09762952101661886,8.341031280547408,8.438660801564028,-0.09762952101661798,1.1622647289044608e-16,31,6195,4352,517,523,803,8.437805474095796,8.148338220918866,0.28946725317693056,-0.0967741935483879,0.2903225806451619,-0.38709677419354854,0.9885308811816667,-0.03562966739645512
WBCIC_MI,0,C0S1M0,0,1,0,0.7870401596611274,0.7155877321603128,-7.145242750081461,8.43933284457478,15.58457559465624,-7.14524275008146,1.1102230246251565e-16,31,6195,3909,523,966,797,8.437805474095796,8.148338220918866,0.28946725317693056,0.0015273704789837694,7.436237373737374,-7.43471000325839,1.0001810151328652,-0.9126078437253196
WBCIC_MI,0,C0S1M1,0,1,1,0.7870401596611274,0.7860638644509613,-0.09762952101661886,8.292644183773216,8.390273704789834,-0.09762952101661793,1.1622647289044608e-16,31,6195,4355,514,520,806,8.437805474095796,8.148338220918866,0.28946725317693056,-0.14516129032258007,0.24193548387096797,-0.3870967741935485,0.9827963217725002,-0.02969138949704586
WBCIC_MI,0,C1S0M0,1,0,0,0.7870401596611274,0.716394183773216,-7.0645975887911385,8.58449413489736,15.649091723688498,-7.064597588791138,9.71445146547012e-17,31,6195,3905,532,970,788,8.437805474095796,8.148338220918866,0.28946725317693056,0.14668866080156384,7.500753502769632,-7.354064841968068,1.017384693360365,-0.9205255475911984
WBCIC_MI,0,C1S0M1,1,0,1,0.7870401596611274,0.7899348321928967,0.2894672531769299,8.502321603128054,8.212854349951124,0.28946725317693045,1.1622647289044608e-16,31,6195,4366,527,509,793,8.437805474095796,8.148338220918866,0.28946725317693056,0.06451612903225801,0.06451612903225801,-1.1102230246251565e-16,1.0076460792122222,-0.007917703865878867
WBCIC_MI,0,C1S1M0,1,1,0,0.7870401596611274,0.7170393450635386,-7.0000814597588805,8.58449413489736,15.58457559465624,-7.00008145975888,1.1102230246251565e-16,31,6195,3909,532,966,788,8.437805474095796,8.148338220918866,0.28946725317693056,0.14668866080156384,7.436237373737374,-7.28954871293581,1.017384693360365,-0.9126078437253196
WBCIC_MI,0,C1S1M1,1,1,1,0.7870401596611274,0.7899348321928967,0.2894672531769291,8.437805474095796,8.148338220918866,0.28946725317693056,1.1622647289044608e-16,31,6195,4370,523,505,797,8.437805474095796,8.148338220918866,0.28946725317693056,0.0,0.0,0.0,1.0,0.0
WBCIC_MI,1,C0S0M0,0,0,0,0.7870401596611274,0.7476985581622678,-3.9341601498859577,7.890579178885631,11.824739328771587,-3.9341601498859564,1.1449174941446927e-16,31,6195,4142,489,733,831,7.744420006516781,7.376323721081786,0.3680962854349949,0.14615917236885068,4.448415607689801,-4.302256435320952,1.0188728364739852,-0.6030667546458242
WBCIC_MI,1,C0S0M1,0,0,1,0.7870401596611274,0.7883017676767676,0.1261608015640276,7.825065167807104,7.6989043662430765,0.12616080156402726,1.249000902703301e-16,31,6195,4398,485,477,835,7.744420006516781,7.376323721081786,0.3680962854349949,0.08064516129032295,0.3225806451612909,-0.24193548387096764,1.010413324848402,-0.04373189916263365
WBCIC_MI,1,C0S1M0,0,1,0,0.7870401596611274,0.7457630742913001,-4.127708536982731,7.7938049853372435,11.921513522319973,-4.12770853698273,1.1449174941446927e-16,31,6195,4136,483,739,837,7.744420006516781,7.376323721081786,0.3680962854349949,0.04938497882046278,4.5451898012381875,-4.495804822417726,1.0063768466559027,-0.616186324394614
WBCIC_MI,1,C0S1M1,0,1,1,0.7870401596611274,0.7884630579993483,0.14228983382209182,7.77667807103291,7.6343882372108185,0.14228983382209187,1.249000902703301e-16,31,6195,4402,482,473,838,7.744420006516781,7.376323721081786,0.3680962854349949,0.032258064516129004,0.2580645161290329,-0.22580645161290303,1.0041653299393607,-0.03498551933010696
WBCIC_MI,1,C1S0M0,1,0,0,0.7870401596611274,0.7525372678396872,-3.4502891821440214,7.7615469208211145,11.211836102965135,-3.450289182144021,1.1102230246251565e-16,31,6195,4180,481,695,839,7.744420006516781,7.376323721081786,0.3680962854349949,0.017126914304333773,3.8355123818833494,-3.8183854675790156,1.002211516716542,-0.5199761462368204
WBCIC_MI,1,C1S0M1,1,0,1,0.7870401596611274,0.7905598321928967,0.35196725317692884,7.744420006516781,7.3924527533398505,0.3519672531769305,1.249000902703301e-16,31,6195,4417,480,458,840,7.744420006516781,7.376323721081786,0.3680962854349949,0.0,0.016129032258064946,-0.01612903225806439,1.0,-0.0021865949581316713
WBCIC_MI,1,C1S1M0,1,1,0,0.7870401596611274,0.7514066063864452,-3.563355327468231,7.712996904529162,11.276352231997393,-3.563355327468231,9.71445146547012e-17,31,6195,4176,478,699,842,7.744420006516781,7.376323721081786,0.3680962854349949,-0.03142310198761855,3.9000285109156074,-3.9314516129032255,0.9959424847876049,-0.5287225260693471
WBCIC_MI,1,C1S1M1,1,1,1,0.7870401596611274,0.7907211225154774,0.3680962854349944,7.744420006516781,7.376323721081786,0.3680962854349949,1.249000902703301e-16,31,6195,4418,480,457,840,7.744420006516781,7.376323721081786,0.3680962854349949,0.0,0.0,0.0,1.0,0.0
