method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,0,1,15,0.0,0.22360841929912567,0.0,0.28345332745471896,0.9023976339099427,0.89,0.039999999999999925,0.15000000000000002,0.0,0.0792822454261292,0.0,369800624,False,False,False,,,,
A6_PUD_ALL_ADAPT,0,1,15,0.09979895502328873,0.2157450020313263,0.4076210849054248,0.27396389332355325,1.4442533503677815,0.76,0.09999999999999998,0.030000000000000027,0.08537783923848342,0.07644333718132787,69.29261897618879,369800624,False,False,False,0.48279521929525243,0.8823680868371767,0.44448680784612554,0.9057278274390297
A7_IDENTITY_PROTECTED,0,1,15,0.0,0.21859672665596008,0.0,0.5122386862018772,0.24455593853051877,0.8,0.020000000000000018,0.25,0.0,0.08071770596747789,0.0,369800624,False,False,False,,,,
A8_RANDOM_PROTECTED,0,1,15,0.0,0.24214546382427216,0.0,0.6076339424060437,0.6167839233424091,0.83,0.12,0.13,0.0,0.07923037520694866,0.0,369800624,False,False,False,,,,
A10_FULL_PUD_FREEZE,0,1,15,0.0,0.22167067229747772,0.0,0.30482715325781384,1.2869610449932258,0.8,0.14,0.09000000000000008,0.0,0.07989511134242094,0.0,369800624,False,False,False,0.48279521929525243,0.8823680868371767,0.48279521929525243,0.8823680868371767
A2_DUAL_CONTROL,0,1,19,0.0,0.42560991644859314,0.0,0.3357982950657247,0.8197242230031703,0.73,0.010000000000000009,0.08999999999999997,0.0,0.07410005655206908,0.0,1819290367,False,False,False,,,,
A6_PUD_ALL_ADAPT,0,1,19,0.14589126408100128,0.3316507935523987,0.4962772559112263,0.11072350475096492,1.338395706404218,0.6200000000000001,-0.009999999999999898,0.01000000000000012,0.07602871078179638,0.06741178632698461,69.29992974138605,1819290367,False,False,False,0.4719959259023802,0.854211786734743,0.6481803420617844,0.7554984964479599
A7_IDENTITY_PROTECTED,0,1,19,0.0,0.5791138410568237,0.0,0.511264333805667,0.15956711036336085,0.7,0.010000000000000009,0.16999999999999993,0.0,0.06928894458330156,0.0,1819290367,False,False,False,,,,
A8_RANDOM_PROTECTED,0,1,19,0.0,0.5742324590682983,0.0,0.4696342982983435,0.37186151290627045,0.6499999999999999,-0.02000000000000013,0.11999999999999988,0.0,0.07417788993478193,0.0,1819290367,False,False,False,,,,
A10_FULL_PUD_FREEZE,0,1,19,0.0,0.3429497182369232,0.0,0.14609784390899394,1.153526757284392,0.68,0.06000000000000005,0.050000000000000044,0.0,0.08207405171542514,0.0,1819290367,False,False,False,0.4719959259023802,0.854211786734743,0.4719959259023802,0.854211786734743
