model,task,fold,epoch,schedule_tags,trajectory_provenance,protected_rank,persistence_supported_blocks,native_finite_dependence,selected_excess_CE_harm_mean,outer_BA,outer_macro_F1,outer_CE,outer_used_for_selection
EEGNet,OpenBMI_SSVEP,2,6,10pct,RETRAINED_REPLICA_TRAJECTORY,7,6,0.8371162001903241,0.0257257831566679,0.66875,0.6530636395855736,0.8890416845679283,False
EEGNet,OpenBMI_SSVEP,2,15,25pct,RETRAINED_REPLICA_TRAJECTORY,5,8,1.3579735710070684,0.03593127715129861,0.8075,0.7985665733657912,0.5468930336646736,False
EEGNet,OpenBMI_SSVEP,2,30,50pct,RETRAINED_REPLICA_TRAJECTORY,4,5,1.9725648760795593,0.1652109591934316,0.84,0.8357339502831705,0.5022839691955596,False
EEGNet,OpenBMI_SSVEP,2,45,75pct,RETRAINED_REPLICA_TRAJECTORY,4,6,1.9440494775772095,0.09338708422126636,0.85125,0.8471347200072419,0.48967274831375107,False
EEGNet,OpenBMI_SSVEP,2,60,best_legal;final,RETRAINED_REPLICA_TRAJECTORY,4,6,1.7772961992483873,0.013236708262444908,0.8625,0.8591004688878725,0.5149316256283782,False
