model,task,fold,epoch,trajectory_provenance,coordinate_correlation,crossfit,direction,fit_trials,normalized_mse,r2,subject,test_trials
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6568916076269692,0,within_s1,2000,0.5579924221937469,0.4420075778062531,2,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5411518310868858,0,within_s1,2000,0.7310148970151477,0.26898510298485234,15,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5591462548538553,0,within_s1,2000,0.7254325283810831,0.2745674716189169,22,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6042346419893572,0,within_s1,2000,0.6726033350096394,0.3273966649903606,32,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.549208120742837,0,within_s1,2000,0.708681471235788,0.29131852876421205,41,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5620098167246583,0,within_s1,2000,0.7072626400102415,0.29273735998975847,53,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5729638917550451,1,within_s1,2100,0.7037646630654135,0.2962353369345865,3,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5193509098404816,1,within_s1,2100,0.7886460005354179,0.2113539994645821,16,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.3817311485044145,1,within_s1,2100,0.9345861120097098,0.06541388799029024,26,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.4809964180814269,1,within_s1,2100,0.8181492261719665,0.1818507738280335,33,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5567786003988322,1,within_s1,2100,0.836457810560906,0.16354218943909404,43,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6145365966048278,2,within_s1,2100,0.7864576734663555,0.21354232653364447,7,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.4349151831192294,2,within_s1,2100,0.8834450068420479,0.11655499315795215,19,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6359559415796951,2,within_s1,2100,0.591824476038867,0.408175523961133,27,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5616551323744315,2,within_s1,2100,0.7063485265131337,0.29365147348686627,34,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6800395659333841,2,within_s1,2100,0.5999391812053989,0.4000608187946011,44,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5272796532201076,3,within_s1,2100,0.7485173034915297,0.2514826965084703,9,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5354787326678159,3,within_s1,2100,0.727958071142118,0.27204192885788203,20,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5432125231388361,3,within_s1,2100,0.7439537798321169,0.25604622016788314,28,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6114590089014333,3,within_s1,2100,0.636943729802012,0.36305627019798803,38,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6807156070156205,3,within_s1,2100,0.7206054479905247,0.27939455200947527,47,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5591599289475019,4,within_s1,2100,0.6840259559793206,0.3159740440206794,10,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.42728586744318847,4,within_s1,2100,0.8425211479264735,0.15747885207352652,21,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5431725478413838,4,within_s1,2100,0.8643491830011112,0.1356508169988888,31,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5570718594140183,4,within_s1,2100,0.7143370148335872,0.28566298516641275,40,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.622207916027566,4,within_s1,2100,0.7711586267033894,0.22884137329661058,49,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.4967574407045835,0,within_s2,2000,0.7517342132992318,0.24826578670076815,2,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.25317822807400336,0,within_s2,2000,1.0594434943966693,-0.059443494396669294,15,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5295814590758108,0,within_s2,2000,0.7425801303627618,0.2574198696372382,22,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5688243804334294,0,within_s2,2000,0.747356509008452,0.25264349099154804,32,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5843544488326623,0,within_s2,2000,0.6947801666739232,0.30521983332607683,41,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5368181126398076,0,within_s2,2000,0.7423243218914551,0.25767567810854486,53,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5125930115328449,1,within_s2,2100,0.7765638773322929,0.22343612266770707,3,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6383065372728189,1,within_s2,2100,0.6852187947223513,0.31478120527764875,16,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5816528731725985,1,within_s2,2100,0.6879716368564187,0.3120283631435813,26,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5022184026779427,1,within_s2,2100,0.7667609794077073,0.23323902059229273,33,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.599446727125223,1,within_s2,2100,0.7930959674022763,0.20690403259772372,43,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5242515237732803,2,within_s2,2100,0.7638372644771169,0.23616273552288314,7,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.44960532506616463,2,within_s2,2100,0.8349005095225888,0.16509949047741124,19,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6658086806977248,2,within_s2,2100,0.5827934474067916,0.4172065525932084,27,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5824740214226654,2,within_s2,2100,0.7032613360541742,0.2967386639458258,34,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5639652635187384,2,within_s2,2100,0.730733271711276,0.269266728288724,44,100
EEGNet,OpenBMI_SSVEP,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5921992694470647,3,within_s2,2100,0.6649430663049322,0.33505693369506784,9,100
