split,subject,session,cluster,cluster_definition,future_BA
TRAIN,38,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,40,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,40,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,41,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,41,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,43,1,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,43,2,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,44,1,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,44,2,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,47,1,1,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,47,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,49,1,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,49,2,1,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,53,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
TRAIN,53,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,1,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,1,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.9
OUTER_DEVELOPMENT,8,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,8,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.95
OUTER_DEVELOPMENT,11,1,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,11,2,2,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.98
OUTER_DEVELOPMENT,23,1,1,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,23,2,1,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.37
OUTER_DEVELOPMENT,30,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,30,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.93
OUTER_DEVELOPMENT,48,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,48,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,1.0
OUTER_DEVELOPMENT,50,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,50,2,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.95
OUTER_DEVELOPMENT,52,1,0,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,
OUTER_DEVELOPMENT,52,2,1,TRAIN_ONLY_PCA_KMEANS_SECONDARY_EXPLORATORY,0.82
