stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[3, 5, 6, 14]",963180712a94c1ec288fcf47a8a39a854aaefac8896e0cc98e5318e64c4d6f82,4d481e0228cf313ac55722c3d3378778945b903b7a2a66fee8237bcbc7fdfdb9,6,-3.868415211864355e-08,4,0.1670160665030897,2.2816874434283818e-07,"[[3, 0], [0, 0], [2, 0], [3, 2], [3, 1], [1, 0], [1, 2], [0, 2], [2, 2], [0, 15]]",2.21356201279832e-06
classifier_input,16,1,"[2, 3, 9, 12]",dcba614fd78d3234cef56c68ff262fdba322662f1d773cf918c6552c5a995923,e2ab5ee3464e53ab15fe2b73d86f0def5cd926e7dffda7f384eb73ae4243662f,6,-3.5953249740335503e-08,4,0.16762681669894983,2.2514952036090108e-07,"[[2, 1], [1, 1], [3, 2], [1, 0], [3, 0], [3, 1], [0, 1], [2, 0], [2, 2], [1, 9]]",2.185088078476838e-06
classifier_input,16,2,"[6, 9, 10, 11]",903cebd1c39b33cf51fae6b625556c965338e89edbe38adb0314d534f644f2c9,0a1b65033a30852da1bea2e6edc8f10f123326ce72dc3c53a0594e513ee9b0fa,6,-3.6070050620414425e-08,4,0.17000060325958358,2.2981407710176427e-07,"[[3, 0], [0, 0], [0, 2], [1, 2], [2, 1], [2, 0], [3, 1], [1, 1], [3, 2], [1, 0]]",2.2185856352052724e-06
classifier_input,16,3,"[6, 12, 14, 19]",5ec9f656c6313d02814bffeb6fcd74d88e29a49a7eeba0160c1765650990679c,a97b22c939ea237bce4fa3c70ad92c64a27cdac464509f4aa2ba08422d777794,6,-4.3702581731253085e-08,4,0.17095254453672323,2.3226023415645614e-07,"[[2, 1], [2, 0], [3, 0], [1, 1], [1, 0], [3, 1], [3, 2], [0, 0], [0, 1], [2, 2]]",2.2522233251720536e-06
classifier_input,16,4,"[13, 14, 16, 17]",0e56162a167f07cd5568a3afbafb1cd872c0f66c1f70b2ceeb2fc5dcfd0ffdd8,48d1dce839672e888ad129479d3d222178c24c9e3956a79abfa8fd82255b15c2,6,-3.358664515396015e-08,4,0.1662246250157893,2.3180722052984493e-07,"[[1, 0], [3, 0], [2, 0], [0, 0], [3, 1], [1, 1], [2, 1], [3, 2], [0, 1], [3, 12]]",2.2094951219742143e-06
classifier_input,16,5,"[2, 6, 12, 17]",c8d0f7b506ff37bcd3125fa3d5b96919875797f71da2ccaf5c2219bd3a0b0145,2b3b1580d85027690e2009e025661c4845d29fbf444c8bcdc621a977d0e2c9aa,6,-2.944102153179528e-08,4,0.1688265538047815,2.319822840490815e-07,"[[3, 0], [3, 1], [2, 0], [1, 1], [1, 0], [2, 1], [3, 2], [0, 0], [1, 2], [2, 2]]",2.1996105203925254e-06
classifier_input,16,6,"[2, 5, 9, 16]",0997945be37a368ad6f2d40dd4b1238599b6e6b6c7a1bca98ab45999560ad9e4,3851d2aa2e06b28ab02b3db12bbf05dd8f4dfde54232b0422c1f1f965f790fa0,6,-3.3352147236579787e-08,4,0.1690375851282293,2.2710077018928132e-07,"[[3, 1], [3, 0], [0, 1], [1, 1], [2, 0], [2, 1], [1, 0], [3, 2], [3, 14], [1, 2]]",2.199856027118585e-06
classifier_input,16,7,"[5, 6, 12, 13]",ad37a4858845d81d69647959d9674e37bd3a0253efe39238b0b67d33c1bd398f,9ed90ed94554db97ae6d9f0fe69b70cb7f617f942cadeb25e1670befce85b860,6,-4.0279653035213415e-08,4,0.17075892172202922,2.281970807871403e-07,"[[2, 0], [3, 2], [1, 0], [2, 1], [3, 0], [3, 1], [1, 1], [0, 0], [2, 2], [0, 2]]",2.227716635161414e-06
classifier_input,16,8,"[4, 14, 15, 16]",524ca9f068c5090f48acdb279b96d6c64cfa661a627f8ef8b030e8b80eeb703a,577f54f776cf854495c8c4b37d6bf27d5b06765663eab0cf3dbc028bc468c373,6,-3.4076620458733946e-08,4,0.16718071476934318,2.4346280724785174e-07,"[[2, 0], [1, 0], [2, 1], [3, 0], [2, 2], [2, 13], [2, 5], [3, 1], [1, 1], [2, 7]]",2.226947472649954e-06
classifier_input,16,9,"[5, 10, 12, 14]",838d3195b0696e2f8936e134c361338f128b924acc56dac64a3542a153777ae2,bf9aa7c18ef10143f91665bcfa6d19b57417d6da34f68aa08df58fc29a3f9529,6,-3.772658458226867e-08,4,0.1676573985113856,2.3228980694511847e-07,"[[3, 0], [2, 0], [3, 1], [3, 2], [1, 2], [1, 0], [2, 1], [0, 0], [2, 2], [1, 1]]",2.2148202845073683e-06
classifier_input,16,10,"[0, 4, 11, 16]",08fb3982f210b1c9bb2f008e5cad1293c370d39d2893ee49eb8ccfed650ef022,98bf58976c5934fa84b73124ca4ba14bda64167045a79e1238d299b608e2d176,6,-2.8719063453290047e-08,4,0.16848607788375727,2.3222509071274544e-07,"[[3, 0], [2, 1], [3, 1], [2, 0], [0, 1], [1, 0], [0, 0], [1, 1], [1, 2], [3, 2]]",2.223023344072317e-06
classifier_input,16,11,"[8, 9, 14, 18]",30b159154845dc4032954dc8179717567a862e2979bf8d5ab01a12259bfb7982,d6fd7ffe84ba444464194de2046c98efc0aaceb471c1cef81fb8f7b7ee338c6e,6,-2.5262882393424965e-08,4,0.16709724051624888,2.3619442401923152e-07,"[[2, 0], [3, 0], [3, 1], [1, 0], [2, 2], [3, 2], [2, 1], [1, 1], [0, 1], [3, 4]]",2.20058304023496e-06
classifier_input,16,12,"[6, 10, 12, 15]",351981785276810f5d1d3e58a782086a8dc28d42c9e91f67a9f1fea1b6d32bef,3643512a5eee689b8bfa491bcb1045675a8b1a6e3e2febd397f7746083088a4d,6,-2.5302021929481567e-08,4,0.16920069913421296,2.4489708039254765e-07,"[[3, 0], [2, 0], [3, 1], [0, 0], [3, 2], [2, 1], [1, 0], [0, 1], [3, 13], [3, 9]]",2.245765145403311e-06
classifier_input,16,13,"[3, 5, 9, 17]",67dbe3292b48c119b48e489d2de031b415a29ad4daae66598f7b7b429124aece,17f7231f6320a8c008f1d78e2830372d76bdc2f8390e63ed5fa311881427ca96,6,-3.695601954826581e-08,4,0.16740284167710798,2.3385284464438882e-07,"[[3, 0], [3, 1], [0, 1], [2, 0], [0, 0], [1, 0], [2, 1], [1, 1], [3, 2], [2, 12]]",2.2073795804544716e-06
classifier_input,16,14,"[1, 10, 13, 16]",9f4096b0061105d2bc66db29c49dcabc4b4b2c4aa184c5c6145779685f132c92,f1207a108317e441dca50ec9fa5894aa4b477338eeb4cd0d0028802685d08893,6,-3.4332801253829834e-08,4,0.16931753201196623,2.319951732943082e-07,"[[3, 0], [2, 0], [2, 1], [3, 1], [1, 0], [0, 1], [0, 0], [1, 1], [2, 2], [3, 2]]",2.2276918656416456e-06
classifier_input,16,15,"[3, 5, 6, 11]",c4269c029a34e4a7d2becd622aaf551a256db90e5f9eba497a3af9e683fccef0,32e93b365c42fc71767073e2184bcf4600bc287d39e16c4e0e618d74084e82f1,6,-3.0978088331560614e-08,4,0.16835584351979557,2.289438896241336e-07,"[[2, 0], [3, 0], [1, 1], [1, 0], [3, 2], [3, 1], [2, 1], [0, 1], [1, 2], [0, 0]]",2.2091481071129238e-06
classifier_input,16,16,"[3, 7, 16, 18]",3d9993b0f3f60d176fd33ccc95a5238f14c650ba67169ddc5c7f68a8dd804145,c4b55d04501cd8cf3098e668dfbed71f0a5eea72015363a60417f7f1e142ce0b,6,-2.225917702010823e-08,4,0.1670863467467533,2.2821464540356828e-07,"[[1, 1], [2, 0], [2, 1], [1, 0], [3, 1], [3, 0], [0, 1], [3, 2], [2, 2], [0, 0]]",2.2139519586517054e-06
