candidate,scope,kappa,epoch,OpenBMI_BA,WBCIC_BA,OpenBMI_anchor_delta_BA,WBCIC_anchor_delta_BA,OpenBMI_anchor_delta_pp,WBCIC_anchor_delta_pp,OpenBMI_task_control_delta_BA,WBCIC_task_control_delta_BA,OpenBMI_task_control_delta_pp,WBCIC_task_control_delta_pp,min_anchor_delta_BA,min_task_effect_BA,mean_anchor_delta_BA,OpenBMI_macro_F1,WBCIC_macro_F1,OpenBMI_NLL,WBCIC_NLL,OpenBMI_guard_effect_BA,WBCIC_guard_effect_BA
CAP_ZERO_IDENTITY,ALL,0.0,1,0.8185185185185185,0.7895911862527717,-0.0005555555555555314,0.0032926829268292712,-0.05555555555555314,0.3292682926829271,0.0,0.0,0.0,0.0,-0.0005555555555555314,0.0,0.00136856368563687,0.8136669539540488,0.7885556551614056,0.41719879641457686,0.41538591345163495,0.0,0.0
CAP_ZERO_IDENTITY,ALL,0.0,2,0.8196296296296297,0.7900739098300074,0.0005555555555556424,0.0037754065040649376,0.05555555555556424,0.37754065040649376,0.0,0.0,0.0,0.0,0.0005555555555556424,0.0,0.00216548102981029,0.8149433957394095,0.7887268431137185,0.4148592762583384,0.41408731309784624,0.0,0.0
CAP_ZERO_IDENTITY,ALL,0.0,3,0.8172222222222222,0.7901907797487066,-0.0018518518518518823,0.0038922764227641293,-0.18518518518518823,0.38922764227641293,0.0,0.0,0.0,0.0,-0.0018518518518518823,0.0,0.0010202122854561235,0.8122555269674878,0.7887157510802341,0.4176482092019376,0.41344484409646165,0.0,0.0
CAP_ZERO_IDENTITY,ALL,0.0,4,0.8161111111111111,0.7911651576743038,-0.002962962962962945,0.004866654348361421,-0.2962962962962945,0.4866654348361421,0.0,0.0,0.0,0.0,-0.002962962962962945,0.0,0.000951845692699238,0.8110338391195518,0.7898776553972077,0.41848375357476586,0.4135990127594905,0.0,0.0
CAP_ZERO_IDENTITY,ALL,0.0,5,0.8162962962962963,0.7909275683665928,-0.002777777777777768,0.004629065040650415,-0.2777777777777768,0.4629065040650415,0.0,0.0,0.0,0.0,-0.002777777777777768,0.0,0.0009256436314363237,0.8110026944172717,0.7900226457079172,0.42021268517095833,0.4124352341768762,0.0,0.0
ERM2_REFERENCE,ALL,0.0,1,0.8188888888888889,0.7903228935698449,-0.00018518518518517713,0.004024390243902443,-0.018518518518517713,0.40243902439024426,0.00037037037037035425,0.0007317073170731714,0.037037037037035425,0.07317073170731714,-0.00018518518518517713,0.00037037037037035425,0.0019196025293586327,0.8140106345319269,0.7892607042164169,0.4158411354916155,0.4135406459259559,0.00037037037037035425,0.0007317073170731714
ERM2_REFERENCE,ALL,0.0,2,0.822037037037037,0.7925078529194383,0.002962962962962945,0.006209349593495839,0.2962962962962945,0.6209349593495839,0.0024074074074073026,0.002433943089430901,0.24074074074073026,0.2433943089430901,0.002962962962962945,0.0024074074074073026,0.004586156278229392,0.8170519938568952,0.7914051657487828,0.41434582143395143,0.4119875438509855,0.0024074074074073026,0.002433943089430901
ERM2_REFERENCE,ALL,0.0,3,0.8203703703703703,0.7912871088938164,0.0012962962962962399,0.004988605567873949,0.129629629629624,0.49886055678739494,0.003148148148148122,0.00109632914510982,0.3148148148148122,0.109632914510982,0.0012962962962962399,0.00109632914510982,0.0031424509320850946,0.8155658803337237,0.7899905989812462,0.415840425452463,0.4117032539452617,0.003148148148148122,0.00109632914510982
ERM2_REFERENCE,ALL,0.0,4,0.8196296296296296,0.7906824340970682,0.0005555555555555314,0.004383930771125755,0.05555555555555314,0.43839307711257547,0.0035185185185184764,-0.0004827235772356664,0.35185185185184764,-0.04827235772356664,0.0005555555555555314,-0.0004827235772356664,0.002469743163340643,0.8148710902677263,0.7893143576238206,0.41567573875620073,0.4129907662649353,0.0035185185185184764,-0.0004827235772356664
ERM2_REFERENCE,ALL,0.0,5,0.8172222222222222,0.7912921901946292,-0.0018518518518518823,0.004993686868686731,-0.18518518518518823,0.4993686868686731,0.0009259259259258856,0.0003646218280363156,0.09259259259258856,0.03646218280363156,-0.0018518518518518823,0.0003646218280363156,0.0015709175084174243,0.8120040655517868,0.7904265429765791,0.41771134004960697,0.4123039671746985,0.0009259259259258856,0.0003646218280363156
