model,task,fold,seed,status,checkpoint_sha256,basis_sha256,split_sha256,BA,CE,MacroF1,feature_family,n_trials,policy,selected_alpha,selected_tau,subject_id,train_lso_BA,ridge_lambdas,ridge_lso_mse,selected_delta,train_nested_subject_BA
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8300000000000001,0.4610334634780884,0.8286117552172598,C,100,ReliabilityArbitration,0.75,0.25,38,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.83,0.3829066753387451,0.8270776116366596,C,100,ReliabilityArbitration,0.75,0.25,47,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9,0.22837981581687927,0.8999599839935974,D,100,ReliabilityArbitration,0.75,0.25,3,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.76,0.5969225168228149,0.7599039615846338,D,100,ReliabilityArbitration,0.75,0.25,5,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.96,0.1869598627090454,0.96,D,100,ReliabilityArbitration,0.75,0.25,6,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.82,0.5269836187362671,0.82,D,100,ReliabilityArbitration,0.75,0.25,15,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.66,1.4068422317504883,0.6565656565656566,D,100,ReliabilityArbitration,0.75,0.25,32,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.84,0.34402960538864136,0.8399359743897559,D,100,ReliabilityArbitration,0.75,0.25,33,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8300000000000001,0.4610334634780884,0.8286117552172598,D,100,ReliabilityArbitration,0.75,0.25,38,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.83,0.3829066753387451,0.8270776116366596,D,100,ReliabilityArbitration,0.75,0.25,47,0.7730208333333334,,,,
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9,0.23677675426006317,0.8999599839935974,A,100,one_d_gain,,,3,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.76,0.5901943445205688,0.7599039615846338,A,100,one_d_gain,,,5,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.96,0.20407655835151672,0.96,A,100,one_d_gain,,,6,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.82,0.518039345741272,0.82,A,100,one_d_gain,,,15,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.65,1.3996856212615967,0.6457131288591963,A,100,one_d_gain,,,32,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.84,0.3498743772506714,0.8399359743897559,A,100,one_d_gain,,,33,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8300000000000001,0.47163712978363037,0.8286117552172598,A,100,one_d_gain,,,38,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.83,0.3805656433105469,0.8270776116366596,A,100,one_d_gain,,,47,,"[1.0, 1.0, 1.0, 1.0]","[0.22164902091026306, 0.1241580992937088, 0.05490707978606224, 0.013653997331857681]",0.1,0.7730208333333334
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9,0.2370869517326355,0.8999599839935974,C,100,one_d_gain,,,3,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.76,0.5899457335472107,0.7599039615846338,C,100,one_d_gain,,,5,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.96,0.20447450876235962,0.96,C,100,one_d_gain,,,6,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.82,0.5295906662940979,0.82,C,100,one_d_gain,,,15,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.66,1.3775792121887207,0.6550324675324675,C,100,one_d_gain,,,32,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.84,0.348739892244339,0.8399359743897559,C,100,one_d_gain,,,33,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8300000000000001,0.4760928750038147,0.8286117552172598,C,100,one_d_gain,,,38,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.83,0.37829911708831787,0.8270776116366596,C,100,one_d_gain,,,47,,"[0.01, 0.01, 0.01, 0.01]","[0.23969148099422455, 0.13635842502117157, 0.06147565692663193, 0.015626676380634308]",0.1,0.771875
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.9,0.2387136071920395,0.8999599839935974,D,100,one_d_gain,,,3,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.76,0.584215521812439,0.7599039615846338,D,100,one_d_gain,,,5,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.96,0.2071818858385086,0.96,D,100,one_d_gain,,,6,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.81,0.5212515592575073,0.8099809980998101,D,100,one_d_gain,,,15,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.65,1.3530017137527466,0.6439833180754755,D,100,one_d_gain,,,32,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.84,0.33869075775146484,0.8399359743897559,D,100,one_d_gain,,,33,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8300000000000001,0.469425767660141,0.8286117552172598,D,100,one_d_gain,,,38,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.83,0.38125061988830566,0.8270776116366596,D,100,one_d_gain,,,47,,"[0.01, 0.01, 0.01, 0.001]","[0.24241873621940613, 0.13807086646556854, 0.0623307004570961, 0.01586666889488697]",0.05,0.7711458333333333
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.73,0.6019724011421204,0.7286704853783539,A,100,ReliabilityArbitration,0.25,0.25,2,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.63,0.7125015258789062,0.6290726817042607,A,100,ReliabilityArbitration,0.25,0.25,14,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.87,0.32076674699783325,0.8693598633303186,A,100,ReliabilityArbitration,0.25,0.25,26,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.79,0.4519624710083008,0.7894736842105263,A,100,ReliabilityArbitration,0.25,0.25,28,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.76,0.5436001420021057,0.7591328783621036,A,100,ReliabilityArbitration,0.25,0.25,31,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8200000000000001,0.4195973873138428,0.8181818181818181,A,100,ReliabilityArbitration,0.25,0.25,35,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.65,0.5899036526679993,0.612789025334661,A,100,ReliabilityArbitration,0.25,0.25,40,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.85,0.39101627469062805,0.8465473145780051,A,100,ReliabilityArbitration,0.25,0.25,43,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.73,0.6019724011421204,0.7286704853783539,B,100,ReliabilityArbitration,0.25,0.25,2,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.63,0.7125015258789062,0.6290726817042607,B,100,ReliabilityArbitration,0.25,0.25,14,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.87,0.32076674699783325,0.8693598633303186,B,100,ReliabilityArbitration,0.25,0.25,26,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.79,0.4519624710083008,0.7894736842105263,B,100,ReliabilityArbitration,0.25,0.25,28,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.76,0.5436001420021057,0.7591328783621036,B,100,ReliabilityArbitration,0.25,0.25,31,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8200000000000001,0.4195973873138428,0.8181818181818181,B,100,ReliabilityArbitration,0.25,0.25,35,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.65,0.5899036526679993,0.612789025334661,B,100,ReliabilityArbitration,0.25,0.25,40,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.85,0.39101627469062805,0.8465473145780051,B,100,ReliabilityArbitration,0.25,0.25,43,0.7236458333333333,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.73,0.5891863703727722,0.7286704853783539,C,100,ReliabilityArbitration,0.25,0.25,2,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.63,0.717417299747467,0.6290726817042607,C,100,ReliabilityArbitration,0.25,0.25,14,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.87,0.32076674699783325,0.8693598633303186,C,100,ReliabilityArbitration,0.25,0.25,26,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.79,0.45606598258018494,0.7894736842105263,C,100,ReliabilityArbitration,0.25,0.25,28,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.77,0.5391737222671509,0.7694235588972431,C,100,ReliabilityArbitration,0.25,0.25,31,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.8200000000000001,0.420663982629776,0.8181818181818181,C,100,ReliabilityArbitration,0.25,0.25,35,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.65,0.5846803784370422,0.612789025334661,C,100,ReliabilityArbitration,0.25,0.25,40,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.85,0.3923218548297882,0.8465473145780051,C,100,ReliabilityArbitration,0.25,0.25,43,0.7248958333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.73,0.5877260565757751,0.7286704853783539,D,100,ReliabilityArbitration,0.25,0.25,2,0.7242708333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.63,0.7163337469100952,0.6290726817042607,D,100,ReliabilityArbitration,0.25,0.25,14,0.7242708333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.87,0.32076674699783325,0.8693598633303186,D,100,ReliabilityArbitration,0.25,0.25,26,0.7242708333333334,,,,
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.79,0.45520341396331787,0.7894736842105263,D,100,ReliabilityArbitration,0.25,0.25,28,0.7242708333333334,,,,
