model,task,fold,seed,status,checkpoint_sha256,basis_sha256,split_sha256,BA,CE,MacroF1,feature_family,n_trials,policy,selected_alpha,selected_tau,subject_id,train_lso_BA,ridge_lambdas,ridge_lso_mse,selected_delta,train_nested_subject_BA
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.08698010444641113,0.9899959983993598,C,100,ReliabilityArbitration,0.25,0.25,3,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9400000000000001,0.2823026180267334,0.9400000000000001,C,100,ReliabilityArbitration,0.25,0.25,5,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.047159429639577866,0.9899959983993597,C,100,ReliabilityArbitration,0.25,0.25,6,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.71,0.9442101120948792,0.7108515430323941,C,100,ReliabilityArbitration,0.25,0.25,15,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.65,1.2758851051330566,0.6285030758714969,C,100,ReliabilityArbitration,0.25,0.25,32,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.018207747489213943,1.0,C,100,ReliabilityArbitration,0.25,0.25,33,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.037172310054302216,0.9899959983993598,C,100,ReliabilityArbitration,0.25,0.25,38,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.08082025498151779,0.9799679487179488,C,100,ReliabilityArbitration,0.25,0.25,47,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.08698010444641113,0.9899959983993598,D,100,ReliabilityArbitration,0.25,0.25,3,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9400000000000001,0.2823026180267334,0.9400000000000001,D,100,ReliabilityArbitration,0.25,0.25,5,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.047159429639577866,0.9899959983993597,D,100,ReliabilityArbitration,0.25,0.25,6,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.7,0.942645788192749,0.6977650727650728,D,100,ReliabilityArbitration,0.25,0.25,15,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.65,1.313603401184082,0.6287198366989867,D,100,ReliabilityArbitration,0.25,0.25,32,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.018207747489213943,1.0,D,100,ReliabilityArbitration,0.25,0.25,33,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.03794693574309349,0.9899959983993598,D,100,ReliabilityArbitration,0.25,0.25,38,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.08082025498151779,0.9799679487179488,D,100,ReliabilityArbitration,0.25,0.25,47,0.96359375,,,,
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.09646374732255936,0.9899959983993598,A,100,one_d_gain,,,3,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9400000000000001,0.25031203031539917,0.9400000000000001,A,100,one_d_gain,,,5,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.06558580696582794,0.9799679487179488,A,100,one_d_gain,,,6,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.72,0.6989900469779968,0.717063492063492,A,100,one_d_gain,,,15,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.64,1.273471474647522,0.610234317672558,A,100,one_d_gain,,,32,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.03893071785569191,1.0,A,100,one_d_gain,,,33,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.07078077644109726,0.9899959983993598,A,100,one_d_gain,,,38,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.09598062187433243,0.9799679487179488,A,100,one_d_gain,,,47,,"[10.0, 10.0, 10.0, 10.0]","[0.7383874654769897, 0.3999798893928528, 0.16769017279148102, 0.03628276661038399]",0.0,0.9638020833333334
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.09673221409320831,0.9899959983993598,C,100,one_d_gain,,,3,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9400000000000001,0.2508299946784973,0.9400000000000001,C,100,one_d_gain,,,5,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.0660468265414238,0.9799679487179488,C,100,one_d_gain,,,6,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.72,0.7060018181800842,0.7141239316239316,C,100,one_d_gain,,,15,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.64,1.2451534271240234,0.610234317672558,C,100,one_d_gain,,,32,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.03449305146932602,1.0,C,100,one_d_gain,,,33,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.06259876489639282,0.9899959983993598,C,100,one_d_gain,,,38,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.09969758987426758,0.9799679487179488,C,100,one_d_gain,,,47,,"[10.0, 10.0, 10.0, 10.0]","[0.7640446424484253, 0.4105908274650574, 0.17024806141853333, 0.036558233201503754]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.09695731103420258,0.9899959983993598,D,100,one_d_gain,,,3,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9400000000000001,0.2507188618183136,0.9400000000000001,D,100,one_d_gain,,,5,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.06433651596307755,0.9799679487179488,D,100,one_d_gain,,,6,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.73,0.7016056180000305,0.7252230046948357,D,100,one_d_gain,,,15,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.64,1.246437907218933,0.6113467619749741,D,100,one_d_gain,,,32,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.032578788697719574,1.0,D,100,one_d_gain,,,33,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.99,0.0625552386045456,0.9899959983993598,D,100,one_d_gain,,,38,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.09966778755187988,0.9799679487179488,D,100,one_d_gain,,,47,,"[10.0, 10.0, 10.0, 10.0]","[0.7649767994880676, 0.4110790491104126, 0.17042598128318787, 0.036587782204151154]",0.0,0.9634895833333335
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.95,0.21980851888656616,0.9497433588820143,A,100,ReliabilityArbitration,0.75,0.5,2,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8200000000000001,0.5293681621551514,0.8206090947017105,A,100,ReliabilityArbitration,0.75,0.5,14,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.96,0.1145215630531311,0.9595252077917911,A,100,ReliabilityArbitration,0.75,0.5,26,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.96,0.14441202580928802,0.9605651491365776,A,100,ReliabilityArbitration,0.75,0.5,28,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.0023098888341337442,1.0,A,100,ReliabilityArbitration,0.75,0.5,31,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9099999999999999,0.324790358543396,0.910457647531112,A,100,ReliabilityArbitration,0.75,0.5,35,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.04521041363477707,0.9799919967987194,A,100,ReliabilityArbitration,0.75,0.5,40,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.004557383246719837,1.0,A,100,ReliabilityArbitration,0.75,0.5,43,0.9502604166666668,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.95,0.21980851888656616,0.9497433588820143,B,100,ReliabilityArbitration,0.75,0.5,2,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8200000000000001,0.5283096432685852,0.8206090947017105,B,100,ReliabilityArbitration,0.75,0.5,14,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.96,0.1145215630531311,0.9595252077917911,B,100,ReliabilityArbitration,0.75,0.5,26,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.96,0.14441202580928802,0.9605651491365776,B,100,ReliabilityArbitration,0.75,0.5,28,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.0023098888341337442,1.0,B,100,ReliabilityArbitration,0.75,0.5,31,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9099999999999999,0.324790358543396,0.910457647531112,B,100,ReliabilityArbitration,0.75,0.5,35,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.98,0.04521041363477707,0.9799919967987194,B,100,ReliabilityArbitration,0.75,0.5,40,0.9503125000000001,,,,
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0.004557383246719837,1.0,B,100,ReliabilityArbitration,0.75,0.5,43,0.9503125000000001,,,,
