model,task,fold,seed,status,checkpoint_sha256,basis_sha256,split_sha256,C_only_BA,C_only_CE,C_only_MacroF1,P_only_BA,P_only_CE,P_only_MacroF1,fixed_alpha_0.25_BA,fixed_alpha_0.25_CE,fixed_alpha_0.25_MacroF1,fixed_alpha_0.5_BA,fixed_alpha_0.5_CE,fixed_alpha_0.5_MacroF1,fixed_alpha_0.75_BA,fixed_alpha_0.75_CE,fixed_alpha_0.75_MacroF1,fixed_alpha_0_BA,fixed_alpha_0_CE,fixed_alpha_0_MacroF1,fixed_alpha_1_BA,fixed_alpha_1_CE,fixed_alpha_1_MacroF1,gain_2d_A_BA,gain_2d_A_CE,gain_2d_A_MacroF1,gain_2d_C_BA,gain_2d_C_CE,gain_2d_C_MacroF1,gain_2d_D_BA,gain_2d_D_CE,gain_2d_D_MacroF1,gain_alpha_A_BA,gain_alpha_A_CE,gain_alpha_A_MacroF1,gain_alpha_C_BA,gain_alpha_C_CE,gain_alpha_C_MacroF1,gain_alpha_D_BA,gain_alpha_D_CE,gain_alpha_D_MacroF1,native_BA,native_CE,native_MacroF1,oracle_2d_BA,oracle_2d_CE,oracle_2d_MacroF1,oracle_suppression_BA,oracle_suppression_CE,oracle_suppression_MacroF1,reliability_A_BA,reliability_A_CE,reliability_A_MacroF1,reliability_B_BA,reliability_B_CE,reliability_B_MacroF1,reliability_C_BA,reliability_C_CE,reliability_C_MacroF1,reliability_D_BA,reliability_D_CE,reliability_D_MacroF1,subject_id
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.89,0.3339388966560364,0.8878063926061424,0.9,0.41196879744529724,0.9002940207703635,0.97,0.1781294047832489,0.9703303491207804,0.98,0.11219989508390427,0.9801805337519625,0.98,0.09241718053817749,0.9801805337519625,0.9,0.41196879744529724,0.9002940207703635,0.99,0.08440232276916504,0.9899959983993598,0.99,0.05357590690255165,0.9899959983993598,0.99,0.07016529142856598,0.9899959983993598,0.99,0.07034949958324432,0.9899959983993598,0.99,0.09646374732255936,0.9899959983993598,0.99,0.09673221409320831,0.9899959983993598,0.99,0.09695731103420258,0.9899959983993598,0.99,0.08440233021974564,0.9899959983993598,0.99,0.042911842465400696,0.9899959983993598,0.99,0.08380350299150705,0.9899959983993598,0.99,0.08698010444641113,0.9899959983993598,0.99,0.08698010444641113,0.9899959983993598,0.99,0.08698010444641113,0.9899959983993598,0.99,0.08698010444641113,0.9899959983993598,3
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8200000000000001,0.7110780477523804,0.8176528944911297,0.72,1.0828675031661987,0.7205649117727485,0.88,0.6429307460784912,0.8801760704281713,0.91,0.41310760378837585,0.9101840736294519,0.93,0.29545748233795166,0.9305722288915566,0.72,1.0828675031661987,0.7205649117727485,0.9400000000000001,0.25031155347824097,0.9400000000000001,0.9400000000000001,0.23406314849853516,0.9400000000000001,0.9400000000000001,0.22199827432632446,0.9400000000000001,0.9400000000000001,0.2171342521905899,0.9400000000000001,0.9400000000000001,0.25031203031539917,0.9400000000000001,0.9400000000000001,0.2508299946784973,0.9400000000000001,0.9400000000000001,0.2507188618183136,0.9400000000000001,0.9400000000000001,0.25031155347824097,0.9400000000000001,0.96,0.12167391926050186,0.9599879951980792,0.9400000000000001,0.2097106673473774,0.9400000000000001,0.9400000000000001,0.2615694999694824,0.9400000000000001,0.9400000000000001,0.2615694999694824,0.9400000000000001,0.9400000000000001,0.2823026180267334,0.9400000000000001,0.9400000000000001,0.2823026180267334,0.9400000000000001,5
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.74,0.6255294680595398,0.7342602495543671,0.72,0.8968996405601501,0.6842251073161627,0.82,0.40653252601623535,0.8053481458569611,0.95,0.16076010465621948,0.9484558942106112,0.98,0.07412996888160706,0.9799679487179488,0.72,0.8968996405601501,0.6842251073161627,0.99,0.046703506261110306,0.9899959983993597,0.99,0.05441302806138992,0.9899959983993597,0.99,0.05953259393572807,0.9899959983993597,0.99,0.058755625039339066,0.9899959983993597,0.98,0.06558580696582794,0.9799679487179488,0.98,0.0660468265414238,0.9799679487179488,0.98,0.06433651596307755,0.9799679487179488,0.99,0.046703509986400604,0.9899959983993597,0.99,0.01608874462544918,0.9899959983993597,0.99,0.0463103277890119,0.9899959983993597,0.99,0.047159429639577866,0.9899959983993597,0.99,0.047159429639577866,0.9899959983993597,0.99,0.047159429639577866,0.9899959983993597,0.99,0.047159429639577866,0.9899959983993597,6
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.48000000000000004,2.2675962448120117,0.462042640886282,0.52,1.613723635673523,0.5019256617038874,0.66,1.0794686079025269,0.6602555168408827,0.74,0.8241149187088013,0.7470683466239587,0.71,0.762340784072876,0.706859410430839,0.52,1.613723635673523,0.5019256617038874,0.69,0.8312697410583496,0.6864035087719298,0.7,0.7351816296577454,0.6946081419765631,0.7,0.716539204120636,0.6946081419765631,0.71,0.7090336680412292,0.7060314115108636,0.72,0.6989900469779968,0.717063492063492,0.72,0.7060018181800842,0.7141239316239316,0.73,0.7016056180000305,0.7252230046948357,0.69,0.8312696814537048,0.6864035087719298,0.87,0.29811757802963257,0.8727438556067588,0.8300000000000001,0.461261643725773,0.8323466614906831,0.69,0.9178869128227234,0.6864035087719298,0.69,0.9189196228981018,0.6864035087719298,0.71,0.9442101120948792,0.7108515430323941,0.7,0.942645788192749,0.6977650727650728,15
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.5800000000000001,2.009767770767212,0.5732764073371284,0.54,1.920739769935608,0.4991411094352271,0.58,1.546706199645996,0.5379529297098956,0.63,1.3174717426300049,0.5967933947772658,0.67,1.228314995765686,0.6366957158214963,0.54,1.920739769935608,0.4991411094352271,0.65,1.2668784856796265,0.6228682170542635,0.65,1.0378358364105225,0.6228682170542635,0.64,1.0116055011749268,0.6094681175148988,0.64,1.0191468000411987,0.6094681175148988,0.64,1.273471474647522,0.610234317672558,0.64,1.2451534271240234,0.610234317672558,0.64,1.246437907218933,0.6113467619749741,0.65,1.266878604888916,0.6228682170542635,0.81,0.5701848268508911,0.8024439845868417,0.71,0.8033187894447792,0.6862556099551205,0.66,1.290136456489563,0.6359479700433583,0.66,1.290136456489563,0.6359479700433583,0.65,1.2758851051330566,0.6285030758714969,0.65,1.313603401184082,0.6287198366989867,32
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.79,0.5449301600456238,0.7868794326241135,0.79,0.5914244651794434,0.7756851278523105,0.95,0.2102857232093811,0.9500836866259952,0.99,0.06935165822505951,0.9899959983993598,1.0,0.027278874069452286,1.0,0.79,0.5914244651794434,0.7756851278523105,1.0,0.016505761072039604,1.0,1.0,0.025047771632671356,1.0,1.0,0.030569598078727722,1.0,1.0,0.029302991926670074,1.0,1.0,0.03893071785569191,1.0,1.0,0.03449305146932602,1.0,1.0,0.032578788697719574,1.0,1.0,0.016505762934684753,1.0,1.0,0.005680940579622984,1.0,1.0,0.014302820358434212,1.0,1.0,0.019299978390336037,1.0,1.0,0.019299978390336037,1.0,1.0,0.018207747489213943,1.0,1.0,0.018207747489213943,1.0,33
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8400000000000001,0.44344422221183777,0.8356783793713884,0.81,0.6413043141365051,0.8092245720959088,0.95,0.23551616072654724,0.9499879951980793,0.99,0.08937928080558777,0.9899959983993598,0.99,0.05205162614583969,0.9899959983993598,0.81,0.6413043141365051,0.8092245720959088,0.99,0.040787965059280396,0.9899959983993598,0.99,0.05273814499378204,0.9899959983993598,0.99,0.04890561103820801,0.9899959983993598,0.99,0.04848700016736984,0.9899959983993598,0.99,0.07078077644109726,0.9899959983993598,0.99,0.06259876489639282,0.9899959983993598,0.99,0.0625552386045456,0.9899959983993598,0.99,0.040787965059280396,0.9899959983993598,1.0,0.007850110530853271,1.0,0.99,0.035023370336880834,0.9899959983993598,0.99,0.03794693574309349,0.9899959983993598,0.99,0.03794693574309349,0.9899959983993598,0.99,0.037172310054302216,0.9899959983993598,0.99,0.03794693574309349,0.9899959983993598,38
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.76,0.6734188795089722,0.7588377192982456,0.72,0.6489649415016174,0.6913716473779761,0.9199999999999999,0.2901419401168823,0.9198148148148148,0.98,0.14109234511852264,0.9799679487179488,0.98,0.0949375182390213,0.9799679487179488,0.72,0.6489649415016174,0.6913716473779761,0.98,0.07993543893098831,0.9799679487179488,0.98,0.09228607267141342,0.9799679487179488,0.98,0.062415894120931625,0.9799679487179488,0.98,0.06498236209154129,0.9799679487179488,0.98,0.09598062187433243,0.9799679487179488,0.98,0.09969758987426758,0.9799679487179488,0.98,0.09966778755187988,0.9799679487179488,0.98,0.07993543893098831,0.9799679487179488,0.99,0.031219568103551865,0.9899959983993598,0.98,0.0783124928877741,0.9799679487179488,0.98,0.08082025498151779,0.9799679487179488,0.98,0.08082025498151779,0.9799679487179488,0.98,0.08082025498151779,0.9799679487179488,0.98,0.08082025498151779,0.9799679487179488,47
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.53,1.2499794960021973,0.5148974810333714,0.9099999999999999,0.3330056667327881,0.9102274743889651,0.9299999999999999,0.2685568630695343,0.9292519790240156,0.9299999999999999,0.23295874893665314,0.9292519790240156,0.94,0.2178681343793869,0.9390829883508232,0.9099999999999999,0.3330056667327881,0.9102274743889651,0.95,0.2212643027305603,0.9497433588820143,0.94,0.22597987949848175,0.9390829883508232,0.94,0.231122225522995,0.9390829883508232,0.94,0.2318103164434433,0.9390829883508232,0.95,0.21498414874076843,0.9497433588820143,0.95,0.21304906904697418,0.9497433588820143,0.95,0.21637773513793945,0.9497433588820143,0.95,0.2212643027305603,0.9497433588820143,0.97,0.0887904167175293,0.9699879951980792,0.96,0.16660640483742506,0.9595588235294117,0.95,0.21980851888656616,0.9497433588820143,0.95,0.21980851888656616,0.9497433588820143,0.95,0.21697165071964264,0.9497433588820143,0.95,0.2146885097026825,0.9497433588820143,2
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.55,1.3972223997116089,0.5479450908040393,0.7100000000000001,0.9319076538085938,0.7091966775130512,0.7700000000000001,0.7159796953201294,0.7697308601563921,0.81,0.5834143161773682,0.8092948717948719,0.81,0.5179383754730225,0.8103186274509804,0.7100000000000001,0.9319076538085938,0.7091966775130512,0.8200000000000001,0.5041534304618835,0.8206090947017105,0.8200000000000001,0.5244283080101013,0.8206090947017105,0.81,0.5544673800468445,0.8098021565418311,0.81,0.579961359500885,0.8098021565418311,0.8200000000000001,0.5053089261054993,0.8206090947017105,0.8200000000000001,0.5089519619941711,0.8206090947017105,0.8200000000000001,0.512836217880249,0.8206090947017105,0.8200000000000001,0.5041534304618835,0.8206090947017105,0.8999999999999999,0.2243037074804306,0.899286637732016,0.8699999999999999,0.4044839477270495,0.8678543881320644,0.8200000000000001,0.5293681621551514,0.8206090947017105,0.8200000000000001,0.5283096432685852,0.8206090947017105,0.8200000000000001,0.5556482672691345,0.8206090947017105,0.8200000000000001,0.5251003503799438,0.8206090947017105,14
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.49,1.3660372495651245,0.484288447431551,0.9299999999999999,0.3364987075328827,0.9289978213507625,0.94,0.2331523448228836,0.9399344278774312,0.96,0.1620180904865265,0.9603303491207804,0.97,0.11822983622550964,0.9701805337519623,0.9299999999999999,0.3364987075328827,0.9289978213507625,0.96,0.10449337214231491,0.9595252077917911,0.96,0.10899350047111511,0.9595252077917911,0.96,0.11389489471912384,0.9595252077917911,0.96,0.10830534249544144,0.9595252077917911,0.96,0.10770819336175919,0.9595252077917911,0.96,0.10950914025306702,0.9595252077917911,0.96,0.10840807855129242,0.9595252077917911,0.96,0.10449337214231491,0.9595252077917911,1.0,0.017293650656938553,1.0,0.98,0.06774877012609243,0.9799959983993598,0.96,0.1145215630531311,0.9595252077917911,0.96,0.1145215630531311,0.9595252077917911,0.96,0.0987999215722084,0.9595252077917911,0.96,0.1145215630531311,0.9595252077917911,26
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.67,0.8499042391777039,0.6614769389537192,0.88,0.3499378561973572,0.8803186274509804,0.92,0.23928402364253998,0.9216993937054727,0.95,0.1777406483888626,0.9506923052239764,0.96,0.15030592679977417,0.9605651491365776,0.88,0.3499378561973572,0.8803186274509804,0.96,0.14269278943538666,0.9605651491365776,0.96,0.14057259261608124,0.9605651491365776,0.96,0.1482934206724167,0.9605651491365776,0.96,0.1593518853187561,0.9605651491365776,0.96,0.14172610640525818,0.9605651491365776,0.96,0.15069593489170074,0.9605651491365776,0.96,0.1530526876449585,0.9605651491365776,0.96,0.14269278943538666,0.9605651491365776,0.97,0.06267356127500534,0.9701920768307323,0.97,0.12071248272271898,0.9701920768307323,0.96,0.14441202580928802,0.9605651491365776,0.96,0.14441202580928802,0.9605651491365776,0.96,0.15220783650875092,0.9605651491365776,0.96,0.14441202580928802,0.9605651491365776,28
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.9199999999999999,0.49210014939308167,0.9173220686415697,1.0,0.0224282406270504,1.0,1.0,0.010959703475236893,1.0,1.0,0.00583288911730051,1.0,1.0,0.0034546477254480124,1.0,1.0,0.0224282406270504,1.0,1.0,0.002332702511921525,1.0,1.0,0.003178912913426757,1.0,1.0,0.003400862915441394,1.0,1.0,0.00229871878400445,1.0,1.0,0.0025674859061837196,1.0,1.0,0.0024744688998907804,1.0,1.0,0.005859818309545517,1.0,1.0,0.002332702511921525,1.0,1.0,8.586575131630525e-05,1.0,1.0,0.002169611542528603,1.0,1.0,0.0023098888341337442,1.0,1.0,0.0023098888341337442,1.0,1.0,0.002999422838911414,1.0,1.0,0.0023098888341337442,1.0,31
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.44000000000000006,1.837062120437622,0.40466531440162273,0.68,0.9667261242866516,0.6839018783165731,0.79,0.6538273096084595,0.7918697244784201,0.88,0.454281210899353,0.8795642701525055,0.91,0.35217225551605225,0.9103205128205129,0.68,0.9667261242866516,0.6839018783165731,0.9099999999999999,0.3317697048187256,0.910457647531112,0.9099999999999999,0.3529563546180725,0.910457647531112,0.9099999999999999,0.3513370156288147,0.910457647531112,0.8999999999999999,0.3380289375782013,0.9005049714921429,0.8999999999999999,0.34144678711891174,0.900362238414644,0.9099999999999999,0.32694166898727417,0.9104980584705241,0.9099999999999999,0.31203693151474,0.9104980584705241,0.9099999999999999,0.3317697048187256,0.910457647531112,0.95,0.13680115342140198,0.9499764521193094,0.9199999999999999,0.22948838167943272,0.9204905169923944,0.9099999999999999,0.324790358543396,0.910457647531112,0.9099999999999999,0.324790358543396,0.910457647531112,0.9099999999999999,0.36495018005371094,0.910457647531112,0.9099999999999999,0.31509527564048767,0.910457647531112,35
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.6799999999999999,0.8947978019714355,0.6696783568903384,0.9099999999999999,0.22055986523628235,0.9094325127759777,0.97,0.11682889610528946,0.9699959983993598,0.96,0.07015612721443176,0.9599764521193093,0.98,0.05103621631860733,0.9799919967987194,0.9099999999999999,0.22055986523628235,0.9094325127759777,0.98,0.0455138199031353,0.9799919967987194,0.98,0.05076228454709053,0.9799919967987194,0.98,0.053581543266773224,0.9799919967987194,0.98,0.05119950696825981,0.9799919967987194,0.98,0.04575002193450928,0.9799919967987194,0.98,0.04587768018245697,0.9799919967987194,0.98,0.05050062760710716,0.9799919967987194,0.98,0.045513816177845,0.9799919967987194,0.98,0.022011248394846916,0.9799919967987194,1.0,0.034114987063129085,1.0,0.98,0.04521041363477707,0.9799919967987194,0.98,0.04521041363477707,0.9799919967987194,0.98,0.04592401906847954,0.9799919967987194,0.98,0.04543285816907883,0.9799919967987194,40
EEGNet,OpenBMI_SSVEP,1,0,COMPLETE,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,4eff8f01e69f1655d2da1eb4a55f251dedae77bf90e4ce8bdb70f25106a089a8,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.96,0.3438376486301422,0.9597097431443937,0.99,0.040919676423072815,0.9899959983993597,1.0,0.022860100492835045,1.0,1.0,0.013031112030148506,1.0,1.0,0.007570462301373482,1.0,0.99,0.040919676423072815,0.9899959983993597,1.0,0.0045053353533148766,1.0,1.0,0.0040167528204619884,1.0,1.0,0.0033806422725319862,1.0,1.0,0.006436735857278109,1.0,1.0,0.0045053353533148766,1.0,1.0,0.0046992115676403046,1.0,1.0,0.005549138877540827,1.0,1.0,0.0045053353533148766,1.0,1.0,0.0006190886488184333,1.0,1.0,0.004491110127897607,1.0,1.0,0.004557383246719837,1.0,1.0,0.004557383246719837,1.0,1.0,0.005014185328036547,1.0,1.0,0.004557383246719837,1.0,43
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.8200000000000001,0.8120078444480896,0.8181070443339611,0.54,1.63774836063385,0.5351775956284153,0.7200000000000001,0.88416588306427,0.7158843873517786,0.8400000000000001,0.572283923625946,0.8368974940403513,0.89,0.4883047938346863,0.8892790667821957,0.54,1.63774836063385,0.5351775956284153,0.9,0.48396122455596924,0.8988392526822049,0.9,0.4137960374355316,0.8988392526822049,0.9,0.47331106662750244,0.8988392526822049,0.9,0.4738328456878662,0.8988392526822049,0.89,0.4782666862010956,0.8888251406544152,0.89,0.4726685583591461,0.8888251406544152,0.89,0.47412312030792236,0.8888251406544152,0.9,0.48396122455596924,0.8988392526822049,0.9199999999999999,0.23427358269691467,0.9197096008214607,0.9199999999999999,0.3250942966075684,0.919059840917499,0.9,0.5166780352592468,0.8991231107827746,0.9,0.5035277605056763,0.8988392526822049,0.9,0.4939975440502167,0.8988392526822049,0.9,0.49458956718444824,0.8988392526822049,1
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.87,0.35492634773254395,0.866608658967463,0.48,1.5447113513946533,0.46759259259259256,0.79,0.6762130856513977,0.7849628223382376,0.9299999999999999,0.30169060826301575,0.9273523245776298,0.9299999999999999,0.18273143470287323,0.9273523245776298,0.48,1.5447113513946533,0.46759259259259256,0.95,0.1333986520767212,0.9480894922071393,0.94,0.168115496635437,0.9372408021131662,0.94,0.22283193469047546,0.9372408021131662,0.94,0.22204238176345825,0.9372408021131662,0.95,0.21037214994430542,0.9480894922071393,0.95,0.17949245870113373,0.9480894922071393,0.95,0.1790970265865326,0.9480894922071393,0.95,0.1333986520767212,0.9480894922071393,0.97,0.05217679589986801,0.9693366708385482,0.95,0.1276326059282412,0.9480894922071393,0.95,0.16523417830467224,0.9480894922071393,0.95,0.16523417830467224,0.9480894922071393,0.95,0.14812365174293518,0.9480894922071393,0.95,0.1486964374780655,0.9480894922071393,8
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.97,0.15273165702819824,0.9693366708385482,0.83,0.6653653979301453,0.826590909090909,0.95,0.1968926191329956,0.94880174291939,0.98,0.08725816756486893,0.9799679487179487,0.98,0.07744131982326508,0.9799679487179487,0.83,0.6653653979301453,0.826590909090909,0.98,0.08841300010681152,0.9799679487179487,0.98,0.11549511551856995,0.9799679487179487,0.98,0.11606840789318085,0.9799679487179487,0.98,0.11626970022916794,0.9799679487179487,0.98,0.04947512224316597,0.9799679487179487,0.98,0.09121008217334747,0.9799679487179487,0.98,0.09121008217334747,0.9799679487179487,0.98,0.08841299265623093,0.9799679487179487,0.98,0.048487771302461624,0.9799679487179487,0.98,0.032959040449150254,0.9799679487179487,0.98,0.09004808217287064,0.9799679487179487,0.98,0.09004808217287064,0.9799679487179487,0.98,0.08796852827072144,0.9799679487179487,0.98,0.08796852827072144,0.9799679487179487,11
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.22,4.093328475952148,0.21866113211226806,0.27,2.7881622314453125,0.26373719968434484,0.32999999999999996,2.2602391242980957,0.32875113608196316,0.39,1.9969782829284668,0.3869294727460362,0.39999999999999997,2.0655221939086914,0.3924051199427139,0.27,2.7881622314453125,0.26373719968434484,0.37,2.456766366958618,0.3663403767304023,0.37,2.3333334922790527,0.3663403767304023,0.37,2.3985397815704346,0.3663403767304023,0.37,2.3588058948516846,0.3663403767304023,0.38,2.402724504470825,0.36541666666666667,0.38,2.450540542602539,0.36541666666666667,0.38,2.454024314880371,0.36541666666666667,0.37,2.456766128540039,0.3663403767304023,0.6000000000000001,1.0537221431732178,0.6002507555337744,0.5700000000000001,1.2654846910864632,0.5669287736607198,0.37,2.4637043476104736,0.36618456602499155,0.37,2.4637043476104736,0.36618456602499155,0.37,2.442535161972046,0.3663403767304023,0.37,2.442535161972046,0.3663403767304023,23
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.86,0.5191969871520996,0.8574970626857419,0.54,1.3607107400894165,0.5338626877464047,0.77,0.6454315185546875,0.7654901960784314,0.9,0.31549590826034546,0.8973756432246998,0.94,0.18383723497390747,0.9383566135484295,0.54,1.3607107400894165,0.5338626877464047,0.93,0.15797823667526245,0.9288727858293075,0.93,0.17367997765541077,0.9288727858293075,0.93,0.1942296177148819,0.9286150140505821,0.93,0.1943204253911972,0.9286150140505821,0.93,0.18494442105293274,0.9288727858293075,0.92,0.23291084170341492,0.9187372348466574,0.92,0.23291084170341492,0.9187372348466574,0.93,0.15797825157642365,0.9288727858293075,0.97,0.06610246002674103,0.9697919167667067,0.95,0.11526491150814017,0.9490829883508232,0.93,0.17675547301769257,0.9288727858293075,0.93,0.17675547301769257,0.9288727858293075,0.93,0.16046051681041718,0.9288727858293075,0.93,0.16620078682899475,0.9288727858293075,30
