model,task,policy,metric,unit,subjects,delta_mean,ci_low,ci_high,positive_folds,folds
EEGConformer,OpenBMI_SSVEP,gain_2d_D,MacroF1,biological_subject,40,0.004941210489307547,-0.0015960652432964906,0.012609095664651095,3,5
EEGConformer,OpenBMI_SSVEP,gain_2d_D,CE,biological_subject,40,-0.15127926112618298,-0.24062165128765628,-0.07609687539807056,1,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_A,BA,biological_subject,40,0.0014999999999999957,-0.004000000000000006,0.007249999999999995,3,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_A,MacroF1,biological_subject,40,-2.0303564547477504e-06,-0.005527872310746109,0.005188415062140068,2,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_A,CE,biological_subject,40,-0.10533711172174662,-0.17774282192985993,-0.04521679301396945,1,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_C,BA,biological_subject,40,0.0022499999999999964,-0.0035000000000000044,0.008249999999999999,3,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_C,MacroF1,biological_subject,40,0.0013405800661384845,-0.004204820113901608,0.0071441363069788336,2,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_C,CE,biological_subject,40,-0.09573402137029915,-0.16403756373911166,-0.04270210481772668,1,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_D,BA,biological_subject,40,0.001999999999999996,-0.0035000000000000044,0.007499999999999993,2,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_D,MacroF1,biological_subject,40,0.0011589111633657848,-0.0039864121481136125,0.006437246962004412,2,5
EEGConformer,OpenBMI_SSVEP,gain_alpha_D,CE,biological_subject,40,-0.09877054083626717,-0.1615122928004712,-0.04232970675453545,1,5
EEGConformer,OpenBMI_SSVEP,oracle_2d,BA,biological_subject,40,0.06149999999999998,0.04749999999999999,0.07575624999999998,5,5
EEGConformer,OpenBMI_SSVEP,oracle_2d,MacroF1,biological_subject,40,0.06375698524324011,0.050204074196129676,0.07818126515547157,5,5
EEGConformer,OpenBMI_SSVEP,oracle_2d,CE,biological_subject,40,-0.4465918160043657,-0.6181522259830672,-0.3107613037097327,0,5
EEGConformer,OpenBMI_SSVEP,oracle_suppression,BA,biological_subject,40,0.03999999999999998,0.02874999999999999,0.05274999999999998,5,5
EEGConformer,OpenBMI_SSVEP,oracle_suppression,MacroF1,biological_subject,40,0.03977505658204661,0.028059404770148743,0.052518738144028076,5,5
EEGConformer,OpenBMI_SSVEP,oracle_suppression,CE,biological_subject,40,-0.2911896032686131,-0.4207098723655082,-0.18327558080090708,0,5
EEGConformer,OpenBMI_SSVEP,reliability_A,BA,biological_subject,40,0.0025000000000000022,-0.0005000000000000004,0.006000000000000005,3,5
EEGConformer,OpenBMI_SSVEP,reliability_A,MacroF1,biological_subject,40,0.0018342668815456904,-0.0013306941915658056,0.005474655612871196,3,5
EEGConformer,OpenBMI_SSVEP,reliability_A,CE,biological_subject,40,0.022529217740520836,0.004878539218334481,0.04408778379205614,4,5
EEGConformer,OpenBMI_SSVEP,reliability_B,BA,biological_subject,40,0.002250000000000002,-0.0010000000000000009,0.005750000000000005,3,5
EEGConformer,OpenBMI_SSVEP,reliability_B,MacroF1,biological_subject,40,0.0016015345982207801,-0.001601164947807329,0.0052455324160755245,3,5
EEGConformer,OpenBMI_SSVEP,reliability_B,CE,biological_subject,40,0.02136257993988693,0.004330884288065136,0.042743592850165435,4,5
EEGConformer,OpenBMI_SSVEP,reliability_C,BA,biological_subject,40,0.0017500000000000016,-0.0010000000000000009,0.0050000000000000044,2,5
EEGConformer,OpenBMI_SSVEP,reliability_C,MacroF1,biological_subject,40,0.0009879457945480257,-0.0018257749931165938,0.003866378530484791,2,5
EEGConformer,OpenBMI_SSVEP,reliability_C,CE,biological_subject,40,0.013672915031202137,0.0042959226394305005,0.024312574950163247,5,5
EEGConformer,OpenBMI_SSVEP,reliability_D,BA,biological_subject,40,0.0017500000000000044,-0.0012499999999999929,0.005250000000000005,2,5
EEGConformer,OpenBMI_SSVEP,reliability_D,MacroF1,biological_subject,40,0.0011391963863514264,-0.001852639923746741,0.004392254197916547,2,5
EEGConformer,OpenBMI_SSVEP,reliability_D,CE,biological_subject,40,0.0245675518643111,0.007057846717070789,0.04734057086519891,4,5
