model,task,fold,seed,status,checkpoint_sha256,basis_sha256,split_sha256,C_only_accuracy,C_only_corrected_errors,C_only_introduced_errors,P_only_accuracy,P_only_corrected_errors,P_only_introduced_errors,fixed_alpha_0.25_corrected_errors,fixed_alpha_0.25_introduced_errors,fixed_alpha_0.5_corrected_errors,fixed_alpha_0.5_introduced_errors,fixed_alpha_0.75_corrected_errors,fixed_alpha_0.75_introduced_errors,fixed_alpha_0_corrected_errors,fixed_alpha_0_introduced_errors,fixed_alpha_1_corrected_errors,fixed_alpha_1_introduced_errors,fraction,gain_2d_A_corrected_errors,gain_2d_A_introduced_errors,gain_2d_C_corrected_errors,gain_2d_C_introduced_errors,gain_2d_D_corrected_errors,gain_2d_D_introduced_errors,gain_alpha_A_corrected_errors,gain_alpha_A_introduced_errors,gain_alpha_C_corrected_errors,gain_alpha_C_introduced_errors,gain_alpha_D_corrected_errors,gain_alpha_D_introduced_errors,n_trials,native_accuracy,native_corrected_errors,native_introduced_errors,oracle_2d_corrected_errors,oracle_2d_introduced_errors,oracle_recoverable_fraction,oracle_suppression_corrected_errors,oracle_suppression_introduced_errors,reliability_A_corrected_errors,reliability_A_introduced_errors,reliability_B_corrected_errors,reliability_B_introduced_errors,reliability_C_corrected_errors,reliability_C_introduced_errors,reliability_D_corrected_errors,reliability_D_introduced_errors,subject_id,subset
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,ambiguous
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.2807017543859649,3,36,0.7192982456140351,5,13,4,9,3,8,1,6,5,13,0,0,0.57,0,4,0,3,1,3,0,0,0,0,0,1,57,0.8596491228070176,0,0,5,0,0.9473684210526315,5,0,0,0,0,0,0,0,0,0,15,disagreement
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,36,1.0,5,0,4,0,3,0,1,0,5,0,0,0,0.41,0,4,0,2,0,2,0,0,0,0,0,0,41,0.8780487804878049,0,0,3,0,0.9512195121951219,5,0,0,0,0,0,0,0,0,0,15,P_correct_C_wrong
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,3,0,0.0,0,13,0,9,0,8,0,6,0,13,0,0,0.16,0,0,0,1,1,1,0,0,0,0,0,1,16,0.8125,0,0,2,0,0.9375,0,0,0,0,0,0,0,0,0,0,15,P_wrong_C_correct
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,15,ambiguous
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.3333333333333333,11,21,0.6666666666666666,5,2,3,1,2,1,0,1,5,2,0,0,0.39,1,1,2,1,2,1,0,1,1,1,1,1,39,0.5897435897435898,0,0,7,0,0.7692307692307693,5,0,0,0,0,0,0,0,0,0,32,disagreement
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,21,1.0,5,0,3,0,2,0,0,0,5,0,0,0,0.26,0,1,1,1,1,1,0,0,1,0,1,0,26,0.8076923076923077,0,0,4,0,0.9615384615384616,5,0,0,0,0,0,0,0,0,0,32,P_correct_C_wrong
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,11,0,0.0,0,2,0,1,0,1,0,1,0,2,0,0,0.13,1,0,1,0,1,0,0,1,0,1,0,1,13,0.15384615384615385,0,0,3,0,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,32,P_wrong_C_correct
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,32,ambiguous
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.18421052631578946,4,26,0.8157894736842105,5,3,3,2,2,1,1,0,5,3,0,0,0.38,2,2,2,2,2,3,0,0,0,0,0,0,38,0.7631578947368421,0,0,5,0,0.8947368421052632,5,0,0,0,0,0,0,0,0,0,33,disagreement
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,26,1.0,5,0,3,0,2,0,1,0,5,0,0,0,0.31,0,2,0,2,0,3,0,0,0,0,0,0,31,0.8387096774193549,0,0,2,0,0.9032258064516129,5,0,0,0,0,0,0,0,0,0,33,P_correct_C_wrong
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,4,0,0.0,0,3,0,2,0,1,0,0,0,3,0,0,0.07,2,0,2,0,2,0,0,0,0,0,0,0,7,0.42857142857142855,0,0,3,0,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,33,P_wrong_C_correct
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,33,ambiguous
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.3448275862068966,11,37,0.6551724137931034,1,9,1,4,1,4,1,1,1,9,0,0,0.58,1,2,1,5,1,4,0,0,0,0,0,0,58,0.7931034482758621,0,0,8,0,0.9310344827586207,1,0,0,0,0,0,0,0,0,0,38,disagreement
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,37,1.0,1,0,1,0,1,0,1,0,1,0,0,0,0.38,0,2,0,2,0,2,0,0,0,0,0,0,38,0.9736842105263158,0,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,38,P_correct_C_wrong
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,11,0,0.0,0,9,0,4,0,4,0,1,0,9,0,0,0.2,1,0,1,3,1,2,0,0,0,0,0,0,20,0.45,0,0,7,0,0.8,0,0,0,0,0,0,0,0,0,0,38,P_wrong_C_correct
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,38,ambiguous
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.48484848484848486,4,17,0.5151515151515151,0,12,0,9,0,6,0,3,0,12,0,0,0.33,4,2,3,1,3,2,0,0,0,0,0,0,33,0.8787878787878788,0,0,4,0,1.0,0,0,0,0,0,0,0,0,0,0,47,disagreement
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,17,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,2,0,1,0,2,0,0,0,0,0,0,17,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,47,P_correct_C_wrong
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,4,0,0.0,0,12,0,9,0,6,0,3,0,12,0,0,0.16,4,0,3,0,3,0,0,0,0,0,0,0,16,0.75,0,0,4,0,1.0,0,0,0,0,0,0,0,0,0,0,47,P_wrong_C_correct
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,47,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.6304347826086957,13,15,0.3695652173913043,2,16,2,9,2,5,2,4,2,16,0,0,0.46,0,1,0,0,0,0,0,1,0,0,0,0,46,0.6739130434782609,0,0,12,0,0.9347826086956522,2,0,0,0,0,0,0,0,0,0,2,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,15,1.0,2,0,2,0,2,0,2,0,2,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,17,0.8823529411764706,0,0,2,0,1.0,2,0,0,0,0,0,0,0,0,0,2,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,13,0,0.0,0,16,0,9,0,5,0,4,0,16,0,0,0.29,0,1,0,0,0,0,0,1,0,0,0,0,29,0.5517241379310345,0,0,10,0,0.896551724137931,0,0,0,0,0,0,0,0,0,0,2,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.4,10,24,0.6,9,12,8,5,4,1,2,0,9,12,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,55,0.6545454545454545,0,0,13,0,0.8909090909090909,9,0,0,0,0,0,0,0,0,0,14,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,24,1.0,9,0,8,0,4,0,2,0,9,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,33,0.7272727272727273,0,0,6,0,0.9090909090909091,9,0,0,0,0,0,0,0,0,0,14,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,10,0,0.0,0,12,0,5,0,1,0,0,0,12,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,22,0.5454545454545454,0,0,7,0,0.8636363636363636,0,0,0,0,0,0,0,0,0,0,14,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.3902439024390244,5,22,0.6097560975609756,3,11,3,7,3,2,1,1,3,11,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,41,0.8048780487804879,0,0,5,0,0.926829268292683,3,0,0,0,0,0,0,0,0,0,26,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,22,1.0,3,0,3,0,3,0,1,0,3,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,25,0.88,0,0,3,0,1.0,3,0,0,0,0,0,0,0,0,0,26,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,5,0,0.0,0,11,0,7,0,2,0,1,0,11,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,16,0.6875,0,0,2,0,0.8125,0,0,0,0,0,0,0,0,0,0,26,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,26,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.39473684210526316,5,14,0.6052631578947368,9,10,7,6,3,1,2,0,9,10,0,0,0.38,2,0,0,0,0,0,0,0,1,1,1,1,38,0.631578947368421,0,0,8,0,0.8421052631578947,9,0,0,0,0,0,0,0,0,0,28,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,14,1.0,9,0,7,0,3,0,2,0,9,0,0,0,0.23,0,0,0,0,0,0,0,0,1,0,1,0,23,0.6086956521739131,0,0,6,0,0.8695652173913043,9,0,0,0,0,0,0,0,0,0,28,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,5,0,0.0,0,10,0,6,0,1,0,0,0,10,0,0,0.15,2,0,0,0,0,0,0,0,0,1,0,1,15,0.6666666666666666,0,0,2,0,0.8,0,0,0,0,0,0,0,0,0,0,28,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,28,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.28888888888888886,9,27,0.7111111111111111,5,4,3,3,2,2,1,2,5,4,0,0,0.45,0,1,0,0,0,0,0,0,1,1,1,1,45,0.6888888888888889,0,0,10,0,0.9111111111111111,5,0,0,0,0,0,1,0,1,0,31,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,27,1.0,5,0,3,0,2,0,1,0,5,0,0,0,0.32,0,1,0,0,0,0,0,0,1,0,1,0,32,0.84375,0,0,3,0,0.9375,5,0,0,0,0,0,1,0,1,0,31,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,9,0,0.0,0,4,0,3,0,2,0,2,0,4,0,0,0.13,0,0,0,0,0,0,0,0,0,1,0,1,13,0.3076923076923077,0,0,7,0,0.8461538461538461,0,0,0,0,0,0,0,0,0,0,31,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,31,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.55,5,8,0.45,1,6,0,5,0,3,0,3,1,6,0,0,0.2,3,0,2,0,2,0,0,0,0,0,0,0,20,0.7,0,0,4,0,0.9,1,0,0,0,0,0,0,0,0,0,35,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,8,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,9,0.8888888888888888,0,0,0,0,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,35,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,5,0,0.0,0,6,0,5,0,3,0,3,0,6,0,0,0.11,3,0,2,0,2,0,0,0,0,0,0,0,11,0.5454545454545454,0,0,4,0,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,35,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,35,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.37735849056603776,14,24,0.6226415094339622,9,6,9,4,6,2,4,2,9,6,0,0,0.53,0,1,0,0,0,0,0,1,0,1,0,1,53,0.5660377358490566,0,0,14,0,0.8301886792452831,9,0,0,0,0,0,0,0,0,0,40,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,24,1.0,9,0,9,0,6,0,4,0,9,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,33,0.7272727272727273,0,0,9,0,1.0,9,0,0,0,0,0,0,0,0,0,40,P_correct_C_wrong
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,14,0,0.0,0,6,0,4,0,2,0,2,0,6,0,0,0.2,0,1,0,0,0,0,0,1,0,1,0,1,20,0.3,0,0,5,0,0.55,0,0,0,0,0,0,0,0,0,0,40,P_wrong_C_correct
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,40,ambiguous
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.3611111111111111,1,16,0.6388888888888888,7,12,7,10,4,8,1,3,7,12,0,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,36,0.7777777777777778,0,0,7,0,0.9722222222222222,7,0,0,0,0,0,0,0,0,0,43,disagreement
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,16,1.0,7,0,7,0,4,0,1,0,7,0,0,0,0.23,0,1,0,0,0,0,0,0,0,0,0,0,23,0.6956521739130435,0,0,7,0,1.0,7,0,0,0,0,0,0,0,0,0,43,P_correct_C_wrong
