analysis,analysis_role,dataset,subject_cluster,fold,backbone,RMSE_M0,RMSE_MI,RMSE_MD,RMSE_MID,method_family_count,Delta_MI_minus_MD
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S038,1,eegconformer,0.19561598000559632,0.19519373434332835,0.1927027999721052,0.1927138118036976,4,0.0024909343712231358
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S039,4,eegconformer,0.05373568186032038,0.05400998250362796,0.05545348356525296,0.05502401798280263,4,-0.0014435010616250035
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S040,2,eegconformer,0.02411803042862273,0.02457319848903233,0.025697214369165416,0.02570416654651826,4,-0.001124015880133087
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S001,3,eegnet,0.07092985196524498,0.07554847069899898,0.08560254398641963,0.0857938174562493,4,-0.010054073287420653
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S002,1,eegnet,0.028626228035023075,0.02842614554607122,0.02570874439758636,0.02612989556851168,4,0.002717401148484861
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S003,4,eegnet,0.039883699773474904,0.03953342478891626,0.03347329019573436,0.03357432063166245,4,0.006060134593181901
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S004,3,eegnet,0.03952835089899427,0.04129613149349174,0.042116935943985565,0.0422922654249838,4,-0.0008208044504938242
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S005,3,eegnet,0.09236757150896191,0.08940902221074543,0.07892431295730379,0.0788095733810792,4,0.010484709253441638
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S006,3,eegnet,0.031877193136071465,0.03294713603204554,0.030982185818390073,0.030931147095043826,4,0.0019649502136554683
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S007,4,eegnet,0.020186700490516817,0.020540833840856185,0.021507608962227597,0.021915069634805825,4,-0.0009667751213714125
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S008,2,eegnet,0.05774073085671836,0.05933863952558771,0.07237808036539525,0.07249587929954958,4,-0.013039440839807542
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S009,2,eegnet,0.022337985105421787,0.022738372534763872,0.014779262221378842,0.015001174221586835,4,0.00795911031338503
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S010,4,eegnet,0.018250670785102188,0.01797354626141786,0.019230607770618472,0.01967521491865311,4,-0.0012570615092006125
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S011,1,eegnet,0.01941150337935585,0.01912818943077356,0.01693973250340222,0.01678077971250768,4,0.002188456927371338
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S012,0,eegnet,0.05225023888535122,0.052228676279775656,0.04169079023468781,0.042098072088048236,4,0.010537886045087846
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S013,2,eegnet,0.04629385991253821,0.045943192608018144,0.03616833305909199,0.036265432263713905,4,0.009774859548926151
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S014,0,eegnet,0.023850741462718792,0.023882950276585452,0.02849163859560425,0.02827788428584035,4,-0.004608688319018797
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S015,3,eegnet,0.06672154984852488,0.06340370471500634,0.050987752036971576,0.05084775885670387,4,0.012415952678034761
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S016,2,eegnet,0.0513914634490663,0.05103772076026913,0.04220330551717017,0.042339388936470934,4,0.008834415243098956
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S017,2,eegnet,0.022155752957090238,0.02211067644289786,0.025314688139332037,0.025351189297264945,4,-0.0032040116964341774
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S018,3,eegnet,0.05438965915822815,0.058563029761580065,0.06698764532888195,0.06718946081946736,4,-0.008424615567301882
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S019,3,eegnet,0.07536883601979905,0.07216116638432692,0.06096765336380949,0.060935806172158415,4,0.011193513020517423
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S020,4,eegnet,0.04175589167053408,0.04133259586371608,0.03570975411911876,0.035695252760721226,4,0.005622841744597318
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S021,4,eegnet,0.03576013000286216,0.035127353422349836,0.02892564834518,0.02886843893748512,4,0.006201705077169835
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S022,4,eegnet,0.020326393006235795,0.01998646458143194,0.025445383305055014,0.025853253948111478,4,-0.005458918723623075
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S023,2,eegnet,0.03562984589734276,0.03521201950643827,0.026015882639217922,0.026210304245204527,4,0.009196136867220348
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S024,0,eegnet,0.048151624460652034,0.04892631136042487,0.056083984146918814,0.05616254712617203,4,-0.007157672786493943
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S025,0,eegnet,0.033848956862519944,0.03429226353557832,0.022641711395445543,0.023068655258598546,4,0.011650552140132778
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S026,1,eegnet,0.036094431189202004,0.03622899768638731,0.040721619149320196,0.04077533424163436,4,-0.004492621462932889
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S027,3,eegnet,0.04332844326879626,0.04165640632027425,0.030194754536014064,0.030079608736149323,4,0.011461651784260188
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S028,4,eegnet,0.028904951028587565,0.028215834823070145,0.033157558288941694,0.03361283422422183,4,-0.004941723465871548
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S029,1,eegnet,0.04402568073371804,0.0439334815370402,0.041526121211336975,0.041484589742135654,4,0.0024073603257032256
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S030,0,eegnet,0.03309342734080731,0.03292548756204197,0.021577408412965227,0.022175357952935827,4,0.011348079149076745
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S031,1,eegnet,0.03823369951343213,0.038120413231297584,0.03486820683607051,0.03488187160155635,4,0.003252206395227074
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S032,1,eegnet,0.03909321340159344,0.03898531072451653,0.03626023378990658,0.03639965938052816,4,0.002725076934609952
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S033,2,eegnet,0.03659368702171654,0.03671968867491589,0.02678557836646514,0.02710295412793953,4,0.009934110308450747
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S034,0,eegnet,0.051264017010461176,0.051970897454718196,0.06234721567246045,0.06194918078587026,4,-0.010376318217742257
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S035,0,eegnet,0.060749861898714216,0.06061774851291885,0.05016443637628137,0.050665579431402645,4,0.010453312136637485
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S036,1,eegnet,0.02062238019236359,0.020301570057680865,0.01840235838740948,0.018617493461847816,4,0.0018992116702713849
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S037,0,eegnet,0.039668585805391746,0.03943588649169426,0.028340569729102767,0.028750145309966082,4,0.01109531676259149
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S038,1,eegnet,0.03652184253660053,0.03700280556247781,0.04187071021290744,0.04183258111335993,4,-0.004867904650429633
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S039,4,eegnet,0.024843415994159374,0.024238359889229552,0.01949150772884383,0.0194082520097455,4,0.004746852160385721
OPENBMI_EQUAL_CONFIG_SECONDARY,MANDATORY_GRID_WEIGHTING_SENSITIVITY,OPENBMI_STRESS,OB-S040,2,eegnet,0.02920650024421489,0.029737370357021054,0.024933038581666372,0.025218223275797952,4,0.004804331775354682
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S001,3,eegconformer,0.03885780107981123,0.03667328819759932,0.03803605903124327,0.03727015207243667,4,-0.0013627708336439517
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S002,1,eegconformer,0.05175334005289313,0.048695259355718494,0.04178653484660868,0.041819767960701276,4,0.006908724509109815
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S003,4,eegconformer,0.1148225317694248,0.11547896303386274,0.11747908733798554,0.11778845406786695,4,-0.0020001243041228023
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S004,3,eegconformer,0.03621807994012291,0.037088684703500754,0.03666768712055937,0.03686119206806089,4,0.000420997582941382
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S005,3,eegconformer,0.0852367170395538,0.08134886414276517,0.07968670982451512,0.08000189734640017,4,0.0016621543182500503
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S006,3,eegconformer,0.07889096878771903,0.08526981990828145,0.08941127262368867,0.08917729853731862,4,-0.004141452715407223
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S007,4,eegconformer,0.03565133427451861,0.03567728348595596,0.03536420744742527,0.035743952727356657,4,0.000313076038530688
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S008,2,eegconformer,0.04735673626025516,0.04867144055590799,0.05343770166239552,0.05343165156172922,4,-0.004766261106487528
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S009,2,eegconformer,0.025281755153420696,0.025828035777328125,0.02538144688763113,0.02552380906253203,4,0.0004465888896969944
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S010,4,eegconformer,0.10242713560385262,0.10548849718150051,0.1090143939083374,0.1089442823523705,4,-0.003525896726836897
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S011,1,eegconformer,0.039378508449776896,0.04100533660487493,0.04229508150806002,0.04227527321079663,4,-0.0012897449031850916
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S012,0,eegconformer,0.038579603627201385,0.03938384771146347,0.03867318584271741,0.0392274102178012,4,0.0007106618687460625
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S013,2,eegconformer,0.05915946025576284,0.058596023221122485,0.05695132002525069,0.05695659910133595,4,0.0016447031958717953
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S014,0,eegconformer,0.02478694478867267,0.025194345024893296,0.022555829419645644,0.023270918673108088,4,0.0026385156052476516
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S015,3,eegconformer,0.06152748216411603,0.05694396054677008,0.05502071891530677,0.054904162297138515,4,0.0019232416314633113
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S016,2,eegconformer,0.054027071808260566,0.05347939184409851,0.05165062832530455,0.051666677262872274,4,0.0018287635187939563
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S017,2,eegconformer,0.04705720085012058,0.04814378197264625,0.051849745494087024,0.0518776232019194,4,-0.003705963521440772
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S018,3,eegconformer,0.05527468962750486,0.0606985983122577,0.06429697845691494,0.06413480953247046,4,-0.0035983801446572428
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S019,3,eegconformer,0.04934329295226906,0.044412867812985445,0.04314717537508818,0.04258066152853962,4,0.0012656924378972659
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S020,4,eegconformer,0.05288488415959673,0.05252212487580085,0.05253617066263126,0.05258427633767415,4,-1.4045786830410578e-05
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S021,4,eegconformer,0.09969135344536127,0.0999256489847366,0.1012752960297503,0.10167669301130865,4,-0.0013496470450136966
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S022,4,eegconformer,0.051321722460225185,0.05320593266622664,0.05607500960269343,0.055762745340306286,4,-0.002869076936466791
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S023,2,eegconformer,0.02449934018940019,0.024091938304765435,0.02341734230013718,0.023370832708553987,4,0.0006745960046282556
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S024,0,eegconformer,0.056419897413886824,0.05895301696444831,0.0610101359207091,0.06131031858227043,4,-0.0020571189562607894
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S025,0,eegconformer,0.06849616821706266,0.06809114379859008,0.06543089805092586,0.06607171108405369,4,0.002660245747664214
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S026,1,eegconformer,0.057014749471363646,0.054578061003014884,0.047085694495338386,0.047034670649151164,4,0.007492366507676498
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S027,3,eegconformer,0.07685202693162813,0.07772587015961163,0.08032899550427423,0.07972695917833111,4,-0.002603125344662602
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S028,4,eegconformer,0.09018703829923375,0.09228975917370649,0.09511002905045013,0.09498745650555508,4,-0.0028202698767436363
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S029,1,eegconformer,0.07774506837297514,0.0822004559976513,0.09085113922035115,0.09085049355404595,4,-0.008650683222699851
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S030,0,eegconformer,0.0829862097188768,0.08554484046495353,0.09104467821231267,0.09103967778375088,4,-0.00549983774735914
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S031,1,eegconformer,0.08473676981137811,0.09007371796548132,0.09888493283608195,0.09885263406778391,4,-0.008811214870600631
OPENBMI_EQUAL_FAMILY_PRIMARY,PRIMARY_OPENBMI,OPENBMI_STRESS,OB-S032,1,eegconformer,0.06251931452644136,0.0664729911517297,0.07326370480522507,0.07320541728403171,4,-0.006790713653495373
