analysis,analysis_role,dataset,subject_cluster,fold,RMSE_M0,RMSE_MI,RMSE_MD,RMSE_MID,Delta_MI_minus_MD,backbone_count,repeated_backbone_rows
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S034,0,0.039974278647959174,0.0397776178998989,0.03936552236102783,0.04052984936607389,0.00041209553887106704,2,2
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S035,0,0.048149158734208816,0.049601832422267,0.052638764135839865,0.05223829446433468,-0.0030369317135728706,2,2
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S036,1,0.03275533319001909,0.03240741111629481,0.03810439669860416,0.037702726643672656,-0.005696985582309345,2,2
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S037,0,0.03120118645833936,0.03212413373779431,0.035318931084765706,0.035687967372194956,-0.0031947973469713953,2,2
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S038,1,0.09790895345093109,0.09735895396785635,0.09423908414631449,0.09427648579185789,0.003119869821541856,2,2
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S039,4,0.03655480817903399,0.03517538524883862,0.036861384175351286,0.03511871411224422,-0.0016859989265126663,2,2
OPENBMI_ERM_ONLY_SENSITIVITY,MANDATORY_DIRECT_WBCIC_SCOPE_SENSITIVITY,OPENBMI_STRESS,OB-S040,2,0.023011914768394093,0.02349106376344035,0.025121583338579508,0.02551685672733069,-0.0016305195751391607,2,2
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S001,0,0.03402000920744118,0.0333091167416115,0.027249948252719505,0.027334838676910615,0.0060591684888919965,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S002,1,0.017320149614236495,0.017423784432949476,0.02316223061579332,0.02328981172830604,-0.0057384461828438454,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S003,0,0.022271434479885454,0.021199725936195554,0.013785470610793825,0.013969888522893348,0.00741425532540173,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S004,0,0.014430849548372262,0.014531219424643752,0.01756078580252083,0.01751615163137353,-0.0030295663778770777,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S005,3,0.026696431289077963,0.026239090582599413,0.023681664300806888,0.023787540652877824,0.002557426281792525,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S006,4,0.005989263217700379,0.006589516952657443,0.006318589138332186,0.006335751166868303,0.00027092781432525633,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S007,2,0.03305909250663069,0.031087492096011315,0.04721875353048783,0.04647570751309332,-0.016131261434476515,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S008,1,0.010552048781308143,0.01079642995198623,0.01206180939510701,0.012343707954097713,-0.0012653794431207802,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S009,4,0.013071583746545571,0.0132250482069947,0.01214111304309342,0.012116275747497967,0.0010839351639012808,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S010,1,0.021497858088772543,0.0216615099526676,0.01990435722158793,0.020079798223888716,0.0017571527310796704,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S011,4,0.015281656316601932,0.01604373658972784,0.017917073028896974,0.017925279192924443,-0.0018733364391691348,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S012,0,0.03239615870829286,0.032567333713740765,0.03990281862599136,0.039834632847643096,-0.007335484912250598,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S013,4,0.02090992176658235,0.020792854994994617,0.021278248369788238,0.02126047247770175,-0.0004853933747936204,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S014,1,0.013699799974408289,0.01364197854791015,0.017560742109454873,0.017684172948129965,-0.003918763561544723,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S015,0,0.022052107353494346,0.021004846680900996,0.014018977767358458,0.014266589904452648,0.006985868913542538,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S016,0,0.017882354489611212,0.016877077855195818,0.01007529861704157,0.010321161383691468,0.006801779238154247,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S017,2,0.02758625721278962,0.02374371897276641,0.027015916355215275,0.026083814323550662,-0.0032721973824488652,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S018,3,0.0276453607885961,0.027207159176138817,0.024794161361153907,0.02487718624595519,0.0024129978149849095,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S019,3,0.02438807063132156,0.023837327667286655,0.02147257186552965,0.021576154089243654,0.002364755801757004,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S020,2,0.07437273458237532,0.0745476884453855,0.061699108172212705,0.06308412592684523,0.012848580273172788,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S021,2,0.030477312712102078,0.029588230245115133,0.022843311611816543,0.02468283742305167,0.00674491863329859,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S022,1,0.00770367410432067,0.008035702259183857,0.011540188476070102,0.011821104863346771,-0.0035044862168862444,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S023,0,0.014386303210085348,0.014617468131964073,0.017520129157890016,0.01755844756765529,-0.0029026610259259428,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S024,2,0.03897615812859635,0.03915792119375733,0.02343458582087335,0.025781587636688367,0.01572333537288398,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S025,3,0.021601385182763815,0.021006867596664865,0.018386652594111312,0.018496222937728835,0.0026202150025535532,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S026,3,0.037467406315166214,0.038859133841207136,0.04399499864929995,0.04390329198470722,-0.005135864808092812,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S027,4,0.01884600392883273,0.01967832314714363,0.022182935061873032,0.022216738146248725,-0.0025046119147294,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S028,0,0.032111137451476174,0.03137890908721271,0.025326830997450825,0.025465054758826773,0.006052078089761888,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S029,2,0.039857996203991865,0.03794914771564478,0.0555758190918538,0.05467458592194078,-0.01762667137620902,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S030,2,0.05962045697921232,0.05974886318222186,0.04579271418717485,0.04729163355631522,0.013956148995047012,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S031,1,0.028769091753245973,0.028963588723622542,0.027425604624541425,0.027523186773899994,0.0015379840990811175,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S032,0,0.02442407608444586,0.023561948545268937,0.016671216604000685,0.016876878384814453,0.0068907319412682515,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S033,3,0.03334806062556429,0.03386000183763164,0.03728367898058968,0.03724464090547553,-0.003423677142958041,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S034,3,0.016124696205291788,0.01566493728261599,0.012340485169659006,0.012397013208357621,0.0033244521129569844,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S035,3,0.015387982953656272,0.016248827492974606,0.01888449446356888,0.018850583517178807,-0.0026356669705942734,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S036,1,0.014571026397381425,0.01469399162353048,0.014973549289068322,0.015181311224190808,-0.0002795576655378416,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S037,1,0.03300551144365242,0.03319936472179003,0.031842583012004745,0.031943516175317085,0.0013567817097852874,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S038,4,0.03802777940532505,0.03791913489892265,0.03953255442063028,0.03951776954093428,-0.0016134195217076264,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S039,4,0.016656941761433376,0.016645300006764358,0.016715217069447917,0.01668750878218875,-6.991706268355893e-05,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S040,2,0.049520534184595254,0.04898695720395394,0.035416716320162106,0.03722758184262537,0.013570240883791836,1,1
WBCIC_ERM_PRIMARY,PRIMARY_WBCIC,WBCIC_REPLICATION,WB-S041,4,0.02300502930871459,0.022969216718450484,0.02298149780661989,0.02296337344135912,-1.2281088169405208e-05,1,1
