fold,seed,block,dimensions,coordinate_ids,persistence_supported,u_abs_mean,u_spec_mean,u_abs_CI95_low,u_spec_CI95_low,outer_test_used
0,0,0,4,"[0, 1, 2, 3]",True,0.0016663220230471397,-0.08741082411468416,-0.0008311556676255938,-0.09025154210110256,False
0,0,1,4,"[4, 5, 6, 7]",True,0.036880746713602405,-0.04004195994630894,0.03488598121060971,-0.04626566679157081,False
0,0,2,4,"[8, 9, 10, 11]",True,0.09274481456260013,0.03328132365616901,0.08799967821949814,0.02710427758809943,False
0,0,3,4,"[12, 13, 14, 15]",False,0.15694918189300838,0.1121917195660008,0.14971045724149032,0.10160950224277535,False
0,0,4,1,[16],False,6.906806085243966e-05,-0.018168449130742618,-9.625034582218683e-05,-0.0197313447566591,False
