phase,status,reason,metric,internal_holdout_used,OUTER_TEST_USED
PERSIST_ABLATION,NOT_RUN_PHASE_A_HEADROOM_GATE_FAILED,No dual-benchmark candidate bank reached the approximately +8 pp subject-oracle gate.,,False,False
