draw,alpha,fused_BA,base_BA,delta_BA,dims
27,0.1,0.75,0.7677777777777778,-0.01777777777777778,"[2, 4, 6, 7, 9, 14, 15, 18]"
28,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 3, 10, 11, 14, 15, 16, 18]"
29,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 2, 4, 7, 8, 11, 12, 13]"
30,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 3, 9, 12, 13, 16, 17, 18]"
31,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 5, 7, 10, 13, 14, 17, 18]"
32,0.0,0.7677777777777778,0.7677777777777778,0.0,"[6, 8, 9, 10, 11, 14, 17, 19]"
33,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 3, 5, 8, 10, 11, 15]"
34,0.1,0.7505555555555555,0.7677777777777778,-0.01722222222222225,"[1, 2, 3, 6, 7, 10, 15, 18]"
35,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 4, 6, 7, 9, 11, 12, 17]"
36,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 2, 8, 10, 11, 18, 19]"
37,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 3, 7, 9, 12, 14, 17]"
38,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 3, 7, 10, 11, 12, 13]"
39,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 2, 3, 5, 8, 13, 15, 16]"
40,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 8, 9, 10, 11, 12, 15, 18]"
41,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 2, 5, 9, 11, 15, 17]"
42,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 5, 7, 8, 11, 12, 18, 19]"
43,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 3, 4, 7, 9, 10, 14]"
44,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 3, 5, 9, 12, 14, 18, 19]"
45,0.1,0.7466666666666666,0.7677777777777778,-0.02111111111111119,"[0, 1, 2, 6, 9, 10, 17, 18]"
46,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 3, 5, 6, 10, 14, 15, 16]"
47,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 7, 8, 10, 11, 13, 18]"
48,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 6, 7, 12, 14, 15, 16, 17]"
49,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 4, 8, 10, 15, 16, 17, 18]"
50,0.1,0.7622222222222222,0.7677777777777778,-0.005555555555555536,"[0, 1, 3, 6, 10, 11, 12, 17]"
51,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 3, 4, 5, 10, 14, 15, 19]"
52,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 5, 8, 12, 13, 16, 17, 19]"
53,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 6, 7, 11, 14, 15, 17, 19]"
54,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 7, 10, 11, 14, 15, 16, 19]"
55,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 4, 8, 10, 11, 15, 16, 18]"
56,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 3, 4, 8, 10, 12, 19]"
57,0.0,0.7677777777777778,0.7677777777777778,0.0,"[8, 10, 11, 12, 14, 15, 16, 18]"
58,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 2, 7, 9, 12, 14, 15, 16]"
59,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 9, 10, 11, 15, 17, 19]"
60,0.0,0.7677777777777778,0.7677777777777778,0.0,"[5, 7, 9, 14, 15, 16, 17, 19]"
61,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 4, 5, 9, 10, 11, 15, 16]"
62,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 3, 10, 13, 14, 15, 16, 18]"
63,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 4, 8, 12, 14, 15, 16, 17]"
64,0.1,0.7555555555555555,0.7677777777777778,-0.012222222222222245,"[1, 4, 6, 7, 8, 16, 18, 19]"
65,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 3, 6, 7, 10, 15, 17, 19]"
66,0.1,0.7555555555555555,0.7677777777777778,-0.012222222222222245,"[1, 2, 3, 9, 10, 12, 17, 18]"
67,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 3, 6, 10, 13, 15, 16]"
68,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 2, 3, 5, 10, 13, 17, 18]"
69,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 5, 8, 9, 10, 14, 16, 19]"
70,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 2, 3, 9, 11, 13, 15]"
71,0.0,0.7677777777777778,0.7677777777777778,0.0,"[5, 6, 7, 12, 14, 16, 17, 19]"
72,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 3, 6, 8, 9, 15, 17]"
73,0.1,0.7522222222222222,0.7677777777777778,-0.015555555555555545,"[0, 2, 6, 7, 8, 9, 13, 15]"
74,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 4, 7, 8, 12, 16, 19]"
75,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 5, 8, 14, 15, 16, 17]"
76,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 6, 14, 15, 16, 17, 18, 19]"
77,0.0,0.7677777777777778,0.7677777777777778,0.0,"[5, 8, 10, 14, 16, 17, 18, 19]"
78,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 3, 4, 5, 11, 14, 15, 17]"
79,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 6, 8, 11, 13, 14, 16, 18]"
80,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 3, 4, 5, 8, 9, 19]"
81,0.1,0.7638888888888888,0.7677777777777778,-0.0038888888888889417,"[1, 2, 6, 11, 12, 13, 15, 18]"
82,0.0,0.7677777777777778,0.7677777777777778,0.0,"[4, 5, 7, 10, 14, 16, 17, 19]"
83,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 2, 11, 13, 14, 16, 17]"
84,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 3, 4, 5, 7, 12, 14, 15]"
85,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 2, 3, 7, 11, 12, 14, 15]"
86,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 6, 7, 9, 10, 14, 18, 19]"
87,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 7, 10, 13, 14, 15, 19]"
88,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 3, 5, 9, 11, 13, 16, 19]"
89,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 5, 8, 10, 11, 16, 17, 19]"
90,0.1,0.7527777777777778,0.7677777777777778,-0.015000000000000013,"[0, 4, 5, 6, 7, 8, 10, 14]"
91,0.0,0.7677777777777778,0.7677777777777778,0.0,"[1, 3, 4, 8, 9, 14, 16, 17]"
92,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 2, 5, 6, 7, 8, 14, 16]"
93,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 6, 7, 8, 10, 13, 15, 16]"
94,0.0,0.7677777777777778,0.7677777777777778,0.0,"[7, 8, 9, 10, 12, 13, 16, 17]"
95,0.0,0.7677777777777778,0.7677777777777778,0.0,"[2, 4, 5, 6, 7, 8, 14, 19]"
96,0.1,0.7461111111111111,0.7677777777777778,-0.021666666666666723,"[0, 1, 3, 4, 6, 9, 11, 13]"
97,0.0,0.7677777777777778,0.7677777777777778,0.0,"[0, 1, 6, 7, 9, 12, 17, 19]"
98,0.1,0.7555555555555555,0.7677777777777778,-0.012222222222222245,"[0, 1, 3, 6, 7, 9, 12, 15]"
99,0.0,0.7677777777777778,0.7677777777777778,0.0,"[3, 5, 7, 8, 10, 11, 14, 17]"
