version,candidate,stage,lambda_geometry,lambda_drift,learning_rate,bottleneck,mean_method_BA,mean_control_BA,mean_delta_BA,delta_std,positive_inner_folds,median_method_epoch,median_control_epoch,stage1_rank
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8416666666666668,0.8410714285714287,0.0005952380952380931,0.0003011693009684177,4,0,0,2
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8418095238095239,0.8410714285714287,0.0007380952380952044,0.0007839084587216457,4,0,0,1
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.841357142857143,0.8410714285714287,0.00028571428571428915,0.0003499271061118868,2,0,0,3
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8410714285714287,0.8410714285714287,2.2204460492503132e-17,4.440892098500627e-17,1,0,0,4
V2,V2__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8414047619047619,0.8411190476190477,0.0002857142857142669,0.0011605769149479863,2,2,2,1
V2,V2__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.8418095238095239,0.8410714285714287,0.0007380952380952044,0.0007839084587216457,4,0,0,1
V2,V2__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8414047619047619,0.8411190476190477,0.0002857142857142669,0.0011605769149479863,2,2,2,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.8418095238095239,0.8410714285714287,0.0007380952380952044,0.0007839084587216457,4,0,0,1
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8412619047619048,0.8411190476190477,0.00014285714285715566,0.0005345224838248373,2,2,2,2
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8416666666666668,0.8410714285714287,0.0005952380952380931,0.0003011693009684177,4,0,0,2
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8412619047619048,0.8411190476190477,0.00014285714285715566,0.0005345224838248373,2,2,2,2
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8416666666666668,0.8410714285714287,0.0005952380952380931,0.0003011693009684177,4,0,0,2
