stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[7, 12, 14]",76bef3289d72c96b6e9c5cf9b19f29645de2e964b153ff1b735dd75f1a822dda,0247e310ceaaaceae91d28101bab44b0de145d19f0f6b4b03b5ec2a213d401ee,8,-7.048733793868501e-09,3,0.22182685926110235,4.472403958288851e-08,"[[0, 0], [1, 0], [2, 12], [2, 0], [2, 3], [0, 15], [0, 2], [1, 14], [0, 4], [1, 1]]",4.240630779861476e-07
classifier_input,16,1,"[2, 7, 13]",cf95b8ca571eb2ac4baa411ccda25b66d3851204cfb5eb4122cd9d334731fcbe,e10ff69de8deec110d749395a1063e514e9547d72a296ade8946d0f8e484c815,8,-9.23867321811489e-09,3,0.22118643885838332,4.8124409346428365e-08,"[[0, 0], [2, 0], [0, 12], [1, 0], [1, 12], [0, 15], [1, 2], [1, 15], [0, 14], [2, 5]]",4.285700079265098e-07
classifier_input,16,2,"[11, 14, 15]",08eabc375979c50914ebf0f4fb6e2ba209f14153cd50e399c5e2476b9b539b67,0e44c26f167b6a5528313ad3348999647191579812903937e5390326e916bbd3,8,-1.198755922166006e-08,3,0.21925835676633312,4.3796376303362194e-08,"[[0, 0], [1, 0], [2, 0], [0, 13], [1, 15], [0, 15], [0, 6], [0, 9], [1, 3], [2, 8]]",4.217217686175445e-07
classifier_input,16,3,"[1, 4, 14]",2950c5f70ef82a9799b8abb9edfa8906d5dcbfb5ecade9e9eb5446857ffb22f7,dca209bffcbcca6469eabc73d8f6615cd9052b771efd5099feff17710cfd99e1,8,-9.791016447602274e-09,3,0.22156034937149702,4.470662418043503e-08,"[[1, 0], [1, 5], [1, 11], [1, 3], [1, 14], [2, 0], [1, 2], [1, 7], [2, 1], [1, 1]]",4.269948803425905e-07
classifier_input,16,4,"[8, 11, 17]",c9011befc625700a97a2ecd6178ff6d160fed914abb4f7d86b7bda32b055e5a3,4f6f37f48bfc7e4f326672d2d5732938ae2b151cfae838afab083b672c655962,8,-8.985871477462659e-09,3,0.220315809924818,4.486809501713651e-08,"[[2, 0], [0, 0], [1, 0], [1, 6], [0, 6], [2, 8], [2, 6], [0, 15], [0, 8], [0, 2]]",4.23690270423549e-07
classifier_input,16,5,"[1, 17, 18]",985fea731d36d4c74cfe43735b9ec09db81cc9eb9417eb84f038012dd672ed64,d59a4fa6b77999ac1c88bb3692c2ffe562a7a0ae979e0702b5c83e8d7b2ff20d,8,-7.716951477831912e-09,3,0.2224262321376002,4.5262272152513106e-08,"[[2, 0], [1, 0], [0, 0], [1, 14], [1, 8], [2, 6], [2, 15], [2, 3], [1, 1], [1, 12]]",4.189300746304525e-07
classifier_input,16,6,"[3, 6, 14]",008f1e00be3d2e1faa85127a33e1ad5b2164422cfe7db40599b3bc9ba9f7aa14,8bbde98ce107630c508c9d5b12e4c8a4bbf7fbc15cc294107278ab28c87b738e,8,-8.513263624609913e-09,3,0.22235835679264063,4.5812377891252254e-08,"[[0, 0], [0, 9], [0, 7], [0, 5], [0, 2], [0, 14], [0, 4], [0, 10], [0, 13], [1, 0]]",4.2735343086519606e-07
classifier_input,16,7,"[0, 3, 15]",04a3a0772a3b03dd471d3ab889112d78bd7661e05aa2073c16017fa43198983c,629c252b7dc23e4c1ba1891e40a378806ed34d099c92a43e92bf8b4861e680cd,8,-1.0728068730592175e-08,3,0.2216144358470595,4.560737210113075e-08,"[[1, 0], [1, 9], [1, 11], [1, 13], [1, 8], [0, 0], [1, 1], [1, 15], [2, 0], [1, 6]]",4.2582895076748173e-07
classifier_input,16,8,"[4, 5, 13]",bac4a052031cfe5281ff63f0fdac93d7c3c38363f30ded1d9413726f074957fc,a6036287aa231b7d6fd78ddf611fd40906d191b59a82c3423c1a4f65889ea947,8,-1.109749320771236e-08,3,0.21981665846046608,4.532875763629818e-08,"[[0, 0], [1, 0], [0, 8], [2, 0], [0, 12], [2, 6], [0, 11], [0, 3], [2, 3], [0, 4]]",4.26589618740536e-07
classifier_input,16,9,"[5, 13, 18]",d29dff1791a42d28fde6a34fd2b08f43488af309471c36c60d9f935306260b65,74a588b311b9474155d38841eebaad32ff726f467f2e7b1d38ea9cea5ec2441d,8,-1.0060804175870963e-08,3,0.22291632543731085,4.675982978596949e-08,"[[1, 0], [2, 0], [0, 0], [0, 14], [0, 4], [1, 9], [0, 6], [1, 5], [2, 1], [2, 11]]",4.242356297368133e-07
classifier_input,16,10,"[3, 15, 19]",8080c9cb967b6b071ec39bed37aa27484fe8f14288d07654dba791ee67becc92,07be213715d0bc357bde071a26d737298e073cf178bdf830e6a3d9b4bda21448,8,-9.706273088050387e-09,3,0.22072810065568893,4.526385311010017e-08,"[[0, 0], [0, 1], [0, 4], [0, 11], [1, 6], [0, 2], [0, 12], [0, 13], [1, 12], [1, 8]]",4.2864599336667197e-07
classifier_input,16,11,"[8, 9, 13]",0350f3a48334002f8f5bf27697791a5f818847b752db2cc24774f045e48293e1,3fd555af071201e4293181b77882c152df6d3195d2c19d414d3b950a0b70fd7c,8,-8.652086697091831e-09,3,0.22089026894238534,4.6036372935986947e-08,"[[0, 0], [2, 0], [1, 0], [1, 4], [1, 5], [1, 14], [0, 4], [2, 6], [2, 11], [0, 2]]",4.293971365143534e-07
classifier_input,16,12,"[4, 10, 14]",8cf5d411974abbaf9feb1db266d95f9d6181936c1575c4325546b887a7fdb382,0908d99f92adda2104f2ac1828ab795d8f36c271a8d7562add4e222409ae5281,8,-1.1199889690671759e-08,3,0.22217652017331896,4.5760923939042186e-08,"[[1, 0], [0, 0], [0, 1], [0, 13], [1, 6], [1, 2], [2, 0], [0, 10], [1, 3], [1, 12]]",4.322561011349535e-07
classifier_input,16,13,"[12, 15, 18]",e2398fdf6d07cfc2c37760ac37fbd984e7011a274dbb16e9d0b167a12da6af46,94ac8f1a50a595158e7210680e7ee78be6ac403f42114cb6e60ab406acc305a4,8,-1.1403414224009367e-08,3,0.22094510316423738,4.471612058409846e-08,"[[0, 0], [2, 0], [1, 0], [0, 12], [1, 9], [0, 10], [1, 14], [1, 7], [1, 11], [2, 11]]",4.204972832155818e-07
classifier_input,16,14,"[0, 11, 12]",51944a95591f4718328fa47aff72e8571346e2cbab5da6d9f502422035dc936c,470000c7cdddad454d10dc7a9b7fe0eea4a89cf2f9af52270373e40a01721ecf,8,-1.0211894385658837e-08,3,0.2216054987646973,4.6041918722039554e-08,"[[1, 0], [0, 0], [2, 0], [1, 3], [1, 4], [1, 7], [0, 15], [1, 14], [0, 13], [1, 13]]",4.203975478844768e-07
classifier_input,16,15,"[2, 9, 19]",f10dd91bccb255ebac47c1975da6a76864fa4a1d3421a28773a70251ad267e46,26f1c6fe8f274e327c11292716b036d5bdcc8a0691996ac6ad0338e14fc6a823,8,-9.513690879536796e-09,3,0.22088920765959985,4.554088661734568e-08,"[[0, 0], [1, 0], [1, 13], [1, 4], [0, 11], [2, 0], [0, 2], [0, 13], [1, 11], [0, 10]]",4.2387944887423146e-07
classifier_input,16,16,"[2, 6, 8]",df5ad6633e2a71ed026d544b965b2b9e28adebe15115339352d61ce01ed6b465,27fffa37b928e02b617f672f7ef4f5933d44374065597c0e6201c97516bc4e82,8,-8.223497424686421e-09,3,0.2234682590712433,4.602846104262426e-08,"[[2, 0], [0, 0], [0, 4], [1, 0], [0, 1], [0, 11], [2, 1], [1, 12], [0, 3], [2, 14]]",4.2945648814907145e-07
classifier_input,16,17,"[0, 13, 17]",91d31fa7e06100503f8999835a75d7f7775b6c1d8ac790a254515564aa013b40,5d7a7e9d8cce4214980027119b04a96cb33490b2c71ca810953604856912ae40,8,-1.0179560980261293e-08,3,0.2225294326948918,4.722524238331971e-08,"[[1, 0], [0, 0], [2, 0], [1, 6], [2, 2], [1, 5], [1, 14], [2, 14], [1, 12], [2, 13]]",4.2510392361805316e-07
classifier_input,16,18,"[3, 7, 8]",cb64e1dc9a8511295f6a09f2e4494fb456ba928386bdcf4c34032538fa8efa77,b5e207c03a3969e078e78d46671727288d7a9cc35c8a9cd4ac5fb58088edbcb2,8,-1.0271596584399135e-08,3,0.2210659608418602,4.5124544101327047e-08,"[[0, 1], [0, 0], [0, 12], [0, 3], [0, 2], [0, 13], [2, 2], [0, 5], [0, 15], [0, 9]]",4.321832847153928e-07
classifier_input,16,19,"[5, 11, 15]",3941f97a9cbcebfdd6ffc664f0485df522f9af06cb7305dcacad66daf52adff7,444828d1d72535b4e4b9e2b17f814aa61b68c7cd41c57585b03f64cb4e0ccf45,8,-9.241178491881109e-09,3,0.22088223800908435,4.588044433262439e-08,"[[1, 0], [0, 0], [2, 0], [2, 1], [1, 4], [1, 1], [1, 3], [1, 13], [1, 6], [1, 9]]",4.2457361715264597e-07
depth_point_elu_pool2,16,0,"[7, 12, 14]",76bef3289d72c96b6e9c5cf9b19f29645de2e964b153ff1b735dd75f1a822dda,17fb22664c61244e56696014aa02ec3228f7d219156ea2d614c7fa7e7a963048,8,-0.0018568431283256357,3,0.5501478323248435,0.04536901414394379,"[[0, 6], [0, 0], [0, 5], [0, 1], [1, 0], [0, 13], [0, 10], [0, 4], [2, 0], [0, 8]]",0.21088660135865211
depth_point_elu_pool2,16,1,"[2, 7, 13]",cf95b8ca571eb2ac4baa411ccda25b66d3851204cfb5eb4122cd9d334731fcbe,d92e4239474a878f72d7b97e73fad799c53abcd6c985e36d5c289f4590c1cd0a,8,-0.0011291279450233562,3,0.5747162269042072,0.0455893836915493,"[[1, 6], [1, 1], [0, 0], [0, 1], [0, 6], [1, 0], [1, 13], [1, 14], [1, 4], [1, 10]]",0.23430427722632885
depth_point_elu_pool2,16,2,"[11, 14, 15]",08eabc375979c50914ebf0f4fb6e2ba209f14153cd50e399c5e2476b9b539b67,9bf8f6b09b1f5a36163f2ae459d6c3f9fb99a758e82bb26de6a63a4c8fecc402,8,-0.0016435483052191558,3,0.5255590223543749,0.03776373714208603,"[[0, 4], [0, 7], [0, 0], [0, 1], [0, 5], [2, 0], [0, 13], [0, 11], [2, 1], [0, 8]]",0.20814032386988401
depth_point_elu_pool2,16,3,"[1, 4, 14]",2950c5f70ef82a9799b8abb9edfa8906d5dcbfb5ecade9e9eb5446857ffb22f7,d8c1d9249aa08b3c3b4d3d9481d7f22ed3ab5d2eecdcdea763dbb5a1bb8ae517,8,0.0005233273750491206,3,0.4497665847958869,0.02644214779138565,"[[0, 6], [0, 0], [2, 6], [2, 0], [2, 4], [0, 4], [1, 6], [1, 4], [0, 9], [0, 1]]",0.1759231947362423
depth_point_elu_pool2,16,4,"[8, 11, 17]",c9011befc625700a97a2ecd6178ff6d160fed914abb4f7d86b7bda32b055e5a3,d978e8290a976010b024642710dd6999c2129496033a4a12a0837b36d91e51fa,8,-0.0023525146971223876,3,0.4589085107093114,0.03761220723390579,"[[0, 4], [0, 1], [0, 0], [0, 6], [0, 9], [0, 3], [0, 5], [2, 4], [2, 6], [0, 13]]",0.23416611924767494
depth_point_elu_pool2,16,5,"[1, 17, 18]",985fea731d36d4c74cfe43735b9ec09db81cc9eb9417eb84f038012dd672ed64,07719a765c1ee856d52d5d457226dedc032af5e333bf074ead9ecca1eea6ad12,8,0.0014897628781909591,3,0.5054527579727988,0.027553793042898178,"[[1, 0], [1, 6], [1, 1], [1, 9], [0, 1], [1, 13], [1, 15], [0, 6], [0, 0], [1, 4]]",0.14004935324192047
depth_point_elu_pool2,16,6,"[3, 6, 14]",008f1e00be3d2e1faa85127a33e1ad5b2164422cfe7db40599b3bc9ba9f7aa14,2cfbc961d0967c9da136b5e1da68234c55b8c8d57c5e20716e1c32563cddd6d8,8,0.000721925923062372,3,0.5954778918335161,0.051075633615255356,"[[0, 0], [0, 5], [0, 7], [0, 3], [0, 12], [0, 6], [0, 9], [0, 10], [0, 1], [0, 11]]",0.2230196325108409
depth_point_elu_pool2,16,7,"[0, 3, 15]",04a3a0772a3b03dd471d3ab889112d78bd7661e05aa2073c16017fa43198983c,f5c81d6b21629da4f4ad5470bffbfcd5e5e8450e95266114a39090ad7bdaffad,8,0.0017914233110786883,3,0.532250790186813,0.052708618342876434,"[[0, 0], [0, 7], [0, 5], [0, 8], [0, 6], [0, 4], [0, 11], [0, 12], [0, 1], [0, 10]]",0.21476503647863865
depth_point_elu_pool2,16,8,"[4, 5, 13]",bac4a052031cfe5281ff63f0fdac93d7c3c38363f30ded1d9413726f074957fc,95082d7b9a78a496b6b3467c8325d7299de3ed081f9d7dd5e5e6996baf6db441,8,-0.0006125478488684169,3,0.5016027770827501,0.03176051378250122,"[[0, 4], [0, 1], [0, 6], [0, 0], [2, 4], [2, 1], [2, 0], [0, 9], [0, 2], [2, 6]]",0.20163207035511732
depth_point_elu_pool2,16,9,"[5, 13, 18]",d29dff1791a42d28fde6a34fd2b08f43488af309471c36c60d9f935306260b65,b1203494b9337cae43adce97030fc0f9c006f74500777081cce3a80cf3a6645c,8,-0.0012068275027559139,3,0.4727045018633283,0.03247642517089844,"[[0, 1], [0, 4], [1, 0], [0, 6], [0, 0], [1, 1], [2, 4], [0, 9], [2, 1], [0, 2]]",0.21519321855157614
depth_point_elu_pool2,16,10,"[3, 15, 19]",8080c9cb967b6b071ec39bed37aa27484fe8f14288d07654dba791ee67becc92,67f514dcde5ed7a92d2f10a9838d4a96519364a82775892067b673ef546c1703,8,0.0017840744661953066,3,0.578801648501308,0.05071268975734711,"[[0, 0], [0, 7], [0, 5], [0, 6], [0, 1], [1, 0], [0, 12], [0, 9], [0, 4], [0, 2]]",0.2128357719630003
depth_point_elu_pool2,16,11,"[8, 9, 13]",0350f3a48334002f8f5bf27697791a5f818847b752db2cc24774f045e48293e1,6536a6a4a0802bf685f784835fc4d5212d325e8bab7952648ece1c7dcca66fd3,8,-0.0006656074285274372,3,0.5411541236030335,0.036077067255973816,"[[0, 6], [0, 1], [0, 0], [0, 9], [0, 13], [0, 4], [2, 6], [0, 14], [0, 12], [0, 5]]",0.16649692691862583
depth_point_elu_pool2,16,12,"[4, 10, 14]",8cf5d411974abbaf9feb1db266d95f9d6181936c1575c4325546b887a7fdb382,af8049b159b2b2d13ecc51f7cef89cff3a546244adae9dd1fda008e48090c17d,8,-0.00047486967614531763,3,0.5031469978827798,0.037965621799230576,"[[0, 6], [0, 0], [0, 4], [0, 1], [0, 11], [1, 6], [0, 5], [0, 13], [0, 15], [0, 9]]",0.2085295505821705
