model,task,fold,epoch,schedule_tags,trajectory_provenance,protected_rank,persistence_supported_blocks,native_finite_dependence,selected_excess_CE_harm_mean,outer_BA,outer_macro_F1,outer_CE,outer_used_for_selection
EEGNet,OpenBMI_MI,1,6,10pct,RETRAINED_REPLICA_TRAJECTORY,6,4,0.3695023415180353,0.010389003433552466,0.6675,0.6615567694976047,0.5968138389289379,False
EEGNet,OpenBMI_MI,1,15,25pct,RETRAINED_REPLICA_TRAJECTORY,5,5,0.6136153615438021,0.02522565381457655,0.72375,0.7198087716840349,0.5385106652975082,False
EEGNet,OpenBMI_MI,1,30,50pct,RETRAINED_REPLICA_TRAJECTORY,4,4,0.8829085758099189,0.11215898007019082,0.77,0.7674590375242507,0.4832800589501858,False
EEGNet,OpenBMI_MI,1,45,75pct,RETRAINED_REPLICA_TRAJECTORY,4,5,0.9756095019670633,0.10334301892978452,0.76,0.7564179227336056,0.4822980649769306,False
EEGNet,OpenBMI_MI,1,58,best_legal,RETRAINED_REPLICA_TRAJECTORY,3,5,0.9758519507371463,0.09596956987294787,0.7737499999999999,0.7701005919702552,0.4679071605205536,False
EEGNet,OpenBMI_MI,1,60,final,RETRAINED_REPLICA_TRAJECTORY,8,5,1.1671138382875001,0.05084871987709329,0.75875,0.7543198170309245,0.4705416299402714,False
