backbone,fold,subject_id,n_s1_validation,n_s2,adaptation_effect_stability,decision_stability,representation_stability,raw_delta2,certificate_se,certificate_snr,certificate_lcb90,s1_parameter_relative_change,s1_anchor_confidence,identity_I,identity_status,feature_input_sessions,s3_feature_input_accessed,seed_count,Delta2,Delta3,anchor_S3_BA,adapted_S3_BA,R_sign,R_safe,H,safe_given_positive_certificate,signed_persistence,reliability_probability,training_selected_threshold,reliability_gate,policy_execution_status,anchor_policy_BA,always_adapt_policy_BA,simple_gate,simple_gate_policy_BA,reliability_gate_policy_BA
EEGConformer,0,1,60.0,200.0,-0.3901845179942165,-0.4993397719062657,-0.4461994388537069,-3.7007434154171876e-17,0.0103493918037511,-0.0018102493261706,-0.0132632792685318,0.2299306889375051,0.759051696536746,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-1.0003572044799587e-16,3.3248866622888805e-17,0.8966666666666666,0.8966666666666666,0,0,0,1,-3.326074326700005e-33,,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8966666666666666,0.8966666666666666,False,0.8966666666666666,0.8966666666666666
EEGConformer,1,2,60.0,200.0,-0.4482257354635597,-0.4288813912940984,-0.3829095960215739,-0.0166666666666667,0.0195745296979472,-0.8746592275013368,-0.0417524358458702,0.3643791923920313,0.8390106610173872,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0166666666666667,-0.0066666666666666,0.7516666666666666,0.745,1,0,0,0,0.00011111111111111024,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7516666666666666,0.745,False,0.7516666666666666,0.7516666666666666
EEGConformer,0,3,60.0,200.0,-0.3023664801372714,-0.3519455244336111,-0.3175249735002275,0.0066666666666666,0.0208819568411283,0.2855003151598216,-0.0200946378147161,0.4101666112740834,0.828505749591652,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0066666666666667,0.0166666666666666,0.7916666666666666,0.8083333333333332,1,1,0,1,0.00011111111111111122,0.6075013332885785,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7916666666666666,0.8083333333333332,True,0.8083333333333332,0.7916666666666666
EEGConformer,0,5,60.0,200.0,-0.2183587266554072,-0.2811506121595495,-0.3186263134640206,-0.005,0.0174598818998839,0.0006329853309086,-0.0273757389830201,0.1178085878491401,0.7975952494982256,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.005,-0.005,0.7566666666666667,0.7516666666666666,1,0,0,0,2.5e-05,,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7566666666666667,0.7516666666666666,False,0.7566666666666667,0.7566666666666667
EEGConformer,3,6,60.0,200.0,-0.8347684980126594,-0.843765260057357,-0.9905060450737292,0.0033333333333333,0.0098608504656638,0.4968972334815794,-0.0093038550185394,0.2767567187547683,0.792477246905776,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0033333333333333,0.0349999999999999,0.8483333333333333,0.8833333333333333,1,1,0,1,0.00011666666666666517,0.5871298182213033,0.0,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8483333333333333,0.8833333333333333,True,0.8833333333333333,0.8833333333333333
EEGConformer,4,7,60.0,200.0,-0.3303631400740378,-0.3207290439781243,-0.6322567624328682,-0.0083333333333333,0.0168680087621104,-0.4488182286100288,-0.0299505563700359,0.2709603011608124,0.8952695660156101,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0083333333333333,0.0049999999999999,0.8150000000000001,0.82,0,0,0,1,-4.166666666666567e-05,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8150000000000001,0.82,False,0.8150000000000001,0.8150000000000001
EEGConformer,2,9,60.0,200.0,-0.2711228544892708,-0.2247671806305054,-0.3015392285847303,-0.0049999999999999,0.0175367944064263,-0.1768112353311612,-0.0274743063261894,0.1616371423006057,0.8001560145722282,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0049999999999999,0.0116666666666666,0.6133333333333334,0.625,0,0,0,1,-5.8333333333331835e-05,,0.6244046755549915,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.6133333333333334,0.625,False,0.6133333333333334,0.6133333333333334
EEGConformer,1,11,60.0,200.0,-0.3355433881289464,-0.3052761093902563,-0.2865154334847031,0.005,0.0169818333716463,-0.0214193104637326,-0.0167630951432508,0.3309258222579956,0.905465916925409,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0049999999999999,0.0233333333333333,0.6866666666666666,0.71,1,1,0,1,0.00011666666666666417,0.5456055124911052,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.6866666666666666,0.71,True,0.71,0.6866666666666666
EEGConformer,4,12,60.0,200.0,-0.1779689548882503,-0.1813196275892031,-0.1918429079224572,-0.0016666666666666,0.0154996396397861,-0.055460311065291,-0.0215302541124117,0.2014748752117157,0.7389157572993041,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0016666666666667,-0.0033333333333332,0.7366666666666667,0.7333333333333334,1,0,0,0,5.555555555555444e-06,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7366666666666667,0.7333333333333334,False,0.7366666666666667,0.7366666666666667
EEGConformer,1,13,60.0,200.0,-0.8452984971299703,-1.735777177219347,-1.3450016400574352,-0.0033333333333333,0.0200688866289901,-0.2266064638947416,-0.0290526464114527,0.3289607589443524,0.9384414724039302,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0033333333333333,0.0166666666666666,0.8533333333333334,0.87,0,0,0,1,-5.555555555555478e-05,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8533333333333334,0.87,False,0.8533333333333334,0.8533333333333334
EEGConformer,4,14,60.0,200.0,-0.2353060382655859,-0.2235167054009744,-0.341224127506663,0.0133333333333333,0.0187924461931632,0.9471029024955158,-0.0107501555059276,0.1548060178756714,0.7064087497412933,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0133333333333333,-0.0066666666666666,0.5833333333333334,0.5766666666666667,0,0,1,0,-8.888888888888778e-05,0.7908001597140748,0.6784818028034655,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.5833333333333334,0.5766666666666667,True,0.5766666666666667,0.5766666666666667
EEGConformer,0,16,60.0,200.0,-0.2168091911946497,-0.174504631713371,-0.2179809729052707,0.0183333333333333,0.0235819208189567,0.7969601375543195,-0.0118881142107494,0.2114168753226598,0.6712358213670312,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0183333333333333,0.0016666666666666,0.5383333333333333,0.54,1,1,0,1,3.055555555555427e-05,0.6342972608884783,0.6200514579516561,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.5383333333333333,0.54,True,0.54,0.54
EEGConformer,4,17,60.0,200.0,-0.459164383914218,-0.4174973074096241,-0.3314158112994907,-0.0016666666666666,0.0156215476512305,-0.1655140764533119,-0.0216864855153307,0.2821781511108081,0.8167631368752021,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0016666666666666,-0.0016666666666666,0.8000000000000002,0.7983333333333333,1,0,0,0,2.7777777777775556e-06,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8000000000000002,0.7983333333333333,False,0.8000000000000002,0.8000000000000002
EEGConformer,1,18,60.0,200.0,-0.4763144407282205,-0.5008204526550192,-0.559169383943541,-0.015,0.016527056263007,-1.1194342072465608,-0.0361802748277004,0.3208635325233142,0.7378754806738138,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.015,0.0083333333333333,0.605,0.6133333333333333,0,0,0,1,-0.0001249999999999995,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.605,0.6133333333333333,False,0.605,0.605
