backbone,fold,subject_id,n_s1_validation,n_s2,adaptation_effect_stability,decision_stability,representation_stability,raw_delta2,certificate_se,certificate_snr,certificate_lcb90,s1_parameter_relative_change,s1_anchor_confidence,identity_I,identity_status,feature_input_sessions,s3_feature_input_accessed,seed_count,Delta2,Delta3,anchor_S3_BA,adapted_S3_BA,R_sign,R_safe,H,safe_given_positive_certificate,signed_persistence,reliability_probability,training_selected_threshold,reliability_gate,policy_execution_status,anchor_policy_BA,always_adapt_policy_BA,simple_gate,simple_gate_policy_BA,reliability_gate_policy_BA
EEGConformer,0,19,60.0,200.0,-2.2743658956620703,-2.379297156584124,-1.6909620861996464,0.005,0.0063349430324623,0.824013513299955,-0.0031185561608879,0.1456205248832702,0.650872750886608,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.005,3.3248866622888805e-17,0.9383333333333334,0.9383333333333334,1,1,0,1,1.6624433311444402e-19,0.8839822162531801,0.6200514579516561,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9383333333333334,0.9383333333333334,True,0.9383333333333334,0.9383333333333334
EEGConformer,0,21,60.0,200.0,-0.1422372057355226,-0.201660187408657,-0.2259856446335283,0.0066666666666666,0.0172634691980889,0.3516830801562562,-0.0154573593108751,0.2721967622637748,0.794602019553822,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0066666666666665,0.0083333333333333,0.855,0.8633333333333333,1,1,0,1,5.5555555555553945e-05,0.5822910916801437,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.855,0.8633333333333333,True,0.8633333333333333,0.855
EEGConformer,2,22,60.0,200.0,-0.4620089799777585,-0.4600029682663711,-0.4939082709389121,-0.0016666666666666,0.0163205496977078,0.0459434605879569,-0.0225822926823126,0.2990106393893559,0.8661232844556638,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0016666666666665,0.0016666666666666,0.7533333333333333,0.755,0,0,0,1,-2.7777777777773887e-06,,0.6244046755549915,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7533333333333333,0.755,False,0.7533333333333333,0.7533333333333333
EEGConformer,3,23,60.0,200.0,-1.073529501706725,-1.1139095661754632,-1.1735744766731533,-0.0066666666666666,0.0131825106913753,-0.5017201892505426,-0.0235607338810071,0.1760187496741612,0.8086647219316786,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0066666666666666,0.0116666666666665,0.9566666666666668,0.9683333333333332,0,0,0,1,-7.77777777777759e-05,,0.0,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9566666666666668,0.9683333333333332,False,0.9566666666666668,0.9566666666666668
EEGConformer,3,24,60.0,199.0,-0.2496359783036121,-0.1219485767624007,-0.2255325659723649,0.0118518518518518,0.0114139359949995,1.0678419156896333,-0.0027756956915656,0.356633464495341,0.9367067085615574,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0118518518518518,0.0032617845117845,0.92003367003367,0.9232954545454546,1,1,0,1,3.8658186806334644e-05,0.7758896799742687,0.0,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.92003367003367,0.9232954545454546,True,0.9232954545454546,0.9232954545454546
EEGConformer,2,25,60.0,200.0,-0.4704477792019407,-0.4658474018825502,-0.5752728973890759,0.0116666666666666,0.0094031141256108,1.2080613790680843,-0.0003839089620044,0.2989703938364982,0.9266259134189012,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0116666666666666,0.0,0.97,0.97,0,1,0,1,0.0,0.7839142990458161,0.6244046755549915,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.97,0.97,True,0.97,0.97
EEGConformer,2,26,60.0,200.0,-0.5440054277824222,-0.4732500010950715,-0.5211488285747053,0.015,0.0128856975685962,0.7171521291379263,-0.0015136858921687,0.2046212305625279,0.8374040790116632,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.015,-0.03,0.75,0.7200000000000001,0,0,1,0,-0.00045,0.7175536666359212,0.6244046755549915,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.75,0.7200000000000001,True,0.7200000000000001,0.7200000000000001
EEGConformer,1,27,60.0,200.0,-0.3177720228826269,-0.2603182327569606,-0.3735363548039632,-0.015,0.0230031776902157,-0.7862470048880024,-0.0444797583813966,0.1625747581322988,0.7045538563099938,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.015,0.0116666666666667,0.6033333333333334,0.6150000000000001,0,0,0,1,-0.00017500000000000049,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.6033333333333334,0.6150000000000001,False,0.6033333333333334,0.6033333333333334
EEGConformer,0,28,60.0,200.0,-0.5726974766745444,-0.7773368908453655,-0.7202186162191325,0.0716666666666666,0.0173784730670428,2.7040751908382177,0.0493952573008232,0.0905256643891334,0.839001440272448,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0716666666666666,0.0449999999999999,0.66,0.7050000000000001,1,1,0,1,0.00322499999999999,0.7703061464547142,0.6200514579516561,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.66,0.7050000000000001,True,0.7050000000000001,0.7050000000000001
EEGConformer,2,29,60.0,200.0,-0.3867203431923585,-0.4089354691440831,-0.4976083843966761,-0.0166666666666666,0.0174488883965755,-0.8455362211859074,-0.039028316908311,0.3712461491425832,0.7799193576229402,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0166666666666666,-0.0066666666666666,0.8183333333333334,0.8116666666666666,1,0,0,0,0.00011111111111110956,,0.6244046755549915,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8183333333333334,0.8116666666666666,False,0.8183333333333334,0.8183333333333334
EEGConformer,3,30,60.0,200.0,-0.4551798855923345,-0.4129035394062914,-0.3996194241083784,0.0099999999999999,0.0086176498361663,1.0394321490257548,-0.0010439626388541,0.2527177731196086,0.9499832262082158,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0099999999999999,0.0199999999999999,0.85,0.87,1,1,0,1,0.000199999999999997,0.7515691660651171,0.0,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.85,0.87,True,0.87,0.87
EEGConformer,3,31,60.0,200.0,-0.1332560747673619,-0.1148920626690313,-0.4914775292630338,-0.0099999999999999,0.0206968594716501,-0.4362464783942116,-0.0365240926577497,0.2937198181947072,0.8177093467478792,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0099999999999999,-0.0149999999999999,0.5650000000000001,0.55,1,0,0,0,0.0001499999999999975,,0.0,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.5650000000000001,0.55,False,0.5650000000000001,0.5650000000000001
EEGConformer,4,32,60.0,199.0,-0.2058040902895144,-0.2041085194507654,-0.3759834383635609,-0.0015656565656565,0.0237767644992805,-0.0795301897457189,-0.0320368063332948,0.450426568587621,0.7372595209196158,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0015656565656565,-0.0266666666666666,0.63,0.6033333333333334,1,0,0,0,4.1750841750839893e-05,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.63,0.6033333333333334,False,0.63,0.63
EEGConformer,0,33,60.0,200.0,-0.3234018188094312,-0.4832977071677457,-0.5042188438519699,0.0016666666666666,0.0114249247945599,0.1904936140185817,-0.012974963590031,0.2621040642261505,0.8881690667098797,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0016666666666666,-0.005,0.9516666666666668,0.9466666666666668,0,0,1,0,-8.333333333333e-06,0.6043147713615776,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9516666666666668,0.9466666666666668,True,0.9466666666666668,0.9516666666666668
EEGConformer,2,34,60.0,200.0,-0.2039433014618738,-0.1838387457982261,-0.4143907630479784,0.0216666666666666,0.0206667996526132,1.307605340251034,-0.0048189027829364,0.3470614726344744,0.7314251923935432,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0216666666666666,0.0333333333333333,0.51,0.5433333333333333,1,1,0,1,0.0007222222222222193,0.8031320646639594,0.6244046755549915,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.51,0.5433333333333333,True,0.5433333333333333,0.5433333333333333
EEGConformer,2,35,60.0,200.0,-0.2403159020757935,-0.2419645489355535,-0.2459141626683273,-0.005,0.0060734375006681,-0.4533115698207866,-0.0127834233372185,0.2761748929818471,0.9676033505681824,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.005,3.353798720221827e-17,0.9216666666666667,0.9216666666666667,0,0,0,1,-1.6768993601109135e-19,,0.6244046755549915,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9216666666666667,0.9216666666666667,False,0.9216666666666667,0.9216666666666667
EEGConformer,1,36,60.0,200.0,-0.6787606807653125,-0.7225584163883944,-0.7152580735471749,0.0016666666666666,0.0124450651656723,0.2403879411849315,-0.0142823260797053,0.3146779835224151,0.8654085356103828,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0016666666666667,0.0016666666666666,0.975,0.9766666666666666,1,1,0,1,2.777777777777722e-06,0.5989514029192664,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.975,0.9766666666666666,True,0.9766666666666666,0.975
EEGConformer,0,37,60.0,200.0,-0.2846462211079945,-0.4391806714672157,-0.4133445511782931,0.0133333333333333,0.0142207861991018,0.6969226848386184,-0.0048913374834007,0.19175852338473,0.738101051998512,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0133333333333333,0.0033333333333333,0.8133333333333334,0.8166666666666668,1,1,0,1,4.444444444444389e-05,0.6202896573992767,0.6200514579516561,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8133333333333334,0.8166666666666668,True,0.8166666666666668,0.8166666666666668
EEGConformer,3,38,60.0,200.0,-2.217162473221203,-1.5268869758842945,-1.9974034487910304,-0.0049999999999999,0.0220182060146539,0.1612542221865723,-0.0332174663885632,0.3018860171238581,0.7279771250593726,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0049999999999999,-0.0316666666666666,0.5299999999999999,0.4983333333333333,1,0,0,0,0.00015833333333332985,,0.0,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.5299999999999999,0.4983333333333333,False,0.5299999999999999,0.5299999999999999
EEGConformer,3,41,60.0,200.0,-1.010750214406887,-1.409155237385919,-1.2747312124571086,0.0016666666666666,0.0204511286803438,0.1332580748197762,-0.024542509310782,0.1275541161497434,0.9895938700554692,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0016666666666666,0.005,0.8233333333333333,0.8283333333333335,1,1,0,1,8.333333333333e-06,0.4328653778663528,0.0,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8233333333333333,0.8283333333333335,True,0.8283333333333335,0.8283333333333335
EEGConformer,3,42,60.0,200.0,-0.2703940228792261,-0.1363063891634683,-0.282984818954809,-0.0183333333333333,0.0193419719799756,-0.9541046044995892,-0.0431210678049908,0.2399932990471522,0.8713140541387339,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0183333333333333,-0.005,0.7166666666666667,0.7116666666666666,1,0,0,0,9.166666666666649e-05,,0.0,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7166666666666667,0.7116666666666666,False,0.7166666666666667,0.7166666666666667
EEGConformer,1,44,60.0,200.0,-0.9744196525435802,-0.9194670181465536,-0.7571668897671181,-0.0216666666666666,0.0195805272806331,-0.9990381556194792,-0.0467601220573508,0.4361506551504135,0.7788871237483356,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0216666666666666,0.0033333333333334,0.8316666666666667,0.835,0,0,0,1,-7.222222222222345e-05,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.8316666666666667,0.835,False,0.8316666666666667,0.8316666666666667
EEGConformer,1,45,60.0,200.0,-0.1387023225945012,-0.187370390789074,-0.2325467239098779,-0.0033333333333333,0.0121149757455285,-0.2318473916387186,-0.0188592994665502,0.2919994841019313,0.8908249312181532,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0033333333333332,-0.0033333333333333,0.935,0.9316666666666666,1,0,0,0,1.1111111111110556e-05,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.935,0.9316666666666666,False,0.935,0.935
EEGConformer,4,47,60.0,200.0,-0.2087655610914545,-0.1924853663832901,-0.2593282432490831,-0.0016666666666666,0.0163089043119375,-0.2030056271722423,-0.0225673685199473,0.1082027480006218,0.898939084708736,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0016666666666667,-0.0066666666666666,0.9283333333333332,0.9216666666666664,1,0,0,0,1.1111111111111222e-05,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9283333333333332,0.9216666666666664,False,0.9283333333333332,0.9283333333333332
EEGConformer,4,48,60.0,200.0,-0.2280929147135408,-0.2022049611898486,-0.3394920271705121,-0.0033333333333333,0.00898568990745,-0.4686651481269419,-0.0148489583017243,0.209971601764361,0.9298533227255064,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0033333333333332,-0.0133333333333333,0.82,0.8066666666666666,1,0,0,0,4.4444444444442556e-05,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.82,0.8066666666666666,False,0.82,0.82
EEGConformer,2,49,60.0,200.0,-0.3932020225419471,-0.1819244046106052,-0.370870967418645,0.0249999999999999,0.0203128016156161,1.156501076904705,-0.0010319027110897,0.2757870455582936,0.9247403289645076,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0249999999999999,0.015,0.9116666666666666,0.9266666666666667,1,1,0,1,0.0003749999999999985,0.8026690381557752,0.6244046755549915,True,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9116666666666666,0.9266666666666667,True,0.9266666666666667,0.9266666666666667
EEGConformer,4,50,60.0,200.0,-0.4416445941275613,-0.3008548633017798,-0.4123008941945454,-0.0033333333333333,0.0099475777103912,-0.3844833131755806,-0.0160816671214618,0.2692061737179756,0.925808093276063,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0033333333333333,-0.0033333333333333,0.9616666666666666,0.9583333333333334,1,0,0,0,1.111111111111089e-05,,0.6784818028034655,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9616666666666666,0.9583333333333334,False,0.9616666666666666,0.9616666666666666
EEGNet,0,1,60.0,200.0,-0.4372153842757693,-0.7039176407620923,-0.4566274734307735,0.0016666666666666,0.0109471957347094,0.1446981105027346,-0.0123627291654734,0.2813632637262344,0.7815630715917088,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0016666666666667,-0.0066666666666666,0.9333333333333332,0.9266666666666667,0,0,1,0,-1.1111111111111222e-05,0.5872274118429003,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9333333333333332,0.9266666666666667,True,0.9266666666666667,0.9333333333333332
EEGNet,1,2,60.0,200.0,-0.4384063338231831,-0.4518576628687747,-0.3748140791769517,-0.0049999999999999,0.0210291560454663,-0.240396339917678,-0.031949947852149,0.1043337111671765,0.8417379244938358,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0049999999999999,-0.0083333333333333,0.7600000000000001,0.7516666666666666,1,0,0,0,4.166666666666567e-05,,0.6029932600210385,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7600000000000001,0.7516666666666666,False,0.7600000000000001,0.7600000000000001
EEGNet,0,3,60.0,200.0,-0.1926142106673189,-0.2812406286261051,-0.2513671445557378,-0.0016666666666666,0.0091767874797307,-0.3415696476037648,-0.0134271930279856,0.2848155722022056,0.8618771228503478,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0016666666666667,0.0016666666666666,0.87,0.8716666666666667,0,0,0,1,-2.777777777777722e-06,,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.87,0.8716666666666667,False,0.87,0.87
EEGNet,0,5,60.0,200.0,-0.3092473478794919,-0.3147002669477756,-0.2923090713827108,0.0016666666666667,0.0165953942362196,0.1852068325597403,-0.0196011867975904,0.1022240469853083,0.8084162516661536,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,0.0016666666666667,0.0066666666666666,0.7583333333333333,0.765,1,1,0,1,1.1111111111111222e-05,0.6079742675120909,0.6200514579516561,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.7583333333333333,0.765,True,0.765,0.7583333333333333
EEGNet,3,6,60.0,200.0,-0.8258372960587352,-0.8703293475620487,-0.8257983851508061,-0.0033333333333333,0.0046890534303488,-0.2369588462450299,-0.0093425970979191,0.1455395693580309,0.7682312896929044,,UNAVAILABLE_NO_LEGAL_TARGET_LEVEL_FROZEN_SCORE,"S1_validation,S2",False,3,-0.0033333333333333,0.0016666666666666,0.9250000000000002,0.9266666666666667,0,0,0,1,-5.555555555555278e-06,,0.0,False,EXECUTED_NESTED_TRAINING_FOLD_THRESHOLD,0.9250000000000002,0.9266666666666667,False,0.9250000000000002,0.9250000000000002
