task,subject_equal_BA_mean,subject_equal_BA_std,subject_equal_macro_F1_mean,subject_equal_macro_F1_std,trial_accuracy_mean,trial_accuracy_std
OpenBMI_MI,0.616952380952381,0.00316979795059857,0.6131284240652964,0.002883615370462137,0.616952380952381,0.0031697979505985706
OpenBMI_ERP,0.7981471861471863,0.0011798979055340822,0.7683683543195192,0.0036386294179972345,0.8584030784030784,0.0035144738828615015
OpenBMI_SSVEP,0.8441904761904762,0.004785891965429453,0.8424344193334482,0.00484136188658418,0.8441904761904762,0.004785891965429409
WBCIC_MI,0.7177333333333333,0.003906831623366159,0.716095195124561,0.003950355124014046,0.7177333333333333,0.00390683162336611
