task,subject_equal_BA_mean,subject_equal_BA_std,subject_equal_macro_F1_mean,subject_equal_macro_F1_std,trial_accuracy_mean,trial_accuracy_std
OpenBMI_MI,0.6134285714285715,0.0,0.6099833921071227,0.0,0.6134285714285714,0.0
OpenBMI_ERP,0.796878787878788,0.0,0.7641678725065498,0.0,0.8543650793650794,0.0
OpenBMI_SSVEP,0.8451428571428572,0.0,0.8430082050797255,0.0,0.845142857142857,0.0
WBCIC_MI,0.7134999999999999,0.0,0.711826637585717,0.0,0.7135,0.0
