task,fold,seed,selected_epoch,inner_validation_subject_equal_BA,checkpoint_sha256
OpenBMI_ERP,4,0,35,0.7758080808080807,8eb6315305b7239c7e1101505ffa8af937b1c542e4259f77ce699247153c0ea7
OpenBMI_ERP,4,1,22,0.777020202020202,10cc8fcd70f977de497b97979bfa45e4917249e80b7c1aecce22daffb012972d
OpenBMI_ERP,4,2,15,0.776060606060606,2fc68dfc50be281b49a68df0f6ebcc580c2c5e8c461f39e256d484327fff38b6
OpenBMI_SSVEP,0,0,24,0.8766666666666666,707b238466bd0ba69de50345d2f448b152d4885148cebfcad68bb408d9e976c5
OpenBMI_SSVEP,0,1,32,0.87,dba9ad56bd2583679b21289cfbb935089ccdeab6c312e969da7f209f4906224d
OpenBMI_SSVEP,0,2,23,0.8716666666666667,8cce48c5de188c08f77aee09545f8dd4671c58e772246fc73e60ce15064fa886
OpenBMI_SSVEP,1,0,16,0.8733333333333334,d3feea8940bf65d7875172c89992ea613a9f7386ebe499c7bacb89fbd59b843d
OpenBMI_SSVEP,1,1,21,0.8833333333333333,3d5b68f785824fd611f44043fc03ed2159b13b3bd7c31909f2b522d94a54c810
OpenBMI_SSVEP,1,2,19,0.8799999999999999,ba370de7da82f4f767097e39a8b372e1d37894e9ed77a20300e2bbefe0cd3c5c
OpenBMI_SSVEP,2,0,37,0.8083333333333335,bd7fcded3d96e65c0c6a4e25a42ece59793f42f8e1b44c0dc7b8089297df77d5
OpenBMI_SSVEP,2,1,34,0.8416666666666665,275dcca9243bd31049b89a00bcffd6efe67b5d2b34b153acfe2807c7a955015d
OpenBMI_SSVEP,2,2,20,0.8250000000000001,c0157fcddab7c6d15cf1ebda8b2881a3ad765df37f4cfcb2b021a632639cc65a
OpenBMI_SSVEP,3,0,21,0.7999999999999999,8f76fb436e3bca8f6e3eedcc9af2baa167beb68ef490beb382ab2cd2f562d052
OpenBMI_SSVEP,3,1,26,0.8183333333333334,dee3c168eb9a26bd6b95fbbedf17365864459772b35c8b277f5010ff0625ee2e
OpenBMI_SSVEP,3,2,44,0.7733333333333333,271929985e72f638a885f55d9dc48921e652e6abbf88651c6d0d8884000f6d8d
OpenBMI_SSVEP,4,0,21,0.8616666666666667,09c102eafd5298b4c98bfc9fe29f3a00441e8e00f81b15cb5f59d9dcdcfc548b
OpenBMI_SSVEP,4,1,32,0.8716666666666667,41e5d29aa59c20ad9c96b06b5183ac77a88d49700950219eba578151e2145bbb
OpenBMI_SSVEP,4,2,41,0.8616666666666668,f7bd019b3cfd4b671e8a1e4384303af7ed4d868c574c1f13e9a91838f182921b
WBCIC_MI,0,0,18,0.6173194444444444,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e
WBCIC_MI,0,1,10,0.6411186868686869,e777856335a33460020a0f99bdd04e54c69e4436b18fc3c215fb36df401c469d
WBCIC_MI,0,2,11,0.6220883838383838,fa516442c57566ba91ed71c8c7c2ed4507f0c2eaac81f8258d4bf21a65017062
WBCIC_MI,1,0,17,0.786919191919192,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e
WBCIC_MI,1,1,12,0.7982739898989899,4a506e86c36478236063a0f5b5cfdf3432f2f618833d5623c69a3e808727901b
WBCIC_MI,1,2,12,0.7879949494949494,8f3f5ecb99409df8d648a5baca8e7bfdec28773555aa1d6a1fa58ae6e5867ee9
WBCIC_MI,2,0,20,0.792,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f
WBCIC_MI,2,1,22,0.7920000000000001,64b24d5204c3861d7a7ba8515d7e2c3ff9bfe00ebadb0ef6048634769957de8c
WBCIC_MI,2,2,11,0.7899999999999999,c43275f370eaa3098457219e69256a8340564f4a17564eb335d380124a3f095d
WBCIC_MI,3,0,25,0.655,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed
WBCIC_MI,3,1,10,0.65,790e78c56ed1ba3a1e546cb9a902931d9cabdf5cbd92dff14f85f762c78c2e12
WBCIC_MI,3,2,14,0.669,292da25307172d7e9c010f7c3426249aba32b886e7f57c9c0de17aabe85fc787
WBCIC_MI,4,0,28,0.703,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a
WBCIC_MI,4,1,10,0.6910000000000001,254c197d3c9668192adf55865d5709f987db66611b4f90c65a95fca980e3cac3
WBCIC_MI,4,2,12,0.6880000000000001,db091aad26fcacd19fda0411ecd3475eab2513500627f492f544ad0e47330677
