task,fold,seed,selected_epoch,inner_validation_subject_equal_BA,checkpoint_sha256
OpenBMI_MI,0,0,10,0.5983333333333333,362fb3defc50ad85063bc528bdb9af49e52aead8ee328a179d3bee06d33a390f
OpenBMI_MI,0,1,18,0.6150000000000001,3a0028c99d7266160f539ae2c6ff797446fe09693baac96590be471cc7ff3e9e
OpenBMI_MI,0,2,16,0.6183333333333333,32c0695397589d616871981458bdf9d94a20c35248b08db053b385b6119b34e0
OpenBMI_MI,1,0,12,0.5950000000000001,11734e6c117ff06e95238f1b0f87b0424bfbd5c7690d76f626eb7e586ab13726
OpenBMI_MI,1,1,14,0.5833333333333334,ba638ee0233d3991122ab8d56658209ff96a4aa760bf0a1eaf47b72271063635
OpenBMI_MI,1,2,14,0.6083333333333334,342fe5d378d7dfc3138958bcecbaa0e914901e6ab45d5ed107c5879c749f3be1
OpenBMI_MI,2,0,10,0.645,111f07fceda79a12fa691d834da8fb9082291703d4648a951d94e79385268a56
OpenBMI_MI,2,1,18,0.6266666666666666,6565ee1352ea6e587f10f7882ac146190de84241155c65999bc803a5013a685e
OpenBMI_MI,2,2,12,0.625,74de62d9ac5c06640deccf0361e3a38d894639bc33674b1fe00fa60447ff6755
OpenBMI_MI,3,0,10,0.6350000000000001,61ed8b89e8a4bf9e171a85edd2dec39ed1306367717d295bbfd3528dd8a6fd14
OpenBMI_MI,3,1,13,0.65,51490ff4e8f63962e30690f3d3fc9eece767127ac7d9838810084c72053b1b0c
OpenBMI_MI,3,2,14,0.6566666666666666,8f4311e95f4c2d12566db97810d8247340688d1e0fe66b35eca6b12dc3e5de81
OpenBMI_MI,4,0,20,0.5666666666666667,f4382fc03edf899e8783b76accae1cd1265030297eed0c77355c98324e252c44
OpenBMI_MI,4,1,26,0.5633333333333334,8baa0a70acfdc7ea436c6c89ea484c81ba9db6d4ed2cd7e55d8d051bfc9c5b32
OpenBMI_MI,4,2,12,0.5666666666666667,43a4d21bf69975e0a5354cc4ae74122fb20552df9a2635dbd7a6d5bc353c3140
OpenBMI_ERP,0,0,10,0.7986363636363637,53724cba1cf9ba7a6005a02b8d5744024cc331df636bdce9b75e7d6d5e2ddce4
OpenBMI_ERP,0,1,18,0.8025757575757576,88322dafefe0b23a1102069512dd7de368c3eb7165e11266c4ac69f25a6d8cb6
OpenBMI_ERP,0,2,12,0.7937373737373737,ba350eb7594e8872a7d85498d21bdc62b7b3d7901e6c0f53d5f513fea73ebea3
OpenBMI_ERP,1,0,11,0.7667171717171716,75aa99788c19be396df6362c247a2444595b7011f8fed1ba712580c605f06d35
OpenBMI_ERP,1,1,12,0.7661616161616162,98a12488a75a7b747cee08fc3ab898edec59257def8728f2ddd61ad9a314d5eb
OpenBMI_ERP,1,2,24,0.7737878787878788,7b36d1d6fca61ba4231c04b6dc8ed267857d749503f40976b732a9448a55f2e8
OpenBMI_ERP,2,0,10,0.7173737373737374,4acbd13c31e8b1b0462d27511ed1d342b558cce770195ac09163c331de43ddaa
OpenBMI_ERP,2,1,10,0.6966666666666667,6c6ae83ccf6005c32cacf0e969a7ba2e05e35f544d284c87af56e80929c418aa
OpenBMI_ERP,2,2,12,0.715,1fa7b867a54f40e4f380ec26ca63dce94607b38f56375ed75f351adf68a4aabc
OpenBMI_ERP,3,0,36,0.7607070707070708,c9340558c61f66d0d1b1ab3c8f7bc993b30ca41321885bc4ed13ef74e5e6c537
OpenBMI_ERP,3,1,24,0.7704040404040405,8e5a1221bfcba67e6cd474a8654c245290db9070628fe924e4eaf89288b67f86
OpenBMI_ERP,3,2,10,0.7628282828282829,056614e1e23e2e3e355de4d3eaa42cfbf1c41bb20d0d34a826460bee5045a031
