task,model,fold,seed,status,elapsed_seconds,peak_cuda_bytes,checkpoint_sha256,normalizer_sha256,split_sha256
OpenBMI_MI,ModernTCN,0,0,complete,105.4700894,8578141696,362fb3defc50ad85063bc528bdb9af49e52aead8ee328a179d3bee06d33a390f,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,0,1,complete,147.41340650000006,8577838592,3a0028c99d7266160f539ae2c6ff797446fe09693baac96590be471cc7ff3e9e,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,0,2,complete,148.83868649999977,8577838592,32c0695397589d616871981458bdf9d94a20c35248b08db053b385b6119b34e0,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,1,0,complete,119.78585310000017,8577838592,11734e6c117ff06e95238f1b0f87b0424bfbd5c7690d76f626eb7e586ab13726,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,1,1,complete,120.4567935,8577838592,ba638ee0233d3991122ab8d56658209ff96a4aa760bf0a1eaf47b72271063635,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,1,2,complete,122.32992800000011,8577838592,342fe5d378d7dfc3138958bcecbaa0e914901e6ab45d5ed107c5879c749f3be1,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,2,0,complete,102.33220829999982,8577838592,111f07fceda79a12fa691d834da8fb9082291703d4648a951d94e79385268a56,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,2,1,complete,147.38701469999978,8577838592,6565ee1352ea6e587f10f7882ac146190de84241155c65999bc803a5013a685e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,2,2,complete,113.73477000000003,8577838592,74de62d9ac5c06640deccf0361e3a38d894639bc33674b1fe00fa60447ff6755,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,3,0,complete,97.16263230000004,8577838592,61ed8b89e8a4bf9e171a85edd2dec39ed1306367717d295bbfd3528dd8a6fd14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,ModernTCN,3,1,complete,120.16201080000019,8577838592,51490ff4e8f63962e30690f3d3fc9eece767127ac7d9838810084c72053b1b0c,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
