epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7785914702581369,0.7716666666666667,0.6218855218855219,0.9422222222222223,0.40156900220447117,3.5002769187644676,3.901845901100724,0.9805061099705873,0.0,20,0.6459726395577483,1.0,10.752279996871948
1,0.778608305274972,0.7666666666666666,0.6252693602693603,0.9438888888888889,0.3944076426603176,3.405677415706493,3.800085050088388,1.017198677416201,0.0,20,0.6459726395577483,1.0,19.631825923919678
2,0.7798821548821548,0.768888888888889,0.6290909090909091,0.9416666666666667,0.39811191735444246,3.291945726783187,3.6900576176466764,1.1064364115397136,0.025,20,0.6459726395577483,1.0,28.428078413009644
3,0.7792087542087542,0.7655555555555555,0.6237373737373737,0.9483333333333334,0.3932763233228966,3.2154090713571617,3.6086853786751076,1.129005750020345,0.05,20,0.6459726395577483,1.0,37.199132680892944
4,0.7810381593714927,0.77,0.6353367003367003,0.9377777777777778,0.3908556975700237,3.3736514427043773,3.764507108264499,1.1307756779370484,0.07500000000000001,20,0.6430091649944559,0.48959932726950467,49.63877034187317
5,0.7810213243546578,0.7666666666666666,0.6291750841750843,0.9472222222222223,0.3882508675257365,3.385665836157622,3.7739166904378822,1.1181574629412756,0.1,20,0.6430091649944559,0.48959932726950467,58.464709520339966
6,0.7783333333333333,0.7583333333333333,0.63,0.9466666666666667,0.39508798332126055,3.3594302512981273,3.754518226340965,1.1878070323555558,0.1,20,0.6430091649944559,0.48959932726950467,67.39713430404663
7,0.7790852974186308,0.7661111111111112,0.62503367003367,0.946111111111111,0.3901945921006026,3.3275746592768916,3.717769234268754,1.203745366246612,0.1,20,0.6430091649944559,0.48959932726950467,76.22628879547119
8,0.7785521885521886,0.7655555555555555,0.6206565656565657,0.9494444444444444,0.38942688758726474,3.5999054732146085,3.989332362457558,1.0874356274251584,0.1,20,0.693384127063349,0.47139960946221515,89.11437940597534
9,0.7802132435465768,0.7672222222222222,0.6284175084175084,0.9450000000000001,0.39507948524422115,3.5265296697616577,3.921609150038825,1.1080804091912728,0.1,20,0.693384127063349,0.47139960946221515,98.15083003044128
