fold,seed,protected_block_ids,protected_coordinate_ids,candidate_count,accepted_count,protected_rank,pool_size,accepted_distance_max,accepted_max_abs_z_max,matching_selection,protected_rho_mean,protected_rho_std,protected_coordinate_variance_mean,protected_coordinate_energy_mean,protected_train_identity_balanced_accuracy,protected_dewhitened_direction_norm_mean,protected_train_task_margin_magnitude,outer_test_used,outer_membership_enumerated
0,0,[5],"[12, 13, 14, 15]",1820,50,4.0,16,1.8353799861370181,4.626345480278642,top_k_train_only_standardized_structural_distance,0.04891125578433275,0.009159128640978098,0.41618800163269043,0.44599178433418274,0.0561764705882353,1.7884470893828137,0.2929858400808939,False,False
0,1,"[5, 6]","[13, 14, 15, 16, 17, 18, 19]",1716,50,7.0,13,2.6686816290878577,3.907335721891718,top_k_train_only_standardized_structural_distance,0.037558285652526786,0.02037993020772004,0.3555520176887512,0.3749983608722687,0.07029411764705881,1.617416496414681,0.27059558879247825,False,False
1,0,"[4, 6]","[9, 10, 11, 12, 17, 18, 19]",1716,50,7.0,13,1.9078540351216093,4.210827113375801,top_k_train_only_standardized_structural_distance,0.06489562303093928,0.04473707098007009,0.4289078414440155,0.45192307233810425,0.08352941176470588,1.6891795804085832,0.28681182806303196,False,False
1,1,[4],"[9, 10, 11, 12]",715,50,4.0,13,1.3414579232025339,3.080560203931301,top_k_train_only_standardized_structural_distance,0.11190290749073029,0.014845114038163446,0.5193045139312744,0.5930581092834473,0.07941176470588235,2.2143559366571286,0.24895184220371697,False,False
2,0,"[5, 6]","[12, 13, 14, 15, 16, 17, 18, 19]",495,50,8.0,12,3.939110141487864,7.362458128673874,top_k_train_only_standardized_structural_distance,0.03650540765374899,0.02404277082133163,0.3906427025794983,0.4007721245288849,0.085,1.5628361632346968,0.2491218671438002,False,False
2,1,"[5, 6]","[8, 9, 10, 11, 12, 13, 14, 15]",1,1,8.0,8,2.0,2.0,top_k_train_only_standardized_structural_distance,0.08749387785792351,0.027747341932559916,0.5289841890335083,0.5579447150230408,0.12029411764705879,1.8064354455428027,0.25568394102799474,False,False
