comparison,n_subjects,bootstrap_seed,resamples,mean_delta_pp,ci_low_pp,ci_high_pp,positive_subjects,tied_subjects,negative_subjects
LiteBN_XC-LiteBN_XNG,31,0,10000,0.4999796350602802,-0.4193752036493977,1.3386893124796353,18,3,10
