task,fold,checkpoint,epoch,lambda_channel,tanh_lambda_channel,mean_abs_raw_gate_output,mean_abs_effective_residual,mean_scale,std_scale,min_scale,max_scale,mean_per_electrode_rms,mean_temporal_difference_rms
WBCIC_MI,0,epoch0,0,0.0,0.0,0.18503816425800323,0.0,1.0,0.0,1.0,1.0,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,epoch1,1,0.0038757212460041046,0.0038757019210606813,0.1765105277299881,0.0006770848412998021,0.9993228912353516,2.0906777535856236e-06,0.9993197917938232,0.9993342161178589,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,epoch5,5,0.009214971214532852,0.00921471044421196,0.16588635742664337,0.0015147258527576923,0.9984853267669678,2.3900843189039733e-06,0.9984744787216187,0.9984880089759827,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,epoch10,10,0.043570224195718765,0.04354267567396164,0.10229721665382385,0.004438815638422966,0.9955611228942871,5.102182331029326e-05,0.9953351020812988,0.9956174492835999,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,epoch20,20,0.09206371754407883,0.09180449694395065,0.023131296038627625,0.0021231533028185368,0.9978768825531006,0.0003001437580678612,0.9964532256126404,0.9981874227523804,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,selected_epoch,29,0.1556158810853958,0.15437179803848267,0.08346971869468689,0.01285493839532137,1.012854814529419,0.0010740675497800112,1.0076959133148193,1.013948678970337,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,epoch40,40,0.2580454349517822,0.25246644020080566,0.28100645542144775,0.06912105530500412,1.06912100315094,0.003460388630628586,1.0523079633712769,1.072601556777954,0.01184911746531725,0.0023684552870690823
WBCIC_MI,0,epoch60,60,0.41082340478897095,0.3891716003417969,0.46631595492362976,0.16926607489585876,1.1692659854888916,0.009184280410408974,1.1236835718154907,1.1783145666122437,0.01184911746531725,0.0023684552870690823
WBCIC_MI,1,epoch0,0,0.0,0.0,0.1613285392522812,0.0,1.0,0.0,1.0,1.0,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,epoch1,1,-0.0002541602589190006,-0.0002541602589190006,0.1683223992586136,4.236192398821004e-05,1.0000423192977905,5.702027010556776e-06,1.000014066696167,1.0000489950180054,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,epoch5,5,-0.04423242062330246,-0.04420359805226326,0.17771756649017334,0.0077586704865098,1.00755774974823,0.0026845100801438093,0.9927177429199219,1.0109765529632568,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,epoch10,10,-0.14205995202064514,-0.14111196994781494,0.27187758684158325,0.037194203585386276,1.0351827144622803,0.016749288886785507,0.941341757774353,1.0564285516738892,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,selected_epoch,16,-0.23782654106616974,-0.2334417700767517,0.35165873169898987,0.07762186229228973,1.0715126991271973,0.04127528518438339,0.8540597558021545,1.1250855922698975,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,epoch20,20,-0.287463515996933,-0.2797985374927521,0.39515212178230286,0.10293871909379959,1.0943232774734497,0.05616311356425285,0.806385338306427,1.1669833660125732,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,epoch40,40,-0.4143376350402832,-0.3921494781970978,0.5266409516334534,0.1836201399564743,1.171067714691162,0.09102682769298553,0.7055584192276001,1.282143473625183,0.5749015808105469,0.11977794021368027
WBCIC_MI,1,epoch60,60,-0.49680671095848083,-0.45960211753845215,0.5707429647445679,0.22911027073860168,1.2148789167404175,0.10958826541900635,0.659932017326355,1.347902774810791,0.5749015808105469,0.11977794021368027
WBCIC_MI,2,epoch0,0,0.0,0.0,0.16092854738235474,0.0,1.0,0.0,1.0,1.0,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,epoch1,1,-0.003104463219642639,-0.003104453207924962,0.16392816603183746,0.0005041570402681828,1.0005041360855103,7.112857565516606e-05,1.0001550912857056,1.0005896091461182,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,epoch5,5,-0.044512130320072174,-0.0444827564060688,0.21379418671131134,0.009345699101686478,1.00922691822052,0.0026948475278913975,0.9942658543586731,1.0127041339874268,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,epoch10,10,-0.13076600432395935,-0.130025714635849,0.2706509828567505,0.03414402902126312,1.0325531959533691,0.014481505379080772,0.9513179063796997,1.0514914989471436,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,epoch20,20,-0.2820627987384796,-0.27481314539909363,0.4319652020931244,0.10978080332279205,1.102696180343628,0.05213840305805206,0.8121225237846375,1.167899250984192,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,selected_epoch,25,-0.32361143827438354,-0.31276869773864746,0.45711550116539,0.1308060735464096,1.1215964555740356,0.06451058387756348,0.769974946975708,1.2024006843566895,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,epoch40,40,-0.41618695855140686,-0.3937132954597473,0.570348858833313,0.19757074117660522,1.1864078044891357,0.08710616827011108,0.6987996101379395,1.28861665725708,0.5872544050216675,0.12290102243423462
WBCIC_MI,2,epoch60,60,-0.4708539545536041,-0.4388890564441681,0.5871638655662537,0.2255139797925949,1.2147877216339111,0.09355916827917099,0.6891893148422241,1.326345443725586,0.5872544050216675,0.12290102243423462
