task,n_outer_subjects,XNG_BA,XC_BA,delta_pp,positive_folds,negative_folds,median_fold_delta_pp,worst_fold_delta_pp,best_fold_delta_pp,fold_delta_sd_pp,XNG_macro_F1,XC_macro_F1,XNG_accuracy,XC_accuracy,subject_mean_delta_pp,subject_median_delta_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,positive_subjects,tied_subjects,negative_subjects
WBCIC_MI,31,0.7815662675138481,0.786566063864451,0.4999796350602802,3,2,0.21428571428571302,-0.3334385521885512,2.1666666666666665,1.0439269962363202,0.7781370388627779,0.7847092186408477,0.7815591397849462,0.7865715467328371,0.4999796350602802,0.5000000000000004,-0.4193752036493977,1.3386893124796353,18,3,10
