task,subject_equal_BA_mean,subject_equal_BA_std,subject_equal_macro_F1_mean,subject_equal_macro_F1_std,trial_accuracy_mean,trial_accuracy_std
OpenBMI_MI,0.6750000000000002,0.0,0.670705726084313,0.0,0.6749999999999999,0.0
OpenBMI_ERP,0.7958917748917749,0.0,0.7897951418428344,0.0,0.8830519480519481,0.0
OpenBMI_SSVEP,0.8850000000000001,0.0,0.8836436377929653,0.0,0.885,0.0
WBCIC_MI,0.7676000000000001,0.0,0.7628092602939616,0.0,0.7676,0.0
