task,dataset,fold,seed,subject_id,BA,macro_F1,accuracy,trials
OpenBMI_MI,OpenBMI,4,0,12,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI_MI,OpenBMI,4,0,13,0.69,0.6897207486738064,0.69,100
OpenBMI_MI,OpenBMI,4,0,17,0.54,0.5245969408846631,0.54,100
OpenBMI_MI,OpenBMI,4,0,18,0.67,0.66996699669967,0.67,100
OpenBMI_MI,OpenBMI,4,0,24,0.61,0.5953937130407718,0.61,100
OpenBMI_MI,OpenBMI,4,0,25,0.98,0.98,0.98,100
OpenBMI_MI,OpenBMI,4,0,29,0.59,0.5899589958995899,0.59,100
OpenBMI_MI,OpenBMI,4,0,36,0.75,0.7479584635547938,0.75,100
OpenBMI_MI,OpenBMI,4,0,37,0.5700000000000001,0.5664885573142454,0.57,100
OpenBMI_MI,OpenBMI,4,0,39,0.63,0.6161427533976553,0.63,100
OpenBMI_MI,OpenBMI,4,0,42,0.64,0.6305418719211823,0.64,100
OpenBMI_MI,OpenBMI,4,0,51,0.65,0.6439833180754755,0.65,100
OpenBMI_MI,OpenBMI,4,0,54,0.69,0.6892230576441103,0.69,100
OpenBMI_ERP,OpenBMI,0,0,4,0.7839393939393939,0.8109953226115192,0.9045454545454545,1980
OpenBMI_ERP,OpenBMI,0,0,12,0.9448484848484848,0.9374199688996209,0.9646464646464646,1980
OpenBMI_ERP,OpenBMI,0,0,13,0.8848484848484848,0.8433696617714193,0.9030303030303031,1980
OpenBMI_ERP,OpenBMI,0,0,17,0.7763636363636364,0.7314991181657848,0.8252525252525252,1980
OpenBMI_ERP,OpenBMI,0,0,18,0.823030303030303,0.8472037817162961,0.9212121212121213,1980
OpenBMI_ERP,OpenBMI,0,0,24,0.766969696969697,0.7786674662668666,0.8823232323232323,1980
OpenBMI_ERP,OpenBMI,0,0,25,0.656969696969697,0.6856440071556351,0.8565656565656565,1980
OpenBMI_ERP,OpenBMI,0,0,29,0.8290909090909091,0.8414414414414414,0.9151515151515152,1980
OpenBMI_ERP,OpenBMI,0,0,36,0.956060606060606,0.9304195866390681,0.9590909090909091,1980
OpenBMI_ERP,OpenBMI,0,0,37,0.9106060606060606,0.9223621484057407,0.9580808080808081,1980
OpenBMI_ERP,OpenBMI,0,0,39,0.6145454545454545,0.6220266033759011,0.804040404040404,1980
OpenBMI_ERP,OpenBMI,0,0,42,0.723939393939394,0.7506373482167984,0.8772727272727273,1980
OpenBMI_ERP,OpenBMI,0,0,51,0.6542424242424242,0.6563074292676185,0.8116161616161616,1980
OpenBMI_ERP,OpenBMI,0,0,54,0.603030303030303,0.6152310924369748,0.8131313131313131,1980
OpenBMI_ERP,OpenBMI,1,0,4,0.8072727272727274,0.8187902187902187,0.9030303030303031,1980
OpenBMI_ERP,OpenBMI,1,0,12,0.9442424242424243,0.9326890905154599,0.9616161616161616,1980
OpenBMI_ERP,OpenBMI,1,0,13,0.9133333333333333,0.8681085526315789,0.9181818181818182,1980
OpenBMI_ERP,OpenBMI,1,0,17,0.7657575757575757,0.7323619442016829,0.8318181818181818,1980
OpenBMI_ERP,OpenBMI,1,0,18,0.8463636363636364,0.8607229143967028,0.9257575757575758,1980
OpenBMI_ERP,OpenBMI,1,0,24,0.7703030303030303,0.7776578297245116,0.8797979797979798,1980
OpenBMI_ERP,OpenBMI,1,0,25,0.6836363636363636,0.7126705653021442,0.8646464646464647,1980
OpenBMI_ERP,OpenBMI,1,0,29,0.8215151515151515,0.8211258259620231,0.9005050505050505,1980
OpenBMI_ERP,OpenBMI,1,0,36,0.9490909090909091,0.9243229720432797,0.9555555555555556,1980
OpenBMI_ERP,OpenBMI,1,0,37,0.9009090909090909,0.9083236872566558,0.95,1980
OpenBMI_ERP,OpenBMI,1,0,39,0.6481818181818182,0.647643476792971,0.8035353535353535,1980
OpenBMI_ERP,OpenBMI,1,0,42,0.7715151515151515,0.7702033863609778,0.8717171717171717,1980
OpenBMI_ERP,OpenBMI,1,0,51,0.6524242424242425,0.6522395499667758,0.8065656565656566,1980
OpenBMI_ERP,OpenBMI,1,0,54,0.6509090909090909,0.6598496029236067,0.8222222222222222,1980
OpenBMI_ERP,OpenBMI,2,0,4,0.8818181818181818,0.8484504398116607,0.908080808080808,1980
OpenBMI_ERP,OpenBMI,2,0,12,0.9566666666666667,0.9260775211895228,0.956060606060606,1980
OpenBMI_ERP,OpenBMI,2,0,13,0.8863636363636364,0.8637165866030834,0.9196969696969697,1980
OpenBMI_ERP,OpenBMI,2,0,17,0.7466666666666666,0.7071425312061883,0.8101010101010101,1980
OpenBMI_ERP,OpenBMI,2,0,18,0.8615151515151516,0.8508408090488662,0.9146464646464646,1980
OpenBMI_ERP,OpenBMI,2,0,24,0.7963636363636364,0.8097675705589376,0.898989898989899,1980
OpenBMI_ERP,OpenBMI,2,0,25,0.733030303030303,0.7350184373858227,0.854040404040404,1980
OpenBMI_ERP,OpenBMI,2,0,29,0.8151515151515152,0.792100608486024,0.8757575757575757,1980
OpenBMI_ERP,OpenBMI,2,0,36,0.9463636363636363,0.892895446775333,0.9328282828282828,1980
OpenBMI_ERP,OpenBMI,2,0,37,0.9396969696969697,0.9297872025259011,0.9601010101010101,1980
OpenBMI_ERP,OpenBMI,2,0,39,0.6984848484848485,0.6874868199129429,0.8166666666666667,1980
OpenBMI_ERP,OpenBMI,2,0,42,0.740909090909091,0.7508171869818561,0.8671717171717171,1980
OpenBMI_ERP,OpenBMI,2,0,51,0.6557575757575758,0.6599472689904295,0.8161616161616162,1980
OpenBMI_ERP,OpenBMI,2,0,54,0.6481818181818182,0.6552816733292534,0.8176767676767677,1980
OpenBMI_ERP,OpenBMI,3,0,4,0.8493939393939394,0.854976251579768,0.9207070707070707,1980
OpenBMI_ERP,OpenBMI,3,0,12,0.9612121212121212,0.9471051183367143,0.9696969696969697,1980
OpenBMI_ERP,OpenBMI,3,0,13,0.8663636363636364,0.7857838364167478,0.852020202020202,1980
OpenBMI_ERP,OpenBMI,3,0,17,0.7442424242424243,0.7060546859576834,0.8101010101010101,1980
OpenBMI_ERP,OpenBMI,3,0,18,0.8354545454545454,0.8546647708629553,0.9237373737373737,1980
OpenBMI_ERP,OpenBMI,3,0,24,0.8009090909090909,0.764047863948666,0.852020202020202,1980
OpenBMI_ERP,OpenBMI,3,0,25,0.6645454545454546,0.6840366955309484,0.8449494949494949,1980
OpenBMI_ERP,OpenBMI,3,0,29,0.8733333333333333,0.8610301643259226,0.9202020202020202,1980
OpenBMI_ERP,OpenBMI,3,0,36,0.9436363636363636,0.9106088716478327,0.9464646464646465,1980
OpenBMI_ERP,OpenBMI,3,0,37,0.9024242424242424,0.912405873493976,0.9525252525252526,1980
OpenBMI_ERP,OpenBMI,3,0,39,0.6351515151515151,0.6296132893085867,0.7858585858585858,1980
OpenBMI_ERP,OpenBMI,3,0,42,0.7493939393939394,0.7590205035416684,0.8712121212121212,1980
OpenBMI_ERP,OpenBMI,3,0,51,0.6409090909090909,0.6383561643835616,0.7954545454545454,1980
OpenBMI_ERP,OpenBMI,3,0,54,0.6075757575757575,0.6169905214826024,0.8065656565656566,1980
OpenBMI_ERP,OpenBMI,4,0,4,0.8748484848484848,0.8808403595782807,0.9348484848484848,1980
OpenBMI_ERP,OpenBMI,4,0,12,0.9660606060606061,0.9507448683686814,0.9717171717171718,1980
OpenBMI_ERP,OpenBMI,4,0,13,0.9024242424242425,0.8583388157894737,0.9121212121212121,1980
OpenBMI_ERP,OpenBMI,4,0,17,0.763030303030303,0.7373922066828937,0.8393939393939394,1980
OpenBMI_ERP,OpenBMI,4,0,18,0.8051515151515152,0.8283598983335803,0.9116161616161617,1980
OpenBMI_ERP,OpenBMI,4,0,24,0.7721212121212121,0.7836982124341905,0.8848484848484849,1980
OpenBMI_ERP,OpenBMI,4,0,25,0.7048484848484848,0.7248303901837305,0.8616161616161616,1980
OpenBMI_ERP,OpenBMI,4,0,29,0.806969696969697,0.8065979742635072,0.8924242424242425,1980
OpenBMI_ERP,OpenBMI,4,0,36,0.9439393939393939,0.908566305950816,0.944949494949495,1980
OpenBMI_ERP,OpenBMI,4,0,37,0.9172727272727272,0.9127665749639252,0.951010101010101,1980
OpenBMI_ERP,OpenBMI,4,0,39,0.6736363636363636,0.6667978486160304,0.8075757575757576,1980
OpenBMI_ERP,OpenBMI,4,0,42,0.7948484848484849,0.78475577478825,0.8762626262626263,1980
OpenBMI_ERP,OpenBMI,4,0,51,0.6924242424242424,0.6866774391263164,0.8207070707070707,1980
OpenBMI_ERP,OpenBMI,4,0,54,0.6593939393939394,0.6613339530560074,0.8141414141414142,1980
OpenBMI_SSVEP,OpenBMI,0,0,4,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,0,0,12,0.94,0.9397278142026041,0.94,100
OpenBMI_SSVEP,OpenBMI,0,0,13,0.81,0.8114476639712488,0.81,100
OpenBMI_SSVEP,OpenBMI,0,0,17,0.98,0.9799959983993598,0.98,100
OpenBMI_SSVEP,OpenBMI,0,0,18,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,0,0,24,0.93,0.93,0.93,100
OpenBMI_SSVEP,OpenBMI,0,0,25,0.9199999999999999,0.920337519623234,0.92,100
OpenBMI_SSVEP,OpenBMI,0,0,29,0.9299999999999999,0.9299879951980792,0.93,100
OpenBMI_SSVEP,OpenBMI,0,0,36,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,0,0,37,0.98,0.9799959983993598,0.98,100
OpenBMI_SSVEP,OpenBMI,0,0,39,0.97,0.9695252077917911,0.97,100
OpenBMI_SSVEP,OpenBMI,0,0,42,0.5800000000000001,0.580004117031428,0.58,100
OpenBMI_SSVEP,OpenBMI,0,0,51,0.79,0.7915366965116651,0.79,100
OpenBMI_SSVEP,OpenBMI,0,0,54,0.6400000000000001,0.6090982286634461,0.64,100
OpenBMI_SSVEP,OpenBMI,1,0,4,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,1,0,12,0.95,0.9493431988179888,0.95,100
OpenBMI_SSVEP,OpenBMI,1,0,13,0.79,0.791083916083916,0.79,100
OpenBMI_SSVEP,OpenBMI,1,0,17,0.96,0.960171568627451,0.96,100
OpenBMI_SSVEP,OpenBMI,1,0,18,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,1,0,24,0.91,0.9092790667821957,0.91,100
OpenBMI_SSVEP,OpenBMI,1,0,25,0.8999999999999999,0.9002065709226834,0.9,100
OpenBMI_SSVEP,OpenBMI,1,0,29,0.96,0.9599679487179488,0.96,100
OpenBMI_SSVEP,OpenBMI,1,0,36,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,1,0,37,0.98,0.9799959983993598,0.98,100
OpenBMI_SSVEP,OpenBMI,1,0,39,0.97,0.9699959983993598,0.97,100
OpenBMI_SSVEP,OpenBMI,1,0,42,0.53,0.5307922308188265,0.53,100
OpenBMI_SSVEP,OpenBMI,1,0,51,0.77,0.7721352181534553,0.77,100
OpenBMI_SSVEP,OpenBMI,1,0,54,0.6100000000000001,0.576800546137217,0.61,100
OpenBMI_SSVEP,OpenBMI,2,0,4,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,2,0,12,0.94,0.9402314814814815,0.94,100
OpenBMI_SSVEP,OpenBMI,2,0,13,0.78,0.7811483630632567,0.78,100
OpenBMI_SSVEP,OpenBMI,2,0,17,0.97,0.9699639471173085,0.97,100
OpenBMI_SSVEP,OpenBMI,2,0,18,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,2,0,24,0.91,0.9108416762931588,0.91,100
OpenBMI_SSVEP,OpenBMI,2,0,25,0.9199999999999999,0.9203170629954109,0.92,100
OpenBMI_SSVEP,OpenBMI,2,0,29,0.98,0.9799919967987194,0.98,100
OpenBMI_SSVEP,OpenBMI,2,0,36,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,2,0,37,0.98,0.9799959983993598,0.98,100
OpenBMI_SSVEP,OpenBMI,2,0,39,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,2,0,42,0.53,0.5293113736722759,0.53,100
OpenBMI_SSVEP,OpenBMI,2,0,51,0.8,0.8034650455927052,0.8,100
OpenBMI_SSVEP,OpenBMI,2,0,54,0.56,0.5224947376319846,0.56,100
OpenBMI_SSVEP,OpenBMI,3,0,4,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,3,0,12,0.95,0.949551282051282,0.95,100
OpenBMI_SSVEP,OpenBMI,3,0,13,0.6799999999999999,0.6820286195286195,0.68,100
OpenBMI_SSVEP,OpenBMI,3,0,17,0.98,0.9799959983993597,0.98,100
OpenBMI_SSVEP,OpenBMI,3,0,18,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,3,0,24,0.89,0.8896135265700482,0.89,100
OpenBMI_SSVEP,OpenBMI,3,0,25,0.91,0.9108416762931587,0.91,100
OpenBMI_SSVEP,OpenBMI,3,0,29,0.97,0.969779411764706,0.97,100
OpenBMI_SSVEP,OpenBMI,3,0,36,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,3,0,37,0.98,0.9799959983993598,0.98,100
OpenBMI_SSVEP,OpenBMI,3,0,39,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,3,0,42,0.5800000000000001,0.5794917257683215,0.58,100
OpenBMI_SSVEP,OpenBMI,3,0,51,0.75,0.7598435171385991,0.75,100
OpenBMI_SSVEP,OpenBMI,3,0,54,0.62,0.6151184699336996,0.62,100
OpenBMI_SSVEP,OpenBMI,4,0,4,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,12,0.94,0.9401569858712715,0.94,100
OpenBMI_SSVEP,OpenBMI,4,0,13,0.78,0.7846362172449128,0.78,100
OpenBMI_SSVEP,OpenBMI,4,0,17,0.97,0.9697794117647058,0.97,100
OpenBMI_SSVEP,OpenBMI,4,0,18,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,24,0.91,0.9096636821668111,0.91,100
OpenBMI_SSVEP,OpenBMI,4,0,25,0.94,0.9406923052239764,0.94,100
OpenBMI_SSVEP,OpenBMI,4,0,29,0.99,0.9899959983993598,0.99,100
OpenBMI_SSVEP,OpenBMI,4,0,36,1.0,1.0,1.0,100
OpenBMI_SSVEP,OpenBMI,4,0,37,0.99,0.9899959983993598,0.99,100
OpenBMI_SSVEP,OpenBMI,4,0,39,0.99,0.9899959983993597,0.99,100
OpenBMI_SSVEP,OpenBMI,4,0,42,0.53,0.5304991677522073,0.53,100
OpenBMI_SSVEP,OpenBMI,4,0,51,0.8200000000000001,0.8240244425385934,0.82,100
OpenBMI_SSVEP,OpenBMI,4,0,54,0.61,0.5901630272015834,0.61,100
WBCIC_MI,WBCIC,0,0,sub-2,0.6950000000000001,0.6893381884851417,0.695,200
WBCIC_MI,WBCIC,0,0,sub-3,0.8,0.7953964194373402,0.8,200
WBCIC_MI,WBCIC,0,0,sub-17,0.81,0.8095238095238095,0.81,200
WBCIC_MI,WBCIC,0,0,sub-19,0.9550000000000001,0.9549448073890516,0.955,200
WBCIC_MI,WBCIC,0,0,sub-21,0.82,0.8173701298701299,0.82,200
WBCIC_MI,WBCIC,0,0,sub-25,0.975,0.9749843652282677,0.975,200
WBCIC_MI,WBCIC,0,0,sub-31,0.49,0.4825487012987013,0.49,200
WBCIC_MI,WBCIC,0,0,sub-33,0.8899999999999999,0.8896025692492975,0.89,200
WBCIC_MI,WBCIC,0,0,sub-38,0.535,0.45890909090909093,0.535,200
WBCIC_MI,WBCIC,0,0,sub-42,0.625,0.6180387563341907,0.625,200
WBCIC_MI,WBCIC,1,0,sub-2,0.75,0.7498999599839936,0.75,200
WBCIC_MI,WBCIC,1,0,sub-3,0.84,0.84,0.84,200
WBCIC_MI,WBCIC,1,0,sub-17,0.75,0.7497747973175859,0.75,200
WBCIC_MI,WBCIC,1,0,sub-19,0.895,0.8947869435607105,0.895,200
WBCIC_MI,WBCIC,1,0,sub-21,0.85,0.8499399759903962,0.85,200
WBCIC_MI,WBCIC,1,0,sub-25,0.925,0.9249080123150859,0.925,200
WBCIC_MI,WBCIC,1,0,sub-31,0.55,0.5477841422972565,0.55,200
WBCIC_MI,WBCIC,1,0,sub-33,0.895,0.8948712172411204,0.895,200
WBCIC_MI,WBCIC,1,0,sub-38,0.57,0.5587027914614121,0.57,200
WBCIC_MI,WBCIC,1,0,sub-42,0.645,0.6447779862414009,0.645,200
WBCIC_MI,WBCIC,2,0,sub-2,0.71,0.7099709970997099,0.71,200
WBCIC_MI,WBCIC,2,0,sub-3,0.86,0.859775641025641,0.86,200
WBCIC_MI,WBCIC,2,0,sub-17,0.78,0.7796474358974359,0.78,200
WBCIC_MI,WBCIC,2,0,sub-19,0.94,0.9399759903961584,0.94,200
WBCIC_MI,WBCIC,2,0,sub-21,0.81,0.8098288459613652,0.81,200
WBCIC_MI,WBCIC,2,0,sub-25,0.95,0.9499949994999499,0.95,200
WBCIC_MI,WBCIC,2,0,sub-31,0.595,0.5949898747468687,0.595,200
WBCIC_MI,WBCIC,2,0,sub-33,0.9299999999999999,0.9298878205128205,0.93,200
WBCIC_MI,WBCIC,2,0,sub-38,0.515,0.46876968153563897,0.515,200
WBCIC_MI,WBCIC,2,0,sub-42,0.6950000000000001,0.6946259167480163,0.695,200
WBCIC_MI,WBCIC,3,0,sub-2,0.7050000000000001,0.7033312382149592,0.705,200
WBCIC_MI,WBCIC,3,0,sub-3,0.855,0.8549093183239524,0.855,200
WBCIC_MI,WBCIC,3,0,sub-17,0.81,0.809313528703332,0.81,200
WBCIC_MI,WBCIC,3,0,sub-19,0.9450000000000001,0.9449876222149984,0.945,200
WBCIC_MI,WBCIC,3,0,sub-21,0.815,0.8144386769979186,0.815,200
WBCIC_MI,WBCIC,3,0,sub-25,0.965,0.9649781113195748,0.965,200
WBCIC_MI,WBCIC,3,0,sub-31,0.525,0.5215431492533555,0.525,200
WBCIC_MI,WBCIC,3,0,sub-33,0.855,0.8549093183239524,0.855,200
WBCIC_MI,WBCIC,3,0,sub-38,0.43,0.3886743886743887,0.43,200
WBCIC_MI,WBCIC,3,0,sub-42,0.62,0.6112531969309463,0.62,200
WBCIC_MI,WBCIC,4,0,sub-2,0.7150000000000001,0.7144217039504998,0.715,200
WBCIC_MI,WBCIC,4,0,sub-3,0.855,0.8547057792028858,0.855,200
WBCIC_MI,WBCIC,4,0,sub-17,0.8,0.7990151743543362,0.8,200
WBCIC_MI,WBCIC,4,0,sub-19,0.95,0.9499799919967987,0.95,200
WBCIC_MI,WBCIC,4,0,sub-21,0.8200000000000001,0.8198378540686617,0.82,200
WBCIC_MI,WBCIC,4,0,sub-25,0.97,0.96999699969997,0.97,200
WBCIC_MI,WBCIC,4,0,sub-31,0.54,0.537037037037037,0.54,200
WBCIC_MI,WBCIC,4,0,sub-33,0.95,0.9499949994999499,0.95,200
WBCIC_MI,WBCIC,4,0,sub-38,0.52,0.5089514066496164,0.52,200
WBCIC_MI,WBCIC,4,0,sub-42,0.685,0.6846136517233611,0.685,200
