task,model,fold,seed,status,elapsed_seconds,peak_cuda_bytes,checkpoint_sha256,normalizer_sha256,split_sha256
OpenBMI_ERP,Medformer,0,0,complete,3485.2545488000005,6066962944,3d2e15f241118f7800dd527969a4b2596079e0692cf8c68f09c04b50a486af1f,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,0,1,complete,3440.4028412,6066962944,63991eca5a6699027ef6f8b71c8a781dc4b6f6a4c2e1ad863fb7082785a987c9,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,0,2,complete,3258.922602499999,6066962944,9c2d63686e73253af34353cce5acf11bf897eaeb0d85a1cbab8ef41b20db2971,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,1,0,complete,3615.8470701999995,6066962944,b870436e0756e92c5c4950205b46de2c1ed0e50d9b91fd4fb91e0bc55d78af4d,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,1,1,complete,5250.3008555000015,6066962944,e7ba841928cd9c77196773c1878f7d4a1b75d96a2756d8f64153eae1312cfb8e,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,1,2,complete,3285.199695000003,6066962944,f2cd0941f00ab6dc9908c9c53a0db5fc67223d70c14b087aac217e597ba58d47,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,2,0,complete,4639.213208099998,6066962944,cbd138c3ac541b4ad0b0753b9de0a4667f05c39313bb84506f379e1135dffbe6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,2,1,complete,2908.766843600002,6066962944,e26c944cbe0b342465425dd2619200f9a039d94ab201c7d91ca8ce7391520667,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,2,2,complete,3435.7655379999997,6066962944,313c640729124c5784ef0209d03201f9f59579ddca3f6c00a4d0628d55d4d9e8,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,3,0,complete,4087.331768200005,6066962944,35050b20bdcce32353ae3ef5744ff62a8cbc3de9216b28dbc7114ec7da1a8342,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,3,1,complete,3708.0232607,6066962944,e34352cff6d8285a22b2c39b7ccf4e0f2164b19e2f4e2f8aac543c68b2e00dcd,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,3,2,complete,1187.9480618000089,6066424320,f183e59dbb881386854317db6e022ca9b6307e9966cdb466c68eba870c06d460,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,4,0,complete,1151.4310471000063,6066424320,dba8c5e285041cd23155deddf13e5fe697253ca92dc1e1bfec9d9f46793c2708,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,4,1,complete,1770.8829104000033,6066424320,f6363d233468f49df4486a808ced6c4e952f119ac2670273bbe30bb553d21b47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,Medformer,4,2,complete,1499.8632954000059,6066424320,95b5680992dd703bfe9b692bc96067fff97470131fcdc099c47fd4bb3ec3eaf3,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,0,0,complete,91.43663170000218,7827787776,332771bae8301c5e8b1e77fde8382148dd2912cca680c5f9487ef30f6f227573,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,0,1,complete,160.355278300005,7827787776,ad62cf13e4b24bbc23f9dd40f46905e802335a34d85f5fd311910a01216b6ad2,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,0,2,complete,89.0435953999986,7827787776,0dff1a6e5bf0aad20b7204084dc22f3d844ea3d84d5f744132e710e57779ef59,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,1,0,complete,70.37998930000322,7827787776,42be7c6c4810b8dc8a0072cc61cfbd44c8b91d496c8bc10bad3cbee558621d6d,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,1,1,complete,81.9163746000122,7827787776,fb561fd898a4d62fae869cbf44521862de1565e695eafc9595f3a27061c9f94d,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,1,2,complete,94.93192039999121,7827787776,4da5aa01d398f928b27d47641d27f4c1d528eed72cebca5285dcb07871115d8a,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,2,0,complete,210.34478859999945,7827787776,b47ad5e9fe0949d3e2c03726f446b9d3022109973a579051d285ff2d3c1a623b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,2,1,complete,99.97752550001314,7827787776,ca6fde55481a448ac8df18ced847fdc9cd3d3cabbdff5b309c9a78a71c81797f,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,2,2,complete,183.18875269999262,7827787776,f1870fb8349757dd36a179ad9328c389284060ff9efa291a2fb9fbab5f5ac3b0,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,3,0,complete,95.51200609999796,7827787776,e777253c9e896b2e05a81cf390a68d6a26b4310aeff830be0d08d93d7f5059ff,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,3,1,complete,82.9091264000017,7827787776,351e7f67d076800713db615de049f21ee570823ec0e62bea66eb1251b32f5dd5,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,3,2,complete,126.36892200000875,7827787776,8d79f975eb02937359805f76b318cbaa57e0f986a7347a2bd71a6167e71db346,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,4,0,complete,70.12518940000155,7827787776,b84bdd5e29a4faecd4b54ecc8e0a7135732db82bbb4ea0b21e8b6e63edfc6522,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,4,1,complete,81.67395640000177,7827787776,e053ace9f9287ac2a91a7be373811de1cf90b6fc2092656c0d2463cd979a8008,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,Medformer,4,2,complete,152.9045339000004,7827787776,f66ff628160e52cae13e39e432a3406a3c3d89206500e57ce84294fca1ca7d12,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,0,0,complete,188.8916537000041,9133996032,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,0,1,complete,248.95944639999652,9133996032,870d997de1b91732c8bd34aacf5c6d39a1190e228e18cb5f9d8d7e23feb9ffe1,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,0,2,complete,204.53139910000027,9133996032,050f47fe64725736065fe7b18f7e0618df3540c4c603a289d2a0f913fd760e84,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,1,0,complete,383.29882930000167,9181337088,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,1,1,complete,260.61265229999844,9181337088,19957a0956c4d071998c3153e458573bfb750bcb8a0fbf75bbcf7d2dc70652a3,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,1,2,complete,289.66275880001194,9181337088,2944f35a764efc3731f753cb79061160ab0a03c58dada1856741fc9966620e57,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,2,0,complete,381.919596599997,9183280640,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,2,1,complete,260.61572620000516,9183280640,6ca875401800e4ccd9903da547cb26b8a3e057bfadbaac5e79d223d0ad43ae2d,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,2,2,complete,212.86775160000252,9183280640,23635e1994eb28e9dd9f8a49ac8e14d250bd51902ac28cba8c314d367cd5249f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,3,0,complete,275.5647332000008,9181599744,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,3,1,complete,333.0553768999962,9181599744,6e55d74f731c6729f92f0ec402c9d86e6a3858cc627bc502c7f9c074b2d10692,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,3,2,complete,212.49198590000742,9181599744,f2d093b7de36301bc39d107ec0ad8fbe905ce5c464d7b8dda49122f6f962f23a,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,4,0,complete,343.91269340000144,9183280640,6ccffbedd1a46d167ac918ea5fa851a6264226f2873b0b3b7d5b9f2467614148,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,4,1,complete,240.8462784000003,9183280640,41fbc7971bfea0b08c77fcfc58d5c2c03606ac809b1805ac801574340ff77fc5,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,Medformer,4,2,complete,296.93956640000397,9183280640,197d1c60ce80abb37d5721e3d55461bf27c05fda89131186c0e3189282eb4fbd,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
