task,subject_equal_BA_mean,subject_equal_BA_std,subject_equal_macro_F1_mean,subject_equal_macro_F1_std,trial_accuracy_mean,trial_accuracy_std
OpenBMI_MI,0.6715714285714287,0.003927922024248024,0.6663734978222521,0.005317883432420035,0.6715714285714286,0.003927922024247782
OpenBMI_ERP,0.8007344877344877,0.004210789228345588,0.7889534338698844,0.005945785190308431,0.8795021645021645,0.0074266119901608705
OpenBMI_SSVEP,0.8860952380952379,0.0009724084693647111,0.8846645384445041,0.0009400515834741811,0.8860952380952382,0.0009724084693648172
WBCIC_MI,0.7673,0.0012767145334804603,0.7634576065238258,0.002696799522330615,0.7673,0.0012767145334803994
