task,fold,seed,selected_epoch,inner_validation_subject_equal_BA,checkpoint_sha256
OpenBMI_MI,0,0,32,0.695,be2b88f47edc4392bf4ee2cf2de555829357d6a0e45a4c094568f72d8ef65802
OpenBMI_MI,0,1,20,0.7050000000000001,25b2d3ae767ae075026ac230870096c8a3bc1d35a8d914dae188bea8d7e93f31
OpenBMI_MI,0,2,25,0.69,8ece119b3c16b2b56f7069dfdeb6a77fd84bd30ebeba87ccc6064d06031c9750
OpenBMI_MI,1,0,18,0.6750000000000002,e849f5b40529d9515609aebd6b4d052520e05fddfcdf6623de33e45e49c2ae41
OpenBMI_MI,1,1,33,0.6733333333333333,310e54bf8a79871ff6041ada0ef33f33b32b2eb112c8eea33c882e906fe3d451
OpenBMI_MI,1,2,15,0.7016666666666667,895698b6ec8cb537ee1aeb74626910f85175b26a22918da6d3a2f99b83432646
OpenBMI_MI,2,0,13,0.735,cce9d893fb6ae4de5994a1781f1e971775ba6cd0efdcbb7cfa1bf7052d0ed697
OpenBMI_MI,2,1,16,0.7366666666666667,e18a12294019d153cd7683a66d6ef624351f47bbeb392f63afda193cd2e52b4c
OpenBMI_MI,2,2,11,0.73,9da96da1ec116dc9665c47518423b531421c6afc4e882bdcf5e669539eb318d4
OpenBMI_MI,3,0,22,0.7133333333333333,d847a60e8a1ee21169ae77fe584b681b0c66936cecc0245220399b88f7028ff1
OpenBMI_MI,3,1,11,0.7199999999999999,c718ff02f573feb39a36ca52aff695e63df90d1b64158c677332ae4a47f728a5
OpenBMI_MI,3,2,10,0.7016666666666667,447eccc97c1be71fc9b52acfb9e9433df49cadc5abeadc9604bafe6c6ffece09
OpenBMI_MI,4,0,27,0.6683333333333333,29d14b036444f0da26bce223d2b2e2e2895bf68c3f847202d69ae7013608f9c7
OpenBMI_MI,4,1,22,0.6916666666666665,2d40da8f0602216646d293af6e0fb1f1177246aea8fea8c8780e3816e3a0b167
OpenBMI_MI,4,2,25,0.6933333333333334,f85727d933bf4b7ee2bb8ed497a646f5c2b4a194f8f6ea322db33098a28f92d8
OpenBMI_ERP,0,0,17,0.8343434343434343,3d2e15f241118f7800dd527969a4b2596079e0692cf8c68f09c04b50a486af1f
OpenBMI_ERP,0,1,11,0.8370202020202021,63991eca5a6699027ef6f8b71c8a781dc4b6f6a4c2e1ad863fb7082785a987c9
OpenBMI_ERP,0,2,10,0.8398989898989898,9c2d63686e73253af34353cce5acf11bf897eaeb0d85a1cbab8ef41b20db2971
OpenBMI_ERP,1,0,12,0.762929292929293,b870436e0756e92c5c4950205b46de2c1ed0e50d9b91fd4fb91e0bc55d78af4d
OpenBMI_ERP,1,1,21,0.7810606060606061,e7ba841928cd9c77196773c1878f7d4a1b75d96a2756d8f64153eae1312cfb8e
OpenBMI_ERP,1,2,10,0.7727272727272728,f2cd0941f00ab6dc9908c9c53a0db5fc67223d70c14b087aac217e597ba58d47
OpenBMI_ERP,2,0,18,0.7257575757575759,cbd138c3ac541b4ad0b0753b9de0a4667f05c39313bb84506f379e1135dffbe6
OpenBMI_ERP,2,1,10,0.7266666666666666,e26c944cbe0b342465425dd2619200f9a039d94ab201c7d91ca8ce7391520667
OpenBMI_ERP,2,2,13,0.7184848484848484,313c640729124c5784ef0209d03201f9f59579ddca3f6c00a4d0628d55d4d9e8
OpenBMI_ERP,3,0,17,0.7778787878787878,35050b20bdcce32353ae3ef5744ff62a8cbc3de9216b28dbc7114ec7da1a8342
OpenBMI_ERP,3,1,15,0.772070707070707,e34352cff6d8285a22b2c39b7ccf4e0f2164b19e2f4e2f8aac543c68b2e00dcd
OpenBMI_ERP,3,2,10,0.7899494949494948,f183e59dbb881386854317db6e022ca9b6307e9966cdb466c68eba870c06d460
OpenBMI_ERP,4,0,12,0.7801515151515152,dba8c5e285041cd23155deddf13e5fe697253ca92dc1e1bfec9d9f46793c2708
OpenBMI_ERP,4,1,22,0.7663636363636362,f6363d233468f49df4486a808ced6c4e952f119ac2670273bbe30bb553d21b47
OpenBMI_ERP,4,2,15,0.7823232323232322,95b5680992dd703bfe9b692bc96067fff97470131fcdc099c47fd4bb3ec3eaf3
OpenBMI_SSVEP,0,0,17,0.9433333333333334,332771bae8301c5e8b1e77fde8382148dd2912cca680c5f9487ef30f6f227573
OpenBMI_SSVEP,0,1,35,0.9383333333333331,ad62cf13e4b24bbc23f9dd40f46905e802335a34d85f5fd311910a01216b6ad2
OpenBMI_SSVEP,0,2,13,0.9366666666666666,0dff1a6e5bf0aad20b7204084dc22f3d844ea3d84d5f744132e710e57779ef59
OpenBMI_SSVEP,1,0,11,0.9216666666666667,42be7c6c4810b8dc8a0072cc61cfbd44c8b91d496c8bc10bad3cbee558621d6d
OpenBMI_SSVEP,1,1,13,0.9216666666666667,fb561fd898a4d62fae869cbf44521862de1565e695eafc9595f3a27061c9f94d
OpenBMI_SSVEP,1,2,15,0.9249999999999999,4da5aa01d398f928b27d47641d27f4c1d528eed72cebca5285dcb07871115d8a
OpenBMI_SSVEP,2,0,56,0.92,b47ad5e9fe0949d3e2c03726f446b9d3022109973a579051d285ff2d3c1a623b
OpenBMI_SSVEP,2,1,18,0.9083333333333332,ca6fde55481a448ac8df18ced847fdc9cd3d3cabbdff5b309c9a78a71c81797f
OpenBMI_SSVEP,2,2,38,0.915,f1870fb8349757dd36a179ad9328c389284060ff9efa291a2fb9fbab5f5ac3b0
OpenBMI_SSVEP,3,0,18,0.8683333333333335,e777253c9e896b2e05a81cf390a68d6a26b4310aeff830be0d08d93d7f5059ff
OpenBMI_SSVEP,3,1,13,0.8516666666666667,351e7f67d076800713db615de049f21ee570823ec0e62bea66eb1251b32f5dd5
OpenBMI_SSVEP,3,2,23,0.8666666666666667,8d79f975eb02937359805f76b318cbaa57e0f986a7347a2bd71a6167e71db346
OpenBMI_SSVEP,4,0,11,0.9116666666666666,b84bdd5e29a4faecd4b54ecc8e0a7135732db82bbb4ea0b21e8b6e63edfc6522
OpenBMI_SSVEP,4,1,13,0.92,e053ace9f9287ac2a91a7be373811de1cf90b6fc2092656c0d2463cd979a8008
OpenBMI_SSVEP,4,2,30,0.93,f66ff628160e52cae13e39e432a3406a3c3d89206500e57ce84294fca1ca7d12
WBCIC_MI,0,0,11,0.6842840909090909,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c
WBCIC_MI,0,1,16,0.686513888888889,870d997de1b91732c8bd34aacf5c6d39a1190e228e18cb5f9d8d7e23feb9ffe1
WBCIC_MI,0,2,10,0.6664936868686869,050f47fe64725736065fe7b18f7e0618df3540c4c603a289d2a0f913fd760e84
WBCIC_MI,1,0,30,0.8226174242424242,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94
WBCIC_MI,1,1,16,0.8145643939393938,19957a0956c4d071998c3153e458573bfb750bcb8a0fbf75bbcf7d2dc70652a3
