task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_SSVEP,1,S1,PCA_POSITIVE_ONLY_ROUTING,0.1744699478149414,0.17063020169734955,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,SHUFFLED_UTILITY_ROUTING,0.037802767008543015,0.02989858388900757,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,PCA_SIGNED_UTILITY_ROUTING,0.1744699478149414,0.17063020169734955,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,RANDOM_BASIS_0,0.0036097627598792315,0.0029326369985938072,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,RANDOM_BASIS_1,0.003009571461006999,0.0025343208108097315,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,RANDOM_BASIS_2,0.0031583309173583984,0.0025881920009851456,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,RANDOM_BASIS_3,0.004158008843660355,0.0033067469485104084,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S1,RANDOM_BASIS_4,0.0029771931003779173,0.0024440097622573376,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,PCA_POSITIVE_ONLY_ROUTING,0.1644303947687149,0.15706607699394226,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,SHUFFLED_UTILITY_ROUTING,0.03734313324093819,0.029510829597711563,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,PCA_SIGNED_UTILITY_ROUTING,0.1644303947687149,0.15706607699394226,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,RANDOM_BASIS_0,0.003609628416597843,0.0029260506853461266,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,RANDOM_BASIS_1,0.003234338015317917,0.0025811970699578524,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,RANDOM_BASIS_2,0.0031913749407976866,0.002595366910099983,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,RANDOM_BASIS_3,0.004211714491248131,0.0030576169956475496,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,1,S2,RANDOM_BASIS_4,0.003044284414499998,0.0024792952463030815,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
