task,dataset,fold,epoch,BA,macro_F1,accuracy,delta_BA,dW_norm,db_norm,loss,best_epoch,bad_epochs,best_ba
OpenBMI_MI,OpenBMI,1,5,0.8066666666666666,0.8031930506320726,0.8066666666666666,-0.0033333333333334103,0.024653196334838867,0.0008013411425054073,0.19983750581741333,1,4,0.8116666666666666
OpenBMI_MI,OpenBMI,1,6,0.8066666666666666,0.8031930506320726,0.8066666666666666,-0.0033333333333334103,0.029056811705231667,0.0009553756099194288,0.19013288617134094,1,5,0.8116666666666666
OpenBMI_MI,OpenBMI,2,0,0.805,0.7944971228059886,0.805,0.0,0.0,0.0,,0,0,
OpenBMI_MI,OpenBMI,2,1,0.8066666666666666,0.7962176478944168,0.8066666666666666,0.0016666666666665941,0.006480848882347345,0.000581122178118676,0.1359764039516449,1,0,0.8066666666666666
OpenBMI_MI,OpenBMI,2,2,0.8083333333333332,0.7979619867174074,0.8083333333333332,0.0033333333333331883,0.010772263631224632,0.0008963510044850409,0.12183800091346104,2,0,0.8083333333333332
OpenBMI_MI,OpenBMI,2,3,0.8099999999999999,0.7996722591618862,0.8099999999999999,0.004999999999999893,0.015825388953089714,0.001364842988550663,0.12280705446998279,3,0,0.8099999999999999
OpenBMI_MI,OpenBMI,2,4,0.8099999999999999,0.7996722591618862,0.8099999999999999,0.004999999999999893,0.02107752487063408,0.0019133980385959148,0.12708890562256178,3,1,0.8099999999999999
OpenBMI_MI,OpenBMI,2,5,0.8099999999999999,0.7996722591618862,0.8099999999999999,0.004999999999999893,0.026063740253448486,0.0023988273460417986,0.11074188724160194,3,2,0.8099999999999999
OpenBMI_MI,OpenBMI,2,6,0.8099999999999999,0.7996722591618862,0.8099999999999999,0.004999999999999893,0.030903717502951622,0.002791597507894039,0.11804693813125293,3,3,0.8099999999999999
OpenBMI_MI,OpenBMI,2,7,0.8099999999999999,0.7996722591618862,0.8099999999999999,0.004999999999999893,0.035518188029527664,0.0031890959944576025,0.1168183833360672,3,4,0.8099999999999999
OpenBMI_MI,OpenBMI,2,8,0.8099999999999999,0.7996722591618862,0.8099999999999999,0.004999999999999893,0.039370715618133545,0.00333528988994658,0.11376270279288292,3,5,0.8099999999999999
OpenBMI_MI,OpenBMI,3,0,0.8266666666666668,0.8239289128509834,0.8266666666666668,0.0,0.0,0.0,,0,0,
OpenBMI_MI,OpenBMI,3,1,0.8283333333333335,0.8254860915893557,0.8283333333333335,0.0016666666666667052,0.007526862900704145,0.0008357379701919854,0.15383178244034448,1,0,0.8283333333333335
OpenBMI_MI,OpenBMI,3,2,0.8300000000000001,0.8272008669379561,0.8300000000000001,0.0033333333333332993,0.013774685561656952,0.0016408950323238969,0.15028305600086847,2,0,0.8300000000000001
OpenBMI_MI,OpenBMI,3,3,0.8300000000000001,0.8272008669379561,0.8300000000000001,0.0033333333333332993,0.01963755674660206,0.002377960365265608,0.13996047029892603,2,1,0.8300000000000001
OpenBMI_MI,OpenBMI,3,4,0.8283333333333333,0.8255149614691559,0.8283333333333333,0.0016666666666664831,0.025312965735793114,0.0030832532793283463,0.16999518250425658,2,2,0.8300000000000001
OpenBMI_MI,OpenBMI,3,5,0.8266666666666668,0.8234114967474094,0.8266666666666668,0.0,0.03021877445280552,0.0037031706888228655,0.13926538079977036,2,3,0.8300000000000001
OpenBMI_MI,OpenBMI,3,6,0.8283333333333335,0.8250642664922845,0.8283333333333335,0.0016666666666667052,0.03479670360684395,0.004245322663336992,0.14830555270115534,2,4,0.8300000000000001
OpenBMI_MI,OpenBMI,3,7,0.8300000000000001,0.8267694819514159,0.8300000000000001,0.0033333333333332993,0.03927800804376602,0.004780429881066084,0.13183641309539476,2,5,0.8300000000000001
OpenBMI_MI,OpenBMI,4,0,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.0,0.0,0.0,,0,0,
OpenBMI_MI,OpenBMI,4,1,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.0,0.0052232579328119755,8.67016424308531e-05,0.19792485733826956,0,1,0.7516666666666666
OpenBMI_MI,OpenBMI,4,2,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.0,0.008851819671690464,0.00046566984383389354,0.17911313101649284,0,2,0.7516666666666666
OpenBMI_MI,OpenBMI,4,3,0.7483333333333334,0.7427703754092151,0.7483333333333334,-0.0033333333333331883,0.011973332613706589,0.0008266752702184021,0.2021865968902906,0,3,0.7516666666666666
OpenBMI_MI,OpenBMI,4,4,0.75,0.7442462383899556,0.75,-0.0016666666666665941,0.015254249796271324,0.0012058259453624487,0.1905686209599177,0,4,0.7516666666666666
OpenBMI_MI,OpenBMI,4,5,0.75,0.7442462383899556,0.75,-0.0016666666666665941,0.018493440002202988,0.0015642987564206123,0.20652930438518524,0,5,0.7516666666666666
OpenBMI_ERP,OpenBMI,0,0,0.8703030303030305,0.8346155418696531,0.8986531986531987,0.0,0.0,0.0,,0,0,
OpenBMI_ERP,OpenBMI,0,1,0.8654545454545456,0.8444512352161547,0.9097643097643097,-0.00484848484848488,0.09835445880889893,0.01164284348487854,0.11301930130708336,0,1,0.8703030303030305
OpenBMI_ERP,OpenBMI,0,2,0.8644949494949494,0.850086069315311,0.9155723905723905,-0.00580808080808104,0.1469324827194214,0.016804536804556847,0.10692285001277924,0,2,0.8703030303030305
OpenBMI_ERP,OpenBMI,0,3,0.861010101010101,0.8485502483323804,0.9154882154882156,-0.009292929292929464,0.17530557513237,0.01878899149596691,0.10550264379765728,0,3,0.8703030303030305
OpenBMI_ERP,OpenBMI,0,4,0.8587373737373737,0.8475609713273832,0.9154040404040403,-0.011565656565656779,0.1970977634191513,0.0197259783744812,0.10476034813293136,0,4,0.8703030303030305
OpenBMI_ERP,OpenBMI,0,5,0.8584343434343434,0.8475529911219336,0.9155723905723905,-0.011868686868687028,0.2157219499349594,0.020147649571299553,0.10465359916486362,0,5,0.8703030303030305
OpenBMI_ERP,OpenBMI,1,0,0.8295454545454546,0.7656472414029128,0.8428451178451178,0.0,0.0,0.0,,0,0,
OpenBMI_ERP,OpenBMI,1,1,0.8263636363636363,0.7854699423701333,0.8668350168350168,-0.0031818181818182856,0.1080508604645729,0.01105542667210102,0.16086418048875167,0,1,0.8295454545454546
OpenBMI_ERP,OpenBMI,1,2,0.8235858585858585,0.7949061952459053,0.8780303030303029,-0.0059595959595960535,0.15611852705478668,0.015681041404604912,0.15089805564372846,0,2,0.8295454545454546
OpenBMI_ERP,OpenBMI,1,3,0.8226262626262626,0.7966188123250758,0.8801346801346802,-0.0069191919191919915,0.1722785234451294,0.01653960719704628,0.1500863216743611,0,3,0.8295454545454546
OpenBMI_ERP,OpenBMI,1,4,0.8228282828282828,0.7973080145648469,0.8808080808080808,-0.006717171717171788,0.1830119639635086,0.016575155779719353,0.14905277123250585,0,4,0.8295454545454546
OpenBMI_ERP,OpenBMI,1,5,0.8228787878787878,0.7970807234888536,0.8805555555555555,-0.006666666666666821,0.19238817691802979,0.015956014394760132,0.14914276937742044,0,5,0.8295454545454546
OpenBMI_ERP,OpenBMI,2,0,0.7959090909090909,0.762389930744643,0.8537878787878789,0.0,0.0,0.0,,0,0,
OpenBMI_ERP,OpenBMI,2,1,0.7931313131313131,0.7726466126365139,0.8670033670033671,-0.002777777777777768,0.08289524912834167,0.009960505180060863,0.06942610667631177,0,1,0.7959090909090909
OpenBMI_ERP,OpenBMI,2,2,0.7897979797979797,0.7750823982193666,0.8715488215488216,-0.006111111111111178,0.1266813725233078,0.014641203917562962,0.06679139013337616,0,2,0.7959090909090909
OpenBMI_ERP,OpenBMI,2,3,0.788939393939394,0.7764804016143052,0.8734848484848485,-0.006969696969696848,0.152817964553833,0.01621764339506626,0.06598250058912995,0,3,0.7959090909090909
OpenBMI_ERP,OpenBMI,2,4,0.787929292929293,0.7764077700783023,0.8738215488215487,-0.007979797979797865,0.17415261268615723,0.016814684495329857,0.06557379998635537,0,4,0.7959090909090909
OpenBMI_ERP,OpenBMI,2,5,0.7887373737373737,0.7774417924395398,0.8744949494949493,-0.007171717171717162,0.1923414170742035,0.016661489382386208,0.06547813360938931,0,5,0.7959090909090909
OpenBMI_ERP,OpenBMI,3,0,0.8448484848484851,0.8168361797068387,0.8882154882154882,0.0,0.0,0.0,,0,0,
OpenBMI_ERP,OpenBMI,3,1,0.8372727272727273,0.8228514395148506,0.8971380471380471,-0.007575757575757791,0.10394231230020523,0.011599482037127018,0.06656280661573505,0,1,0.8448484848484851
OpenBMI_ERP,OpenBMI,3,2,0.8360101010101011,0.8267811938498939,0.9017676767676767,-0.008838383838383979,0.17066195607185364,0.018467430025339127,0.061186303412265115,0,2,0.8448484848484851
OpenBMI_ERP,OpenBMI,3,3,0.8341414141414142,0.8276185402158819,0.9033670033670034,-0.010707070707070887,0.21647879481315613,0.022110244259238243,0.059102770826309034,0,3,0.8448484848484851
OpenBMI_ERP,OpenBMI,3,4,0.8334848484848485,0.828242074509124,0.9042929292929293,-0.011363636363636576,0.25457242131233215,0.02448323555290699,0.05800821455103336,0,4,0.8448484848484851
OpenBMI_ERP,OpenBMI,3,5,0.8323232323232324,0.8278654671172548,0.9043771043771044,-0.012525252525252717,0.2863132357597351,0.02591831050813198,0.05704154810029091,0,5,0.8448484848484851
OpenBMI_ERP,OpenBMI,4,0,0.8194444444444445,0.786969228762521,0.8707912457912458,0.0,0.0,0.0,,0,0,
OpenBMI_ERP,OpenBMI,4,1,0.8144949494949495,0.7956769918482856,0.8824074074074075,-0.004949494949495037,0.11341135948896408,0.01243093516677618,0.06701943765182307,0,1,0.8194444444444445
OpenBMI_ERP,OpenBMI,4,2,0.8102020202020203,0.7991961860722493,0.8883838383838385,-0.009242424242424274,0.19363047182559967,0.021674174815416336,0.05875548753555458,0,2,0.8194444444444445
OpenBMI_ERP,OpenBMI,4,3,0.8082828282828284,0.803455293853121,0.8936026936026935,-0.01116161616161615,0.24831239879131317,0.027463724836707115,0.055358941952633384,0,3,0.8194444444444445
OpenBMI_ERP,OpenBMI,4,4,0.806010101010101,0.8037806306391487,0.8952020202020202,-0.013434343434343576,0.28933119773864746,0.03121766448020935,0.053846158326999974,0,4,0.8194444444444445
OpenBMI_ERP,OpenBMI,4,5,0.8056060606060607,0.8048976990826432,0.8965488215488215,-0.013838383838383872,0.32233110070228577,0.03381958231329918,0.05301324962315583,0,5,0.8194444444444445
OpenBMI_SSVEP,OpenBMI,0,0,0.9566666666666667,0.9567493067876359,0.9566666666666667,0.0,0.0,0.0,,0,0,
OpenBMI_SSVEP,OpenBMI,0,1,0.9566666666666667,0.9567493067876359,0.9566666666666667,0.0,0.009437057189643383,0.0005134096718393266,0.0009625171078369021,0,1,0.9566666666666667
OpenBMI_SSVEP,OpenBMI,0,2,0.9566666666666667,0.9567493067876359,0.9566666666666667,0.0,0.016190005466341972,0.0008911287877708673,0.0009718553483253345,0,2,0.9566666666666667
OpenBMI_SSVEP,OpenBMI,0,3,0.9566666666666667,0.9567493067876359,0.9566666666666667,0.0,0.022704528644680977,0.0013031632406637073,0.0007969603272310147,0,3,0.9566666666666667
OpenBMI_SSVEP,OpenBMI,0,4,0.9566666666666667,0.9567493067876359,0.9566666666666667,0.0,0.029248153790831566,0.0016458339523524046,0.000802160541449363,0,4,0.9566666666666667
OpenBMI_SSVEP,OpenBMI,0,5,0.9566666666666667,0.9567493067876359,0.9566666666666667,0.0,0.035881202667951584,0.002023597015067935,0.0008659852464916185,0,5,0.9566666666666667
OpenBMI_SSVEP,OpenBMI,1,0,0.96,0.9598281473583327,0.96,0.0,0.0,0.0,,0,0,
OpenBMI_SSVEP,OpenBMI,1,1,0.9616666666666666,0.9615862225690934,0.9616666666666668,0.0016666666666665941,0.009739300236105919,0.0008824153919704258,0.007846877522145709,1,0,0.9616666666666666
OpenBMI_SSVEP,OpenBMI,1,2,0.9616666666666666,0.9615862225690934,0.9616666666666668,0.0016666666666665941,0.01835538074374199,0.0017638071440160275,0.010120834301536282,1,1,0.9616666666666666
OpenBMI_SSVEP,OpenBMI,1,3,0.9616666666666666,0.9615862225690934,0.9616666666666668,0.0016666666666665941,0.026139909401535988,0.0025604639668017626,0.007810833087811868,1,2,0.9616666666666666
OpenBMI_SSVEP,OpenBMI,1,4,0.96,0.9599068327486457,0.96,0.0,0.03381343185901642,0.003323053475469351,0.007899938927342495,1,3,0.9616666666666666
OpenBMI_SSVEP,OpenBMI,1,5,0.96,0.9599068327486457,0.96,0.0,0.04129137843847275,0.00407663406804204,0.007034999007980029,1,4,0.9616666666666666
OpenBMI_SSVEP,OpenBMI,1,6,0.96,0.9599068327486457,0.96,0.0,0.04832567274570465,0.004760027397423983,0.007327175311123331,1,5,0.9616666666666666
OpenBMI_SSVEP,OpenBMI,2,0,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.0,0.0,,0,0,
OpenBMI_SSVEP,OpenBMI,2,1,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.00943534541875124,0.0008892065961845219,0.016974571626633406,0,1,0.9383333333333334
OpenBMI_SSVEP,OpenBMI,2,2,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.017584731802344322,0.0017119059339165688,0.015077237233829996,0,2,0.9383333333333334
OpenBMI_SSVEP,OpenBMI,2,3,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.025516444817185402,0.002504772273823619,0.015421178347120682,0,3,0.9383333333333334
OpenBMI_SSVEP,OpenBMI,2,4,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.03326357901096344,0.0032534294296056032,0.015871645261843998,0,4,0.9383333333333334
OpenBMI_SSVEP,OpenBMI,2,5,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.04125618934631348,0.004066105466336012,0.01427390135359019,0,5,0.9383333333333334
OpenBMI_SSVEP,OpenBMI,3,0,0.8799999999999999,0.8777608338442627,0.88,0.0,0.0,0.0,,0,0,
OpenBMI_SSVEP,OpenBMI,3,1,0.8783333333333333,0.8762806229300893,0.8783333333333334,-0.0016666666666665941,0.010369055904448032,0.0010756205301731825,0.018289085167149704,0,1,0.8799999999999999
OpenBMI_SSVEP,OpenBMI,3,2,0.8766666666666666,0.8749069323202877,0.8766666666666666,-0.0033333333333332993,0.018932007253170013,0.0019572083838284016,0.015792956148895126,0,2,0.8799999999999999
OpenBMI_SSVEP,OpenBMI,3,3,0.875,0.8734921442216589,0.875,-0.004999999999999893,0.026935003697872162,0.0027593267150223255,0.019101005358000595,0,3,0.8799999999999999
OpenBMI_SSVEP,OpenBMI,3,4,0.875,0.8734921442216589,0.875,-0.004999999999999893,0.0345967672765255,0.003520059632137418,0.01716410570467512,0,4,0.8799999999999999
OpenBMI_SSVEP,OpenBMI,3,5,0.875,0.8734921442216589,0.875,-0.004999999999999893,0.04219663143157959,0.004285362549126148,0.014907059182102481,0,5,0.8799999999999999
OpenBMI_SSVEP,OpenBMI,4,0,0.9500000000000001,0.9489567369717521,0.9500000000000001,0.0,0.0,0.0,,0,0,
OpenBMI_SSVEP,OpenBMI,4,1,0.9500000000000001,0.9489567369717521,0.9500000000000001,0.0,0.008944916538894176,0.0008416091441176832,0.029542889601240557,0,1,0.9500000000000001
OpenBMI_SSVEP,OpenBMI,4,2,0.9500000000000001,0.9489567369717521,0.9500000000000001,0.0,0.015645213425159454,0.00150730658788234,0.029891941385964554,0,2,0.9500000000000001
OpenBMI_SSVEP,OpenBMI,4,3,0.9500000000000001,0.9489567369717521,0.9500000000000001,0.0,0.02113913744688034,0.001931565348058939,0.02656873781234026,0,3,0.9500000000000001
OpenBMI_SSVEP,OpenBMI,4,4,0.9500000000000001,0.9489567369717521,0.9500000000000001,0.0,0.027152644470334053,0.002453855238854885,0.030726854999860127,0,4,0.9500000000000001
OpenBMI_SSVEP,OpenBMI,4,5,0.9500000000000001,0.9489567369717521,0.9500000000000001,0.0,0.0333908274769783,0.0030133009422570467,0.038764856134851776,0,5,0.9500000000000001
WBCIC_MI,WBCIC,0,0,0.7036477272727273,0.6977069542880573,0.7036666666666667,0.0,0.0,0.0,,0,0,
WBCIC_MI,WBCIC,0,1,0.7046893939393939,0.6999727358275172,0.7046923076923077,0.0010416666666666075,0.016539253294467926,0.001734388992190361,0.18406427800655364,1,0,0.7046893939393939
WBCIC_MI,WBCIC,0,2,0.703689393939394,0.6989780928332112,0.7036923076923077,4.166666666671759e-05,0.031061386689543724,0.0032499507069587708,0.18258081277211508,1,1,0.7046893939393939
WBCIC_MI,WBCIC,0,3,0.703689393939394,0.6989292921088164,0.7036923076923077,4.166666666671759e-05,0.04339298605918884,0.0044061774387955666,0.18114402095476786,1,2,0.7046893939393939
WBCIC_MI,WBCIC,0,4,0.6986792929292929,0.6941611621091183,0.6986666666666667,-0.004968434343434414,0.0528242252767086,0.004992031026631594,0.18097106218338013,1,3,0.7046893939393939
WBCIC_MI,WBCIC,0,5,0.6996792929292929,0.6957879382973082,0.6996666666666667,-0.003968434343434413,0.06206747889518738,0.0055022710002958775,0.18032576938470204,1,4,0.7046893939393939
WBCIC_MI,WBCIC,0,6,0.697679292929293,0.6939546701732034,0.6976666666666667,-0.0059684343434343035,0.07135535031557083,0.005963826086372137,0.17981557945410412,1,5,0.7046893939393939
WBCIC_MI,WBCIC,1,0,0.8917108585858585,0.8915565023037131,0.8916666666666666,0.0,0.0,0.0,,0,0,
WBCIC_MI,WBCIC,1,1,0.8907108585858585,0.8905388953260441,0.8906666666666666,-0.0010000000000000009,0.01361928228288889,0.000967980595305562,0.3354122769087553,0,1,0.8917108585858585
WBCIC_MI,WBCIC,1,2,0.8897108585858586,0.8895121030445639,0.8896666666666666,-0.0019999999999998908,0.02381294220685959,0.001271978486329317,0.33510093949735165,0,2,0.8917108585858585
WBCIC_MI,WBCIC,1,3,0.8897108585858586,0.8895121030445639,0.8896666666666666,-0.0019999999999998908,0.03346886858344078,0.0015234120655804873,0.3344494588673115,0,3,0.8917108585858585
WBCIC_MI,WBCIC,1,4,0.8917108585858585,0.8915159539960301,0.8916666666666666,0.0,0.04056040570139885,0.0012973217526450753,0.33382618986070156,0,4,0.8917108585858585
WBCIC_MI,WBCIC,1,5,0.8907108585858585,0.8905163790066555,0.8906666666666666,-0.0010000000000000009,0.0484745092689991,0.0012832372449338436,0.3344812225550413,0,5,0.8917108585858585
WBCIC_MI,WBCIC,2,0,0.883,0.8828306354292564,0.883,0.0,0.0,0.0,,0,0,
WBCIC_MI,WBCIC,2,1,0.883,0.8828306354292564,0.883,0.0,0.006524463649839163,5.294372749631293e-05,0.302633173763752,0,1,0.883
WBCIC_MI,WBCIC,2,2,0.883,0.8828306354292564,0.883,0.0,0.013380809687077999,0.00034344312734901905,0.3035413920879364,0,2,0.883
WBCIC_MI,WBCIC,2,3,0.884,0.8838425161394312,0.884,0.0010000000000000009,0.0209390576928854,0.0007484895177185535,0.30276611261069775,3,0,0.884
WBCIC_MI,WBCIC,2,4,0.8850000000000001,0.8848437412900718,0.8850000000000001,0.002000000000000113,0.026473183184862137,0.0006099070888012648,0.3032626584172249,4,0,0.8850000000000001
WBCIC_MI,WBCIC,2,5,0.883,0.8828306354292564,0.883,0.0,0.03213224560022354,0.00036356470081955194,0.30078502744436264,4,1,0.8850000000000001
WBCIC_MI,WBCIC,2,6,0.8840000000000001,0.8838302604198812,0.8840000000000001,0.001000000000000112,0.0366792269051075,0.0006299352389760315,0.3029774334281683,4,2,0.8850000000000001
WBCIC_MI,WBCIC,2,7,0.882,0.8818137093684284,0.882,-0.0010000000000000009,0.04120413586497307,0.0005899663083255291,0.3034991342574358,4,3,0.8850000000000001
WBCIC_MI,WBCIC,2,8,0.884,0.8838268152292438,0.8840000000000001,0.0010000000000000009,0.04666727036237717,0.0007555868942290545,0.3022501412779093,4,4,0.8850000000000001
WBCIC_MI,WBCIC,2,9,0.882,0.8818137093684284,0.882,-0.0010000000000000009,0.04998172074556351,0.0005276896408759058,0.3025049436837435,4,5,0.8850000000000001
WBCIC_MI,WBCIC,3,0,0.744,0.7412185115398764,0.744,0.0,0.0,0.0,,0,0,
WBCIC_MI,WBCIC,3,1,0.7429999999999999,0.7397609109288528,0.743,-0.001000000000000112,0.01111685112118721,9.027262422023341e-05,0.37794060446321964,0,1,0.744
WBCIC_MI,WBCIC,3,2,0.744,0.7409261959029121,0.744,0.0,0.021068641915917397,0.00040117232128977776,0.3777027316391468,0,2,0.744
WBCIC_MI,WBCIC,3,3,0.7389999999999999,0.7353612312703894,0.739,-0.0050000000000001155,0.029827607795596123,0.0004070391587447375,0.3755561262369156,0,3,0.744
WBCIC_MI,WBCIC,3,4,0.7389999999999999,0.7353612312703894,0.739,-0.0050000000000001155,0.03791722655296326,0.0007001881022006273,0.3769309353083372,0,4,0.744
WBCIC_MI,WBCIC,3,5,0.7399999999999999,0.7364626035792115,0.74,-0.004000000000000115,0.046881113201379776,0.0009373697685077786,0.37436909042298794,0,5,0.744
WBCIC_MI,WBCIC,4,0,0.77,0.769171093564855,0.77,0.0,0.0,0.0,,0,0,
WBCIC_MI,WBCIC,4,1,0.774,0.7734043470530448,0.774,0.0040000000000000036,0.019035354256629944,0.0019828479271382093,0.20869101397693157,1,0,0.774
WBCIC_MI,WBCIC,4,2,0.776,0.7753824539211349,0.776,0.006000000000000005,0.034284140914678574,0.0037136648315936327,0.20553496200591326,2,0,0.776
WBCIC_MI,WBCIC,4,3,0.78,0.7791393504033952,0.78,0.010000000000000009,0.04503150284290314,0.004934427794069052,0.20536160934716463,3,0,0.78
WBCIC_MI,WBCIC,4,4,0.7799999999999999,0.77907476976323,0.7799999999999999,0.009999999999999898,0.04916764423251152,0.005341029725968838,0.2054239632561803,3,1,0.78
WBCIC_MI,WBCIC,4,5,0.78,0.7791393504033952,0.78,0.010000000000000009,0.05020413547754288,0.005247783847153187,0.2042992878705263,3,2,0.78
WBCIC_MI,WBCIC,4,6,0.7789999999999999,0.7780795602469572,0.7789999999999999,0.008999999999999897,0.054338254034519196,0.0055184559896588326,0.20394034404307604,3,3,0.78
WBCIC_MI,WBCIC,4,7,0.78,0.7790695049003113,0.78,0.010000000000000009,0.0584448017179966,0.005765191279351711,0.20370675809681416,3,4,0.78
WBCIC_MI,WBCIC,4,8,0.78,0.7790666717895105,0.7799999999999999,0.010000000000000009,0.06082197278738022,0.0056525543332099915,0.20317934453487396,3,5,0.78
