dataset,fold,seed,checkpoint_variant,subject_id,method,trials,BA,macro_F1,accuracy,non_deployable
OpenBMI,1,1,selected_best,14,PROB50,100,0.73,0.7286704853783539,0.73,False
OpenBMI,1,1,selected_best,31,EEGNet,100,0.8500000000000001,0.849624060150376,0.85,False
OpenBMI,1,1,selected_best,31,LiteBN,100,0.8,0.797077922077922,0.8,False
OpenBMI,1,1,selected_best,31,LOGIT50,100,0.8300000000000001,0.8286117552172598,0.83,False
OpenBMI,1,1,selected_best,31,PROB50,100,0.8300000000000001,0.8286117552172598,0.83,False
OpenBMI,1,1,selected_best,28,EEGNet,100,0.72,0.7083333333333334,0.72,False
OpenBMI,1,1,selected_best,28,LiteBN,100,0.94,0.9397832195905259,0.94,False
OpenBMI,1,1,selected_best,28,LOGIT50,100,0.8799999999999999,0.8795664391810518,0.88,False
OpenBMI,1,1,selected_best,28,PROB50,100,0.8799999999999999,0.8795664391810518,0.88,False
OpenBMI,1,1,selected_best,35,EEGNet,100,0.81,0.8028841166096068,0.81,False
OpenBMI,1,1,selected_best,35,LiteBN,100,0.8400000000000001,0.8357963875205254,0.84,False
OpenBMI,1,1,selected_best,35,LOGIT50,100,0.8200000000000001,0.8139727159983464,0.82,False
OpenBMI,1,1,selected_best,35,PROB50,100,0.8200000000000001,0.8139727159983464,0.82,False
OpenBMI,1,1,selected_best,40,EEGNet,100,0.85,0.84998499849985,0.85,False
OpenBMI,1,1,selected_best,40,LiteBN,100,0.8200000000000001,0.8193496587715776,0.82,False
OpenBMI,1,1,selected_best,40,LOGIT50,100,0.9099999999999999,0.9099189270343309,0.91,False
OpenBMI,1,1,selected_best,40,PROB50,100,0.9099999999999999,0.9099189270343309,0.91,False
OpenBMI,1,1,selected_best,43,EEGNet,100,0.8799999999999999,0.8795664391810518,0.88,False
OpenBMI,1,1,selected_best,43,LiteBN,100,0.8899999999999999,0.8897243107769424,0.89,False
OpenBMI,1,1,selected_best,43,LOGIT50,100,0.8899999999999999,0.8894583458948849,0.89,False
OpenBMI,1,1,selected_best,43,PROB50,100,0.8899999999999999,0.8894583458948849,0.89,False
OpenBMI,1,2,selected_best,26,EEGNet,100,0.87,0.8696741854636592,0.87,False
OpenBMI,1,2,selected_best,26,LiteBN,100,0.84,0.8399359743897559,0.84,False
OpenBMI,1,2,selected_best,26,LOGIT50,100,0.87,0.8698828946051447,0.87,False
OpenBMI,1,2,selected_best,26,PROB50,100,0.87,0.8698828946051447,0.87,False
OpenBMI,1,2,selected_best,2,EEGNet,100,0.84,0.8399359743897559,0.84,False
OpenBMI,1,2,selected_best,2,LiteBN,100,0.7,0.6921182266009853,0.7,False
OpenBMI,1,2,selected_best,2,LOGIT50,100,0.81,0.8084484323016433,0.81,False
OpenBMI,1,2,selected_best,2,PROB50,100,0.81,0.8084484323016433,0.81,False
OpenBMI,1,2,selected_best,14,EEGNet,100,0.72,0.7171717171717171,0.72,False
OpenBMI,1,2,selected_best,14,LiteBN,100,0.7,0.696969696969697,0.7,False
OpenBMI,1,2,selected_best,14,LOGIT50,100,0.74,0.7373737373737375,0.74,False
OpenBMI,1,2,selected_best,14,PROB50,100,0.74,0.7373737373737375,0.74,False
OpenBMI,1,2,selected_best,31,EEGNet,100,0.76,0.7575757575757576,0.76,False
OpenBMI,1,2,selected_best,31,LiteBN,100,0.85,0.84998499849985,0.85,False
OpenBMI,1,2,selected_best,31,LOGIT50,100,0.8200000000000001,0.8197115384615384,0.82,False
OpenBMI,1,2,selected_best,31,PROB50,100,0.8200000000000001,0.8197115384615384,0.82,False
OpenBMI,1,2,selected_best,28,EEGNet,100,0.8400000000000001,0.8389694041867954,0.84,False
OpenBMI,1,2,selected_best,28,LiteBN,100,0.9099999999999999,0.9095568284594513,0.91,False
OpenBMI,1,2,selected_best,28,LOGIT50,100,0.88,0.8787878787878788,0.88,False
OpenBMI,1,2,selected_best,28,PROB50,100,0.88,0.8787878787878788,0.88,False
OpenBMI,1,2,selected_best,35,EEGNet,100,0.86,0.8572011423908609,0.86,False
OpenBMI,1,2,selected_best,35,LiteBN,100,0.81,0.8028841166096068,0.81,False
OpenBMI,1,2,selected_best,35,LOGIT50,100,0.81,0.8028841166096068,0.81,False
OpenBMI,1,2,selected_best,35,PROB50,100,0.81,0.8028841166096068,0.81,False
OpenBMI,1,2,selected_best,40,EEGNet,100,0.79,0.7889659330720531,0.79,False
OpenBMI,1,2,selected_best,40,LiteBN,100,0.8300000000000001,0.8286117552172598,0.83,False
OpenBMI,1,2,selected_best,40,LOGIT50,100,0.85,0.8498648783905515,0.85,False
OpenBMI,1,2,selected_best,40,PROB50,100,0.85,0.8498648783905515,0.85,False
OpenBMI,1,2,selected_best,43,EEGNet,100,0.86,0.8599439775910365,0.86,False
OpenBMI,1,2,selected_best,43,LiteBN,100,0.85,0.8481627695110842,0.85,False
OpenBMI,1,2,selected_best,43,LOGIT50,100,0.8899999999999999,0.8897243107769424,0.89,False
OpenBMI,1,2,selected_best,43,PROB50,100,0.8899999999999999,0.8897243107769424,0.89,False
OpenBMI,2,0,selected_best,50,EEGNet,100,0.6699999999999999,0.6697027324592133,0.67,False
OpenBMI,2,0,selected_best,50,LiteBN,100,0.63,0.6236395076797885,0.63,False
OpenBMI,2,0,selected_best,50,LOGIT50,100,0.6599999999999999,0.6594551282051282,0.66,False
OpenBMI,2,0,selected_best,50,PROB50,100,0.6599999999999999,0.6594551282051282,0.66,False
OpenBMI,2,0,selected_best,52,EEGNet,100,0.78,0.779205138498595,0.78,False
OpenBMI,2,0,selected_best,52,LiteBN,100,0.81,0.8090644156366193,0.81,False
OpenBMI,2,0,selected_best,52,LOGIT50,100,0.8400000000000001,0.8397435897435898,0.84,False
OpenBMI,2,0,selected_best,52,PROB50,100,0.8400000000000001,0.8397435897435898,0.84,False
OpenBMI,2,0,selected_best,23,EEGNet,100,0.7,0.6980676328502415,0.7,False
OpenBMI,2,0,selected_best,23,LiteBN,100,0.74,0.7348021215830274,0.74,False
OpenBMI,2,0,selected_best,23,LOGIT50,100,0.77,0.7660461804495982,0.77,False
OpenBMI,2,0,selected_best,23,PROB50,100,0.77,0.7660461804495982,0.77,False
OpenBMI,2,0,selected_best,1,EEGNet,100,0.63,0.6254681647940075,0.63,False
OpenBMI,2,0,selected_best,1,LiteBN,100,0.65,0.6266666666666667,0.65,False
OpenBMI,2,0,selected_best,1,LOGIT50,100,0.65,0.6266666666666667,0.65,False
OpenBMI,2,0,selected_best,1,PROB50,100,0.65,0.6266666666666667,0.65,False
OpenBMI,2,0,selected_best,30,EEGNet,100,0.69,0.6862030569895738,0.69,False
OpenBMI,2,0,selected_best,30,LiteBN,100,0.75,0.7493734335839599,0.75,False
OpenBMI,2,0,selected_best,30,LOGIT50,100,0.78,0.7796474358974359,0.78,False
OpenBMI,2,0,selected_best,30,PROB50,100,0.78,0.7796474358974359,0.78,False
OpenBMI,2,0,selected_best,48,EEGNet,100,0.6699999999999999,0.6624040920716112,0.67,False
OpenBMI,2,0,selected_best,48,LiteBN,100,0.66,0.6565656565656566,0.66,False
OpenBMI,2,0,selected_best,48,LOGIT50,100,0.7,0.7,0.7,False
OpenBMI,2,0,selected_best,48,PROB50,100,0.7,0.7,0.7,False
OpenBMI,2,0,selected_best,11,EEGNet,100,0.71,0.6991389148251893,0.71,False
OpenBMI,2,0,selected_best,11,LiteBN,100,0.73,0.7286704853783539,0.73,False
OpenBMI,2,0,selected_best,11,LOGIT50,100,0.74,0.7348021215830274,0.74,False
OpenBMI,2,0,selected_best,11,PROB50,100,0.74,0.7348021215830274,0.74,False
OpenBMI,2,0,selected_best,8,EEGNet,100,0.65,0.6496847162446202,0.65,False
OpenBMI,2,0,selected_best,8,LiteBN,100,0.8500000000000001,0.8492613807657522,0.85,False
OpenBMI,2,0,selected_best,8,LOGIT50,100,0.8400000000000001,0.8389694041867954,0.84,False
OpenBMI,2,0,selected_best,8,PROB50,100,0.8400000000000001,0.8389694041867954,0.84,False
OpenBMI,2,1,selected_best,50,EEGNet,100,0.63,0.6236395076797885,0.63,False
OpenBMI,2,1,selected_best,50,LiteBN,100,0.63,0.6296667000300271,0.63,False
OpenBMI,2,1,selected_best,50,LOGIT50,100,0.63,0.6296667000300271,0.63,False
OpenBMI,2,1,selected_best,50,PROB50,100,0.63,0.6296667000300271,0.63,False
OpenBMI,2,1,selected_best,52,EEGNet,100,0.79,0.7889659330720531,0.79,False
OpenBMI,2,1,selected_best,52,LiteBN,100,0.8,0.797077922077922,0.8,False
OpenBMI,2,1,selected_best,52,LOGIT50,100,0.84,0.8376623376623377,0.84,False
OpenBMI,2,1,selected_best,52,PROB50,100,0.84,0.8376623376623377,0.84,False
OpenBMI,2,1,selected_best,23,EEGNet,100,0.6799999999999999,0.6767676767676768,0.68,False
OpenBMI,2,1,selected_best,23,LiteBN,100,0.78,0.7777777777777778,0.78,False
OpenBMI,2,1,selected_best,23,LOGIT50,100,0.76,0.7591328783621036,0.76,False
OpenBMI,2,1,selected_best,23,PROB50,100,0.76,0.7591328783621036,0.76,False
OpenBMI,2,1,selected_best,1,EEGNet,100,0.6799999999999999,0.6767676767676768,0.68,False
OpenBMI,2,1,selected_best,1,LiteBN,100,0.75,0.7442455242966752,0.75,False
OpenBMI,2,1,selected_best,1,LOGIT50,100,0.71,0.7033248081841432,0.71,False
OpenBMI,2,1,selected_best,1,PROB50,100,0.71,0.7033248081841432,0.71,False
OpenBMI,2,1,selected_best,30,EEGNet,100,0.79,0.7874278773155178,0.79,False
OpenBMI,2,1,selected_best,30,LiteBN,100,0.59,0.5327635327635327,0.59,False
OpenBMI,2,1,selected_best,30,LOGIT50,100,0.7,0.6816638370118846,0.7,False
OpenBMI,2,1,selected_best,30,PROB50,100,0.7,0.6816638370118846,0.7,False
OpenBMI,2,1,selected_best,48,EEGNet,100,0.73,0.7293233082706767,0.73,False
OpenBMI,2,1,selected_best,48,LiteBN,100,0.6,0.5659722222222222,0.6,False
OpenBMI,2,1,selected_best,48,LOGIT50,100,0.69,0.6783898744683059,0.69,False
OpenBMI,2,1,selected_best,48,PROB50,100,0.69,0.6783898744683059,0.69,False
OpenBMI,2,1,selected_best,11,EEGNet,100,0.71,0.6938021328265231,0.71,False
OpenBMI,2,1,selected_best,11,LiteBN,100,0.6699999999999999,0.6673051718923279,0.67,False
OpenBMI,2,1,selected_best,11,LOGIT50,100,0.71,0.7033248081841432,0.71,False
OpenBMI,2,1,selected_best,11,PROB50,100,0.71,0.7033248081841432,0.71,False
OpenBMI,2,1,selected_best,8,EEGNet,100,0.67,0.66996699669967,0.67,False
OpenBMI,2,1,selected_best,8,LiteBN,100,0.81,0.8076728413807066,0.81,False
OpenBMI,2,1,selected_best,8,LOGIT50,100,0.81,0.8084484323016433,0.81,False
OpenBMI,2,1,selected_best,8,PROB50,100,0.81,0.8084484323016433,0.81,False
OpenBMI,2,2,selected_best,50,EEGNet,100,0.6,0.5941558441558441,0.6,False
OpenBMI,2,2,selected_best,50,LiteBN,100,0.53,0.4106583072100314,0.53,False
OpenBMI,2,2,selected_best,50,LOGIT50,100,0.5800000000000001,0.5320855614973261,0.58,False
OpenBMI,2,2,selected_best,50,PROB50,100,0.5800000000000001,0.5320855614973261,0.58,False
OpenBMI,2,2,selected_best,52,EEGNet,100,0.81,0.8067338012409724,0.81,False
OpenBMI,2,2,selected_best,52,LiteBN,100,0.78,0.7688104245481295,0.78,False
OpenBMI,2,2,selected_best,52,LOGIT50,100,0.78,0.7688104245481295,0.78,False
OpenBMI,2,2,selected_best,52,PROB50,100,0.78,0.7688104245481295,0.78,False
OpenBMI,2,2,selected_best,23,EEGNet,100,0.77,0.769792813532179,0.77,False
OpenBMI,2,2,selected_best,23,LiteBN,100,0.73,0.7175436761167486,0.73,False
OpenBMI,2,2,selected_best,23,LOGIT50,100,0.81,0.8067338012409724,0.81,False
OpenBMI,2,2,selected_best,23,PROB50,100,0.81,0.8067338012409724,0.81,False
OpenBMI,2,2,selected_best,1,EEGNet,100,0.69,0.6884735202492211,0.69,False
OpenBMI,2,2,selected_best,1,LiteBN,100,0.64,0.6043956043956044,0.64,False
OpenBMI,2,2,selected_best,1,LOGIT50,100,0.7,0.6847414880201765,0.7,False
OpenBMI,2,2,selected_best,1,PROB50,100,0.7,0.6847414880201765,0.7,False
OpenBMI,2,2,selected_best,30,EEGNet,100,0.79,0.7898108297467721,0.79,False
OpenBMI,2,2,selected_best,30,LiteBN,100,0.78,0.7708333333333333,0.78,False
OpenBMI,2,2,selected_best,30,LOGIT50,100,0.78,0.7767857142857143,0.78,False
OpenBMI,2,2,selected_best,30,PROB50,100,0.78,0.7767857142857143,0.78,False
OpenBMI,2,2,selected_best,48,EEGNet,100,0.63,0.628178072555522,0.63,False
OpenBMI,2,2,selected_best,48,LiteBN,100,0.62,0.5924495924495925,0.62,False
OpenBMI,2,2,selected_best,48,LOGIT50,100,0.6799999999999999,0.6715927750410509,0.68,False
OpenBMI,2,2,selected_best,48,PROB50,100,0.6799999999999999,0.6715927750410509,0.68,False
OpenBMI,2,2,selected_best,11,EEGNet,100,0.7,0.6921182266009853,0.7,False
OpenBMI,2,2,selected_best,11,LiteBN,100,0.6799999999999999,0.677938808373591,0.68,False
OpenBMI,2,2,selected_best,11,LOGIT50,100,0.71,0.7050147492625369,0.71,False
OpenBMI,2,2,selected_best,11,PROB50,100,0.71,0.7050147492625369,0.71,False
OpenBMI,2,2,selected_best,8,EEGNet,100,0.8200000000000001,0.8199279711884754,0.82,False
OpenBMI,2,2,selected_best,8,LiteBN,100,0.85,0.8498648783905515,0.85,False
OpenBMI,2,2,selected_best,8,LOGIT50,100,0.87,0.8699869986998701,0.87,False
OpenBMI,2,2,selected_best,8,PROB50,100,0.87,0.8699869986998701,0.87,False
OpenBMI,3,0,selected_best,45,EEGNet,100,0.76,0.7596153846153846,0.76,False
OpenBMI,3,0,selected_best,45,LiteBN,100,0.74,0.74,0.74,False
OpenBMI,3,0,selected_best,45,LOGIT50,100,0.79,0.78997899789979,0.79,False
OpenBMI,3,0,selected_best,45,PROB50,100,0.79,0.78997899789979,0.79,False
OpenBMI,3,0,selected_best,34,EEGNet,100,0.6599999999999999,0.6594551282051282,0.66,False
OpenBMI,3,0,selected_best,34,LiteBN,100,0.61,0.5953937130407718,0.61,False
OpenBMI,3,0,selected_best,34,LOGIT50,100,0.73,0.7237851662404092,0.73,False
OpenBMI,3,0,selected_best,34,PROB50,100,0.73,0.7237851662404092,0.73,False
OpenBMI,3,0,selected_best,27,EEGNet,100,0.9199999999999999,0.9197109594540345,0.92,False
OpenBMI,3,0,selected_best,27,LiteBN,100,0.95,0.9499549594635172,0.95,False
OpenBMI,3,0,selected_best,27,LOGIT50,100,0.95,0.9499549594635172,0.95,False
OpenBMI,3,0,selected_best,27,PROB50,100,0.95,0.9499549594635172,0.95,False
OpenBMI,3,0,selected_best,49,EEGNet,100,0.84,0.84,0.84,False
OpenBMI,3,0,selected_best,49,LiteBN,100,0.84,0.8383838383838383,0.84,False
OpenBMI,3,0,selected_best,49,LOGIT50,100,0.8400000000000001,0.839421918908069,0.84,False
OpenBMI,3,0,selected_best,49,PROB50,100,0.8400000000000001,0.839421918908069,0.84,False
OpenBMI,3,0,selected_best,10,EEGNet,100,0.71,0.7097387648883995,0.71,False
OpenBMI,3,0,selected_best,10,LiteBN,100,0.81,0.8095238095238095,0.81,False
OpenBMI,3,0,selected_best,10,LOGIT50,100,0.81,0.8090644156366193,0.81,False
OpenBMI,3,0,selected_best,10,PROB50,100,0.81,0.8090644156366193,0.81,False
OpenBMI,3,0,selected_best,22,EEGNet,100,0.66,0.6550324675324675,0.66,False
OpenBMI,3,0,selected_best,22,LiteBN,100,0.7,0.6980676328502415,0.7,False
OpenBMI,3,0,selected_best,22,LOGIT50,100,0.6799999999999999,0.6767676767676768,0.68,False
OpenBMI,3,0,selected_best,22,PROB50,100,0.6799999999999999,0.6767676767676768,0.68,False
OpenBMI,3,0,selected_best,19,EEGNet,100,0.73,0.7253585596582239,0.73,False
OpenBMI,3,0,selected_best,19,LiteBN,100,0.78,0.7799119647859143,0.78,False
OpenBMI,3,0,selected_best,19,LOGIT50,100,0.76,0.7591328783621036,0.76,False
OpenBMI,3,0,selected_best,19,PROB50,100,0.76,0.7591328783621036,0.76,False
OpenBMI,3,0,selected_best,16,EEGNet,100,0.8,0.7996794871794872,0.8,False
OpenBMI,3,0,selected_best,16,LiteBN,100,0.87,0.8699869986998701,0.87,False
OpenBMI,3,0,selected_best,16,LOGIT50,100,0.86,0.86,0.86,False
OpenBMI,3,0,selected_best,16,PROB50,100,0.86,0.86,0.86,False
OpenBMI,3,1,selected_best,45,EEGNet,100,0.74,0.7373737373737375,0.74,False
OpenBMI,3,1,selected_best,45,LiteBN,100,0.76,0.7596153846153846,0.76,False
OpenBMI,3,1,selected_best,45,LOGIT50,100,0.78,0.7799119647859143,0.78,False
OpenBMI,3,1,selected_best,45,PROB50,100,0.78,0.7799119647859143,0.78,False
OpenBMI,3,1,selected_best,34,EEGNet,100,0.5900000000000001,0.5866518802298619,0.59,False
OpenBMI,3,1,selected_best,34,LiteBN,100,0.64,0.6138996138996139,0.64,False
OpenBMI,3,1,selected_best,34,LOGIT50,100,0.63,0.6129302228266555,0.63,False
OpenBMI,3,1,selected_best,34,PROB50,100,0.63,0.6129302228266555,0.63,False
OpenBMI,3,1,selected_best,27,EEGNet,100,0.88,0.8787878787878788,0.88,False
OpenBMI,3,1,selected_best,27,LiteBN,100,0.8899999999999999,0.8894583458948849,0.89,False
OpenBMI,3,1,selected_best,27,LOGIT50,100,0.96,0.959983993597439,0.96,False
OpenBMI,3,1,selected_best,27,PROB50,100,0.96,0.959983993597439,0.96,False
OpenBMI,3,1,selected_best,49,EEGNet,100,0.8400000000000001,0.839421918908069,0.84,False
OpenBMI,3,1,selected_best,49,LiteBN,100,0.81,0.8095238095238095,0.81,False
OpenBMI,3,1,selected_best,49,LOGIT50,100,0.85,0.84998499849985,0.85,False
OpenBMI,3,1,selected_best,49,PROB50,100,0.85,0.84998499849985,0.85,False
OpenBMI,3,1,selected_best,10,EEGNet,100,0.6799999999999999,0.6736026111791106,0.68,False
OpenBMI,3,1,selected_best,10,LiteBN,100,0.79,0.7882851093860268,0.79,False
OpenBMI,3,1,selected_best,10,LOGIT50,100,0.8,0.7960016319869441,0.8,False
OpenBMI,3,1,selected_best,10,PROB50,100,0.8,0.7960016319869441,0.8,False
OpenBMI,3,1,selected_best,22,EEGNet,100,0.6100000000000001,0.6080795899909557,0.61,False
OpenBMI,3,1,selected_best,22,LiteBN,100,0.65,0.6496847162446202,0.65,False
OpenBMI,3,1,selected_best,22,LOGIT50,100,0.66,0.6598639455782312,0.66,False
OpenBMI,3,1,selected_best,22,PROB50,100,0.66,0.6598639455782312,0.66,False
OpenBMI,3,1,selected_best,19,EEGNet,100,0.67,0.6547756041426928,0.67,False
OpenBMI,3,1,selected_best,19,LiteBN,100,0.75,0.74997499749975,0.75,False
OpenBMI,3,1,selected_best,19,LOGIT50,100,0.79,0.7889659330720531,0.79,False
OpenBMI,3,1,selected_best,19,PROB50,100,0.79,0.7889659330720531,0.79,False
OpenBMI,3,1,selected_best,16,EEGNet,100,0.81,0.8098288459613652,0.81,False
OpenBMI,3,1,selected_best,16,LiteBN,100,0.8899999999999999,0.8897243107769424,0.89,False
OpenBMI,3,1,selected_best,16,LOGIT50,100,0.88,0.8798076923076923,0.88,False
OpenBMI,3,1,selected_best,16,PROB50,100,0.88,0.8798076923076923,0.88,False
OpenBMI,3,2,selected_best,45,EEGNet,100,0.73,0.7293233082706767,0.73,False
OpenBMI,3,2,selected_best,45,LiteBN,100,0.79,0.7889659330720531,0.79,False
OpenBMI,3,2,selected_best,45,LOGIT50,100,0.81,0.8095238095238095,0.81,False
OpenBMI,3,2,selected_best,45,PROB50,100,0.81,0.8095238095238095,0.81,False
OpenBMI,3,2,selected_best,34,EEGNet,100,0.64,0.6394230769230769,0.64,False
OpenBMI,3,2,selected_best,34,LiteBN,100,0.69,0.6874684948079444,0.69,False
OpenBMI,3,2,selected_best,34,LOGIT50,100,0.6799999999999999,0.6788438378161381,0.68,False
OpenBMI,3,2,selected_best,34,PROB50,100,0.6799999999999999,0.6788438378161381,0.68,False
OpenBMI,3,2,selected_best,27,EEGNet,100,0.88,0.8787878787878788,0.88,False
OpenBMI,3,2,selected_best,27,LiteBN,100,0.94,0.94,0.94,False
OpenBMI,3,2,selected_best,27,LOGIT50,100,0.9299999999999999,0.9298245614035088,0.93,False
OpenBMI,3,2,selected_best,27,PROB50,100,0.9299999999999999,0.9298245614035088,0.93,False
OpenBMI,3,2,selected_best,49,EEGNet,100,0.8,0.7987117552334944,0.8,False
OpenBMI,3,2,selected_best,49,LiteBN,100,0.84,0.8376623376623377,0.84,False
OpenBMI,3,2,selected_best,49,LOGIT50,100,0.86,0.8585858585858586,0.86,False
OpenBMI,3,2,selected_best,49,PROB50,100,0.86,0.8585858585858586,0.86,False
OpenBMI,3,2,selected_best,10,EEGNet,100,0.77,0.769792813532179,0.77,False
OpenBMI,3,2,selected_best,10,LiteBN,100,0.6699999999999999,0.6601791782514674,0.67,False
OpenBMI,3,2,selected_best,10,LOGIT50,100,0.68,0.6753246753246753,0.68,False
OpenBMI,3,2,selected_best,10,PROB50,100,0.68,0.6753246753246753,0.68,False
OpenBMI,3,2,selected_best,22,EEGNet,100,0.6599999999999999,0.6510673234811166,0.66,False
OpenBMI,3,2,selected_best,22,LiteBN,100,0.7,0.6998799519807923,0.7,False
OpenBMI,3,2,selected_best,22,LOGIT50,100,0.72,0.7198879551820728,0.72,False
OpenBMI,3,2,selected_best,22,PROB50,100,0.72,0.7198879551820728,0.72,False
OpenBMI,3,2,selected_best,19,EEGNet,100,0.73,0.7253585596582239,0.73,False
OpenBMI,3,2,selected_best,19,LiteBN,100,0.7,0.6847414880201765,0.7,False
OpenBMI,3,2,selected_best,19,LOGIT50,100,0.71,0.6991389148251893,0.71,False
OpenBMI,3,2,selected_best,19,PROB50,100,0.71,0.6991389148251893,0.71,False
OpenBMI,3,2,selected_best,16,EEGNet,100,0.78,0.7799119647859143,0.78,False
OpenBMI,3,2,selected_best,16,LiteBN,100,0.86,0.859775641025641,0.86,False
OpenBMI,3,2,selected_best,16,LOGIT50,100,0.83,0.8299829982998299,0.83,False
OpenBMI,3,2,selected_best,16,PROB50,100,0.83,0.8299829982998299,0.83,False
OpenBMI,4,0,selected_best,9,EEGNet,100,0.61,0.6068152031454783,0.61,False
OpenBMI,4,0,selected_best,9,LiteBN,100,0.6,0.586606035551881,0.6,False
OpenBMI,4,0,selected_best,9,LOGIT50,100,0.62,0.6124031007751938,0.62,False
OpenBMI,4,0,selected_best,9,PROB50,100,0.62,0.6124031007751938,0.62,False
OpenBMI,4,0,selected_best,53,EEGNet,100,0.77,0.767182913250329,0.77,False
OpenBMI,4,0,selected_best,53,LiteBN,100,0.8200000000000001,0.818840579710145,0.82,False
OpenBMI,4,0,selected_best,53,LOGIT50,100,0.8200000000000001,0.8193496587715776,0.82,False
OpenBMI,4,0,selected_best,53,PROB50,100,0.8200000000000001,0.8193496587715776,0.82,False
OpenBMI,4,0,selected_best,7,EEGNet,100,0.72,0.72,0.72,False
OpenBMI,4,0,selected_best,7,LiteBN,100,0.73,0.7237851662404092,0.73,False
OpenBMI,4,0,selected_best,7,LOGIT50,100,0.74,0.7383252818035426,0.74,False
OpenBMI,4,0,selected_best,7,PROB50,100,0.74,0.7383252818035426,0.74,False
OpenBMI,4,0,selected_best,20,EEGNet,100,0.88,0.88,0.88,False
OpenBMI,4,0,selected_best,20,LiteBN,100,0.9099999999999999,0.9095568284594513,0.91,False
OpenBMI,4,0,selected_best,20,LOGIT50,100,0.9099999999999999,0.9095568284594513,0.91,False
OpenBMI,4,0,selected_best,20,PROB50,100,0.9099999999999999,0.9095568284594513,0.91,False
OpenBMI,4,0,selected_best,41,EEGNet,100,0.6799999999999999,0.6767676767676768,0.68,False
OpenBMI,4,0,selected_best,41,LiteBN,100,0.77,0.7647058823529411,0.77,False
OpenBMI,4,0,selected_best,41,LOGIT50,100,0.75,0.7487689679429204,0.75,False
OpenBMI,4,0,selected_best,41,PROB50,100,0.75,0.7487689679429204,0.75,False
OpenBMI,4,0,selected_best,46,EEGNet,100,0.66,0.6458333333333333,0.66,False
OpenBMI,4,0,selected_best,46,LiteBN,100,0.69,0.6615351020853806,0.69,False
OpenBMI,4,0,selected_best,46,LOGIT50,100,0.6799999999999999,0.6567996567996568,0.68,False
OpenBMI,4,0,selected_best,46,PROB50,100,0.6799999999999999,0.6567996567996568,0.68,False
OpenBMI,4,0,selected_best,21,EEGNet,100,0.84,0.84,0.84,False
OpenBMI,4,0,selected_best,21,LiteBN,100,0.9099999999999999,0.9097744360902256,0.91,False
OpenBMI,4,0,selected_best,21,LOGIT50,100,0.91,0.90999099909991,0.91,False
OpenBMI,4,0,selected_best,21,PROB50,100,0.91,0.90999099909991,0.91,False
OpenBMI,4,0,selected_best,44,EEGNet,100,0.67,0.66996699669967,0.67,False
OpenBMI,4,0,selected_best,44,LiteBN,100,0.84,0.8368013055895553,0.84,False
OpenBMI,4,0,selected_best,44,LOGIT50,100,0.82,0.8173701298701299,0.82,False
OpenBMI,4,0,selected_best,44,PROB50,100,0.82,0.8173701298701299,0.82,False
OpenBMI,4,1,selected_best,9,EEGNet,100,0.5700000000000001,0.557203171661003,0.57,False
OpenBMI,4,1,selected_best,9,LiteBN,100,0.6000000000000001,0.5985547972701726,0.6,False
OpenBMI,4,1,selected_best,9,LOGIT50,100,0.6599999999999999,0.6578099838969405,0.66,False
OpenBMI,4,1,selected_best,9,PROB50,100,0.6599999999999999,0.6578099838969405,0.66,False
OpenBMI,4,1,selected_best,53,EEGNet,100,0.69,0.6807743795695603,0.69,False
OpenBMI,4,1,selected_best,53,LiteBN,100,0.78,0.7756017951856384,0.78,False
OpenBMI,4,1,selected_best,53,LOGIT50,100,0.76,0.7552019583843329,0.76,False
OpenBMI,4,1,selected_best,53,PROB50,100,0.76,0.7552019583843329,0.76,False
OpenBMI,4,1,selected_best,7,EEGNet,100,0.7,0.6980676328502415,0.7,False
OpenBMI,4,1,selected_best,7,LiteBN,100,0.72,0.7028862478777589,0.72,False
OpenBMI,4,1,selected_best,7,LOGIT50,100,0.72,0.7159090909090908,0.72,False
OpenBMI,4,1,selected_best,7,PROB50,100,0.72,0.7159090909090908,0.72,False
OpenBMI,4,1,selected_best,20,EEGNet,100,0.86,0.8590982286634461,0.86,False
OpenBMI,4,1,selected_best,20,LiteBN,100,0.8899999999999999,0.8897243107769424,0.89,False
OpenBMI,4,1,selected_best,20,LOGIT50,100,0.8999999999999999,0.8993558776167472,0.9,False
OpenBMI,4,1,selected_best,20,PROB50,100,0.8999999999999999,0.8993558776167472,0.9,False
OpenBMI,4,1,selected_best,41,EEGNet,100,0.71,0.7099709970997099,0.71,False
OpenBMI,4,1,selected_best,41,LiteBN,100,0.73,0.72997299729973,0.73,False
OpenBMI,4,1,selected_best,41,LOGIT50,100,0.69,0.6899689968996899,0.69,False
OpenBMI,4,1,selected_best,41,PROB50,100,0.69,0.6899689968996899,0.69,False
OpenBMI,4,1,selected_best,46,EEGNet,100,0.7,0.6956168831168831,0.7,False
OpenBMI,4,1,selected_best,46,LiteBN,100,0.6599999999999999,0.6263736263736264,0.66,False
OpenBMI,4,1,selected_best,46,LOGIT50,100,0.6799999999999999,0.6567996567996568,0.68,False
OpenBMI,4,1,selected_best,46,PROB50,100,0.6799999999999999,0.6567996567996568,0.68,False
OpenBMI,4,1,selected_best,21,EEGNet,100,0.8200000000000001,0.8199279711884754,0.82,False
OpenBMI,4,1,selected_best,21,LiteBN,100,0.91,0.90999099909991,0.91,False
