dataset,fold,seed,checkpoint_variant,subject_id,method,trials,BA,macro_F1,accuracy,non_deployable
OpenBMI,0,1,selected_best,47,LOGIT50,100,0.98,0.9799919967987194,0.98,False
OpenBMI,0,1,selected_best,47,PROB50,100,0.98,0.9799919967987194,0.98,False
OpenBMI,0,2,selected_best,15,EEGNet,100,0.81,0.8076728413807066,0.81,False
OpenBMI,0,2,selected_best,15,LiteBN,100,0.87,0.8696741854636592,0.87,False
OpenBMI,0,2,selected_best,15,LOGIT50,100,0.87,0.8698828946051447,0.87,False
OpenBMI,0,2,selected_best,15,PROB50,100,0.87,0.8698828946051447,0.87,False
OpenBMI,0,2,selected_best,38,EEGNet,100,0.66,0.6353496353496353,0.66,False
OpenBMI,0,2,selected_best,38,LiteBN,100,0.74,0.7348021215830274,0.74,False
OpenBMI,0,2,selected_best,38,LOGIT50,100,0.73,0.7198879551820728,0.73,False
OpenBMI,0,2,selected_best,38,PROB50,100,0.73,0.7198879551820728,0.73,False
OpenBMI,0,2,selected_best,6,EEGNet,100,0.95,0.9499549594635172,0.95,False
OpenBMI,0,2,selected_best,6,LiteBN,100,0.9199999999999999,0.9199679871948779,0.92,False
OpenBMI,0,2,selected_best,6,LOGIT50,100,0.96,0.96,0.96,False
OpenBMI,0,2,selected_best,6,PROB50,100,0.96,0.96,0.96,False
OpenBMI,0,2,selected_best,33,EEGNet,100,0.8,0.797077922077922,0.8,False
OpenBMI,0,2,selected_best,33,LiteBN,100,0.9,0.8999599839935974,0.9,False
OpenBMI,0,2,selected_best,33,LOGIT50,100,0.87,0.8693598633303186,0.87,False
OpenBMI,0,2,selected_best,33,PROB50,100,0.87,0.8693598633303186,0.87,False
OpenBMI,0,2,selected_best,32,EEGNet,100,0.6599999999999999,0.6578099838969405,0.66,False
OpenBMI,0,2,selected_best,32,LiteBN,100,0.78,0.779205138498595,0.78,False
OpenBMI,0,2,selected_best,32,LOGIT50,100,0.74,0.7383252818035426,0.74,False
OpenBMI,0,2,selected_best,32,PROB50,100,0.74,0.7383252818035426,0.74,False
OpenBMI,0,2,selected_best,3,EEGNet,100,0.9,0.8999599839935974,0.9,False
OpenBMI,0,2,selected_best,3,LiteBN,100,0.88,0.88,0.88,False
OpenBMI,0,2,selected_best,3,LOGIT50,100,0.9099999999999999,0.9099189270343309,0.91,False
OpenBMI,0,2,selected_best,3,PROB50,100,0.9099999999999999,0.9099189270343309,0.91,False
OpenBMI,0,2,selected_best,5,EEGNet,100,0.68,0.6637242538881883,0.68,False
OpenBMI,0,2,selected_best,5,LiteBN,100,0.79,0.7894736842105263,0.79,False
OpenBMI,0,2,selected_best,5,LOGIT50,100,0.8,0.797979797979798,0.8,False
OpenBMI,0,2,selected_best,5,PROB50,100,0.8,0.797979797979798,0.8,False
OpenBMI,0,2,selected_best,47,EEGNet,100,0.8400000000000001,0.8357963875205254,0.84,False
OpenBMI,0,2,selected_best,47,LiteBN,100,0.9,0.8999599839935974,0.9,False
OpenBMI,0,2,selected_best,47,LOGIT50,100,0.87,0.8684077335762729,0.87,False
OpenBMI,0,2,selected_best,47,PROB50,100,0.87,0.8684077335762729,0.87,False
OpenBMI,1,0,selected_best,26,EEGNet,100,0.86,0.859775641025641,0.86,False
OpenBMI,1,0,selected_best,26,LiteBN,100,0.85,0.84998499849985,0.85,False
OpenBMI,1,0,selected_best,26,LOGIT50,100,0.87,0.8698828946051447,0.87,False
OpenBMI,1,0,selected_best,26,PROB50,100,0.87,0.8698828946051447,0.87,False
OpenBMI,1,0,selected_best,2,EEGNet,100,0.81,0.8090644156366193,0.81,False
OpenBMI,1,0,selected_best,2,LiteBN,100,0.78,0.7796474358974359,0.78,False
OpenBMI,1,0,selected_best,2,LOGIT50,100,0.79,0.78997899789979,0.79,False
OpenBMI,1,0,selected_best,2,PROB50,100,0.79,0.78997899789979,0.79,False
OpenBMI,1,0,selected_best,14,EEGNet,100,0.72,0.7126436781609196,0.72,False
OpenBMI,1,0,selected_best,14,LiteBN,100,0.75,0.7457023700539112,0.75,False
OpenBMI,1,0,selected_best,14,LOGIT50,100,0.73,0.7297567811029927,0.73,False
OpenBMI,1,0,selected_best,14,PROB50,100,0.73,0.7297567811029927,0.73,False
OpenBMI,1,0,selected_best,31,EEGNet,100,0.8,0.7960016319869441,0.8,False
