draw,alpha,fused_BA,base_BA,delta_BA,dims
0,0.0,0.7094444444444444,0.7094444444444444,0.0,"[5, 11, 13, 15, 17, 18, 19]"
1,0.0,0.7094444444444444,0.7094444444444444,0.0,"[5, 9, 13, 15, 16, 18, 19]"
2,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 5, 6, 8, 12, 15, 16]"
3,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 6, 9, 11, 18, 19]"
4,0.0,0.7094444444444444,0.7094444444444444,0.0,"[2, 4, 9, 11, 14, 15, 16]"
5,0.1,0.7,0.7094444444444444,-0.009444444444444478,"[2, 8, 9, 11, 15, 16, 18]"
6,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 8, 10, 13, 15, 16, 19]"
7,0.0,0.7094444444444444,0.7094444444444444,0.0,"[2, 9, 11, 13, 14, 16, 17]"
8,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 4, 6, 10, 11, 13, 14]"
9,0.1,0.7066666666666667,0.7094444444444444,-0.002777777777777768,"[3, 5, 9, 11, 12, 15, 19]"
10,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 5, 11, 12, 14, 16]"
11,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 4, 6, 7, 8, 16]"
12,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 1, 4, 6, 10, 16, 19]"
13,0.0,0.7094444444444444,0.7094444444444444,0.0,"[10, 11, 12, 13, 16, 17, 18]"
14,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 1, 6, 8, 9, 11, 13]"
15,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 5, 6, 8, 11, 14, 16]"
16,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 6, 8, 12, 14, 17, 18]"
17,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 4, 6, 10, 11, 13]"
18,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 3, 11, 12, 13, 17]"
19,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 3, 7, 13, 15, 16, 18]"
20,0.0,0.7094444444444444,0.7094444444444444,0.0,"[4, 6, 7, 8, 12, 18, 19]"
21,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 4, 5, 10, 11, 15, 18]"
22,0.0,0.7094444444444444,0.7094444444444444,0.0,"[6, 7, 8, 10, 11, 12, 16]"
23,0.1,0.7066666666666667,0.7094444444444444,-0.002777777777777768,"[2, 4, 7, 11, 12, 15, 17]"
24,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 4, 5, 8, 13, 16]"
25,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 9, 11, 12, 14, 17, 19]"
26,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 2, 4, 6, 10, 12, 18]"
27,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 2, 10, 11, 13, 14, 19]"
28,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 1, 4, 9, 11, 14, 16]"
29,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 5, 8, 9, 14, 16, 19]"
30,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 6, 11, 13, 14, 18, 19]"
31,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 4, 5, 7, 11, 17, 19]"
32,0.0,0.7094444444444444,0.7094444444444444,0.0,"[4, 6, 7, 10, 12, 14, 16]"
33,0.1,0.7116666666666667,0.7094444444444444,0.0022222222222222365,"[0, 4, 5, 6, 9, 15, 19]"
34,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 3, 4, 5, 13, 18, 19]"
35,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 5, 8, 10, 13, 14, 18]"
36,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 3, 5, 6, 8, 14, 15]"
37,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 3, 5, 10, 11, 13, 16]"
38,0.0,0.7094444444444444,0.7094444444444444,0.0,"[4, 9, 10, 11, 12, 14, 18]"
39,0.0,0.7094444444444444,0.7094444444444444,0.0,"[4, 5, 6, 8, 9, 12, 17]"
40,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 7, 8, 9, 11, 13, 19]"
41,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 9, 10, 12, 14, 17, 18]"
42,0.0,0.7094444444444444,0.7094444444444444,0.0,"[6, 7, 12, 13, 17, 18, 19]"
43,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 4, 9, 10, 13, 14, 17]"
44,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 6, 7, 8, 13, 17, 19]"
45,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 2, 7, 8, 14, 16, 18]"
46,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 5, 6, 7, 8, 12, 16]"
47,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 10, 11, 12, 13, 16, 19]"
48,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 6, 9, 11, 14, 16, 18]"
49,0.0,0.7094444444444444,0.7094444444444444,0.0,"[1, 3, 7, 8, 9, 10, 19]"
50,0.0,0.7094444444444444,0.7094444444444444,0.0,"[2, 6, 8, 10, 12, 14, 17]"
51,0.0,0.7094444444444444,0.7094444444444444,0.0,"[4, 6, 8, 11, 14, 15, 16]"
52,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 4, 5, 6, 10, 11, 18]"
53,0.0,0.7094444444444444,0.7094444444444444,0.0,"[2, 3, 5, 8, 9, 11, 14]"
54,0.0,0.7094444444444444,0.7094444444444444,0.0,"[3, 4, 8, 9, 13, 16, 19]"
55,0.0,0.7094444444444444,0.7094444444444444,0.0,"[0, 2, 6, 9, 11, 12, 18]"
