dataset,fold,seed,anchor_position,target_subject,alpha,euclidean_norm_structured,euclidean_norm_random,euclidean_norm_mismatch,whitened_norm_structured,whitened_norm_random,whitened_norm_mismatch,structured_valid,random_valid,structured_matched_count,random_matched_count,matched_pair,alpha_mismatch,method,q,lambda_T
OpenBMI,0,0,2335,48,0.0,1.5501511096954346,,,2.043817723155826,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2335,35,0.5,1.9216667413711548,,,1.4435421314198642,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,35,0.5,1.8232580423355103,,,1.5404559651426017,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,11,1.0,1.2875754833221436,,,1.795745663109592,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,3,0.75,1.9576929807662964,1.9576929807662964,0.0,1.6710408238799,1.6710408238799,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,1,1.0,1.9847451448440552,1.9847451448440552,0.0,2.1862404071026025,2.1862404071026025,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,7,0.5,0.377718448638916,,,0.6329233681120016,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,23,1.0,1.5644378662109375,1.5644378662109375,0.0,2.382979204694497,2.382979204694497,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,43,0.5,0.5573144555091858,0.5573144555091858,0.0,1.0216963913033654,1.0216963913033654,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2336,31,1.0,1.2256274223327637,1.2256274223327637,0.0,1.8845916793760191,1.8845916793760191,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,43,0.75,1.058825135231018,,,1.5625314807427708,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,22,0.5,0.7660186886787415,,,1.028142939170834,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,5,1.0,2.3658857345581055,,,2.044307143270362,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,30,0.75,2.105273723602295,2.105273723602295,0.0,2.144995427061281,2.144995427061281,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,11,0.75,1.3464183807373047,1.3464183807373047,0.0,1.6981752224746458,1.6981752224746458,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,8,0.75,1.6767791509628296,1.6767791509628296,0.0,1.9907554151693947,1.9907554151693947,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,6,1.0,1.7620912790298462,,,2.0892253259170377,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2337,31,0.0,1.3084020614624023,,,1.7613623302767447,,,False,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,11,1.0,1.438106894493103,1.438106894493103,0.0,2.1081379196256202,2.1081379196256202,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,22,1.0,1.3487950563430786,1.3487950563430786,0.0,1.9585866619830872,1.9585866619830872,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,21,0.0,2.6377885341644287,,,3.0273919356818557,,,False,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,30,1.0,2.5627026557922363,2.5627026557922363,0.0,2.4584357923235425,2.4584357923235425,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,5,1.0,1.7849177122116089,1.7849177122116089,0.0,2.5307750498875032,2.5307750498875032,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,40,1.0,2.084451198577881,2.084451198577881,0.0,2.825358377577784,2.825358377577784,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,34,0.75,1.887093424797058,,,2.067843788568123,,,True,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2338,10,0.5,0.8854405283927917,0.8854405283927917,0.0,1.2914586114430513,1.2914586114430513,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,27,0.0,2.1898205280303955,,,2.637872291349033,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,22,0.0,1.846103549003601,,,2.9515217551965796,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,9,0.0,1.7480050325393677,,,2.345984001031746,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,35,0.0,3.906806468963623,,,2.8248930186687597,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,21,0.0,2.626296281814575,,,2.3992142621994366,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,48,0.0,1.7158174514770508,,,2.5676479766087597,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,30,0.0,3.179764986038208,,,3.2861152019734563,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2339,14,0.0,1.9714127779006958,,,2.437667083288121,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,6,0.0,1.9779505729675293,,,2.220702688888151,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,35,0.0,3.985535144805908,,,2.991508554450283,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,31,0.0,1.7581984996795654,,,2.4783143018922025,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,14,0.0,2.124021530151367,,,2.3851620789727077,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,3,0.0,2.708115339279175,,,3.1285876084763675,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,11,0.0,2.046243190765381,,,2.4763255885974105,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,22,0.0,1.8006653785705566,,,2.412714851731796,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2340,23,0.0,2.202291488647461,,,2.8196699909157257,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,7,1.0,1.5915429592132568,,,2.12317638763005,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,44,1.0,1.2570059299468994,,,2.1402477203032624,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,43,0.5,0.7819514274597168,,,1.1306236950384931,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,48,1.0,1.6940841674804688,1.6940841674804688,0.0,1.9310684703532686,1.9310684703532686,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,31,1.0,1.4749823808670044,1.4749823808670044,0.0,1.8874763250569382,1.8874763250569382,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,8,1.0,1.7381391525268555,1.7381391525268555,0.0,2.2747683909600864,2.2747683909600864,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,1,0.75,1.7798981666564941,1.7798981666564941,0.0,1.9883274835608848,1.9883274835608848,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2341,6,1.0,1.9239952564239502,1.9239952564239502,0.0,2.1129111686439717,2.1129111686439717,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,1,0.75,1.5577359199523926,1.5577359199523926,0.0,1.6469097160892134,1.6469097160892134,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,8,1.0,1.8246278762817383,,,2.324905886429133,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,31,0.0,1.405983805656433,,,1.892525354309213,,,False,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,23,1.0,1.930038332939148,1.930038332939148,0.0,2.2216276120649057,2.2216276120649057,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,30,0.75,2.200428009033203,,,2.2194295651556897,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,27,1.0,1.9481667280197144,1.9481667280197144,0.0,2.508242457946436,2.508242457946436,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,21,0.75,2.0630440711975098,,,1.7858380253645478,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2342,9,0.75,1.196846604347229,,,1.4347038626319213,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,34,0.0,2.316283941268921,,,2.8271261438366726,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,6,0.0,1.9611786603927612,,,2.5302856917198695,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,10,0.0,1.752483606338501,,,2.3760821749762484,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,1,0.0,2.0657107830047607,,,2.6533863919605776,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,31,0.0,1.324066400527954,,,2.23863541073443,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,44,0.0,1.305189847946167,,,2.181919525292381,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,43,0.0,1.3164561986923218,,,2.2029444086769248,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2343,48,0.0,1.5240145921707153,,,2.3317244203908674,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,1,0.0,2.2866318225860596,,,2.8909486113328486,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,5,0.0,2.430175304412842,,,2.082298886212339,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,11,0.0,1.9023314714431763,,,2.196332707633925,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,10,0.0,2.0860941410064697,,,2.3757867756165867,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,6,0.0,1.9512096643447876,,,2.3632967668984297,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,21,0.0,2.5909438133239746,,,2.3572544637062665,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,28,0.0,2.169107437133789,,,2.7049295107791917,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2344,48,0.0,1.5829533338546753,,,1.862502590640984,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,9,0.75,1.0958458185195923,,,1.8154982928430266,,,True,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,27,1.0,1.5648003816604614,1.5648003816604614,0.0,2.4457221827295776,2.4457221827295776,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,21,0.5,1.7082010507583618,1.7082010507583618,0.0,1.5927025921602196,1.5927025921602196,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,14,1.0,1.7762545347213745,1.7762545347213745,0.0,2.328508505438893,2.328508505438893,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,22,1.0,1.245933175086975,1.245933175086975,0.0,2.0660339549565574,2.0660339549565574,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,44,1.0,1.54788339138031,1.54788339138031,0.0,2.7079373708610794,2.7079373708610794,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,7,0.25,0.285079687833786,0.285079687833786,0.0,0.428400071963572,0.428400071963572,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2345,11,1.0,1.4134043455123901,,,1.9035236372610114,,,True,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,43,1.0,1.6353211402893066,,,2.3995818188992337,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,44,1.0,1.3532756567001343,1.3532756567001343,0.0,2.1083378255330354,2.1083378255330354,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,31,1.0,1.6859819889068604,,,2.3867054741994442,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,1,0.25,0.5678746104240417,0.5678746104240417,0.0,0.5894910176165985,0.5894910176165985,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,11,0.0,2.0192642211914062,,,2.736563204676384,,,False,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,48,1.0,1.811018943786621,1.811018943786621,0.0,2.2640526898454527,2.2640526898454527,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,3,0.5,1.2516850233078003,1.2516850233078003,0.0,1.3348563361290668,1.3348563361290668,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2346,34,0.25,0.6229694485664368,,,0.6940198495408523,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,7,1.0,0.8401418924331665,0.8401418924331665,0.0,1.7940101706971423,1.7940101706971423,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,31,1.0,1.181148648262024,,,1.8343424212807995,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,9,0.75,1.1006615161895752,,,1.7022549430464133,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,34,0.5,1.070081353187561,,,1.2930286590638997,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,48,1.0,1.2881488800048828,1.2881488800048828,0.0,1.8037530298920468,1.8037530298920468,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,5,0.0,1.8329519033432007,,,1.8954062453341478,,,False,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,21,0.5,1.4388389587402344,,,1.4529242327495693,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2347,23,0.75,1.064809799194336,1.064809799194336,0.0,1.4658234665056715,1.4658234665056715,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,14,0.5,0.7958449721336365,,,1.0797977353091457,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,10,0.5,0.9303959012031555,,,1.5064683131721328,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,7,1.0,1.0093261003494263,1.0093261003494263,0.0,1.919793477140084,1.919793477140084,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,27,1.0,1.6754155158996582,1.6754155158996582,0.0,2.4390169857057615,2.4390169857057615,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,8,0.25,0.42411357164382935,,,0.6350145024374645,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,43,1.0,1.1913102865219116,1.1913102865219116,0.0,2.0860041755419743,2.0860041755419743,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,1,0.5,1.1050126552581787,,,1.3316328779094202,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2348,6,0.5,0.7922992706298828,0.7922992706298828,0.0,0.9875683017522542,0.9875683017522542,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,31,0.75,1.19743013381958,1.19743013381958,0.0,1.558158460887933,1.558158460887933,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,27,0.75,1.549195408821106,1.549195408821106,0.0,2.1694536232576827,2.1694536232576827,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,40,0.5,1.1912598609924316,,,1.4260269278181463,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,5,0.25,0.6109318137168884,,,0.6223091602970369,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,14,0.5,1.1635465621948242,1.1635465621948242,0.0,1.4139352394564662,1.4139352394564662,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,1,0.25,0.5847548246383667,,,0.732167957937516,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,10,0.25,0.5860041975975037,,,0.7252792718492935,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2349,7,0.5,0.8723788261413574,0.8723788261413574,0.0,1.238495198276196,1.238495198276196,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,3,0.0,3.211097002029419,,,2.8227590977975536,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,1,0.0,2.2777602672576904,,,2.987437625495797,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,5,0.0,1.9440999031066895,,,2.280009905934384,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,48,0.0,1.1939278841018677,,,1.9868251344305083,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,23,0.0,1.6048864126205444,,,2.509634421868463,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,8,0.0,1.6323866844177246,,,2.5129176347471236,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,11,0.0,1.5127604007720947,,,2.4544645985413247,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2350,21,0.0,3.5169005393981934,,,3.2098192451270533,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,6,0.0,1.5838853120803833,,,2.2031541778023205,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,21,0.0,3.107008695602417,,,3.2565583814038326,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,35,0.0,3.564175844192505,,,2.766805937071393,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,34,0.0,2.2817013263702393,,,2.7341993827934914,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,30,0.0,2.3909404277801514,,,2.645326826963718,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,9,0.0,1.6164376735687256,,,2.51836842218691,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,8,0.0,1.8143993616104126,,,2.709827428485568,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2351,28,0.0,1.8315660953521729,,,2.442480786116395,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,43,0.0,1.1595964431762695,,,2.3620224299224133,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,22,0.0,1.4735186100006104,,,2.0122982665743283,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,28,0.0,1.918223261833191,,,2.1647406662744073,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,23,0.0,1.8313090801239014,,,2.8064621688899414,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,10,0.0,1.6433048248291016,,,2.6261995702553347,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,9,0.0,1.5758614540100098,,,2.6100506218783646,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,48,0.0,1.283669114112854,,,2.171685024384089,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2352,35,0.0,3.767852544784546,,,3.1259205215638373,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,21,0.0,3.058095693588257,,,2.8240721913955533,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,11,0.0,1.3360668420791626,,,1.749094482465024,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,3,0.0,2.690880060195923,,,1.991728328332623,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,35,0.0,3.694268226623535,,,3.162943368502345,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,48,0.0,1.0973336696624756,,,1.4273072040127315,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,6,0.0,1.873354434967041,,,2.2830654538775303,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,40,0.0,1.7756679058074951,,,2.6012079870808336,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2353,31,0.0,1.1190401315689087,,,1.6380410986807596,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,21,0.0,3.1700241565704346,,,2.752242270472983,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,44,0.0,1.5057802200317383,,,2.2629433142710216,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,27,0.0,1.6903612613677979,,,2.693075978848098,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,22,0.0,1.2619638442993164,,,2.3022242025695587,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,8,0.0,1.7648836374282837,,,2.4166137963026224,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,5,0.0,1.9879748821258545,,,2.1383083168532138,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,9,0.0,1.5647614002227783,,,2.357426298140879,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2354,10,0.0,1.862910270690918,,,2.629980831523378,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,35,0.0,3.9560422897338867,,,2.9444940225272926,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,44,0.0,1.219109058380127,,,1.8588640155359055,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,22,0.0,1.9157580137252808,,,2.6036312031076236,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,10,0.0,2.002230644226074,,,2.084966250069926,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,5,0.0,2.5771896839141846,,,2.3442536424788174,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,43,0.0,1.691634178161621,,,2.5148446217263776,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,28,0.0,2.0750811100006104,,,2.6598381588489044,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2355,30,0.0,3.1395134925842285,,,3.1082412056465807,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,35,0.0,3.750938892364502,,,3.579614993493037,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,40,0.0,1.972991704940796,,,2.77995105898462,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,34,0.0,2.5303359031677246,,,3.2868694855214793,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,3,0.0,2.810624122619629,,,3.035797905947654,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,1,0.0,2.1549935340881348,,,3.299532742688588,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,8,0.0,1.930484414100647,,,3.1816361401443927,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,6,0.0,2.1224348545074463,,,2.9315009308792326,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2356,7,0.0,1.2097482681274414,,,2.3448715388467227,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,10,0.0,2.2601099014282227,,,2.514329496879836,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,6,0.0,1.7829402685165405,,,2.517115963072516,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,11,0.0,2.084007978439331,,,2.7556058489226536,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,40,0.0,2.1304688453674316,,,2.618833889863736,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,7,0.0,1.6167280673980713,,,2.2336192502600603,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,27,0.0,1.8544564247131348,,,2.781574944865676,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,31,0.0,1.3307468891143799,,,1.740707533753605,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2357,48,0.0,1.772566556930542,,,2.189923784923551,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2358,6,0.0,1.7620251178741455,,,2.157796631945884,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2358,27,0.0,1.7886179685592651,,,2.6211516814647258,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,2358,9,0.0,1.5447022914886475,,,1.9342625156761306,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
