task,subject_id,fold,seed,method,trials,BA,macro_F1,accuracy,AUROC,AUPRC
SSVEP,14,1,0,LOGIT50,100,0.8700000000000001,0.8720002743726175,0.87,,
SSVEP,31,1,0,EEGNet,100,1.0,1.0,1.0,,
SSVEP,31,1,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,31,1,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,28,1,0,EEGNet,100,0.95,0.95090489025799,0.95,,
SSVEP,28,1,0,LiteBN,100,0.96,0.959891609795263,0.96,,
SSVEP,28,1,0,LOGIT50,100,0.97,0.970542934154794,0.97,,
SSVEP,35,1,0,EEGNet,100,0.71,0.7275604901810233,0.71,,
SSVEP,35,1,0,LiteBN,100,0.64,0.6367717958079404,0.64,,
SSVEP,35,1,0,LOGIT50,100,0.7200000000000001,0.7351398601398602,0.72,,
SSVEP,40,1,0,EEGNet,100,0.98,0.9801805337519625,0.98,,
SSVEP,40,1,0,LiteBN,100,0.98,0.9799679487179488,0.98,,
SSVEP,40,1,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,43,1,0,EEGNet,100,1.0,1.0,1.0,,
SSVEP,43,1,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,43,1,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,50,2,0,EEGNet,100,0.94,0.9385229355198885,0.94,,
SSVEP,50,2,0,LiteBN,100,0.95,0.9482673572573683,0.95,,
SSVEP,50,2,0,LOGIT50,100,0.97,0.9695252077917911,0.97,,
SSVEP,52,2,0,EEGNet,100,0.8,0.7697438039543303,0.8,,
SSVEP,52,2,0,LiteBN,100,0.9299999999999999,0.926959668238738,0.93,,
SSVEP,52,2,0,LOGIT50,100,0.9,0.8922809002143368,0.9,,
SSVEP,23,2,0,EEGNet,100,0.30000000000000004,0.2962549087549088,0.3,,
SSVEP,23,2,0,LiteBN,100,0.43000000000000005,0.39938695499061655,0.43,,
SSVEP,23,2,0,LOGIT50,100,0.43,0.43270202020202014,0.43,,
SSVEP,1,2,0,EEGNet,100,0.8500000000000001,0.8494117647058823,0.85,,
SSVEP,1,2,0,LiteBN,100,0.8500000000000001,0.8484074643638729,0.85,,
SSVEP,1,2,0,LOGIT50,100,0.8600000000000001,0.8601817538609646,0.86,,
SSVEP,30,2,0,EEGNet,100,0.9299999999999999,0.9301209845640384,0.93,,
SSVEP,30,2,0,LiteBN,100,0.8200000000000001,0.8213824289405686,0.82,,
SSVEP,30,2,0,LOGIT50,100,0.93,0.9302314814814815,0.93,,
SSVEP,48,2,0,EEGNet,100,1.0,1.0,1.0,,
SSVEP,48,2,0,LiteBN,100,0.99,0.9899959983993597,0.99,,
SSVEP,48,2,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,11,2,0,EEGNet,100,0.98,0.9799679487179487,0.98,,
SSVEP,11,2,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,11,2,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,8,2,0,EEGNet,100,0.96,0.9597212862231637,0.96,,
SSVEP,8,2,0,LiteBN,100,0.89,0.8878861889583419,0.89,,
SSVEP,8,2,0,LOGIT50,100,0.9299999999999999,0.9276072041166381,0.93,,
SSVEP,45,3,0,EEGNet,100,0.94,0.9389862782719927,0.94,,
SSVEP,45,3,0,LiteBN,100,0.87,0.8700503051294739,0.87,,
SSVEP,45,3,0,LOGIT50,100,0.94,0.9389862782719927,0.94,,
SSVEP,34,3,0,EEGNet,100,0.7799999999999999,0.7792100756386471,0.78,,
SSVEP,34,3,0,LiteBN,100,0.83,0.8308844858844858,0.83,,
SSVEP,34,3,0,LOGIT50,100,0.8999999999999999,0.8986860790827959,0.9,,
SSVEP,27,3,0,EEGNet,100,1.0,1.0,1.0,,
SSVEP,27,3,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,27,3,0,LOGIT50,100,1.0,1.0,1.0,,
