task,n_subjects,EEGNet_BA,LiteBN_BA,LOGIT50_BA,resamples,seed,mean_delta_pp,median_delta_pp,ci_low_pp,ci_high_pp,positive_subjects
ERP,40,0.841030303030303,0.8331035353535354,0.8450429292929293,10000,0,0.401262626262627,0.4898989898990014,0.08458333333333021,0.6792992424242447,31
SSVEP,40,0.9118333333333334,0.9073333333333334,0.9315833333333334,10000,0,1.9750000000000008,1.5000000000000013,1.0749999999999997,2.9416666666666664,32
