epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7634624017957351,0.7511111111111111,0.6320538720538721,0.9072222222222223,0.405993292177165,3.4969606973506786,3.9029539823532104,1.070905868653898,0.0,19,0.7394709474871302,1.0,9.345158815383911
1,0.7648821548821548,0.7555555555555555,0.6363131313131313,0.9027777777777779,0.3982152916766979,3.3845855748211897,3.782800864290308,1.0964717997445002,0.0,19,0.7394709474871302,1.0,17.055479526519775
2,0.7651346801346802,0.7533333333333334,0.6342929292929294,0.9077777777777778,0.4009809422272223,3.27008080040967,3.671061727735731,1.1699398126867082,0.025,19,0.7394709474871302,1.0,24.77161717414856
3,0.7671043771043772,0.7511111111111111,0.6385353535353535,0.9116666666666666,0.40049485586307665,3.197070523544594,3.597565386030409,1.1725311588357996,0.05,19,0.7394709474871302,1.0,32.44485330581665
4,0.7668967452300786,0.745,0.6418013468013468,0.9138888888888889,0.3998282562803339,3.207007650975828,3.6068359039447926,1.1770967841148376,0.07500000000000001,19,0.7480082348502604,0.7700938274277809,43.080615282058716
5,0.7680415263748598,0.7488888888888889,0.6463468013468013,0.9088888888888889,0.4013713096027021,3.290634111121849,3.692005400304441,1.2685283930213362,0.1,19,0.7480082348502604,0.7700938274277809,50.7554395198822
6,0.7661335578002245,0.7533333333333333,0.6384006734006734,0.9066666666666666,0.39844987348273947,3.333207854518184,3.7316577302085028,1.3063941023967884,0.1,19,0.7480082348502604,0.7700938274277809,58.5386483669281
7,0.7659259259259259,0.7433333333333334,0.6444444444444444,0.91,0.398825916979048,3.3864125189957797,3.7852384205217713,1.3961398402849834,0.1,19,0.7480082348502604,0.7700938274277809,66.16862535476685
8,0.7684062850729517,0.758888888888889,0.641885521885522,0.9044444444444445,0.39585891641952375,3.393543071217007,3.78940197273537,1.180410455774378,0.1,19,0.7085644552984427,0.5282027489312668,76.88809013366699
9,0.7695061728395062,0.7488888888888889,0.6446296296296297,0.915,0.4011069856308125,3.4245948879807084,3.825701868092572,1.273090093224137,0.1,19,0.7085644552984427,0.5282027489312668,84.65515613555908
10,0.7669472502805835,0.75,0.6441750841750842,0.9066666666666665,0.39750496822374837,3.3705707788467407,3.768075735480697,1.315214436363291,0.1,19,0.7085644552984427,0.5282027489312668,92.47057247161865
11,0.7648597081930415,0.7466666666666666,0.6429124579124579,0.905,0.39577754669719273,3.378806979567916,3.774584514123422,1.318585968679852,0.1,19,0.7085644552984427,0.5282027489312668,100.27218246459961
