version,fold,seed,status,outer_test_used,historical_strict_inductive_BA,method_strict_inductive_BA,control_strict_inductive_BA,delta_BA,method_epochs,control_epochs
V0,0,0,RUN_COMPLETE,False,0.7622222222222222,0.755,0.7544444444444445,0.0005555555555555314,1,1
V0,0,1,RUN_COMPLETE,False,0.7622222222222222,0.7644444444444445,0.7644444444444445,0.0,4,4
V0,1,0,RUN_COMPLETE,False,0.6922222222222223,0.71,0.7094444444444444,0.0005555555555555314,1,1
V0,1,1,RUN_COMPLETE,False,0.6927777777777777,0.6977777777777778,0.7005555555555556,-0.002777777777777768,7,7
V0,2,0,RUN_COMPLETE,False,0.7511111111111111,0.7611111111111111,0.7638888888888888,-0.002777777777777768,5,5
V0,2,1,RUN_COMPLETE,False,0.755,0.7544444444444445,0.7555555555555555,-0.0011111111111110628,3,3
