epoch,method_strict_inductive_BA,control_strict_inductive_BA,method_loss,control_loss,geometry_loss,drift_loss,steps,elapsed_seconds
0,0.755,0.7577777777777778,2.2479500132547297,0.37479918607523743,6.244004813718124,2.218097527362552e-05,71,2.2473790645599365
1,0.7555555555555555,0.7544444444444445,2.15587776983288,0.369530288266464,5.954944392325173,0.0001510467204432541,71,4.471025466918945
2,0.7527777777777778,0.7538888888888888,2.2049674282611256,0.37136888818841585,6.111673596879126,0.0004585517999145504,71,6.701775074005127
3,0.7516666666666667,0.7572222222222222,2.1034262121563225,0.3562880038795337,5.822394229996372,0.0011047055325011763,71,8.959934949874878
4,0.7522222222222222,0.7561111111111112,2.24595531443475,0.3939179394026877,6.168508858747885,0.0021210870702265644,71,11.220316171646118
5,0.7488888888888889,0.7572222222222222,2.0063528829896953,0.35068544871370555,5.5139290077585565,0.004139213589951396,71,13.437572002410889
6,0.7488888888888889,0.7555555555555555,1.9664265874405982,0.35350205151128095,5.370418692978335,0.006873674316882667,71,15.675556659698486
7,0.7472222222222222,0.7544444444444445,1.9897061938970861,0.37218402556970087,5.378116433049591,0.010676603488833971,71,17.889885902404785
8,0.74,0.7572222222222222,1.9047332389253966,0.3526761363929426,5.151470264918368,0.016993954751483152,71,20.164159297943115
9,0.7422222222222222,0.7583333333333333,1.9552192696383301,0.3751597530405286,5.238172608362118,0.0233057406140675,71,22.464168548583984
10,0.7377777777777778,0.7566666666666666,1.8679520168774564,0.3569065250561271,5.010901518271003,0.030611716814234222,71,24.71391987800598
11,0.7416666666666667,0.7572222222222222,1.9302358635714356,0.3707478646661194,5.161960259289809,0.04261529944102529,71,26.93604826927185
12,0.7383333333333333,0.7544444444444445,1.7936311464914134,0.3527335119499287,4.761295800477686,0.05459249116690226,71,29.153658628463745
13,0.7383333333333333,0.7544444444444445,1.7864374988515612,0.3624712121738514,4.697385205349452,0.06921200233865792,71,31.384593725204468
14,0.7361111111111112,0.7561111111111112,1.8416225624756075,0.3814352918678606,4.8065071055586905,0.08740952443069136,71,33.57048273086548
15,0.7427777777777778,0.7577777777777778,1.7906743355200325,0.366366584745931,4.686523778337828,0.09838432362171966,71,35.788368225097656
16,0.741111111111111,0.7572222222222222,1.7690505091573152,0.3687769823091131,4.608444401915644,0.11986981678596685,71,38.02617788314819
17,0.7366666666666666,0.755,1.7415573084858103,0.360557045735104,4.526224045686319,0.13469386384100981,71,40.26925039291382
18,0.7416666666666667,0.7583333333333333,1.656342432532512,0.34242847163072776,4.291979472402116,0.1609780425336999,71,42.50990009307861
19,0.7444444444444445,0.7561111111111111,1.70202486447885,0.3576376089747523,4.380409257512697,0.18391625373296336,71,44.693790435791016
20,0.7444444444444445,0.7544444444444445,1.716086291931045,0.3669183393809157,4.390126831934485,0.2020351111259259,71,46.900527477264404
21,0.7483333333333333,0.7572222222222222,1.7295688180856301,0.3784612774009436,4.406714207689527,0.2188767868448311,71,49.174360275268555
22,0.7455555555555555,0.7544444444444445,1.87796400718286,0.37682285611058625,4.885500881033884,0.239395302366203,71,51.444785833358765
23,0.7455555555555555,0.7533333333333334,1.7500942643259612,0.35602714121341705,4.5173308379213575,0.2838972701992787,71,53.641103744506836
