dataset,method,subject,outer_fold,BA,delta_BA
WBCIC,B9_HARD_INSTABILITY_SWITCH,6,2,0.5,0.03500000000000003

WBCIC,B9_HARD_INSTABILITY_SWITCH,7,0,0.525,0.025000000000000022

WBCIC,B9_HARD_INSTABILITY_SWITCH,9,1,0.49,-0.015000000000000013

WBCIC,B9_HARD_INSTABILITY_SWITCH,11,4,0.515,0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,12,0,0.49,0.019999999999999962

WBCIC,B9_HARD_INSTABILITY_SWITCH,13,4,0.5,-0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,14,2,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,16,3,0.595,0.05999999999999994

WBCIC,B9_HARD_INSTABILITY_SWITCH,17,0,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,18,1,0.515,-0.07499999999999996

WBCIC,B9_HARD_INSTABILITY_SWITCH,19,0,0.525,0.025000000000000022

WBCIC,B9_HARD_INSTABILITY_SWITCH,21,1,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,22,1,0.41500000000000004,-0.05999999999999994

WBCIC,B9_HARD_INSTABILITY_SWITCH,23,4,0.51,-0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,24,0,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,25,2,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,26,2,0.5,0.065

WBCIC,B9_HARD_INSTABILITY_SWITCH,27,1,0.47,-0.00500000000000006

WBCIC,B9_HARD_INSTABILITY_SWITCH,28,0,0.53,0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,29,4,0.5549999999999999,0.039999999999999925

WBCIC,B9_HARD_INSTABILITY_SWITCH,30,4,0.51,-0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,31,2,0.505,-0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,32,3,0.5244949494949495,0.03479797979797972

WBCIC,B9_HARD_INSTABILITY_SWITCH,33,2,0.495,-0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,34,1,0.47000000000000003,-0.02999999999999997

WBCIC,B9_HARD_INSTABILITY_SWITCH,35,0,0.505,-0.0050000000000000044

WBCIC,B9_HARD_INSTABILITY_SWITCH,36,3,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,37,2,0.5,-0.025000000000000022

WBCIC,B9_HARD_INSTABILITY_SWITCH,38,4,0.49,-0.010000000000000009

WBCIC,B9_HARD_INSTABILITY_SWITCH,41,4,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,42,3,0.51,0.010000000000000009

WBCIC,B9_HARD_INSTABILITY_SWITCH,44,3,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,45,0,0.52,0.020000000000000018

WBCIC,B9_HARD_INSTABILITY_SWITCH,47,1,0.5,-0.08499999999999996

WBCIC,B9_HARD_INSTABILITY_SWITCH,48,0,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,49,3,0.57,-0.025000000000000022

WBCIC,B9_HARD_INSTABILITY_SWITCH,50,4,0.5599999999999999,0.029999999999999916

WBCIC,B10_RANDOM_MATCHED_GATE,1,3,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,2,3,0.505,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,3,1,0.5800000000000001,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,5,2,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,6,2,0.46499999999999997,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,7,0,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,9,1,0.505,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,11,4,0.51,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,12,0,0.47000000000000003,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,13,4,0.505,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,14,2,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,16,3,0.535,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,17,0,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,18,1,0.59,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,19,0,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,21,1,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,22,1,0.475,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,23,4,0.515,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,24,0,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,25,2,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,26,2,0.435,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,27,1,0.47500000000000003,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,28,0,0.525,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,29,4,0.515,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,30,4,0.515,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,31,2,0.51,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,32,3,0.48969696969696974,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,33,2,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,34,1,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,35,0,0.51,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,36,3,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,37,2,0.525,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,38,4,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,41,4,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,42,3,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,44,3,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,45,0,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,47,1,0.585,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,48,0,0.5,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,49,3,0.595,0.0

WBCIC,B10_RANDOM_MATCHED_GATE,50,4,0.53,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,1,3,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,2,3,0.495,-0.010000000000000009

WBCIC,B11_CGRFUSE_R1_NO_LCB,3,1,0.5800000000000001,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,5,2,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,6,2,0.46499999999999997,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,7,0,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,9,1,0.505,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,11,4,0.52,0.010000000000000009

WBCIC,B11_CGRFUSE_R1_NO_LCB,12,0,0.47000000000000003,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,13,4,0.505,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,14,2,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,16,3,0.62,0.08499999999999996

WBCIC,B11_CGRFUSE_R1_NO_LCB,17,0,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,18,1,0.59,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,19,0,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,21,1,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,22,1,0.475,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,23,4,0.5,-0.015000000000000013

WBCIC,B11_CGRFUSE_R1_NO_LCB,24,0,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,25,2,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,26,2,0.435,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,27,1,0.47500000000000003,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,28,0,0.525,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,29,4,0.515,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,30,4,0.52,0.0050000000000000044

WBCIC,B11_CGRFUSE_R1_NO_LCB,31,2,0.51,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,32,3,0.49469696969696975,0.0050000000000000044

WBCIC,B11_CGRFUSE_R1_NO_LCB,33,2,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,34,1,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,35,0,0.51,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,36,3,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,37,2,0.525,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,38,4,0.49,-0.010000000000000009

WBCIC,B11_CGRFUSE_R1_NO_LCB,41,4,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,42,3,0.505,0.0050000000000000044

WBCIC,B11_CGRFUSE_R1_NO_LCB,44,3,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,45,0,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,47,1,0.585,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,48,0,0.5,0.0

WBCIC,B11_CGRFUSE_R1_NO_LCB,49,3,0.59,-0.0050000000000000044

WBCIC,B11_CGRFUSE_R1_NO_LCB,50,4,0.5549999999999999,0.02499999999999991

WBCIC,B12_CGRFUSE_R1,1,3,0.5,0.0

WBCIC,B12_CGRFUSE_R1,2,3,0.505,0.0

WBCIC,B12_CGRFUSE_R1,3,1,0.5800000000000001,0.0

WBCIC,B12_CGRFUSE_R1,5,2,0.5,0.0

WBCIC,B12_CGRFUSE_R1,6,2,0.46499999999999997,0.0

WBCIC,B12_CGRFUSE_R1,7,0,0.5,0.0

WBCIC,B12_CGRFUSE_R1,9,1,0.505,0.0

WBCIC,B12_CGRFUSE_R1,11,4,0.51,0.0

WBCIC,B12_CGRFUSE_R1,12,0,0.47000000000000003,0.0

WBCIC,B12_CGRFUSE_R1,13,4,0.505,0.0

WBCIC,B12_CGRFUSE_R1,14,2,0.5,0.0

WBCIC,B12_CGRFUSE_R1,16,3,0.535,0.0

WBCIC,B12_CGRFUSE_R1,17,0,0.5,0.0

WBCIC,B12_CGRFUSE_R1,18,1,0.59,0.0

WBCIC,B12_CGRFUSE_R1,19,0,0.5,0.0

WBCIC,B12_CGRFUSE_R1,21,1,0.5,0.0

WBCIC,B12_CGRFUSE_R1,22,1,0.475,0.0

WBCIC,B12_CGRFUSE_R1,23,4,0.515,0.0

WBCIC,B12_CGRFUSE_R1,24,0,0.5,0.0

WBCIC,B12_CGRFUSE_R1,25,2,0.5,0.0

WBCIC,B12_CGRFUSE_R1,26,2,0.435,0.0

WBCIC,B12_CGRFUSE_R1,27,1,0.47500000000000003,0.0

WBCIC,B12_CGRFUSE_R1,28,0,0.525,0.0

WBCIC,B12_CGRFUSE_R1,29,4,0.515,0.0

WBCIC,B12_CGRFUSE_R1,30,4,0.515,0.0

WBCIC,B12_CGRFUSE_R1,31,2,0.51,0.0

WBCIC,B12_CGRFUSE_R1,32,3,0.48969696969696974,0.0

WBCIC,B12_CGRFUSE_R1,33,2,0.5,0.0

WBCIC,B12_CGRFUSE_R1,34,1,0.5,0.0

WBCIC,B12_CGRFUSE_R1,35,0,0.51,0.0

WBCIC,B12_CGRFUSE_R1,36,3,0.5,0.0

WBCIC,B12_CGRFUSE_R1,37,2,0.525,0.0

WBCIC,B12_CGRFUSE_R1,38,4,0.5,0.0

WBCIC,B12_CGRFUSE_R1,41,4,0.5,0.0

WBCIC,B12_CGRFUSE_R1,42,3,0.5,0.0

WBCIC,B12_CGRFUSE_R1,44,3,0.5,0.0

WBCIC,B12_CGRFUSE_R1,45,0,0.5,0.0

WBCIC,B12_CGRFUSE_R1,47,1,0.585,0.0

WBCIC,B12_CGRFUSE_R1,48,0,0.5,0.0

WBCIC,B12_CGRFUSE_R1,49,3,0.595,0.0

WBCIC,B12_CGRFUSE_R1,50,4,0.53,0.0
