task,condition,estimable,coverage,biological_subjects,P_drift,BA_pp,BA_ci95_low_pp,BA_ci95_high_pp,macro_F1_pp,macro_F1_ci95_low_pp,macro_F1_ci95_high_pp,WS_BA_pp,WS_BA_ci95_low_pp,WS_BA_ci95_high_pp,between_random_BA_sd_pp,between_random_BA_range_pp
OpenBMI_MI,CE_REFERENCE,True,15/15 all cells,14,2.977307429806197e-14,70.61428571428571,65.33333333333333,76.71916666666664,69.80468425903351,64.2805507563332,76.14513261837881,67.07619047619048,63.30940476190476,71.52392857142857,,
OpenBMI_MI,PRD_ONLY,True,15/15 all cells,14,0.41009321838484875,71.83333333333334,66.50952380952381,77.84761904761903,71.00381464377908,65.4330897783294,77.16921968455716,68.32380952380954,64.3952380952381,72.87154761904762,,
OpenBMI_MI,RANDOM_PRESERVE_MEAN,True,15/15 estimable target cells,14,0.4722671405231511,71.65555555555555,66.28250000000001,77.6920634920635,70.7974323946385,65.04026198735754,77.11906272258764,68.29682539682538,64.24595238095237,73.0349603174603,0.20012855887599415,0.4714285714285694
OpenBMI_MI,PROTECTED_PRESERVE,True,15/15 estimable target cells,14,0.09352464956012031,71.67619047619048,66.28559523809524,77.55714285714285,70.8351862727411,65.13325003058021,77.1283984112526,68.32380952380954,64.20476190476191,72.84309523809522,,
WBCIC_MI,CE_REFERENCE,True,15/15 all cells,10,3.0073569471629346e-14,76.39999999999999,68.393,83.34008333333333,75.91826590751526,67.75357659434718,83.11421993151916,68.83666666666667,59.509750000000004,78.31349999999998,,
WBCIC_MI,PRD_ONLY,True,15/15 all cells,10,56.38098185165183,67.5,62.21999999999999,72.11675,60.70088239674866,55.2929980689031,65.45750785663189,62.86999999999999,57.06,68.79333333333332,,
WBCIC_MI,RANDOM_PRESERVE_MEAN,True,15/15 estimable target cells,10,36.804886996116274,67.60444444444444,62.37658333333333,72.15783333333334,60.95418239763211,55.63913314286027,65.66652104077497,63.015555555555544,57.07777777777778,69.12777777777777,0.1391306585337379,0.33000000000000473
WBCIC_MI,PROTECTED_PRESERVE,True,15/15 estimable target cells,10,0.6229556098167391,67.58000000000001,62.38000000000001,72.21333333333334,60.78095984442224,55.45437744603852,65.45633744068824,62.91333333333332,57.06666666666666,68.94666666666667,,
