task,fold,seed,arm,condition,scope,protected_rank,active_rank,P_drift,nonP_drift,global_active_drift,target_drift,target_rank,normalizer_sha256,R0_drift,R1_drift,R2_drift,checkpoint,checkpoint_sha256
OpenBMI_MI,0,0,CE_REFERENCE,CE_REFERENCE,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",5,20,2.907314268344764e-14,2.9838092572541846e-14,2.9646854849546545e-14,,0,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,2.923476711364989e-14,2.952671072052604e-14,2.9282603604277937e-14,,
OpenBMI_MI,0,0,PRD_ONLY,PRD_ONLY,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",5,20,0.43267799758911135,0.4634061183929443,0.45572409057617186,,0,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.5069013414382935,0.40953357553482056,0.46317663717269897,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/PRD_ONLY/final.pt,9e2ea4231c9a1077949a2d9b176dce8d5c8102fad3d5ee20ba150e8f934e8156
OpenBMI_MI,0,0,PROTECTED_PRESERVE,PROTECTED_PRESERVE,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",5,20,0.08668226385116577,0.8831417821248373,0.6840268998146057,0.08668226385116577,5,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.728648717880249,0.459709240436554,0.5527409501075745,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/PROTECTED_PRESERVE/final.pt,89a528a7a899aa79e62800d6b0ae2da1d9dd039663917319f3861d961fe2c473
OpenBMI_MI,0,0,RANDOM_PRESERVE_R0,RANDOM_PRESERVE_R0,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",5,20,0.610477511882782,0.521659507115682,0.5438640065193177,0.08569961208105087,5,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.08569961208105087,0.5195381164550781,0.4573429250717163,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/RANDOM_PRESERVE_R0/final.pt,fbf09c00fb82b9dec3d0fca8aca8324b80d1a637c89af799b405b2f884c22ebf
OpenBMI_MI,0,0,RANDOM_PRESERVE_R1,RANDOM_PRESERVE_R1,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",5,20,0.22877604222297668,0.7108963966369629,0.5903663063049316,0.0982830685377121,5,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.6202743921279907,0.0982830685377121,0.5637861275672913,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/RANDOM_PRESERVE_R1/final.pt,73eafd50cd6fe3b648eb2e2fcecf52274bcaac9302f8d2f1f30b032e5b1efad9
OpenBMI_MI,0,0,RANDOM_PRESERVE_R2,RANDOM_PRESERVE_R2,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",5,20,0.6458820247650147,0.7244388987223307,0.7047996854782105,0.08607062423229217,5,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.6407836799621582,0.8035777244567871,0.08607062423229217,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/RANDOM_PRESERVE_R2/final.pt,32d16ea623a63a24cf54dde1ae8ae78ed222902a99bb0db13fdfc0512b1e0e09
OpenBMI_MI,0,1,CE_REFERENCE,CE_REFERENCE,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",8,20,2.899872247034583e-14,2.856451647480565e-14,2.873819869683887e-14,,0,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,2.921697389232647e-14,2.938694755339486e-14,2.832964619863725e-14,,
OpenBMI_MI,0,1,PRD_ONLY,PRD_ONLY,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",8,20,0.44744488537311555,0.4463979117075602,0.4468166995048523,,0,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.4572073721885681,0.4918783468008041,0.46854273438453675,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/PRD_ONLY/final.pt,24bb36853639d4312819a2fb4f9471233117da80d87267b79883a2d842974f8c
OpenBMI_MI,0,1,PROTECTED_PRESERVE,PROTECTED_PRESERVE,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",8,20,0.09455330274999142,0.5593551484743754,0.3734344081878662,0.09455330274999142,8,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.23246696412563325,0.3812543118000031,0.3733811789751053,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/PROTECTED_PRESERVE/final.pt,45d70552f3380824a76f146b7e9ca9c8d34368b79efd8e118f5a0068b77eb0f3
OpenBMI_MI,0,1,RANDOM_PRESERVE_R0,RANDOM_PRESERVE_R0,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",8,20,0.2627726408839226,0.5209465877215067,0.4176770124435425,0.09387264847755432,8,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.09387264847755432,0.42468747138977053,0.47173805117607115,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/RANDOM_PRESERVE_R0/final.pt,ef3d04af7d931df5ee43557c19992ed67be81d7468b2b2da912b96adaf66f4f1
OpenBMI_MI,0,1,RANDOM_PRESERVE_R1,RANDOM_PRESERVE_R1,"Stage-2 source-session bundle, inner-train plus inner-validation subjects",8,20,0.3165558215975761,0.49923842151959735,0.4261653871536255,0.09966559946537018,8,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,0.4848341304063797,0.09966559946537018,0.438152431845665,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/RANDOM_PRESERVE_R1/final.pt,68b49cbefbd4909ba937bf45621c53783bc87129ddb435ef5a5e1d73ce0b9869
