subject_id,session,BA,macro_F1,trials,task,fold,seed,condition,checkpoint_sha256,arm,checkpoint,normalizer_sha256,protected_rank
17,S2,0.6000000000000001,0.5974235104669887,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
18,S1,0.8,0.7999199679871949,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
18,S2,0.73,0.7253585596582239,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
24,S1,0.69,0.6897207486738064,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
24,S2,0.58,0.5543293718166383,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
25,S1,0.75,0.7457023700539112,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
25,S2,0.97,0.96999699969997,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
29,S1,0.76,0.7591328783621036,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
29,S2,0.8,0.7992773986350863,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
36,S1,0.94,0.9399038461538461,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
36,S2,0.94,0.9399759903961584,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
37,S1,0.76,0.76,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
37,S2,0.6799999999999999,0.64349376114082,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
39,S1,0.85,0.8498648783905515,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
39,S2,0.76,0.7591328783621036,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
42,S1,0.7,0.696969696969697,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
42,S2,0.7,0.7,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
51,S1,0.78,0.78,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
51,S2,0.71,0.7097387648883995,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
54,S1,0.6000000000000001,0.5993589743589745,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
54,S2,0.6799999999999999,0.6798719487795117,100,OpenBMI_MI,1,2,RANDOM_PRESERVE_R2,d084c3da98517c4ff675504e2f1796fa649519a5e024cff5148ed8b7550fda96,RANDOM_PRESERVE_R2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed2/RANDOM_PRESERVE_R2/final.pt,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,5.0
4,S1,0.7,0.6998799519807923,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
4,S2,0.8200000000000001,0.8164014687882497,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
12,S1,0.8200000000000001,0.8193496587715776,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
12,S2,0.77,0.7688674505074866,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
13,S1,0.79,0.7837503861600247,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
13,S2,0.77,0.7699769976997699,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
17,S1,0.72,0.7159090909090908,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
17,S2,0.6,0.586606035551881,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
18,S1,0.7,0.6980676328502415,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
18,S2,0.6100000000000001,0.6090225563909775,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
24,S1,0.6799999999999999,0.6788438378161381,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
24,S2,0.6,0.5604395604395604,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
25,S1,0.81,0.8056265984654731,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
25,S2,0.99,0.9899989998999901,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
29,S1,0.6,0.5659722222222222,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
29,S2,0.8200000000000001,0.8181818181818181,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
36,S1,0.9099999999999999,0.9099189270343309,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
36,S2,0.9099999999999999,0.9097744360902256,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
37,S1,0.65,0.6457131288591963,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
37,S2,0.81,0.8067338012409724,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
39,S1,0.81,0.8090644156366193,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
39,S2,0.71,0.7050147492625369,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
42,S1,0.69,0.6846709388668497,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
42,S2,0.67,0.6547756041426928,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
51,S1,0.67,0.6547756041426928,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
51,S2,0.65,0.6368917937545389,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
54,S1,0.61,0.60996099609961,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
54,S2,0.76,0.7591328783621036,100,OpenBMI_MI,2,0,PRD_ONLY,d0a94ebcf57a227390bb1d99debcebf7a102b68b900aad5d7f15cd3cd3d56d49,PRD_ONLY,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PRD_ONLY/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
4,S1,0.72,0.7198879551820728,100,OpenBMI_MI,2,0,PROTECTED_PRESERVE,1e97f879766676686953a0464bf7b627f42c87d293707416d9acf25762aa1d71,PROTECTED_PRESERVE,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PROTECTED_PRESERVE/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
4,S2,0.81,0.8067338012409724,100,OpenBMI_MI,2,0,PROTECTED_PRESERVE,1e97f879766676686953a0464bf7b627f42c87d293707416d9acf25762aa1d71,PROTECTED_PRESERVE,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PROTECTED_PRESERVE/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
12,S1,0.83,0.8270776116366596,100,OpenBMI_MI,2,0,PROTECTED_PRESERVE,1e97f879766676686953a0464bf7b627f42c87d293707416d9acf25762aa1d71,PROTECTED_PRESERVE,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PROTECTED_PRESERVE/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
12,S2,0.76,0.7596153846153846,100,OpenBMI_MI,2,0,PROTECTED_PRESERVE,1e97f879766676686953a0464bf7b627f42c87d293707416d9acf25762aa1d71,PROTECTED_PRESERVE,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PROTECTED_PRESERVE/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
13,S1,0.8,0.7987117552334944,100,OpenBMI_MI,2,0,PROTECTED_PRESERVE,1e97f879766676686953a0464bf7b627f42c87d293707416d9acf25762aa1d71,PROTECTED_PRESERVE,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PROTECTED_PRESERVE/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
13,S2,0.73,0.7297567811029927,100,OpenBMI_MI,2,0,PROTECTED_PRESERVE,1e97f879766676686953a0464bf7b627f42c87d293707416d9acf25762aa1d71,PROTECTED_PRESERVE,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold2_seed0/PROTECTED_PRESERVE/final.pt,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,4.0
