task,metric,replayed,formal_PRD_artifact,abs_difference,pass
OpenBMI_MI,future_BA,0.7061428571428571,0.7061428571428571,0.0,True
OpenBMI_MI,future_macro_F1,0.698046842590335,0.698046842590335,0.0,True
OpenBMI_MI,WS_BA,0.6707619047619048,0.6707619047619048,0.0,True
WBCIC_MI,future_BA,0.764,0.764,0.0,True
WBCIC_MI,future_macro_F1,0.7591826590751525,0.7591826590751525,0.0,True
WBCIC_MI,WS_BA,0.6883666666666667,0.6883666666666667,0.0,True
