checkpoint,checkpoint_sha256,reused,task,fold,seed,arm,reference_checkpoint_sha256,manifest_hash,initial_model_hash,initial_BN_buffer_hash,final_model_hash,final_BN_buffer_hash,optimizer_config_hash,dropout_rng_seed,update_count,epochs,PRD_lambda,preserve_lambda,preserve_rank,target_hash,elapsed_seconds,no_early_stopping,normalizer,normalizer_sha256,protected_rank,protected_target_estimable
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/PRD_ONLY/final.pt,9e2ea4231c9a1077949a2d9b176dce8d5c8102fad3d5ee20ba150e8f934e8156,False,OpenBMI_MI,0,0,PRD_ONLY,a1fc661c034d081d051b31198e765a2fa6f75dc88d1a28afcc6a756f8b59ef7d,6a48b2c596851219f7c8eaa522fb7ef41207306ffa28b19779dfc5f5b23aed58,a3545aa1c423c1a12185f5ae00ab8f2556f8e6137a1dbae3ba19c4f60ea9bf1d,8b81309da047eb662583f162053f970e8c917e4a39298a883439b187ff9d6a02,0ae240b360c38848662f3795bb419d3bd89074517d3d0c193673f883bbf4609d,1f3c56ab4c8055665756843e13cdc972c4bd4d646fda9f5d59f71ca9d515e8e4,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4849033137769885816,400,20,0.25,0.25,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,88.43540277797729,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,5,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/PROTECTED_PRESERVE/final.pt,89a528a7a899aa79e62800d6b0ae2da1d9dd039663917319f3861d961fe2c473,False,OpenBMI_MI,0,0,PROTECTED_PRESERVE,a1fc661c034d081d051b31198e765a2fa6f75dc88d1a28afcc6a756f8b59ef7d,6a48b2c596851219f7c8eaa522fb7ef41207306ffa28b19779dfc5f5b23aed58,a3545aa1c423c1a12185f5ae00ab8f2556f8e6137a1dbae3ba19c4f60ea9bf1d,8b81309da047eb662583f162053f970e8c917e4a39298a883439b187ff9d6a02,78ab71e5d996a80118ad3573239ac846ef4f381e49492d41ef9e5ea27aba7533,c7c78ba7233cc0fd64068bdd6fea02e77d20b02b37760d45b9bc56637e4513dd,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4849033137769885816,400,20,0.25,0.25,5,782acda87e697dffd52c97508869286ecf127a23f44db4d49107f539e3aa2eca,53.022944741882384,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,5,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/RANDOM_PRESERVE_R0/final.pt,fbf09c00fb82b9dec3d0fca8aca8324b80d1a637c89af799b405b2f884c22ebf,False,OpenBMI_MI,0,0,RANDOM_PRESERVE_R0,a1fc661c034d081d051b31198e765a2fa6f75dc88d1a28afcc6a756f8b59ef7d,6a48b2c596851219f7c8eaa522fb7ef41207306ffa28b19779dfc5f5b23aed58,a3545aa1c423c1a12185f5ae00ab8f2556f8e6137a1dbae3ba19c4f60ea9bf1d,8b81309da047eb662583f162053f970e8c917e4a39298a883439b187ff9d6a02,d863e2b9098b33b29db800a5fd964f1b2077e8f610a115465efa5196c14d5772,c9b39343dcea9526e9f591ddf9c2eec86f67494bff3b287e7ebb5c252abfb1f7,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4849033137769885816,400,20,0.25,0.25,5,e8a87fa5612dbba62a6e464a2e99c2b6093d02fc95391d8779b0152d2e8f9f7b,71.04213628079742,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,5,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/RANDOM_PRESERVE_R1/final.pt,73eafd50cd6fe3b648eb2e2fcecf52274bcaac9302f8d2f1f30b032e5b1efad9,False,OpenBMI_MI,0,0,RANDOM_PRESERVE_R1,a1fc661c034d081d051b31198e765a2fa6f75dc88d1a28afcc6a756f8b59ef7d,6a48b2c596851219f7c8eaa522fb7ef41207306ffa28b19779dfc5f5b23aed58,a3545aa1c423c1a12185f5ae00ab8f2556f8e6137a1dbae3ba19c4f60ea9bf1d,8b81309da047eb662583f162053f970e8c917e4a39298a883439b187ff9d6a02,ddfd7f40fc19864fd235af3d2b50e098d46a890ceeb342dee81bda6321ea9a84,de6df65c5b66ab3cc60c541142004a5f17ddcb027b0c44497eca255fab9336a1,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4849033137769885816,400,20,0.25,0.25,5,93e5b212cc502532b0802f740d744d0870623e0e41dd9d3fa3d7c15fd722d8fb,71.3403157312423,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,5,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed0/RANDOM_PRESERVE_R2/final.pt,32d16ea623a63a24cf54dde1ae8ae78ed222902a99bb0db13fdfc0512b1e0e09,False,OpenBMI_MI,0,0,RANDOM_PRESERVE_R2,a1fc661c034d081d051b31198e765a2fa6f75dc88d1a28afcc6a756f8b59ef7d,6a48b2c596851219f7c8eaa522fb7ef41207306ffa28b19779dfc5f5b23aed58,a3545aa1c423c1a12185f5ae00ab8f2556f8e6137a1dbae3ba19c4f60ea9bf1d,8b81309da047eb662583f162053f970e8c917e4a39298a883439b187ff9d6a02,c3c14d027f5a5738597216b3e08619b698067953d7feb8305746f63caaf95747,30e92673baed658e9e3a86fb948f25549fa3220249e696715a90561dfd12776a,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4849033137769885816,400,20,0.25,0.25,5,f80f8c5c88df082d0cb2a249d37d90c0aee62896c303ed3cfaf0358a413fe7ed,72.3722013225779,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,5,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/PRD_ONLY/final.pt,24bb36853639d4312819a2fb4f9471233117da80d87267b79883a2d842974f8c,False,OpenBMI_MI,0,1,PRD_ONLY,8a336959c1bda33a4667deaa19e2dd78a1ce82ba71c31faea81cc810a4d82c5a,aaf48e73f6ad8e97485baa879cbffa840938543f50467df2fc977cce68e75207,870ac81cbf518cbaed2014345836b22ac3b92bbb6c4c836962e748acc6a71f5f,24b5817c1c62cf9a04edadce42e2e5bcd8ec45357698cb8111797768cde0d1f0,d5b947d2d8462a40c17b4259a0862204658e871cea8d96f1d88488644bbae186,b61594c79469abf3fbec08b01e0e37066fb01a8dd243033a8476fab651a179aa,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,7991628819003288430,400,20,0.25,0.25,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,88.73421823605895,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/PROTECTED_PRESERVE/final.pt,45d70552f3380824a76f146b7e9ca9c8d34368b79efd8e118f5a0068b77eb0f3,False,OpenBMI_MI,0,1,PROTECTED_PRESERVE,8a336959c1bda33a4667deaa19e2dd78a1ce82ba71c31faea81cc810a4d82c5a,aaf48e73f6ad8e97485baa879cbffa840938543f50467df2fc977cce68e75207,870ac81cbf518cbaed2014345836b22ac3b92bbb6c4c836962e748acc6a71f5f,24b5817c1c62cf9a04edadce42e2e5bcd8ec45357698cb8111797768cde0d1f0,a2d60993483f560a5d8bc8332658f1fb3859f6b1daba73a237d62cbd7e5891d5,dd33a326d501f15e3583f94460ddb2d6114dacb10319de5d211eafe5a77abbd9,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,7991628819003288430,400,20,0.25,0.25,8,6f890fcee42d0237f62f40852ab197971ec080764525c873709b2b9e0811c733,87.95439135655761,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/RANDOM_PRESERVE_R0/final.pt,ef3d04af7d931df5ee43557c19992ed67be81d7468b2b2da912b96adaf66f4f1,False,OpenBMI_MI,0,1,RANDOM_PRESERVE_R0,8a336959c1bda33a4667deaa19e2dd78a1ce82ba71c31faea81cc810a4d82c5a,aaf48e73f6ad8e97485baa879cbffa840938543f50467df2fc977cce68e75207,870ac81cbf518cbaed2014345836b22ac3b92bbb6c4c836962e748acc6a71f5f,24b5817c1c62cf9a04edadce42e2e5bcd8ec45357698cb8111797768cde0d1f0,2afa26bb49cbbb296194194dddf92e0c6391409cb40ebf000d924ddee6c3672d,32888b07325034f4ba0b99e3e06c880a1ff46b5b1d3ca97356811124053e0597,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,7991628819003288430,400,20,0.25,0.25,8,d4a5e6aaae5c98de028343a96bf3ab43c663da663f666f99f75636b8b382be92,85.96320743393153,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/RANDOM_PRESERVE_R1/final.pt,68b49cbefbd4909ba937bf45621c53783bc87129ddb435ef5a5e1d73ce0b9869,False,OpenBMI_MI,0,1,RANDOM_PRESERVE_R1,8a336959c1bda33a4667deaa19e2dd78a1ce82ba71c31faea81cc810a4d82c5a,aaf48e73f6ad8e97485baa879cbffa840938543f50467df2fc977cce68e75207,870ac81cbf518cbaed2014345836b22ac3b92bbb6c4c836962e748acc6a71f5f,24b5817c1c62cf9a04edadce42e2e5bcd8ec45357698cb8111797768cde0d1f0,7cda8b047d40bdf35628390a2abf8ea506f6a936b44629ad711b26ba44f690b1,562bb4219817fb8a2a95d6bbf99701164222c84c885c179d09ffacded604723f,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,7991628819003288430,400,20,0.25,0.25,8,5616bed02fd37466f56526875e080287bd1f3c707303ec47b0d1a2e74fd64d51,83.59216436836869,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed1/RANDOM_PRESERVE_R2/final.pt,4b65737473b6c64a206637c9a64f5c741188a5a93f091b4f14f103813d2c37b5,False,OpenBMI_MI,0,1,RANDOM_PRESERVE_R2,8a336959c1bda33a4667deaa19e2dd78a1ce82ba71c31faea81cc810a4d82c5a,aaf48e73f6ad8e97485baa879cbffa840938543f50467df2fc977cce68e75207,870ac81cbf518cbaed2014345836b22ac3b92bbb6c4c836962e748acc6a71f5f,24b5817c1c62cf9a04edadce42e2e5bcd8ec45357698cb8111797768cde0d1f0,ad52b663f720d499c44c940468a2e795b3c6cd12fb4d9553c8912bcaa709362d,b1206ea3b138c4e096b15b4293b8cb59e68ddc9608348d28ae6a3df1f76a5d9b,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,7991628819003288430,400,20,0.25,0.25,8,b7eccf6b221b439aed6688c2f28b6f672adf4c2cafedcbfb7610ef8bc00cf401,70.03425331693143,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
