checkpoint,checkpoint_sha256,reused,task,fold,seed,arm,reference_checkpoint_sha256,manifest_hash,initial_model_hash,initial_BN_buffer_hash,final_model_hash,final_BN_buffer_hash,optimizer_config_hash,dropout_rng_seed,update_count,epochs,PRD_lambda,preserve_lambda,preserve_rank,target_hash,elapsed_seconds,no_early_stopping,normalizer,normalizer_sha256,protected_rank,protected_target_estimable
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed2/PRD_ONLY/final.pt,51ec529b9691aed50e3472418b7b80afe9e8437dc2d3673604c1ba09e77ca592,False,OpenBMI_MI,0,2,PRD_ONLY,457b1ca36a53792c184c115e30c4d53fbac7cf3441e6f7bccde9162b1f72510e,f3f68564f99b103b7f0d1c218f8112e9c0a50b10a00df5d563ba93d5178ae9b3,f5c67d580c32869895b13697abb2685f7a34d54dd5b34539f1ab347551871be6,6f7f15433d97fa19fcb081d1c9802630e6ebff5a3ac7e0346f93bbe2151f7534,31ee0fc1e33b6097ea4cae75f0af3efc18b2852538a166f672ad065ad529c3a9,48b61e609cf0461c700fc1401cd4a2372b9ce3b26b06b443b4613ef25a952e92,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4007324921602711987,400,20,0.25,0.25,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,63.423686490394175,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed2/PROTECTED_PRESERVE/final.pt,cb3426fc7a6dfb49f6cc00af9508867513418406e452e7e0386168b269e00cef,False,OpenBMI_MI,0,2,PROTECTED_PRESERVE,457b1ca36a53792c184c115e30c4d53fbac7cf3441e6f7bccde9162b1f72510e,f3f68564f99b103b7f0d1c218f8112e9c0a50b10a00df5d563ba93d5178ae9b3,f5c67d580c32869895b13697abb2685f7a34d54dd5b34539f1ab347551871be6,6f7f15433d97fa19fcb081d1c9802630e6ebff5a3ac7e0346f93bbe2151f7534,5510ffa2415eef6824e804f2eb6b20e530e06fbd66c615bad8382274636fd3eb,b959b68f8ca71827e9e908c0be06a5eb8d5b2944d055a36b3824f3313b3ba589,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4007324921602711987,400,20,0.25,0.25,8,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,71.00071184244007,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed2/RANDOM_PRESERVE_R0/final.pt,c5f0f005fec08e785142dc2bacfa6dfb6c48bcedaaf02f8ab1ffc987ac6de51c,False,OpenBMI_MI,0,2,RANDOM_PRESERVE_R0,457b1ca36a53792c184c115e30c4d53fbac7cf3441e6f7bccde9162b1f72510e,f3f68564f99b103b7f0d1c218f8112e9c0a50b10a00df5d563ba93d5178ae9b3,f5c67d580c32869895b13697abb2685f7a34d54dd5b34539f1ab347551871be6,6f7f15433d97fa19fcb081d1c9802630e6ebff5a3ac7e0346f93bbe2151f7534,6ca6b427be8b7bf16d19c38a2d79ed1c90fb821b39cf3f8ff132fecb1d33f8c0,99781c4b4251142e0aaf7d536f0cf46fef6435483a4d69db1393d55660494344,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4007324921602711987,400,20,0.25,0.25,8,76331dd1a4e166ecba8a54322cdd147b46c92dc365af15b6d84d0f2696258b44,70.33763839211315,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed2/RANDOM_PRESERVE_R1/final.pt,6ce1672a8f61cb4f911ea53a37c7fff1619a5f8e5203ea8ad1c3b6e66d643f26,False,OpenBMI_MI,0,2,RANDOM_PRESERVE_R1,457b1ca36a53792c184c115e30c4d53fbac7cf3441e6f7bccde9162b1f72510e,f3f68564f99b103b7f0d1c218f8112e9c0a50b10a00df5d563ba93d5178ae9b3,f5c67d580c32869895b13697abb2685f7a34d54dd5b34539f1ab347551871be6,6f7f15433d97fa19fcb081d1c9802630e6ebff5a3ac7e0346f93bbe2151f7534,cd04907cdb0a4e34368af3ad00e2b6e49d2f0630abc6ee430d2a3356782e39ba,64b395b06950d2d2b1cb545f161860a89b7a72ea8b020b23dbc4def94c04fdca,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4007324921602711987,400,20,0.25,0.25,8,8d1cd98a47b25abec2749e2aba803a99cb76f6885bb18e9d46c07201fbad7b7d,72.48106293566525,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold0_seed2/RANDOM_PRESERVE_R2/final.pt,47e1c9cc4a552f7a39a7e54522a893426b19c587a14ce1b941afd52f477cbcb4,False,OpenBMI_MI,0,2,RANDOM_PRESERVE_R2,457b1ca36a53792c184c115e30c4d53fbac7cf3441e6f7bccde9162b1f72510e,f3f68564f99b103b7f0d1c218f8112e9c0a50b10a00df5d563ba93d5178ae9b3,f5c67d580c32869895b13697abb2685f7a34d54dd5b34539f1ab347551871be6,6f7f15433d97fa19fcb081d1c9802630e6ebff5a3ac7e0346f93bbe2151f7534,e871a2a2e4656b74963377b6cb8de15191d147b30bfaa1520d3e4b7050e3c107,e851a44527ff30a83e934a2000a1d6426d5fd652187be97ecc057ce073d74614,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,4007324921602711987,400,20,0.25,0.25,8,3a5491585bd27ea91f7f2fe93e8b45d1e971c9313ada736ed99641d97df5fc8c,86.60640150681138,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed0/PRD_ONLY/final.pt,64a55df12bc7156691fa166893609caf0232a783f765472d50cd46ec6a2ce328,False,OpenBMI_MI,1,0,PRD_ONLY,c1c144ad63e4bcd0a5c916c589acba150c62e6b45f3a657f4156cde086dac8fa,e88cb3f617e1b95d391f01b05453930acef0edba9992fb1ff659e7b5ad17104c,140a87cc768277898b6dcba1f24a3ec3031f58d60476b8501f054b9f64cf52ba,da0093962f81ac32ea9e7cdc2ebdcaa3ba6d3de22e3a9794e65c76670c6fbf1f,7a2e6d0afcb2cb7a868f88c6640fd522a364929984dd03d39d45fe36f72515e8,6ef9bc76537fe0be055443116255970f48505203e95c15164faf46f5c68065e4,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,5087348449090860708,400,20,0.25,0.25,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,84.9284121831879,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed0/PROTECTED_PRESERVE/final.pt,3d1b1c680c8140dc034b3033719ea1b718bc7ae0731720a0915d5629d9d89ee2,False,OpenBMI_MI,1,0,PROTECTED_PRESERVE,c1c144ad63e4bcd0a5c916c589acba150c62e6b45f3a657f4156cde086dac8fa,e88cb3f617e1b95d391f01b05453930acef0edba9992fb1ff659e7b5ad17104c,140a87cc768277898b6dcba1f24a3ec3031f58d60476b8501f054b9f64cf52ba,da0093962f81ac32ea9e7cdc2ebdcaa3ba6d3de22e3a9794e65c76670c6fbf1f,1b741cd76d3e2d2d3f4a5281f3e40b26db5c9a1beb735b5f2c899670b80087b3,470b70609d43c8782be7553c1c8752ee85c317afae6529ef1b9d6e5266eff403,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,5087348449090860708,400,20,0.25,0.25,8,ba53a4aa12c9f94924ab277189a5e8f6496c4117e8aa33eba863ac442fbcaf2c,86.28176612593234,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed0/RANDOM_PRESERVE_R0/final.pt,935fc7bbdd6d8813b15d4c6d0a7bf402fa0f05da5340bbcd8973368983102974,False,OpenBMI_MI,1,0,RANDOM_PRESERVE_R0,c1c144ad63e4bcd0a5c916c589acba150c62e6b45f3a657f4156cde086dac8fa,e88cb3f617e1b95d391f01b05453930acef0edba9992fb1ff659e7b5ad17104c,140a87cc768277898b6dcba1f24a3ec3031f58d60476b8501f054b9f64cf52ba,da0093962f81ac32ea9e7cdc2ebdcaa3ba6d3de22e3a9794e65c76670c6fbf1f,c3491142cc6182b84546e8cc7cfdeb2b6cd79678180d8c72dfae7d4b8c0974d8,97fea7e9d7d88163aabf6511d5b589a227931a393ae995a95cc80804241a2a10,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,5087348449090860708,400,20,0.25,0.25,8,1a0aea15d2b8a1a7975aabc78754a13f1bfba49fd6f0c0221164f84133dfdb1d,85.50906383059919,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed0/RANDOM_PRESERVE_R1/final.pt,8460e678e03e16bf9679f24b57016c5ec81d94dc1a72d061df048690d365a23d,False,OpenBMI_MI,1,0,RANDOM_PRESERVE_R1,c1c144ad63e4bcd0a5c916c589acba150c62e6b45f3a657f4156cde086dac8fa,e88cb3f617e1b95d391f01b05453930acef0edba9992fb1ff659e7b5ad17104c,140a87cc768277898b6dcba1f24a3ec3031f58d60476b8501f054b9f64cf52ba,da0093962f81ac32ea9e7cdc2ebdcaa3ba6d3de22e3a9794e65c76670c6fbf1f,dfba9536c0d5cbaa396776e948affc4544eeb1953d2925fe398865277b4a3982,9072cf779b683ed16dc3e2e02a5de3d36308f75fae794db94ba4f66907129df1,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,5087348449090860708,400,20,0.25,0.25,8,97975649e48ce09a5f14ee198b9637251633fd2e067959b434b6565c975045b7,58.971167830750346,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,8,True
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/checkpoints/OpenBMI_MI/fold1_seed0/RANDOM_PRESERVE_R2/final.pt,6958deb1e60a44ac06bb8cb20d121b4edfe9ea296f4554128ad9ee8d161baf7f,False,OpenBMI_MI,1,0,RANDOM_PRESERVE_R2,c1c144ad63e4bcd0a5c916c589acba150c62e6b45f3a657f4156cde086dac8fa,e88cb3f617e1b95d391f01b05453930acef0edba9992fb1ff659e7b5ad17104c,140a87cc768277898b6dcba1f24a3ec3031f58d60476b8501f054b9f64cf52ba,da0093962f81ac32ea9e7cdc2ebdcaa3ba6d3de22e3a9794e65c76670c6fbf1f,e8e2d11eacceef93a5df1aed611b18d27899eca2d7f41244da44ccd0b28cea86,a57dfce110f5e0ce23b495c25cd928d989ec123044046ea487ffe84c896e7a7c,33d25a06d03985935fc92b56073aeb3ca0d72e6bb2aacc53bae11e96ba01036d,5087348449090860708,400,20,0.25,0.25,8,8b966e663333978e576a929e8b240bfdfe3dc216d9a5b97ec5b3748f458c1ddf,73.09222542960197,True,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,8,True
