version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['21', '54', '23', '12', '51', '29', '13']",27,7,0.8057142857142857,0.8042857142857143,0.0014285714285714457,1,1,14.255522966384888
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['34', '44', '28', '52', '30', '2', '4']",27,7,0.805,0.8042857142857143,0.0007142857142857784,1,0,14.136568546295166
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['20', '41', '36', '46', '37', '32', '49']",27,7,0.85,0.8492857142857142,0.0007142857142857784,1,1,14.130510091781616
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['8', '14', '31', '18', '33', '47', '39']",27,7,0.8635714285714287,0.8642857142857143,-0.0007142857142856673,9,4,29.32010054588318
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['15', '53', '26', '9', '24', '27']",28,6,0.7925,0.7966666666666666,-0.004166666666666652,9,11,32.087929010391235
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['21', '54', '23', '12', '51', '29', '13']",27,7,0.8049999999999999,0.8042857142857143,0.0007142857142856673,1,1,11.392590522766113
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['34', '44', '28', '52', '30', '2', '4']",27,7,0.8042857142857143,0.8042857142857143,0.0,1,0,11.406311988830566
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['20', '41', '36', '46', '37', '32', '49']",27,7,0.8528571428571429,0.8507142857142858,0.002142857142857113,7,7,20.399229049682617
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['8', '14', '31', '18', '33', '47', '39']",27,7,0.865,0.8642857142857143,0.0007142857142856673,6,4,17.94180154800415
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['15', '53', '26', '9', '24', '27']",28,6,0.7866666666666666,0.7966666666666666,-0.010000000000000009,1,11,26.07692289352417
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['21', '54', '23', '12', '51', '29', '13']",27,7,0.8042857142857143,0.8042857142857143,0.0,1,1,8.581576347351074
