fold,seed,mi_protected_blocks,mi_protected_exists,mi_protected_harm_BA,mi_same_rank_random_harm_BA,mi_protected_minus_random_harm_BA,outer_test_used
0,0,[5],True,0.1328125,0.01221354166666661,0.1205989583333334,False
0,1,"[5, 6]",True,0.11024305555555558,0.004366319444444406,0.10587673611111117,False
1,0,"[4, 6]",True,0.04427083333333326,0.005104166666666644,0.039166666666666614,False
1,1,[4],True,0.07552083333333326,0.004565972222222218,0.07095486111111104,False
2,0,"[5, 6]",True,0.15711805555555558,0.010234374999999997,0.1468836805555556,False
2,1,"[5, 6]",True,0.10329861111111116,0.011232638888888978,0.09206597222222218,False
