task,dataset,folds,mean_X_BA,mean_RPXS_BA,mean_delta_BA_pp,median_delta_BA_pp,positive_folds,zero_folds,negative_folds,largest_negative_delta_pp,mean_macro_F1_delta,mean_lambda_channel,mean_abs_channel_residual,mean_X_parameter_drift,mean_BA_gate_on_minus_off
WBCIC_MI,WBCIC,5,0.7980489898989899,0.7982489898989898,0.020000000000000018,0.0,1,4,0,0.0,-2.945256890933834e-05,-0.0012650148943066596,0.00045759917120449247,2.0081480235556447e-05,0.0
