task,fold,gate_on_BA,gate_off_BA,BA_gate_on_minus_off,lambda_channel,mean_abs_channel_residual,rms_channel_residual,X_parameter_drift
WBCIC_MI,0,0.708554292929293,0.708554292929293,0.0,0.0,0.0,0.0,0.0
WBCIC_MI,1,0.8946906565656565,0.8946906565656565,0.0,0.0,0.0,0.0,0.0
WBCIC_MI,2,0.877,0.877,0.0,0.0,0.0,0.0,0.0
WBCIC_MI,3,0.7450000000000001,0.7450000000000001,0.0,0.0,0.0,0.0,0.0
WBCIC_MI,4,0.766,0.766,0.0,-0.0063250744715332985,0.0022879958560224622,0.0022953449515625834,0.00010040740117778224
