task,condition,subject_id,seeds,alignment,future_BA,future_macro_F1,WS_BA
OpenBMI_MI,CE,12,3,0.8371910691261292,0.6919999999999998,0.680068589856042,0.6919999999999998
OpenBMI_MI,CE,13,3,0.7420983393987021,0.6446666666666666,0.6322722914391045,0.6446666666666666
OpenBMI_MI,CE,17,3,0.6344430764516195,0.5706666666666668,0.55825613563218,0.5706666666666668
OpenBMI_MI,CE,18,3,0.775196647644043,0.614,0.6108298707300447,0.614
OpenBMI_MI,CE,24,3,0.32334252347548803,0.5680000000000001,0.5413916476807287,0.5680000000000001
OpenBMI_MI,CE,25,3,0.9430430889129638,0.9739999999999999,0.9739952650727258,0.7566666666666667
OpenBMI_MI,CE,29,3,0.8860641996065776,0.7680000000000001,0.7656830501912261,0.6813333333333332
OpenBMI_MI,CE,36,3,0.9719364643096924,0.8866666666666667,0.8863813875928993,0.8866666666666667
OpenBMI_MI,CE,37,3,0.8557193239529927,0.68,0.6625365855458637,0.6653333333333333
OpenBMI_MI,CE,39,3,0.9297037243843079,0.7093333333333334,0.7066913770039619,0.7093333333333334
OpenBMI_MI,CE,4,3,0.8556688745816547,0.7526666666666667,0.7446243571675026,0.6839999999999998
OpenBMI_MI,CE,42,3,0.8286662618319194,0.7006666666666667,0.6981480969643784,0.6839999999999998
OpenBMI_MI,CE,51,3,0.7215770165125529,0.6246666666666666,0.6128465361400152,0.6246666666666666
OpenBMI_MI,CE,54,3,0.7434698383013408,0.7006666666666667,0.6989306052480169,0.6093333333333334
OpenBMI_MI,CE_PLUS_PRD,12,3,0.955376148223877,0.6866666666666666,0.6750321573908731,0.6866666666666666
OpenBMI_MI,CE_PLUS_PRD,13,3,0.9216637253761292,0.6393333333333332,0.6258553368326218,0.6393333333333332
OpenBMI_MI,CE_PLUS_PRD,17,3,0.7424635966618855,0.57,0.5540352043227353,0.57
OpenBMI_MI,CE_PLUS_PRD,18,3,0.9145604332288105,0.606,0.6029155769619071,0.606
OpenBMI_MI,CE_PLUS_PRD,24,3,0.5376385604341825,0.5513333333333333,0.5249370901936419,0.5513333333333333
OpenBMI_MI,CE_PLUS_PRD,25,3,0.9737665613492329,0.972,0.971989988745159,0.7520000000000001
OpenBMI_MI,CE_PLUS_PRD,29,3,0.9172017574310303,0.7846666666666667,0.7828259968469283,0.6999999999999998
OpenBMI_MI,CE_PLUS_PRD,36,3,0.9890277862548827,0.8893333333333334,0.8891695140812743,0.8806666666666666
OpenBMI_MI,CE_PLUS_PRD,37,3,0.9034528613090514,0.6673333333333332,0.6439151643872313,0.6673333333333332
OpenBMI_MI,CE_PLUS_PRD,39,3,0.9690974513689676,0.7026666666666667,0.6965125676762532,0.7026666666666667
OpenBMI_MI,CE_PLUS_PRD,4,3,0.9317903876304626,0.7546666666666667,0.7459326668217939,0.6786666666666666
OpenBMI_MI,CE_PLUS_PRD,42,3,0.9473302404085796,0.7040000000000001,0.701612842678799,0.6859999999999999
OpenBMI_MI,CE_PLUS_PRD,51,3,0.9105754216512044,0.6153333333333334,0.6018521406920455,0.6153333333333334
OpenBMI_MI,CE_PLUS_PRD,54,3,0.9091613213221232,0.7013333333333334,0.6994744540902449,0.6246666666666667
WBCIC_MI,CE,sub-10,3,0.9510328888893128,0.7936666666666667,0.7920609528892223,0.635
WBCIC_MI,CE,sub-15,3,0.872184536854426,0.6956666666666665,0.6912641055143863,0.6956666666666665
WBCIC_MI,CE,sub-20,3,0.09466043040156363,0.496,0.47638335359892775,0.496
WBCIC_MI,CE,sub-39,3,0.37851803551117574,0.7836666666666666,0.782025018914405,0.4703333333333333
WBCIC_MI,CE,sub-4,3,0.8285430232683818,0.6446666666666667,0.638855283334331,0.536
WBCIC_MI,CE,sub-40,3,0.9598233699798584,0.7866666666666666,0.7840134624438,0.7006666666666667
WBCIC_MI,CE,sub-43,3,0.9914104064305623,0.9363333333333332,0.9356753258638918,0.9363333333333332
WBCIC_MI,CE,sub-46,3,0.990769362449646,0.8576666666666667,0.8529869736827189,0.8576666666666667
WBCIC_MI,CE,sub-51,3,0.9600427945454916,0.7639999999999999,0.7574085212320195,0.6936666666666667
WBCIC_MI,CE,sub-8,3,0.9905667980511984,0.8816666666666668,0.8811535932778228,0.8623333333333334
WBCIC_MI,CE_PLUS_PRD,sub-10,3,0.9169694672028225,0.7746666666666666,0.7707844516040224,0.6286666666666667
WBCIC_MI,CE_PLUS_PRD,sub-15,3,0.9367192586263021,0.6816666666666666,0.6764090694149908,0.6816666666666666
WBCIC_MI,CE_PLUS_PRD,sub-20,3,0.15287459790706637,0.49833333333333335,0.47422869201099277,0.49833333333333335
WBCIC_MI,CE_PLUS_PRD,sub-39,3,0.2335918232798576,0.7936666666666667,0.7919800427393765,0.4549999999999999
WBCIC_MI,CE_PLUS_PRD,sub-4,3,0.85369946261247,0.6353333333333333,0.6243493995612851,0.539
WBCIC_MI,CE_PLUS_PRD,sub-40,3,0.9859116792678834,0.7673333333333333,0.7626116452960825,0.6766666666666667
WBCIC_MI,CE_PLUS_PRD,sub-43,3,0.9949587861696879,0.9063333333333333,0.9022057444205229,0.9063333333333333
WBCIC_MI,CE_PLUS_PRD,sub-46,3,0.9891635656356811,0.823,0.8103838156405428,0.823
WBCIC_MI,CE_PLUS_PRD,sub-51,3,0.9394100685914357,0.7333333333333334,0.7207354782399716,0.6869999999999999
WBCIC_MI,CE_PLUS_PRD,sub-8,3,0.9932077606519063,0.8570000000000001,0.8527762124898536,0.836
