task,condition,seed,subject_id,session,BA,macro_F1,folds
WBCIC_MI,CE_PLUS_PRD,2,sub-40,S2,0.812,0.811693384786204,5
WBCIC_MI,CE_PLUS_PRD,2,sub-43,S0,0.9789999999999999,0.9789982746417951,5
WBCIC_MI,CE_PLUS_PRD,2,sub-43,S1,0.9650000000000001,0.9649916705142921,5
WBCIC_MI,CE_PLUS_PRD,2,sub-43,S2,0.9559999999999998,0.9559959994198982,5
WBCIC_MI,CE_PLUS_PRD,2,sub-46,S0,0.9650000000000001,0.9649706446835544,5
WBCIC_MI,CE_PLUS_PRD,2,sub-46,S1,0.937,0.9368992452936092,5
WBCIC_MI,CE_PLUS_PRD,2,sub-46,S2,0.874,0.873505524499745,5
WBCIC_MI,CE_PLUS_PRD,2,sub-51,S0,0.736,0.7335918276076983,5
WBCIC_MI,CE_PLUS_PRD,2,sub-51,S1,0.749,0.742911272140039,5
WBCIC_MI,CE_PLUS_PRD,2,sub-51,S2,0.795,0.7933767372494259,5
WBCIC_MI,CE_PLUS_PRD,2,sub-8,S0,0.891,0.890921616569939,5
WBCIC_MI,CE_PLUS_PRD,2,sub-8,S1,0.9109999999999999,0.9109612886225527,5
WBCIC_MI,CE_PLUS_PRD,2,sub-8,S2,0.897,0.896939157088293,5
