task,condition,biological_subjects,alignment,alignment_CI95_low,alignment_CI95_high,future_BA,future_BA_CI95_low,future_BA_CI95_high,future_macro_F1,future_macro_F1_CI95_low,future_macro_F1_CI95_high,WS_BA,WS_BA_CI95_low,WS_BA_CI95_high,delta_alignment,delta_alignment_CI95_low,delta_alignment_CI95_high,delta_future_BA,delta_future_BA_CI95_low,delta_future_BA_CI95_high,delta_future_macro_F1,delta_future_macro_F1_CI95_low,delta_future_macro_F1_CI95_high,delta_WS_BA,delta_WS_BA_CI95_low,delta_WS_BA_CI95_high
OpenBMI_MI,CE,14,0.7891514606064274,0.6981700317801108,0.8618929665216377,0.7061428571428571,0.6531904761904761,0.7675714285714286,0.698046842590335,0.6422471386939359,0.7616607501572061,0.6707619047619048,0.6326666666666666,0.7154285714285714,,,,,,,,,,,,
OpenBMI_MI,CE_PLUS_PRD,14,0.8945075894750298,0.8268278999635504,0.9431433426056588,0.7031904761904764,0.6469035714285714,0.7677166666666665,0.6940043358372507,0.6359946575440584,0.7598439809271537,0.6686190476190476,0.6300952380952382,0.7126190476190476,,,,,,,,,,,,
OpenBMI_MI,DELTA_PRD_MINUS_CE,14,,,,,,,,,,,,,0.10535612886860256,0.07217853035245622,0.13905972390657367,-0.2952380952380952,-0.6857142857142895,0.12869047619047122,-0.4042506753084358,-0.8506465567124479,0.07825679894902028,-0.21428571428571444,-0.6571428571428564,0.29047619047618706
WBCIC_MI,CE,10,0.8017551646381615,0.6005871005461861,0.9574258230129878,0.764,0.6852658333333332,0.8327675,0.7591826590751525,0.6755118381586518,0.8305584248738028,0.6883666666666667,0.5951000000000001,0.7864,,,,,,,,,,,,
WBCIC_MI,CE_PLUS_PRD,10,0.7996506469945113,0.5828468593594929,0.9622665245334308,0.7470666666666667,0.6736325,0.8122333333333334,0.7386464551417641,0.6622657527780818,0.806087257755272,0.6731666666666667,0.5866991666666665,0.7615008333333333,,,,,,,,,,,,
WBCIC_MI,DELTA_PRD_MINUS_CE,10,,,,,,,,,,,,,-0.002104517643650372,-0.040119108932713685,0.02784550167496003,-1.6933333333333316,-2.5066666666666686,-0.786666666666665,-2.053620393338843,-2.9501352291114533,-1.0707917895207493,-1.5199999999999998,-2.2966666666666695,-0.746666666666667
