task,condition,seed,subject_id,alignment,future_BA,future_macro_F1,WS_BA
OpenBMI_MI,CE,0,12,0.8375996232032776,0.706,0.695548628251893,0.706
OpenBMI_MI,CE,0,13,0.8028589010238647,0.6639999999999999,0.6513737707063748,0.6639999999999999
OpenBMI_MI,CE,0,17,0.6037769317626953,0.58,0.5746828336006551,0.58
OpenBMI_MI,CE,0,18,0.7251245379447937,0.608,0.6035603144153471,0.608
OpenBMI_MI,CE,0,24,0.21455910056829453,0.546,0.5153363889837089,0.546
OpenBMI_MI,CE,0,25,0.9416305422782898,0.982,0.981998199819982,0.76
OpenBMI_MI,CE,0,29,0.8217710256576538,0.726,0.7230578115013934,0.6599999999999999
OpenBMI_MI,CE,0,36,0.9638128995895385,0.876,0.8755029917921522,0.876
OpenBMI_MI,CE,0,37,0.8385859251022338,0.6900000000000001,0.6738895354998345,0.634
OpenBMI_MI,CE,0,39,0.9298313021659851,0.716,0.7140998285981274,0.716
OpenBMI_MI,CE,0,4,0.8189031481742859,0.762,0.7557658741392762,0.6719999999999999
OpenBMI_MI,CE,0,42,0.8133086800575257,0.686,0.6822445256575185,0.6799999999999999
OpenBMI_MI,CE,0,51,0.7832186579704284,0.634,0.620747154326554,0.634
OpenBMI_MI,CE,0,54,0.791040050983429,0.714,0.7104422727991746,0.632
OpenBMI_MI,CE,1,12,0.8055492281913758,0.7,0.6961728735666057,0.7
OpenBMI_MI,CE,1,13,0.6291393280029297,0.646,0.6362395150279792,0.646
OpenBMI_MI,CE,1,17,0.642622971534729,0.55,0.5213561905539434,0.55
OpenBMI_MI,CE,1,18,0.7792106747627259,0.618,0.6150220254237675,0.618
OpenBMI_MI,CE,1,24,0.34024948477745054,0.5720000000000001,0.5400408218398095,0.5720000000000001
OpenBMI_MI,CE,1,25,0.9347800016403198,0.968,0.9679939979592197,0.746
OpenBMI_MI,CE,1,29,0.8852575063705445,0.756,0.7532086653039617,0.6599999999999999
OpenBMI_MI,CE,1,36,0.9677943468093873,0.8720000000000001,0.8718439800201365,0.8720000000000001
OpenBMI_MI,CE,1,37,0.8382386922836303,0.7,0.6953711851905087,0.646
OpenBMI_MI,CE,1,39,0.9179919719696045,0.686,0.6827300831820867,0.686
OpenBMI_MI,CE,1,4,0.8619445204734802,0.746,0.7384228036206276,0.6839999999999999
OpenBMI_MI,CE,1,42,0.8202203869819641,0.704,0.7007843560421194,0.6839999999999999
OpenBMI_MI,CE,1,51,0.5751461625099182,0.588,0.5697527503892703,0.588
OpenBMI_MI,CE,1,54,0.6715278267860413,0.712,0.71046361439838,0.5980000000000001
OpenBMI_MI,CE,2,12,0.8684243559837341,0.6699999999999999,0.648484267749627,0.6699999999999999
OpenBMI_MI,CE,2,13,0.7942967891693116,0.624,0.6092035885829595,0.624
OpenBMI_MI,CE,2,17,0.656929326057434,0.5820000000000001,0.5787293827419415,0.5820000000000001
OpenBMI_MI,CE,2,18,0.8212547302246094,0.616,0.6139072723510194,0.616
OpenBMI_MI,CE,2,24,0.41521898508071897,0.586,0.5687977322186677,0.586
OpenBMI_MI,CE,2,25,0.952718722820282,0.9719999999999999,0.9719935974389756,0.764
OpenBMI_MI,CE,2,29,0.9511640667915344,0.8220000000000001,0.820782673768323,0.724
OpenBMI_MI,CE,2,36,0.9842021465301514,0.9119999999999999,0.9117971909664092,0.9119999999999999
OpenBMI_MI,CE,2,37,0.890333354473114,0.65,0.618349035947248,0.65
OpenBMI_MI,CE,2,39,0.941287899017334,0.726,0.7232442192316716,0.726
OpenBMI_MI,CE,2,4,0.8861589550971984,0.75,0.739684393742604,0.696
OpenBMI_MI,CE,2,42,0.8524697184562683,0.712,0.7114154091934971,0.688
OpenBMI_MI,CE,2,51,0.806366229057312,0.6519999999999999,0.6480397037042213,0.6519999999999999
OpenBMI_MI,CE,2,54,0.767841637134552,0.6759999999999999,0.675885928546496,0.5980000000000001
OpenBMI_MI,CE_PLUS_PRD,0,12,0.9405784368515014,0.6759999999999999,0.6662987168790023,0.6759999999999999
OpenBMI_MI,CE_PLUS_PRD,0,13,0.931885302066803,0.6439999999999999,0.6355025385932962,0.6439999999999999
OpenBMI_MI,CE_PLUS_PRD,0,17,0.8168906211853028,0.5900000000000001,0.5831453176583855,0.5900000000000001
OpenBMI_MI,CE_PLUS_PRD,0,18,0.889604640007019,0.5980000000000001,0.5913142833159112,0.5980000000000001
OpenBMI_MI,CE_PLUS_PRD,0,24,0.4287253975868225,0.538,0.5097688855791758,0.538
OpenBMI_MI,CE_PLUS_PRD,0,25,0.9771525144577027,0.976,0.9759991999199921,0.764
OpenBMI_MI,CE_PLUS_PRD,0,29,0.8086839199066163,0.674,0.6696306629212257,0.674
OpenBMI_MI,CE_PLUS_PRD,0,36,0.9837267994880676,0.85,0.8497255402318953,0.85
OpenBMI_MI,CE_PLUS_PRD,0,37,0.8503139972686767,0.662,0.6416397831390764,0.626
OpenBMI_MI,CE_PLUS_PRD,0,39,0.9579572558403016,0.678,0.6720855856865466,0.678
OpenBMI_MI,CE_PLUS_PRD,0,4,0.9119272470474243,0.748,0.7388506414945637,0.65
OpenBMI_MI,CE_PLUS_PRD,0,42,0.9389733791351318,0.694,0.6919309596502818,0.662
