task,condition,seed,subject_id,alignment,future_BA,future_macro_F1,WS_BA
OpenBMI_MI,CE_PLUS_PRD,0,51,0.9222818493843079,0.632,0.6122374339526255,0.632
OpenBMI_MI,CE_PLUS_PRD,0,54,0.935619568824768,0.702,0.6990466223913134,0.648
OpenBMI_MI,CE_PLUS_PRD,1,12,0.9679344058036804,0.722,0.7197156750620712,0.722
OpenBMI_MI,CE_PLUS_PRD,1,13,0.931464433670044,0.6639999999999999,0.6527791618916289,0.6639999999999999
OpenBMI_MI,CE_PLUS_PRD,1,17,0.7090789318084717,0.5439999999999999,0.5087593691119039,0.5439999999999999
OpenBMI_MI,CE_PLUS_PRD,1,18,0.9361222267150879,0.632,0.6307004980117712,0.632
OpenBMI_MI,CE_PLUS_PRD,1,24,0.6624152049422264,0.548,0.5065463485636064,0.548
OpenBMI_MI,CE_PLUS_PRD,1,25,0.971552050113678,0.9640000000000001,0.9639715663954931,0.756
OpenBMI_MI,CE_PLUS_PRD,1,29,0.9609243631362915,0.82,0.819112230835857,0.6759999999999999
OpenBMI_MI,CE_PLUS_PRD,1,36,0.9887202501296997,0.908,0.907851271799613,0.868
OpenBMI_MI,CE_PLUS_PRD,1,37,0.9213152647018432,0.708,0.6996762765046883,0.694
OpenBMI_MI,CE_PLUS_PRD,1,39,0.9772251129150391,0.712,0.7030798816944197,0.712
OpenBMI_MI,CE_PLUS_PRD,1,4,0.9538911581039429,0.768,0.7628742500696609,0.6819999999999999
OpenBMI_MI,CE_PLUS_PRD,1,42,0.9550810694694519,0.706,0.7019308886331197,0.704
OpenBMI_MI,CE_PLUS_PRD,1,51,0.8805394768714905,0.5820000000000001,0.5671281150724372,0.5820000000000001
OpenBMI_MI,CE_PLUS_PRD,1,54,0.8934804558753967,0.71,0.7078179466709751,0.604
OpenBMI_MI,CE_PLUS_PRD,2,12,0.957615602016449,0.662,0.6390820802315458,0.662
OpenBMI_MI,CE_PLUS_PRD,2,13,0.9016414403915405,0.61,0.5892843100129406,0.61
OpenBMI_MI,CE_PLUS_PRD,2,17,0.7014212369918823,0.5760000000000001,0.5702009261979167,0.5760000000000001
OpenBMI_MI,CE_PLUS_PRD,2,18,0.917954432964325,0.5880000000000001,0.5867319495580391,0.5880000000000001
OpenBMI_MI,CE_PLUS_PRD,2,24,0.5217750787734985,0.568,0.5584960364381434,0.568
OpenBMI_MI,CE_PLUS_PRD,2,25,0.9725951194763184,0.976,0.9759991999199921,0.736
OpenBMI_MI,CE_PLUS_PRD,2,29,0.9819969892501831,0.86,0.859735096783702,0.744
OpenBMI_MI,CE_PLUS_PRD,2,36,0.9946363091468811,0.9099999999999999,0.9099317302123147,0.9099999999999999
OpenBMI_MI,CE_PLUS_PRD,2,37,0.9387293219566345,0.632,0.590429433517929,0.632
OpenBMI_MI,CE_PLUS_PRD,2,39,0.9721099853515625,0.718,0.7143722356477931,0.718
OpenBMI_MI,CE_PLUS_PRD,2,4,0.9295527577400208,0.748,0.736073108901157,0.704
OpenBMI_MI,CE_PLUS_PRD,2,42,0.9479362726211548,0.712,0.7109766797529955,0.692
OpenBMI_MI,CE_PLUS_PRD,2,51,0.928904938697815,0.632,0.6261908730510736,0.632
OpenBMI_MI,CE_PLUS_PRD,2,54,0.8983839392662049,0.692,0.6915587932084464,0.622
WBCIC_MI,CE,0,sub-10,0.9315953850746155,0.759,0.7556664376164672,0.622
WBCIC_MI,CE,0,sub-15,0.7900717914104461,0.673,0.6672025781533503,0.673
WBCIC_MI,CE,0,sub-20,0.05901699662208556,0.493,0.4781061962464622,0.493
WBCIC_MI,CE,0,sub-39,0.46259202659130094,0.781,0.7795956277177153,0.484
WBCIC_MI,CE,0,sub-4,0.7103807210922242,0.632,0.6225148765238846,0.546
WBCIC_MI,CE,0,sub-40,0.9540852427482605,0.77,0.7667568679374827,0.702
WBCIC_MI,CE,0,sub-43,0.9874030351638794,0.9129999999999999,0.9115855295053519,0.9129999999999999
WBCIC_MI,CE,0,sub-46,0.9861239194869995,0.8390000000000001,0.8321979651034683,0.8390000000000001
WBCIC_MI,CE,0,sub-51,0.9224955558776855,0.737,0.7288745135139661,0.662
WBCIC_MI,CE,0,sub-8,0.9850898027420044,0.8640000000000001,0.8632069322336318,0.841
WBCIC_MI,CE,1,sub-10,0.9662057757377625,0.8190000000000002,0.8181353617523891,0.646
WBCIC_MI,CE,1,sub-15,0.8970982313156128,0.701,0.6957915055743389,0.701
WBCIC_MI,CE,1,sub-20,0.12827787697315213,0.491,0.47688943093206226,0.491
WBCIC_MI,CE,1,sub-39,0.26168832629919053,0.763,0.7604172966113366,0.45299999999999996
WBCIC_MI,CE,1,sub-4,0.8567787647247315,0.636,0.6316866993157373,0.517
WBCIC_MI,CE,1,sub-40,0.9601371049880981,0.7849999999999999,0.7830547022163765,0.7030000000000001
WBCIC_MI,CE,1,sub-43,0.9924058079719543,0.952,0.9517875427956687,0.952
WBCIC_MI,CE,1,sub-46,0.9916598677635193,0.865,0.8600480468861041,0.865
WBCIC_MI,CE,1,sub-51,0.9735853791236877,0.7649999999999999,0.7573029937332262,0.697
WBCIC_MI,CE,1,sub-8,0.9921016216278076,0.893,0.8926405392771237,0.866
WBCIC_MI,CE,2,sub-10,0.9552975058555603,0.8029999999999999,0.8023810592988102,0.637
WBCIC_MI,CE,2,sub-15,0.9293835878372192,0.7129999999999999,0.7107982328154698,0.7129999999999999
WBCIC_MI,CE,2,sub-20,0.09668641760945322,0.504,0.47415443361825876,0.504
WBCIC_MI,CE,2,sub-39,0.41127375364303587,0.807,0.806062132414163,0.47400000000000003
WBCIC_MI,CE,2,sub-4,0.9184695839881897,0.666,0.6623642741633707,0.545
WBCIC_MI,CE,2,sub-40,0.9652477622032165,0.805,0.8022288171775408,0.697
WBCIC_MI,CE,2,sub-43,0.9944223761558533,0.944,0.9436529052906547,0.944
WBCIC_MI,CE,2,sub-46,0.9945243000984192,0.869,0.8667149090585843,0.869
WBCIC_MI,CE,2,sub-51,0.9840474486351013,0.79,0.7860480564488659,0.722
WBCIC_MI,CE,2,sub-8,0.994508969783783,0.8880000000000001,0.8876133083227131,0.8800000000000001
WBCIC_MI,CE_PLUS_PRD,0,sub-10,0.9725301146507264,0.7449999999999999,0.7359420946405635,0.62
WBCIC_MI,CE_PLUS_PRD,0,sub-15,0.9348894953727722,0.658,0.6480983707518313,0.658
WBCIC_MI,CE_PLUS_PRD,0,sub-20,0.13549184799194333,0.485,0.44056320230785023,0.485
WBCIC_MI,CE_PLUS_PRD,0,sub-39,0.2591571182012558,0.786,0.7826664827221774,0.475
WBCIC_MI,CE_PLUS_PRD,0,sub-4,0.8474631309509277,0.619,0.5946554555943658,0.538
WBCIC_MI,CE_PLUS_PRD,0,sub-40,0.9847302913665772,0.746,0.7342617971788834,0.6719999999999999
WBCIC_MI,CE_PLUS_PRD,0,sub-43,0.9954243302345276,0.865,0.8541426725095909,0.865
WBCIC_MI,CE_PLUS_PRD,0,sub-46,0.99158216714859,0.7809999999999999,0.7542983252185349,0.7809999999999999
WBCIC_MI,CE_PLUS_PRD,0,sub-51,0.9623003244400025,0.702,0.6770455821211546,0.66
WBCIC_MI,CE_PLUS_PRD,0,sub-8,0.9940699100494385,0.8310000000000001,0.8207807780391407,0.7929999999999999
WBCIC_MI,CE_PLUS_PRD,1,sub-10,0.7854200392961501,0.775,0.7725807529300619,0.624
WBCIC_MI,CE_PLUS_PRD,1,sub-15,0.8925922632217407,0.6819999999999999,0.6771325084408307,0.6819999999999999
WBCIC_MI,CE_PLUS_PRD,1,sub-20,0.3368196427822113,0.508,0.49537015900707226,0.508
WBCIC_MI,CE_PLUS_PRD,1,sub-39,0.2044265821576118,0.772,0.7704355642694687,0.45499999999999996
WBCIC_MI,CE_PLUS_PRD,1,sub-4,0.7298857122659683,0.618,0.6102033396488717,0.526
WBCIC_MI,CE_PLUS_PRD,1,sub-40,0.9797239542007447,0.744,0.7418797539231601,0.667
WBCIC_MI,CE_PLUS_PRD,1,sub-43,0.9913686752319336,0.898,0.8964785613320796,0.898
WBCIC_MI,CE_PLUS_PRD,1,sub-46,0.9773844003677368,0.8140000000000001,0.8033475972033486,0.8140000000000001
WBCIC_MI,CE_PLUS_PRD,1,sub-51,0.8609750807285309,0.7030000000000001,0.6917841153493346,0.665
WBCIC_MI,CE_PLUS_PRD,1,sub-8,0.9874422430992127,0.843,0.8406087023421269,0.8240000000000001
WBCIC_MI,CE_PLUS_PRD,2,sub-10,0.9929582476615906,0.804,0.8038305072414417,0.642
WBCIC_MI,CE_PLUS_PRD,2,sub-15,0.9826760172843934,0.705,0.7039963290523105,0.705
WBCIC_MI,CE_PLUS_PRD,2,sub-20,-0.013687697052955606,0.502,0.48675271471805565,0.502
WBCIC_MI,CE_PLUS_PRD,2,sub-39,0.23719176948070522,0.8230000000000001,0.822838081226483,0.43499999999999994
WBCIC_MI,CE_PLUS_PRD,2,sub-4,0.9837495446205139,0.6689999999999999,0.6681894034406178,0.553
WBCIC_MI,CE_PLUS_PRD,2,sub-40,0.9932807922363281,0.812,0.811693384786204,0.6910000000000001
WBCIC_MI,CE_PLUS_PRD,2,sub-43,0.9980833530426025,0.9559999999999998,0.9559959994198982,0.9559999999999998
WBCIC_MI,CE_PLUS_PRD,2,sub-46,0.9985241293907166,0.874,0.873505524499745,0.874
WBCIC_MI,CE_PLUS_PRD,2,sub-51,0.9949548006057739,0.795,0.7933767372494259,0.736
WBCIC_MI,CE_PLUS_PRD,2,sub-8,0.9981111288070679,0.897,0.896939157088293,0.891
